"kelime","anlam"
"mün’im","nimet verici; gerçek nimet verici olan ve yarattıklarını sonsuz bir şekilde nimetlendiren Allah"
"nâdan","cahil"
"öşr-ı mi’şâr-ı aşr","onda birin onda birinin onda biri; yani binde bir"
"rabian","dördüncü olarak"
"râci","dönen, ait"
"re’sülmâl","ana sermaye, kapital"
"riya","gösteriş, ikiyüzlülük"
"salisen","üçüncü olarak"
"saniyen","ikinci olarak"
"semere","meyve, netice"
"şer","kötülük, fenalık"
"şerâit","şartlar"
"şerr-i cüz’î","az kötülük, bireysel kötülük"
"şükür","nimeti veren Allah’a karşı minnet duymak, teşekkür etmek"
"tevakkuf etmek","–e bağlı olmak,"
"tevfik","muvaffakiyet, başarı"
"vücud","varlık, var oluş"
"adavet-i müsi’","kötülük işleyen kişiye düşmanlık"
"âidiyet","ait olma, bağlılık"
"akarib","akrabalar, yakınlar"
"cehil","cahillik, bilgisizlik"
"cemaat","topluluk, grup"
"edeb-i illiye-i âdile-i Kur’âniye","Kur’ân’ın âdil yüksek edebi"
"edeb-i Kur’ân","Kur’ân’ın terbiyesi, Kur’ân ahlâkı"
"edep","terbiye, güzel ahlâk"
"ef’al","fiiller, işler"
"esbab","sebepler"
"Fâtır","herşeyi mükemmel san’atıyla yaratan Allah"
"feyz-i fazl","Allah’ın lütuf ve ihsanının bereketi"
"gasbetme","zorla alma"
"gayr","başkası"
"hakikat","asıl, gerçek"
"hasenat","güzellikler, iyilikler"
"hasene","iyilik, sevap"
"iftihar etmek","övünmek"
"iğmâz-ı ayn","gözünü kapamak"
"kader","Allah’ın meydana gelecek hâdiseleri olmadan önce takdir etmesi, plânlaması"
"mağrur","gururlu"
"mes’uliyet","sorumluluk, yükümlülük"
"muhabbet","sevgi"
"muhsin","iyi davranan, ihsan eden"
"musi’","kötülük işleyen, günahkâr, isyankâr"
"münhasır","sınırlı"
"müteallikat","akrabalar, alâkalı olanlar"
"müteneffiz","zorlu nüfuz sahibi olan"
"nass","açık ve kesin hüküm; Kur’ân ve sahih hadis gibi"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"neş’et etmek","doğmak, kaynaklanmak"
"sair","diğer"
"seyyiat","günahlar, kötülükler"
"seyyie","kötülük, günah"
"sille","tokat, şamar"
"şer","kötülük, zarar"
"tâğut","büyük zulüm işleyen zâlim, inkârcı, isyankâr"
"te’dip olunmak","edeplendirilmek, haddi bildirilmek"
"tecavüz etme","haddini aşma, ileri gitme, saldırma, zulmetme"
"tefer’un","firavunlaşma, kendisini Firavun gibi ilâh seviyesinde görme"
"teşmil etmek","genelleştirmek, umuma uygulamak"
"uyûb","ayıplar, kusurlar"
"angarya","karşılıksız görülen iş"
"âsi","isyan eden, başkaldıran"
"cehûl","çok cahil"
"cihad","mücadele, gayret, çaba; kutsal değerler uğrunda düşmanla savaşma"
"daire-i iktidar","iktidar dairesi; etki alanı"
"deva","ilâç"
"âsi","isyan eden, başkaldıran"
"cehil","cahillik, bilgisizlik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihad","mücadele, gayret, çaba; kutsal değerler uğrunda düşmanla savaşma"
"dakk-ı bab etmek","kapıyı vurmak, kapıyı çalmak"
"darb edilmek","dövülmek"
"emval","mallar"
"erzak","rızıklar, yenilecek ve içilecek şeyler"
"Ganî","sınırsız zenginlik sahibi olan Allah"
"hâcat","ihtiyaçlar"
"Hâlık","Yaratıcı; herşeyi yaratan Allah"
"hazâin-i rahmet","Allah’ın rahmet hazineleri"
"ibadat","ibadetler"
"idame","devam ettirme"
"ihsan etmek","ikram etmek, bağışlamak"
"ihtiyarsız","iradesiz"
"iktidar","güç, kudret"
"istidat","yetenek"
"istihdam etmek","çalıştırmak"
"istimal etmek","kullanmak"
"iştigal etmek","meşgul olmak, uğraşmak"
"itham etmek","suçlamak"
"kader","Allah’ın meydana gelecek hâdiseleri olmadan önce takdir etmesi, plânlaması"
"kal","söz, sözlü ifade"
"kavl","söz"
"kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"levazımat","gerekli olan şeyler, ihtiyaçlar"
"lisân","dil"
"matbah","mutfak"
"matbaha-i Rabbaniye","her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren ve onları terbiye edip idaresi ve egemenliği altında bulunduran Allah’ın mutfağı"
"misâl","örnek"
"muhafaza","koruma"
"muin","yardımcı"
"muvaffık","muvaffak eden, başarı ihsan eden"
"mücahede","cihad etme, mücadele"
"nefer","asker, er"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"nimet","iyilik, lütuf, ihsan"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"Rezzâk-ı Hakikî","gerçek rızık verici olan Allah"
"rızık","Allah’ın ihsan ettiği nimetler, yiyecekler"
"Said-i şakî","“isyan eden günahkâr Said!” anlamında tevazu ifadesi"
"salât","namaz, dua"
"sual","isteme"
"sûret","biçim, şekil"
"sülûk etmek","gitmek"
"şakî","haydut, yol kesici"
"talim","eğitim-öğretim"
"talimat","eğitim-öğretim, bildiriler, emirler"
"tânif","şiddet ve katı muamele uygulama"
"tayınat","erzak, yiyecekler"
"tayin etmek","belirlemek"
"tedarik","elde etme"
"tedip edilmek","cezalandırılmak"
"terk-i kebair","büyük günahları terketme"
"tezyif olunma","küçük düşürülme"
"tufuliyet","tıfıllık, çocukluk"
"ubudiyet","kulluk, ibadet"
"vasıl etmek","ulaştırmak"
"vazife-i asliye","asıl görev, temel vazife"
"vazife-i fıtrat","yaratılış görevi"
"zîhayat","canlı, hayat sahibi"
"zira","çünkü"
"erzak","rızıklar, yenilecek ve içilecek şeyler"
"fuzuli","boş, boşuna, lüzumsuz"
"Hâlık","herşeyi yaratan Allah"
"hükûmet","idare, yönetim"
"ihzar edici","hazırlayıcı"
"istihdam etmek","çalıştırmak"
"iştigal etmek","uğraşmak, meşgul olmak"
"karavana","kışla, okul, hastane gibi kurumlarda dağıtılacak yemeğin konulduğu kap"
"kesb etmek","kazanmak"
"lâkin","ama, fakat"
"levazımat","gerekli olan şeyler, ihtiyaçlar"
"libas","elbise"
"liyakat","ehliyet, lâyık bir hâl"
"muavenet","yardım"
"nefer","asker, er"
"Ona tefviz etmek","Ona havale etmek, Ona bırakmak"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"saadet","mutluluk"
"Said-i gâfil","“gâfil Said!” anlamında bir tevazu ifadesi"
"şakî","haydut, yol kesici"
"taam","yemek"
"takatsiz","güçsüz, kuvvetsiz"
"talim","eğitim-öğretim"
"tayınat","erzak, yiyecekler"
"ubudiyet","kulluk"
"vasıf","sıfat, özellik"
"vazife-i asliye","asıl görev, temel vazife"
"vazife-i rububiyet","Rablık işi; her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri verme ve onları terbiye edip idaresi ve egemenliği altında bulundurma işi"
"vazife-i şâhâne","özel görev"
"zalûm","çok zâlim"
"âsi","isyan eden, başkaldıran"
"cehil","cahillik, bilgisizlik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihad","mücadele, gayret, çaba; kutsal değerler uğrunda düşmanla savaşma"
"dakk-ı bab etmek","kapıyı vurmak, kapıyı çalmak"
"darb edilmek","dövülmek"
"amel etmek","iş görmek, davranmak"
"bostan","bahçe, tarla"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"et’ime-i lezize","lezzetli nimetler"
"feyiz","bereket, bolluk"
"istimal etmek","kullanmak"
"muâraza etmek","birbiriyle çelişmek, birbirine engel olmak, zıtlaşmak"
"müsmir","meyveli, verimli"
"nam","ad"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"sahib-i hakikî","gerçek sahip; Allah"
"tefviz","havale etmek, (Ona) bırakmak"
"ubudiyet","kulluk, ibadet"
"vazife-i ârıziye","temel görevin dışında kalan başka görev, vazife"
"vazife-i asliye","temel vazife, asıl görev"
"emval","mallar"
"erzak","rızıklar, yenilecek ve içilecek şeyler"
"Ganî","sınırsız zenginlik sahibi olan Allah"
"hâcat","ihtiyaçlar"
"Hâlık","Yaratıcı; herşeyi yaratan Allah"
"hazâin-i rahmet","Allah’ın rahmet hazineleri"
"ibadat","ibadetler"
"idame","devam ettirme"
"ihsan etmek","ikram etmek, bağışlamak"
"ihtiyarsız","iradesiz"
"iktidar","güç, kudret"
"istidat","yetenek"
"istihdam etmek","çalıştırmak"
"istimal etmek","kullanmak"
"iştigal etmek","meşgul olmak, uğraşmak"
"itham etmek","suçlamak"
"kader","Allah’ın meydana gelecek hâdiseleri olmadan önce takdir etmesi, plânlaması"
"kal","söz, sözlü ifade"
"kavl","söz"
"kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"levazımat","gerekli olan şeyler, ihtiyaçlar"
"lisân","dil"
"matbah","mutfak"
"matbaha-i Rabbaniye","her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren ve onları terbiye edip idaresi ve egemenliği altında bulunduran Allah’ın mutfağı"
"misâl","örnek"
"muhafaza","koruma"
"muin","yardımcı"
"muvaffık","muvaffak eden, başarı ihsan eden"
"mücahede","cihad etme, mücadele"
"nefer","asker, er"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"nimet","iyilik, lütuf, ihsan"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"Rezzâk-ı Hakikî","gerçek rızık verici olan Allah"
"rızık","Allah’ın ihsan ettiği nimetler, yiyecekler"
"Said-i şakî","“isyan eden günahkâr Said!” anlamında tevazu ifadesi"
"salât","namaz, dua"
"sual","isteme"
"sûret","biçim, şekil"
"sülûk etmek","gitmek"
"şakî","haydut, yol kesici"
"talim","eğitim-öğretim"
"talimat","eğitim-öğretim, bildiriler, emirler"
"tânif","şiddet ve katı muamele uygulama"
"tayınat","erzak, yiyecekler"
"tayin etmek","belirlemek"
"tedarik","elde etme"
"tedip edilmek","cezalandırılmak"
"terk-i kebair","büyük günahları terketme"
"tezyif olunma","küçük düşürülme"
"tufuliyet","tıfıllık, çocukluk"
"ubudiyet","kulluk, ibadet"
"vasıl etmek","ulaştırmak"
"vazife-i asliye","asıl görev, temel vazife"
"vazife-i fıtrat","yaratılış görevi"
"zîhayat","canlı, hayat sahibi"
"zira","çünkü"
"âlâ","daha üstün, daha değerli"
"âmm","genel; sayısız şeyleri içine alan, aynı cinsten birçok ferde birden delâlet eden lâfız; cemaat, kavm lâfızları gibi"
"daimî","devamlı, sürekli"
"dâvâ etmek","iddia etmek"
"derman","ilâç"
"dünyevî","dünyaya ait"
"esas-ı ubudiyet","kulluğun esası, özü"
"evkat-ı mahsusa","özel vakitler"
"evvelen","ilk olarak"
"gâfil","sonundan ve sorumluluklarından habersiz"
"hakikat-i hâl","durumun gerçek yönü"
"hâlis","içten, sırf Allah rızası için, samimî"
"hekim","doktor"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratılma sıfatı veya onun tecellîsi"
"ibâdât","ibadetler"
"is’âf-ı hâcet","ihtiyacına koşmak, yardım etmek, ihtiyacına cevap vermek"
"lebbeyk","“Buyurun, emredin”"
"matlub","istenilen, arzu edilen şey"
"mücîb","bütün dualara cevap veren Allah"
"müddei","iddiacı, iddia eden"
"mühim","önemli"
"nev’i","çeşit, tür"
"semerât","meyveler, neticeler"
"taam","gıda, yiyecek"
"tâbi","bağlı"
"tabip","hekim, doktor"
"uhrevî","âhirete ait"
"âyât-ı azîm","büyük deliller"
"beliye","belâ, musibet"
"berekât","bereketler"
"def’ ve ref’ olunma","ortadan kalkma, savılma, uzaklaşma"
"def’","uzaklaştırma"
"ed’ıye-i mahsusa","özel dualar, belli vakitlerde yapılan dualar"
"evkat","vakitler"
"Fâtır-ı Zülcelâl","sonsuz büyüklük ve haşmet sahibi olan ve herşeyi harika san’atıyla yaratan Allah"
"gurub","güneşin batışı"
"hâlis","içten, sırf Allah rızası için, samimî"
"ibâd","kullar"
"ibâdât-ı mahsusa","hususî, özel ibadetler"
"ibadet","Allah’a kulluk yapma"
"mağrib namazı","akşam namazı"
"muayyen","belirlenmiş, belirli"
"nev’i","çeşit, tür"
"nikab","perdelenme, örtünme; tutulma"
"nurun alâ nur","nur üstüne nur"
"nüzul","inme"
"ref’ olunma","ortadan kalkma, yok olma"
"salâtü’l-küsuf ve’l-husuf","güneş ve ayın tutulmaları zamanında kılınan namaz"
"tasallut","sataşma, baskı kurma, hâkim olma"
"ubudiyet","kulluk, ibadet"
"umur-u dünyeviye","dünyaya ait işler"
"vakti kaza olmak","vakti bitmek, zamanı sona ermek"
"vaz edilmek","konulmak"
"vecih","yön"
"adem","hiçlik, yokluk"
"alâkat","alâkalar, ilgiler"
"âlâ-yı illiyyîn-i şeref","yükseklerin en yüksek mertebesi"
"ankebut","örümcek"
"beyan etmek","açıklamak"
"abd","kul"
"abesiyet","faydasızlık ve gayesizlik"
"âciz","güçsüz, elinden birşey gelmeyen"
"âlâ-yı illiyyîn","yücelerin en yücesi, en yüksek derece"
"arz","yer"
"âzam-ı mevcudat","varlıkların en büyüğü"
"câmi","kapsamlı"
"cibal","dağlar"
"cihazat","cihazlar, donanımlar"
"cihet","taraf, yön"
"cilve","yansıyan görüntü, akis"
"cüz’î","az"
"dereke","aşağı seviye"
"enaniyet","benlik, gurur"
"esmâ-i kudsiye-i İlâhiye","Allah’ın kutsal isimleri; Allah’ın her türlü kusur ve eksiklikten yüce olan isimleri"
"fenalık","kötülük"
"firak","ayrılık"
"halife-i arz","yeryüzünde Allah’ın emirlerini yerine getirip Onun namına tasarrufta bulunan ve varlıklar üzerinde Onun adına egemen olan insan"
"haml-i emanet","emaneti yüklenmek, taşımak"
"hayır","iyilik"
"hayvan-ı fani-i zâil","gelip geçici, yok olmaya mahkum hayvan"
"içtinap etmek","kaçınmak, çekinmek"
"iktidar","güç, kuvvet"
"inkılâp","dönüşüm, dönüşme"
"intişar etmek","yayılmak"
"istiğfar etme","tevbe edip af dileme"
"itimad-ı nefis","nefsine güvenmek, nefsine dayanmak"
"kabiliyet-i hayır","hayır kabiliyeti, hayır işleme yeteneği"
"kabiliyet-i şer","kötülük kabiliyeti"
"kaside-i mevzune-i manzume-i hikmet","hikmetin vezinli, kâfiyeli ve ahengli kasidesi"
"küfür","inanmama, kabul etmeme"
"levha","tablo"
"mecmu-u kâinat","kâinatın bütünü, bütün yaratılmışlar"
"mektubât-ı Rabbâniye","Rab’be ait mektuplar; Allah’ın, akıl ve şuur sahiplerine hitap eden anlamlı ve san’atlı bir şekilde yarattığı varlıklar"
"mevadd-ı vâhiye","boş, saçma şeyler, anlamsız maddeler"
"mevcudat","varlıklar, var edilenler"
"mu’cize-i kudret","kudretin mu’cizesi; Allah’ın sonsuz kudretiyle bir mu’cize eseri olarak yarattığı şey"
"mütegayyir","değişken"
"nefs-i emmare","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"nihayetsiz","sınırsız, sonsuz"
"nispetinde","oranında"
"semâvât","gökler"
"seriü’z-zeval ve’t-tahavvül","hızla kaybolup giden ve değişen"
"seyyie","kötülük, günah"
"sukut etirmek","alçaltmak, düşürtmek"
"sür’at","hız"
"şecere-i bâkiye","devamlı ve kalıcı ağaç"
"şer","kötülük, fenalık"
"tahkir","hakaret etme, küçümseme"
"tahrip","yıkıp bozma, yok etme"
"tazammun etme","içine alma"
"tecavüz","ileri gitme, sınırı aşma"
"tefevvuk etmek","üstün olmak, üstün gelmek"
"tevfik","muvaffakiyet, başarı"
"vücut","varlık"
"vüs’at","kapasite, genişlik"
"zelil","aşağı, düşkün, alçak"
"zeval","geçip gitme, sona erme"
"cihet","taraf, yön"
"cüz","bölüm, parça"
"cüz’î","az, küçük, ferdî, sınırlı"
"esfel-i sâfilîn","aşağıların en aşağısı"
"hâcât","ihtiyaçlar"
"hâcât-ı insaniye","insanın ihtiyaçları"
"hakikat","gerçek"
"hazâin","hazineler"
"icad","vücuda getirme, bir fiili yapma, meydana getirme"
"ifa","yapma, yerine getirme"
"infial","fiilden etkilenme, bir tesirin gücü altında hareket etme"
"intişar etmek","yayılmak"
"kâinat","evren, bütün yaratılmışlar"
"kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"küllî","büyük, geniş, kapsamlı; bır sınıfın bütün fertlerinin toplamı"
"küll-ü ekber","en büyük bütün, en büyük unsur"
"melekût","birşeyin iç yüzü, görünmeyen arka yönü, aslı, esası, ruhu, kanunu"
"mukaddeme","başlangıç, giriş bölümü"
"muktedir","gücü yeten, güç ve iktidar sahibi olan"
"naks","eksiklik, noksanlık"
"nihayetsiz","sonsuz, sonu olmayan"
"şayan","lâyık, yaraşır"
"şer","kötülük, fenalık"
"tahrip","bozma, yok etme"
"ubudiyet","kulluk"
"vücut","varlık"
"Zât-ı Zülcelâl","sonsuz büyüklük, yücelik ve haşmet sahibi olan Zât, Allah"
"zira","çünkü"
"acz","âcizlik, güçsüzlük"
"adetsiz","sayısız"
"abd","kul"
"abesiyet","faydasızlık ve gayesizlik"
"âciz","güçsüz, elinden birşey gelmeyen"
"âlâ-yı illiyyîn","yücelerin en yücesi, en yüksek derece"
"arz","yer"
"âzam-ı mevcudat","varlıkların en büyüğü"
"câmi","kapsamlı"
"cibal","dağlar"
"cihazat","cihazlar, donanımlar"
"cihet","taraf, yön"
"cilve","yansıyan görüntü, akis"
"cüz’î","az"
"dereke","aşağı seviye"
"enaniyet","benlik, gurur"
"esmâ-i kudsiye-i İlâhiye","Allah’ın kutsal isimleri; Allah’ın her türlü kusur ve eksiklikten yüce olan isimleri"
"fenalık","kötülük"
"firak","ayrılık"
"halife-i arz","yeryüzünde Allah’ın emirlerini yerine getirip Onun namına tasarrufta bulunan ve varlıklar üzerinde Onun adına egemen olan insan"
"haml-i emanet","emaneti yüklenmek, taşımak"
"hayır","iyilik"
"hayvan-ı fani-i zâil","gelip geçici, yok olmaya mahkum hayvan"
"içtinap etmek","kaçınmak, çekinmek"
"iktidar","güç, kuvvet"
"inkılâp","dönüşüm, dönüşme"
"intişar etmek","yayılmak"
"istiğfar etme","tevbe edip af dileme"
"itimad-ı nefis","nefsine güvenmek, nefsine dayanmak"
"kabiliyet-i hayır","hayır kabiliyeti, hayır işleme yeteneği"
"kabiliyet-i şer","kötülük kabiliyeti"
"kaside-i mevzune-i manzume-i hikmet","hikmetin vezinli, kâfiyeli ve ahengli kasidesi"
"küfür","inanmama, kabul etmeme"
"levha","tablo"
"mecmu-u kâinat","kâinatın bütünü, bütün yaratılmışlar"
"mektubât-ı Rabbâniye","Rab’be ait mektuplar; Allah’ın, akıl ve şuur sahiplerine hitap eden anlamlı ve san’atlı bir şekilde yarattığı varlıklar"
"mevadd-ı vâhiye","boş, saçma şeyler, anlamsız maddeler"
"mevcudat","varlıklar, var edilenler"
"mu’cize-i kudret","kudretin mu’cizesi; Allah’ın sonsuz kudretiyle bir mu’cize eseri olarak yarattığı şey"
"mütegayyir","değişken"
"nefs-i emmare","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"nihayetsiz","sınırsız, sonsuz"
"nispetinde","oranında"
"semâvât","gökler"
"seriü’z-zeval ve’t-tahavvül","hızla kaybolup giden ve değişen"
"seyyie","kötülük, günah"
"sukut etirmek","alçaltmak, düşürtmek"
"sür’at","hız"
"şecere-i bâkiye","devamlı ve kalıcı ağaç"
"şer","kötülük, fenalık"
"tahkir","hakaret etme, küçümseme"
"tahrip","yıkıp bozma, yok etme"
"tazammun etme","içine alma"
"tecavüz","ileri gitme, sınırı aşma"
"tefevvuk etmek","üstün olmak, üstün gelmek"
"tevfik","muvaffakiyet, başarı"
"vücut","varlık"
"vüs’at","kapasite, genişlik"
"zelil","aşağı, düşkün, alçak"
"zeval","geçip gitme, sona erme"
"âlem-i feza","gökyüzü, uzay âlemi"
"âmâl","emeller, arzu ve istekler"
"âyine","ayna"
"azîm","büyük"
"câmi","kapsamlı, kapsayıcı"
"celb","çekme"
"cesîm","iri, büyük"
"cihaz","donanım; organ, duyu vs."
"cihazat","cihazlar, donanımlar"
"cihet","yön, taraf"
"cüz’î","bireysel; az; tercih sayısı sınırlı ve zayıf"
"cüz-ü cüz’î","ferdî, bireysel bir parça"
"daire-i tasarruf ve malikiyet","etkili olup hükmettiği ve sahip olduğu daire"
"dakik","ince"
"ebed","sonsuzluk"
"efrat","fertler, bireyler"
"envâ","türler, çeşitler"
"fakr","fakirlik, muhtaçlık"
"Ganî","sınırsız zenginliğe sahip olan Allah"
"hadsiz","sayısız, sınırsız"
"Hâlık","herşeyi yaratan Allah"
"hayat-ı hayvaniye-i maddiye-i dünyeviye","maddî dünyadaki canlı hayat"
"hayat-ı mâneviye-i ubudiyet","kulluğun mânevî hayatı"
"hayvan-ı zayıf ve âciz","güçsüz ve zayıf hayvan"
"hususan","bilhassa, özellikle"
"ihtiyar","irade, dileme, tercih"
"iktidar","güç, kuvvet"
"infial","fiilden etkilenme, bir tesirin gücü altında hareket etme"
"istidat","yetenek"
"kader","Allah’ın meydana gelecek hâdiseleri olmadan önce takdir etmesi, plânlaması"
"Kadîr","herşeye gücü yeten, herşeyi yapabilen, sonsuz güç ve iktidar sahibi olan Allah"
"kudret","Allah’ın sonsuz güç ve iktidarı"
"lisân","dil"
"mahiyet-i mâneviye-i insanî","insanın mânevî mahiyeti, öz niteliği"
"mahlûk","yaratık, yaratılmış varlık"
"mes’uliyet-i mâneviye","mânevî sorumluluk"
"mevadd-ı muzırra-i vahiye","zararlı kıymetsiz maddeler"
"mevcudiyet","varlık"
"mukaddeme","başlangıç, giriş"
"münderiç","içine konulmuş, yerleştirilmiş"
"münevver","nurlanmış, aydınlanmış"
"nazır","bakan"
"nihayetsiz","sınırsız, sonsuz"
"sa’y-i maddî","maddî çaba; fizikî güce dayalı çalışma"
"sarf etmek","harcamak"
"sû-i mizac","kötü huy, karakter"
"şa’re","kıl, saç"
"şecere-i bâkiye","devamlı ve kalıcı ağaç"
"şecere-i kâinat","kâinat ağacı"
"şule","parıltı"
"tabakat-ı kâinat","kâinat tabakaları, yaratılmış sınıflar"
"tecelliyat","görünümler, yansımalar; İlâhî isimlerin varlık dünyasında eserlerini göstermesi"
"tefessüh","bozulma, kokuşma"
"telezzüz","lezzetlenme, tattan hoşlanma"
"ubudiyet","kulluk"
"vecih","yön, yüz"
"vüs’at","genişlik"
"zerre","en küçük madde parçası"
"acz","âcizlik, zayıflık"
"âlâ","en yüksek, en üstün"
"âli","yüksek, yüce"
"bedayi-i san’at","san’atın harikaları, eşsiz ve benzersiz ürünleri"
"câmi","kapsamlı"
"camiiyet-i fıtrat","yaratılışın kapsamlılığı"
"celb","çekim, çekme"
"cihazat","cihazlar, donanımlar; duygu ve lâtifeler"
"cihazat-ı mâneviye","mânevî cihazlar; duygular, lâtifeler vs."
"cihet","taraf, yön"
"acz","âcizlik, güçsüzlük"
"ahmak","akılsız"
"âlâ","en üstün"
"celb ve gasp etmek","çekip zorla elde etmek"
"ednâ","basit, küçük, aşağı"
"eşya","şeyler, varlıklar"
"fehim","anlama ve kavrama"
"gàlip olmak","yenmek, üstün gelmek"
"hâdim","hizmetçi"
"hakikat","gerçek"
"hasretmek","sadece birşeyle sınırlamak, sadece birşeye vermek"
"haşarat","zararlı hayvanlar"
"hayat-ı bâkiye","devamlı ve kalıcı âhiret hayatı"
"hayat-ı fâniye-i maddiye","maddî olan geçici hayat, dünya hayatı"
"hayat-ı istidad","yeteneklerin hayatı"
"hiddet","kızgınlık, öfke"
"hikmet-i Hâlık","yaratıcının hikmeti"
"iktidar-ı zâtî","kendi güç ve kudreti"
"istimdat etmek","medet isteme, yardım dilemek"
"kavî","güçlü, kuvvetli"
"kudret","güç, kuvvet ve iktidar"
"libas","elbise"
"mağlûp olmak","yenilmek"
"mahsus","has, özel"
"makàsıd","maksatlar, gayeler"
"matlub","istek, arzu"
"metâlib","istekler, arzular"
"mukaddeme","başlangıç, giriş"
"musahhar etme","boyun eğdirme, emrine verme"
"musahhar olma","emre hazır, emre boyun eğme"
"musahhariyet","emre verilmişlik, emre boyun eğilmişlik"
"muvaffak olmak","erişmek"
"nazdar","nazlı"
"nazenin","ince, duyarlı, nazlı"
"netice-i iktidar","güç ve kudretin sonucu"
"öşr-ı mi’şar","yüzde bir"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"saltanat-ı insaniyet","insanlık saltanatı; otorite ve egemenliği"
"sarf etmek","harcamak"
"semere","meyve"
"sermaye","servet, ana para"
"sermaye-i ömür","ömür sermayesi"
"takrip","yakınlaştırma, yaklaştırma"
"tazip","cezalandırma"
"tedip etmek","cezalandırmak"
"temsil","analoji, kıyaslama tarzında benzetme"
"teshir-i Rabbânî","yaratılış gayelerine ulaşmaları için bütün mahlûkatın ihtiyaçlarını karşılayan ve onları egemenliği altında yöneten, idare eden Allah’ın emre boyun eğdirmesi, emre hazır hâle getirmesi"
"zaaf","zayıflık"
"zira","çünkü"
"daire-i azîme","büyük daire"
"derk etmek","anlamak, kavramak"
"edna","basit, küçük, aşağı"
"ekser-i meratib","mertebelerin çoğu, mertebe, derece çokluğu"
"elem","acı, keder, sıkıntı"
"envâ-i ibâdât","ibadet çeşitleri"
"fakr","fakirlik, muhtaçlık"
"fevkalâde","olağanüstü"
"hâcât","ihtiyaçlar"
"hassa","duyu"
"hayat-ı faniye","geçici, ölümlü dünya hayatı"
"hayat-ı hayvaniye","hayvanî hayat"
"hazâin-i rahmet","Allah’ın rahmet hazineleri"
"ibret","ders çıkarma, düşündürme"
"idame","devam ettirme"
"inbisat-ı âlât","âletlerin genişlemesi; dış dünyayı algılayıp idrak edebebilmek için ruhun kullandığı âletlerin, yani duyular, duygular ve sairelerin gelişip genişlemesi"
"inkişaf","gelişme, açılma"
"istidadat","istidatlar, yetenekler"
"kemâl","kusursuzluk, mükemmellik"
"Kerîm","çok ikram edici; cömertlik ve ikram sahibi olan Allah"
"kesret-i hâcât","ihtiyaçların çokluğu"
"kesret-i makasıd","maksat ve gayelerin çokluğu"
"medd-i nazar","görüş ufku; görüş mesafesi"
"metanet","sağlamlık, kararlılık"
"mevcudat","varlıklar, var edilenler"
"misafirhane-i dünya","dünya misafirhanesi"
"misafir-i aziz","aziz ve şerefli misafir"
"mukaddeme","başlangıç, giriş"
"musahhar etme","emrine verme"
"müheyya etme","hazırlama"
"müstaid","hazır, müsait, yetenekli"
"müşahede etmek","görmek, gözlemlemek"
"nısf-ı kutr","yarı çap"
"nimet","iyilik, lütuf, ihsan"
"peyda olmak","ortaya çıkmak, meydana çıkmak"
"selâmet","esenlik, güven"
"şehadet etmek","şahitlik, tanıklık yapmak"
"şükretmek","Allah’a karşı minnet duymak, teşekkür etmek"
"tafsil","detay, ayrıntı"
"tarz-ı zenginlik","zenginlik tarzı"
"tefekkür","Allah’ı tanımayı sonuç verecek şekilde varlıklar üzerinde düşünme"
"tenevvü-ü hissiyat","duyguların çeşitliliği"
"tenezzüh","gezinti, seyretme"
"tesbihat","Allah’ı öven, kusurdan yüce tutan sözler ve varlıkların beden diliyle bu sözlerin anlamını ifade etmesi"
"ubudiyet","kulluk; Allah’a kullukta bulunmak"
"vazife-i asliye","asıl görev"
"vezaif","görevler, vazifeler"
"vüs’at","genişlik"
"zira","çünkü"
"acz","âcizlik, güçsüzlük"
"ahmak","akılsız"
"âlâ","en üstün"
