"kelime","anlam"
"nazarında","gözünde"
"biçare","çaresiz"
"nevi","çeşit"
"Nur","Kur’ân ve Kur’ân’ın açıklaması olan Risale-i Nur"
"hâdim","hizmetçi"
"behiye","güzel"
"sadaka","Allah rızası için ihtiyaç sahibi kişilere yapılan yardım"
"teberru","bağış, bir malın veya paranın karşılıksız olarak verilmesi"
"tereke","ölen bir kimsenin bıraktığı mal varlığı"
"nefs-i nâtıka-i kâinat","kâinatın konuşan ruhu anlamında Peygamber Efendimiz (a.s.m.)"
"Habib","Allah’ın en sevdiği kul olan Peygamber Efendimiz Hz. Muhammed (a.s.m.)"
"Muhammed-i Arabî","Arap milletinden olan peygamberimiz Hz. Muhammed"
"Aleyhissalâtü Vesselâma","Allah’ın salât ve selâmı onun üzerine olsun"
"yârân","arkadaşlar, dostlar"
"kâmil","kemâl ve fazilet sahibi"
"vâsıl","ulaşan, kavuşan"
"eflâk","felekler, gökler; âlemler"
"ferman","buyruk, emir"
"cevab-ı Hazret-i Risaletpenâh","Hz. Muhammed’in (a.s.m.) cevabı"
"ittibâ","uyan, tabi olan"
"imtisalen","uyarak, tabi olarak"
"mâfîha","içindekiler, içinde olan her şey"
"muhabbet","sevgi"
"himmet","ciddî gayret, çaba"
"ömr-ü nazenî","lâtif ömür, nazik hayat"
"envâr-ı Kur'âniye","Kur’ân’ın nurları"
"intişar","yayılma"
"sarf etme","harcama"
"hasretmek","özgü kılmak"
"rahmet","merhamet, bağış, acıma, esirgeme"
"hikmet","bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"celâl","heybet, haşmet"
"cemal","güzellik"
"gülzâr-ı kemâl","mükemmel gül bahçesi"
"lütf u kahr","güzellik, insan ve kötülük, sıkıntı"
"şey-i vâhid","bir tek olan Allah"
"azâp","acı, sıkıntı, ceza"
"sultan","iktidar sahibi padişah, hükümdâr"
"katre","damla"
"umman","derya, okyanus"
"âdem","Hz. Âdem ve onun soyundan gelen, insanlık"
"âlem","dünya, evren"
"Kürdî","Bediüzzaman’ın Eski Said kullandığı imza ve lâkaplardan biri"
"hazf","zikretmeme, silip atma, almama"
"kalb","ters çevirme; misâl olarak müdriken kelimesinin Arapça kök harfleri olan d-r-k’nin k-r-d (kürd) olarak ters çevrilmesi gibi"
"îma","dolaylı, üstü kapalı ifade etme"
"delâlet","delil olma, gösterme"
"silsile-i şerâfet ve siyadet","soyunun bir taraftan Hz. Hasan—şeriflik—, diğer taraftan da Hz. Hüseyin—seyyidlik—vasıtasıyla  Hz. Muhammed’in (a.s.m.) soyundan gelme silsilesi"
"tenzil","indirme"
"teb’id","uzaklaştırma"
"isnad","dayandırma"
"izafe","katma, ilâve etme, bağlama"
"lâkap","asıl isminden başka sonradan takılan ad, meşhur olan birinin sonraki adı"
"mâruf","bilinen, ünlü, meşhur, herkesçe tanınmış"
"meşhur","bilinen"
"âlem","dünya"
"setr","örtme, gizleme"
"ihfa","saklamak, gizlemek"
"hakikî","asıl, gerçek"
"hüviyet","şahsiyet, kimlik"
"ihlâl etmek","bozmak"
"maksad","amaç, gaye"
"âlem-i İslâmiyet ve insaniyet","insanlık ve İslâm âlemi"
"meskûn","iskan edilen, içinde oturulan yer"
"havali","çevre, civar, bölge"
"hikmet","gaye, fayda, sır; bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"mülâhaza","düşünme, akla getirme"
"âb-ı rû-yi Habîb-i Ekrem","Allah’ın sevgili kulu olan Hz. Muhammed’in (a.s.m.) yüz suyu"
"revan","akan, giden"
"dem","kan"
"şeb-i firkat","ayrılık gecesi"
"râh-i aşk","aşk yolu"
"Rab","herbir varlığa muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"âmin","“Allah’ım kabul eyle”"
"bedbaht","kötü bahtlı, talihsiz"
"necm-i istikbal","gelecek yıldız"
"izzet","değer, itibar"
"ikbâl","baht, talih"
"şân ü şeref","şân, nâm ve şeref"
"bâlâ","yüksek"
"şehlâ","elâ göz; koyu mavi"
"mecnun","deli; Leylâ ile Mecnun hikâyesinin erkek kahramanı"
"Leylâ","Leylâ ile Mecnun hikâyesinin kadın kahramanı"
"ferş","yer"
"arş","Allah’ın büyüklüğünün ve yüceliğinin tecellî ettiği yer"
"meftun","tutkun, aşık"
"cânâ","ey sevgili"
"nikab","yüz örtüsü, peçe, perde"
"nur","aydınlık, ışık"
"nigâh","bakış"
"mûnis","cana yakın, dost, sevimli"
"ferd-i yektâ","eşsiz, benzersiz; tek ve rakipsiz"
"hak","doğru, gerçek"
"makam","derece"
"Kâbetü'l-ulyâ","şerefi, kudsiyeti pek yüksek, yüce Kâbe"
"hakîr kalb","bir tevazu ifadesi olarak, bu fakirin ehemmiyetsiz, kıymetsiz kalbi mânâsında kullanılan bir deyim"
"imdad","yardım"
"ilham","Allah’tan kalbe gelen ve doğan mânâlar"
"hürmet","saygı"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"beyan etmek","açıklamak, izah etmek"
"ihtar","hatırlatma, ikaz"
"lisan-ı hâl","hâl ve beden dili"
"lisan-ı kal","söz ile anlatım"
"tezahürat","görünüşler, belirmeler"
"sual","soru, istek"
"keramet","ihsan, keşif, bağış; Allah’ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"hakikat","asıl, esas"
"inkişaf","açığa çıkma, açılma"
"terakki","ilerleme, yükselme"
"sadık","bağlı, doğru"
"şakirt","öğrenci, talebe"
"velâyet","velilik; mânevî mertebeler aşarak Allah’ın yakınlığını ve dostluğunu elde etme"
"evliya","Allah dostları, velîler"
"keşfiyat","keşifler, mânevî âlemde bazı hakikatleri ortaya çıkarma, keşfetme halleri"
"mazhariyet","ayna olma, bir nimete erişme"
"hikmet","bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"elcevap","cevap, cevaben"
"sırr-ı ihlâs","ihlâs sırrı; ibadet ve davranışlarda sadece Allah rızasını gözetme sırrı"
"muvakkat","geçici"
"nefis","insanı daima kötülüğe, hazır zevk ve isteklere sevk eden duygu"
"mağlûp etme","yenme, galip gelme"
"uhrevî","âhirete ait"
"amel","davranış, iş"
"teşkil etme","oluşturma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"amel-i uhrevî","âhirete ait amel"
"saniyen","ikinci olarak"
"sülûk","mânevî yol alma"
"âmi","cahil, sıradan kimse"
"taklidî","araştırmaksızın taklide dayanan"
"tahkik","doğruluğunu araştırma"
"takviye","güçlendirme, destekleme"
"vesvese","kuruntu, şüphe"
"kanaat","inanma, razı olma"
"hüccet","güçlü ve sarsılmaz delil"
"iman-ı tahkîki","inandığı şeylerin aslını, esâsını bilerek inanma; sarsılmaz iman"
"fevkinde","üstünde"
"hakikî","asıl, gerçek"
"salisen","üçüncü olarak"
"mahviyetkârane","alçak gönüllülükle, acizliğini ifade ederek"
"rıza-yı İlâhî","Allah’ın rızası"
"ehl-i tarikat","tarikata mensup olanlar"
"mâbeyn","ara"
"ihtilâf","anlaşmazlık"
"nevi","çeşit, tür"
"enaniyet","ben, benlik"
"ehl-i gaflet","âhirete, Allah’ın emir ve yasaklarına karşı duyarsız olan kimseler"
"nazar","görüş, bakış"
"sû-i zan","kötü düşünce"
"ittiham","suçlama"
"elzem","çok gerekli, lâzım"
"şirket-i mâneviye","mânevî şirket, dine ve imana yönelik yapılan toplu hizmetlerdeki ortaklık"
"tefâni","birbirinde fâni olma; fikren arkadaşının meziyet ve hissiyatı ile yaşama, onun üstün özelliklerini kendisinin gibi kabul edip onunla iftihar etme"
"mazhar","ayna olma, erişme"
"keramet-i ilmiye","ilmi keramet, lütuf, ihsan"
"intişar-ı hizmet","hizmetin yayılması"
"teshilât","kolaylaştırmalar"
"maişet","geçim, yaşayış"
"bereket","Allah’tan gelen bolluk, nimet"
"ikrâmât-ı İlâhiye","Allah’ın ikramları, bağışları, nimetleri"
"umum","herkes"
"kâfi","yeterli"
"şahsî","kişisel"
"kemâlât","faziletler, iyilikler, ahlâk ve huy güzellikleri"
"keramet","Allah’ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"rabian","dördüncü olarak"
"fâni","geçici olan, ölümlü"
"haysiyet","itibar, özellik"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"bâki","sürekli, kalıcı"
"mukabil","karşılık"
"meftun","düşkün, tutkun, aşık"
"hissiyât-ı insaniye","insanın hisleri, duyuları"
"uhrevî","âhirete ait, âhiretle ilgil"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"hâlet-i fıtriye","yaratılıştan gelen haller"
"istifade","faydalanma, yararlanma"
"şakirt","öğrenci, talebe"
"ezvak-ı ruhani","mânevî zevkler"
"keşfiyat-ı mâneviye","mânevî keşifler"
"harem","eş, zevce"
"müzayaka","sıkıntı, darlık, güçlük"
"zevc","erkek eş, koca"
"şedit","çok şiddetli"
"kerpiç","duvar örmekte kullanılmak için kalıplara dökülüp güneşte kurutulmuş saman ve balçık karışımı ilkel tuğla"
"kasır","saray, köşk"
"suret","biçim, şekil"
"zayi etmek","kaybetmek"
"keşif","Allah tarafından ilham olunmasıyla gizli bir şeyin meydana çıkarılması"
"rivayet","nakil, haber"
"ehl-i hakikat","tarikat ve tasavvuf yoluna girmeden, Sahabe gibi doğrudan Kur’ân ve Sünnet ışığında ilerleyen"
"şakirt","talebe"
"ezvak-ı keramet","kerametin zevkleri"
"hüsn-ü misal","güzel örnek"
"tevafuk","denk gelme, uygunluk"
"müteaddit","bir çok, çeşitli"
"takviye","güçlendirme, destekleme"
"kat’iyet","kesinlik"
"sarahat","açıklık"
"makbul","kabul gören"
"emare","belirti, alâmet"
"hilâf-ı âdet","âdet ve kural dışı"
"tevafuk","denk gelme, uygunluk"
"bahis","konu"
"medrese-i Nuriye","Risale-i Nur’un okunduğu yer"
"şakirt","öğrenci, talebe"
"sabık","geçen"
"tevafukat","tevafuklar"
"tasdik","doğrulama, onaylama"
"sadık","bağlı, doğru"
"lisan-ı hâl","hâl ve beden dili"
"alâkadar","alâkalı, ilgili"
"haşiye","dipnot, açıklayıcı not"
"mücmelen","kısaca, özetle"
"hakikat","asıl, esas"
"nev-i beşer","insanlar, insanlık"
"kâinat","evren, bütün yaratılmışlar"
"hâdisat","hâdiseler, olaylar"
"münasebettar","alâkalı, ilgili"
"ehl-i kalb ve fikir","hem kalbi, hem aklı aydınlanmış olan"
"beşer","insan"
"kesretli","pek çok"
"tayyare","uçak"
"âlem","dünya"
"cevv-i hava","gökyüzü, hava boşluğu"
"acip","acayip, şaşırtıcı, tuhaf"
"tahribatçı","her şeyi yıkan, dağıtan"
"mukabele","karşılık verme"
"tahrip","bozma, yok etme"
"saadet","mutluluk"
"telif edilmek","yazılmak"
"intişar","yayılma"
"Âyetü’l-Kübrâ","en büyük delil anlamına gelen Risale-i Nur’da bir bölümün adı; Yedinci Şuâ"
"hülâsa","öz, özet"
"tezahür","ortaya çıkma, görünme"
"Âyetü’l-Kübrâ","en büyük delil anlamına gelen Risale-i Nur’da bir bölümün adı; Yedinci Şuâ"
"inkişafat-ı imaniye","iman hakikatlerinin açılması, açığa çıkması"
"mazhar","erişme, nail olma"
"Arabiyyü'l-ibare","Arapça söz, ibare"
"inşaallah","Allah dilerse"
"mahsus","has, özel, ait"
"nüsha","kopya"
"âhir","son"
"tesbihat","namazların sonunda Allah’ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"Lâ ilâhe illâllah","“Allah’tan başka ilâh yoktur”"
"hususan","bilhassa, özellikle"
"hâcet","ihtiyaç, lüzum, muhtaçlık"
"şakirt","öğrenci, talebe"
"saadet-i ebediye","sonsuz mutluluk"
"hakikî","asıl, gerçek"
"suret","biçim, şekil"
"ihtiyacat","ihtiyaçlar"
"fâni","geçici"
"muvakkat","geçici"
"hâcât","ihtiyaçlar"
"ziyade","çok, fazla"
"ruh u cân","ruh ve can; bütün içtenlik"
"kemâl-i iştiyâk","mükemmel bir istek ve arzu"
"hâcât-ı maddiye","maddi ihtiyaçlar"
"temin etmek","sağlamak"
"iktisat","tutumluluk"
"kanaat","Allah’ın nasip ettiği rızka razı olma, yetinme"
"musibet","belâ, dert, felâket"
"samimane","samimî ve içten bir şekilde"
"mesrur","mutlu, sevinçli"
"meşrep","hareket tarzı, metod"
"imtizaç","birbiriyle kaynaşma, uyuşma"
"tahsil etmek","elde etmek, kazanmak"
"serkeş","başkaldıran, isyan eden"
"şefkat-ı fıtriye","yaratılıştan var olan şefkat duygusu"
"mümtaz","seçkin, üstün"
"seciye","huy, karakter"
"şakirt","öğrenci, talebe"
"mabeyn","ara"
"tefanî","birbirinde fâni olma; fikren arkadaşının meziyet ve hissiyatı ile yaşama, onun üstün özelliklerini kendisinin gibi kabul edip onunla iftihar etme"
"tenkit","eleştiri"
"düstur","kâide, kural"
"cüz'î","ferdî, az, küçük"
"hissî","hisse ve düşünceye ait, hissedilen"
"medâr-ı münakaşa","tartışma sebebi"
"peder","baba"
"veled","çocuk"
"iktiza etmek","gerektirmek"
"hürmet","saygı"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru"
"mâruz kalma","bir şeyle karşı karşıya kalan, etkisine açık olan"
"sual","soru, istek"
"ziyade","çok, fazla"
"hüsn-ü zan","güzel düşünce"
"makam","derece"
"irtibat","bağ, ilişki"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"temas","sosyal ilişki kurma"
"hariç","dış"
"iltifat","iyilik ve güzellikle davranış, teveccüh"
"elcevap","cevap, cevaben"
"ihsan","bağış, ikram, lütuf"
"meselâ","örneğin"
"biçare","çaresiz"
"sâlih","iyi; Allah’ın sevgili kulu"
"velî","Allah dostu, Allah’ın sevgili kulu"
"mukabil","karşılık"
"makbul","kabul gören"
"adem-i kabul","kabul etmeme"
"has şakirtler","Üstadın çok değer verdiği, ilk sıradaki Risale-i Nur talebeleri"
"müstesna","dışında, hariç"
"ehl-i velâyet","Allah’ın velî kulları"
"nur’ânî","nurlu, parlak"
"alâka","bağlantı, ilgi"
"nevi","çeşit, tür"
"mahcup","utanan; utanmış"
"inkisar-ı hayal","hayal kırıklığı"
"fütur","ümitsizlik, gevşeklik, bıkkınlık"
"umur-u uhreviye","âhirete ait işler"
"cihet","şekil, yön"
"makbul","kabul gören"
"ârıza","aksama"
"şükür","Allah’ın nimetlerine karşı memnunluk gösterme, Allah’a teşekkür etme"
"cihetiyle","yönüyle"
"meyusiyet","ümitsizlik"
"şekvâ etme","şikâyet etme"
"kanaat","görüş, fikir; Allah’ın nasip ettiği şeye razı olma, yetinme"
"metanet","sağlamlık"
"sebat","kararlı olma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"semerat","meyveler, neticeler"
"mükellef","yükümlü"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"fevkalâde","olağanüstü"
"kuvvet-i imaniye","iman gücü"
"temin etmek","sağlamak"
"kâfi","yeterli"
"derece-i velâyet","velîlik derecesi"
"sevk etmek","göndermek"
"hakikî","asıl, gerçek"
"şakirt","öğrenci, talebe"
"kutup","birçok Müslümmanın kendisine bağlandığı, büyük evliyalardan zamanın en büyük yol göstericisi"
"mürid","Allah’ın rızâsına kavuşmayı isteyen, bir mürşidin talebesi"
"kanaat-i kalbiye","kalben inanmak"
"hüküm","karar"
"hüccet","sarsılmaz, sağlam delil"
"hâlet","durum, hâl"
"itikad","inanç"
"sirayet","geçme, yayılma"
"menfaat","çıkar, yarar"
"hususî","özel"
"ilm-i mantık","mantık ilmi"
"kaziye-i makbule","kabul edilen önerme, hüküm"
"tâbir","isimlendirmek, ifade etmek"
"yakîn","kesin ve doğru bilgi"
"kat'iyyet","kesinlik"
"zann-ı galip","galip kanaat; kuvvetli ihtimal, gerçeğe en yakın olan zan"
"burhan-ı yakînî","şüphelerden uzak, güçlü ve sarsılmaz kesin delil"
"hüsn-ü zan","güzel düşünce"
"makbul","kabul gören"
"cerh edilme","çürütülme"
"ehl-i velâyet","Allah’ın velî kulları"
"amel","davranış, iş"
"sülûk","mânevî yol alma"
"riyazet","mânevî eğitim; nefsi kontrol altına almak için bütün dünyevî zevklerinden uzak yaşama"
"hakikat","asıl, gerçek, doğru"
"müşahede","gözlem"
"hakaik-i imaniye","iman hakikatleri, esasları"
"evrad","virdler; devamlı yapılan zikirler"
"mantıkî","mantık ilmine ait"
"burhan","kuvvetli kesin delil"
"hakikatü'l-hakaike","gerçeklerin gerçeği, hakikatlerin özü"
"ilm-i tasavvuf ve tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yolun ilmi; tarikat ve tasavvuf ilmi"
"ilm-i kelâm","iman hakikatlerini ispat eden ve açıklayan bilim dalı"
"ilm-i akîde ve usûlü’d-din","usul ilmi; din ve inanç konularını ele alan, iman hakikatlerini ispat eden ve açıklayan bilim dalı olan Akaid ilmi ve metodolojisi"
"velâyet-i kübrâ","en büyük velîlik; tarikat berzahına uğramadan, zahirden hakikate geçen ve peygamber varisliğinden gelen velîlik"
"hakikat","tarikat ve tasavvuf yoluna girmeden, Sahabe gibi doğrudan Kur’ân ve Sünnet ışığında iman hakikatlerine ulaştıran yol"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"cereyan","akım, hareket"
"galebe","üstün gelme"
"felsefî","felsefe ile ilgili, felsefeye ait"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"teşbih","benzetme"
"mantıkî","mantığın kurallarına uygun"
"sair","diğer, başka"
"felsefe-i tabiiye","yaratılışı ve her şeyi tabiata dayandıran felsefe"
"savlet","saldırı, hücum"
"nokta-i istinad","dayanak noktası"
"taklîdî","araştırmaksızın taklide dayanan"
"usul","temel prensipler, bir şeyin aslını, dayandığı noktayı gösteren kurallar"
"mu’cize","benzerini yapma noktasında başkalarını âciz bırakan olağanüstü şey"
"felsefe-i maddiye","her şeyi maddede arayan ve madde ile açıklamaya çalışan felsefe"
"dalâlet-i ilmiye","bilimden gelen sapıklık, dalâlet"
"avâm-ı ehl-i iman","iman sahiplerinin avam tabakası"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"zaptedilmek","ele geçirilmek"
"kal’a","büyük hisar, kale"
"emsalsiz","benzersiz"
"avâm-ı mü'min","mü’minlerin halk tabakası tabakası"
"vesvese","kuruntu, şüphe"
"dehşetli","korkunç"
"kat'î","kesin bir şekilde"
"mağlûp etme","yenme, galip gelme"
"zındıka","dinsizlik"
"zâil","geçip gidici, yok olucu"
"şairane","şair gibi"
"lâtife","hoş, güzel, ince mizah"
"şakirt","öğrenci, talebe"
"hal-i âlem","dünyanın şu andaki hâli, insanların şimdiki durumu"
"hadisat","hâdiseler, olaylar"
"mahiyet","nitelik, özellik"
"elcevap","cevap, cevaben"
"emir","iş, olgu"
"emir ve izn-i İlâhî","Allah’ın emri ve izni"
"havl ve kuvvet-i Rabbâniye","her şeyi terbiye ve idare eden Allah’ın sonsuz güç ve kudreti"
"hayvanat","hayvanlar"
"melâike","melekler"
"nâzır","bakan, gözetici"
"taife","topluluk"
"emr-i İlâhî","Allah’ın emri"
"ilham-ı Rabbânî","herşeyi terbiye ve idare eden Allah tarafından verilen ilham"
"sevk-i fıtrî","Allah’ın yaratılışta koyduğu fitrî meyil ve sevk, yönlendirme"
"ilham","Allah tarafından kalbe gelen mânâ"
"mazhar","ayna olma, nail olma"
"ilham-ı fıtrî","Cenâb-ı Hakkın ihtiyaçlarını karşılamaları için varlıklara yaratılışta vermiş olduğu duygu"
"sevk-i Rabbânî","herşeyi terbiye ve idare eden Allah’ın sevki ve yönlendirmesi"
"küre-i arz","yerküre, dünya"
"şakirt","öğrenci, talebe"
"zulüm","haksızlık, eziyet, işkence"
"cevv-i hava","gökyüzü, hava boşluğu"
"tazyikat","baskılar, sıkıştırmalar"
"müsadere","el koyma, toplama, toplatma"
"tenkit","eleştiri"
"serbestiyet","serbestlik"
"nev'i","çeşit, tür"
"alâkadar","alâkalı, ilgili"
"sun'î","insan yapımı (doğalın zıddı)"
"harap","yıkılma, bozulma"
"cehennemî","Cehennem gibi, Cehenneme âit"
"zakkum","Cehennemde bir ağacın ismi"
"tahrip","yıkıp bozma"
"nev-i beşer","insanlar"
"müstebidane","baskıcı şekilde, despotça"
"merhametsiz","acımasız olma, acımasızlık"
"tahribat","tahripler; yıkıp bozmalar"
"hayvanî","hayvanca"
"tesirli","etkili"
"istikbal","gelecek"
"tenvir","aydınlatma"
"hâdise","vakıa, olay"
"lâtife","hoş, güzel"
"hakikat","asıl, gerçek, doğru"
"Meyve Risalesi","Risale-i Nur’da yer alan On Birinci Şuâ isimli eser"
"mâbeyn","ara"
"samimane","samimî bir şekilde"
"sebat","kararlı olma"
"irtibat","bağ, ilişki"
"sadakat","bağlılık, sebat"
"hâlisâne","ihlâslı bir şekilde, karşılık beklemeksizin"
"münasebet","bağlantı, bağ"
"metanet","sağlamlık"
"kesb etmek","kazanmak"
"ârıza","aksama"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"hâlis","içten, katıksız"
"muhlis","samimî, ihlâslı; ibadet ve davranışlarda sadece Allah’ın rızasını gözeten"
"hüsn-ü misal","güzel örnek"
"sadık","bağlı, doğru"
"şakirt","öğrenci, talebe"
"daimî","devamlı, sürekli"
"hulûs","içtenlik, gönülden gelen samimiyet"
"malûm","bilinen, belli"
"alâkadar","alâkalı, ilgili"
"hususan","bilhassa, özellikle"
"sıddık","çok doğru ve bağlı"
"celb etme","çekme"
"mâsum","günahsız, suçsuz; çocuk"
"ümmî","okuma yazma bilmeyen, tahsil görmemiş"
"hemşire","kız kardeş"
"müsadere","el koyma, toplama, toplatma"
"hakikî","asıl, gerçek"
"keşfiyat","keşifler, bazı hakikatleri ortaya çıkarma, keşfetme hâlleri"
"tasdik etme","onaylama, doğrulama"
"muavin","yardımcı"
"vâris","mirasçı"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"mahsulât","ürünler, neticeler, sonuçlar"
"bedel","karşılık"
"hüsn-ü misal","güzel örnek"
"sadık","bağlı, doğru"
"şakirt","öğrenci, talebe"
"daimî","devamlı, sürekli"
"hulûs","içtenlik, gönülden gelen samimiyet"
"malûm","bilinen, belli"
"alâkadar","alâkalı, ilgili"
"hususan","bilhassa, özellikle"
"sıddık","çok doğru ve bağlı"
"celb etme","çekme"
"mâsum","günahsız, suçsuz; çocuk"
"ümmî","okuma yazma bilmeyen, tahsil görmemiş"
"hemşire","kız kardeş"
"müsadere","el koyma, toplama, toplatma"
"hakikî","asıl, gerçek"
"keşfiyat","keşifler, bazı hakikatleri ortaya çıkarma, keşfetme hâlleri"
"tasdik etme","onaylama, doğrulama"
"muavin","yardımcı"
"vâris","mirasçı"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"mahsulât","ürünler, neticeler, sonuçlar"
"bedel","karşılık"
"hüsn-ü misal","güzel örnek"
"sadık","bağlı, doğru"
"şakirt","öğrenci, talebe"
"daimî","devamlı, sürekli"
"hulûs","içtenlik, gönülden gelen samimiyet"
"malûm","bilinen, belli"
"alâkadar","alâkalı, ilgili"
"hususan","bilhassa, özellikle"
"sıddık","çok doğru ve bağlı"
"celb etme","çekme"
"mâsum","günahsız, suçsuz; çocuk"
"ümmî","okuma yazma bilmeyen, tahsil görmemiş"
"hemşire","kız kardeş"
"müsadere","el koyma, toplama, toplatma"
"hakikî","asıl, gerçek"
"keşfiyat","keşifler, bazı hakikatleri ortaya çıkarma, keşfetme hâlleri"
"tasdik etme","onaylama, doğrulama"
"muavin","yardımcı"
"vâris","mirasçı"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"mahsulât","ürünler, neticeler, sonuçlar"
"bedel","karşılık"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"leyâli-i aşere","Ramazan ayının son on mübârek gecesi"
"kudsî","mukaddes, kutsal"
"ruh u can","ruh ve can, bütün içtenlik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"kerem","cömertlik, ikram, lütuf, bağış"
"hıfz u himaye","koruma ve esirgeme"
"tevfik","başarı, muvaffakiyet"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"tab'","baskı, basma"
"intişar","yayılma"
"Kur'ân-ı Mucizü'l-Beyân","açıklamalarıyla akılları benzerini yapmaktan âciz bırakan Kur’ân-ı Kerim"
"tevafuk","denk gelme, uygunluk"
"muvaffak","başarılı"
"saniyen","ikinci olarak"
"hülâsa","öz, özet"
"Âyetü’l-Kübrâ","en büyük delil anlamına gelen Risale-i Nur’da bir bölümün adı; Yedinci Şuâ"
"hülâsâtü’l-hülâsâ","özetin özeti, özün özü"
"kelime-i tevhid","“Allah’tan başka ilâh yoktur ve Muhammed (a.s.m.) Onun peygamberidir” mânâsına gelen “Lâ ilâhe illâllah Muhammedün Resûlullah” ifadesi"
"tesbihat","Allah’ı her türlü kusurdan yüce tutarak şanına layık ifadelerle anma"
"ekser","çoğunluk"
"hakikat","asıl, esas, mahiyet"
"inkişaf","açığa çıkma, açılma"
"tevessü","genişleme, yayılma"
"kâinat","evren, yaratılan her şey"
"tabaka-i mahlûkat","yaratılanlar tabakası, sınıfları"
"lisan-ı hâl","hâl ve beden dili"
"küllî","fertleri içine alan, kapsamlı, evrensel"
"cüz'î","ferdî, küçük"
"lisan-ı kàl","söz ile anlatım"
"kemâl-i zevk","mükemmel zevk"
"suret","kopya"
"zarfında","içinde"
"Arabî","Arapça"
"mertebe","derece"
"ziyade","çok, fazla"
"ulvî","yüce, büyük"
"inşirah","ferahlanma, sevinme, açılma"
"izale etme","giderme"
"âhir","en son"
"münasip","uygun"
"mânidar","anlamlı"
"hakikat","asıl, esas, mahiyet"
"âmin","“Allah’ım kabu eyle”"
"evvelâ","birincisi"
"tesbihat","Allah’ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"zuhur","belirme, görünme"
"Hülâsatü'l-Hülâsa","Kur’ân’daki tefekkür âyetlerinden oluşan Üstad Bediüzzaman’ın Arapça olarak derlediği bir eseri"
"salisen","üçüncü olarak"
"Heyet-i Vekile","vekiller heyeti; Bakanlar Kurulu"
"nakletmek","göndermek"
"temin etmek","güven vermek"
"ruh u can","ruh ve canla, bütün içtenlik"
"bedel","karşılık"
"iltihak","katılma"
"men etme","yasaklama"
"muamele","davranış, iş"
"müteessir","etkilenen, üzülen"
"şakirt","öğrenci, talebe"
"fütuhat","fetihler, zaferler"
"inayet-i merhamet-i İlâhiye","Allah’ın merhamet ve yardımı, lütuf ve ihsanı"
"ehl-i dünya","dünyaya dalıp, âhireti düşünmeyenler"
"kanaat","görüş, fikir"
"mâni","engel"
"şark","doğu"
"garp","batı"
"âhiret","öldükten sonraki sonsuz hayat"
"berzah","dünya ve âhiret âlemi arasındaki kabir âlemi"
"mânen","mânevî olarak"
"hakikat","asıl, gerçek"
"binaen","-dayanarak, dolayı"
"sûrî","görünüşte"
"rabian","dördüncü olarak"
"Medrese-i Nuriye","Risale-i Nur’un okunduğu okul, yer"
"mübarek","bereketli, hayırlı"
"kâtib","yazan"
"tasdik etme","onaylama"
"lâtif","hoş, şirin"
"nebatat","bitkiler"
"kafile","grup, topluluk"
"erzak-ı hayvaniye","hayvanların rızıkları"
"hatip","hitap eden, konuşan"
"alâkadar","alâkalı, ilgili"
"muhlis","samimî, ihlâslı; ibadet ve davranışlarda sadece Allah’ın rızasını gözeten"
"metin","sağlam, kuvvetli"
