"kelime","anlam"
"umum","bütün, genel"
"üstadiyet","üstadlık; eğitici ve öğretici olma özelliği"
"zaruriyat","kesin hükümler"
"zikretme","anma, belirtme"
"ab-ı hayat","hayat suyu (bk. ḥ-y-y)"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"asâ","baston, değnek"
"beşer","insanlık"
"bîçare","çaresiz"
"cihazlanma","donanma"
"dalkavukluk","kendisine çıkar ve yarar sağlayacak olan kimselere aşırı bağlılık"
"âlem-i İslâm","İslâm âlemi (bk. a-l-m; s-l-m)"
"beşer","insanlık"
"ehl-i iman ve İslâm","Allah’a inanan ve İslâma tâbi olanlar, mü’min ve Müslümanlar (bk. e-m-n; s-l-m)"
"esbab","sebepler (bk. s-b-b)"
"fazilet","değer, meziyet, üstünlük (bk. f-ḍ-l)"
"galebe etme","üstün gelme"
"hak","doğru gerçek (bk. ḥ-ḳ-ḳ)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hakkaniyet","doğruluk, gerçekçilik (bk. ḥ-ḳ-ḳ)"
"hasenat","sevaplar, iyilikler (bk. ḥ-s-n)"
"heves ve hevâ","dünyadaki lezzet ve zevkleri isteyen his ve arzular"
"hüda","hidayet, hakikat yolunu gösterme (bk. h-d-y)"
"ihtilâlci","toplum hayatında çalkantılar meydana getiren"
"iki harb-i umumî","Birinci ve İkinci Dünya Savaşları"
"i'lâ-yı kelimetullah","Allah’ın adını yüceltme, yayma; iman ve Kur’ân hakikatlerini yayma (bk. k-l-m)"
"inşaallah","Allah’ın izniyle"
"istikbal","gelecek zaman"
"izzet-i İslâmiye","İslâmın izzeti, şeref ve yüceliği (bk. a-z-z; s-l-m)"
"kat'î","kesin bir şekilde"
"komite","belli bir amaç için bir araya gelen ve faaliyet gösteren topluluk"
"kuvve-i mâneviye","mânevî güç, moral (bk. a-n-y)"
"maddeten terakkî","maddî açıdan gelişme, ilerleme ve üstün hâle gelme"
"mağlûp etme","yenme, üstün gelme"
"medar","dayanak noktası"
"medeniyet-i hakikiye","gerçek medeniyet (bk. ḥ-ḳ-ḳ)"
"mehasin","güzellikler, iyi yönler (bk. ḥ-s-n)"
"meyus","ümitsiz"
"mütevakkıf","bağlı, bağlantılı"
"racih","bir başkasından üstün olan, tercih edilen"
"saadet","mutluluk"
"sefahet","yasak zevk ve eğlencelere düşkünlük; akılsızca davaranış"
"seyyiat","günahlar, kötülükler"
"sulh-u umumî","genel barış, dünya barışı (bk. ṣ-l-ḥ)"
"şahs-ı mânevî","mânevî şahsiyet, tüzel kişilik (bk. a-l-m; s-l-m)"
"taassup","aşırı derecede, körü körüne bağlılık"
"tahakküm","baskı ve zorbalık (bk. ḥ-k-m)"
"tecavüzat","tecavüzler, saldırılar (bk. c-v-z)"
"temin etme","sağlama (bk. e-m-n)"
"terakki","ilerleme, yükselme"
"terakkiyat","ilerlemeler, gelişmeler, kalkınmalar"
"tesis etme","kurma, yerleştirme"
"ye’s","ümitsizlik"
"zemin","yeryüzü, dünya"
"zîr ü zeber etme","alt üst etme, yıkma"
"enbiya","nebiler, peygamberler"
"esas","temel"
"fakr","fakirlik, ihtiyaç hali (bk. f-ḳ-r)"
"fenler","tecrübeye dayalı bilimler"
"garp","batı"
"hakikat-i İslâmiyet","İslâm hakikati, İslâmın üzerine kurulu olduğu temeller, gerçekler (bk. ḥ-ḳ-ḳ; s-l-m)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hased","kıskançlık, çekememezlik"
"hürriyet-i şer'iye","İslâmın sınırlarını belirlediği özgürlük (bk. ş-r-a)"
"istibdâdât","baskılar, diktatörlükler"
"kemâlât","mükemmellikler; üstün ve olgun özellikler, meziyetler (bk. k-m-l)"
"kıyasen","kıyaslayarak, karşılaştırarak"
"mahiyet","nitelik, özellik"
"mazlum","zulme uğramış (bk. ẓ-l-m)"
"mebâdi","başlangıçlar; temel prensipler"
"medâr olma","sebep ve kaynak olma"
"meyelân","meyil, eğilim gösterme"
"meyil","eğilim"
"mu’cize","Allah’ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını âciz ve hayrette bırakan olağanüstü şey (bk. a-c-z)"
"müsabaka","yarışma, birbirini geçmeye çalışma"
"müspet","ispata dayalı"
"müstebit","diktatör"
"nefis","ferd, kişi (bk. n-f-s)"
"sair","başka, diğer"
"sefine","gemi"
"sûret","şekil, görüntü (bk. ṣ-v-r)"
"şark","doğu"
"şedid","şiddetli"
"şehamet-i imaniye","imandan gelen yiğitlik ve cesaret (bk. e-m-n)"
"tahakküm etme","baskı altında tutma (bk. ḥ-k-m)"
"teceddüd","yenilenme"
"teçhiz etme","donatma"
"tekebbür etme","büyüklenme, üstün görünmeye çalışma (bk. k-b-r)"
"tekemmül","mükemmelleşme, gelişme, olgunlaşma (bk. k-m-l)"
"temeddün","medenileşme, uygarlaşma"
"terakkiyat","ilerlemeler, kalkınmalar; ilim ve teknolojide gerçekleştirilen ilerleme ve gelişmeler"
"teşvik etme","şevklendirme, cesaretlendirme"
"tezellül","alçalma, kendisini küçük düşürme"
"ulvî","yüce (bk. a-l-v)"
"üstad","hoca, öğretmen"
"üstad-ı küll","bütün ilimlerin kaynağı ve öğreticisi; Kurân-ı Kerim (bk. k-l-l)"
"vücuda gelme","meydana gelme, gerçekleşme (bk. v-c-d)"
"zelil","aşağı, alçak"
"zillet","alçaklık, aşağılık"
"âlem-i İslâm","İslâm âlemi (bk. a-l-m; s-l-m)"
"beşer","insanlık"
"ehl-i iman ve İslâm","Allah’a inanan ve İslâma tâbi olanlar, mü’min ve Müslümanlar (bk. e-m-n; s-l-m)"
"esbab","sebepler (bk. s-b-b)"
"fazilet","değer, meziyet, üstünlük (bk. f-ḍ-l)"
"galebe etme","üstün gelme"
"hak","doğru gerçek (bk. ḥ-ḳ-ḳ)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hakkaniyet","doğruluk, gerçekçilik (bk. ḥ-ḳ-ḳ)"
"hasenat","sevaplar, iyilikler (bk. ḥ-s-n)"
"heves ve hevâ","dünyadaki lezzet ve zevkleri isteyen his ve arzular"
"hüda","hidayet, hakikat yolunu gösterme (bk. h-d-y)"
"ihtilâlci","toplum hayatında çalkantılar meydana getiren"
"iki harb-i umumî","Birinci ve İkinci Dünya Savaşları"
"i'lâ-yı kelimetullah","Allah’ın adını yüceltme, yayma; iman ve Kur’ân hakikatlerini yayma (bk. k-l-m)"
"inşaallah","Allah’ın izniyle"
"istikbal","gelecek zaman"
"izzet-i İslâmiye","İslâmın izzeti, şeref ve yüceliği (bk. a-z-z; s-l-m)"
"kat'î","kesin bir şekilde"
"komite","belli bir amaç için bir araya gelen ve faaliyet gösteren topluluk"
"kuvve-i mâneviye","mânevî güç, moral (bk. a-n-y)"
"maddeten terakkî","maddî açıdan gelişme, ilerleme ve üstün hâle gelme"
"mağlûp etme","yenme, üstün gelme"
"medar","dayanak noktası"
"medeniyet-i hakikiye","gerçek medeniyet (bk. ḥ-ḳ-ḳ)"
"mehasin","güzellikler, iyi yönler (bk. ḥ-s-n)"
"meyus","ümitsiz"
"mütevakkıf","bağlı, bağlantılı"
"racih","bir başkasından üstün olan, tercih edilen"
"saadet","mutluluk"
"sefahet","yasak zevk ve eğlencelere düşkünlük; akılsızca davaranış"
"seyyiat","günahlar, kötülükler"
"sulh-u umumî","genel barış, dünya barışı (bk. ṣ-l-ḥ)"
"şahs-ı mânevî","mânevî şahsiyet, tüzel kişilik (bk. a-l-m; s-l-m)"
"taassup","aşırı derecede, körü körüne bağlılık"
"tahakküm","baskı ve zorbalık (bk. ḥ-k-m)"
"tecavüzat","tecavüzler, saldırılar (bk. c-v-z)"
"temin etme","sağlama (bk. e-m-n)"
"terakki","ilerleme, yükselme"
"terakkiyat","ilerlemeler, gelişmeler, kalkınmalar"
"tesis etme","kurma, yerleştirme"
"ye’s","ümitsizlik"
"zemin","yeryüzü, dünya"
"zîr ü zeber etme","alt üst etme, yıkma"
"âlem-i İslâm","İslâm dünyası (bk. a-l-m; s-l-m)"
"beşer","insanlık"
"bîçare","çaresiz"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"dâvâ","iddia (bk. d-a-v)"
"derc etme","yerleştirme"
"ecnebi","yabancı (Batılı)"
"ehl-i İslâm","İslâma tâbi olanlar, Müslümanlar (bk. s-l-m)"
"fenler","bilim dalları"
"fıtraten","yaratılış olarak (bk. f-ṭ-r)"
"fıtrat-ı beşeriye","insanın yaratılışı, tabiatı (bk. f-ṭ-r)"
"galib-i mutlak","sınırsız galip ve üstün olan (bk. ṭ-l-ḳ)"
"hadsiz","sayısız, sınırsız"
"hak","doğru gerçek (bk. ḥ-ḳ-ḳ)"
"hakikat-i İslâmiye","İslâm’ın gerçeği (bk. ḥ-ḳ-ḳ; s-l-m)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hatîat","yanlışlar, hatâlar"
"hatt-ı müstakim","doğru çizgi (bk. ḳ-v-m)"
"hayvanât","hayvanlar (bk. ḥ-y-y)"
"hikmet","gaye, fayda, güzel san’at (bk. ḥ-k-m)"
"hüsün","güzellik (bk. ḥ-s-n)"
"inşaallah","Allah dilerse, Allah’ın izniyle"
"intizam","disiplin, düzen (bk. n-ẓ-m)"
"istikbal","gelecek zaman"
"kâinat","evren (bk. k-v-n)"
"kefaret","hatâ ve günahın bağışlanmasına vesile olan şey"
"kozmoğrafya","astronomi, gök bilimi"
"küllî kâide","belli bir sınıf veya türe ait genel kanun ve kural (bk. k-l-l)"
"küre-i arz","yerküre, dünya"
"maksud-u bizzat","asıl hedef, doğrudan belirlenen netice (bk. ḳ-ṣ-d)"
"manzume-i şemsiye","güneş sistemi (bk. n-ẓ-m)"
"mebde","başlangıç"
"meylü’l-istikmal","mükemmelliğe doğru ilerleme ve gelişme eğilimi (bk. k-m-l)"
"mu’cizat-ı kudret","kudret mu’cizeleri (bk. a-c-z; ḳ-d-r)"
"mücmelen","kısaca, özetle (bk. c-m-l)"
"mükemmeliyet","her açıdan mükemmel ve en üst seviyeye ulaşmış olma (bk. k-m-l)"
"müntehâ","en son, uç"
"nebatât","bitkiler"
"nev’","çeşit, tür"
"nev-i beşer","insanlık"
"nizam","düzen, kanun (bk. n-ẓ-m)"
"rahmet-i İlâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti (bk. r-ḥ-m; e-l-h)"
"saadet-i dünyeviye","dünya hayatına ait mutluluk"
"Sâni-i Zülcelâl","herşeyi san’atla yapan sonsuz haşmet ve yücelik sahibi Allah (bk. ṣ-n-a; ẕü; c-l-l)"
"sulh-u umumî","genel barış, dünya barışı (bk. ṣ-l-ḥ)"
"taife","grup, topluluk"
"tedennî","alçalma, gerileme"
"tekâmül","ilerleme, mükemmelleşme (bk. k-m-l)"
"terakki","ilerleme, yükselme"
"teşrih-i beden-i insanî fenni","insan bedenini tüm yönleriyle ele alan, inceleyen bilim; anatomi"
"tetkikat","araştırmalar, incelemeler"
"adem","hiçlik, yokluk"
"bâtıl","hakka, doğruya ters olan, gerçek olmayan"
"beşer","insanlık"
"cüz’î ihtiyar","cüz’î irade, insana ait sınırlı seçme ve dileme özgürlüğü (bk. c-z-e; ḫ-y-r)"
"âlâ","en üstün (bk. a-l-v)"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun (bk. ṣ-l-v; s-l-m)"
"beşer","insanlık"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"cerh etme","yaralama, parçalama"
"efdal","en faziletli, en üstün (bk. f-ḍ-l)"
"ehl-i hak ve hakikat","doğru ve gerçeği benimseyip, o yolda yürüyenler (bk. ḥ-ḳ-ḳ)"
"ehl-i hak","hakkı kabul edip doğru yolu takip eden kimseler (bk. ḥ-ḳ-ḳ)"
"ehl-i İslâmiyet","İslâma tâbi olan, Müslümanlar (bk. s-l-m)"
"ekseriyet","çoğunluk (bk. k-s-r)"
"emanet-i kübrâ","en büyük emanet, halifelik; başka varlıkların yüklenmekten çekindiği ve insanın yüklendiği İlâhî yükümlülük, halifelik makamındaki kulluk vazifesi (bk. e-m-n; k-b-r)"
"enva-i kâinat","kâinatın nev’ileri (türleri, sınıfları) (bk. k-v-n)"
"eşref","en şerefli, en üstün"
"farz-ı muhal","olmayacak birşeyi olacakmış gibi düşünme, varsayım"
"galebe","üstün gelme"
"hadsiz","sayısız, sınırsız"
"hakikat","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"Hakîm-i Zülcelâl","herşeyi hikmetle, belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratan, sonsuz haşmet ve görkem sahibi olan Allah (bk. ḥ-k-m; c-l-l)"
"halife-i rû-yi zemin","yeryüzünde Allah’ın emirlerini yerine getirip Onun namına tasarrufta bulunma ve varlıklar üzerinde Onun adına egemen olma özelliği (bk. ḫ-l-f)"
"halk etme","yaratma (bk. ḫ-l-ḳ)"
"hikmet-i ezeliye","Allah’ın ezelî hikmeti, herşeyi yerli yerinde ve bir gaye ve faydaya yönelik yapması (bk. ḥ-k-m; e-z-l)"
"hikmet-i intizam","kâinatta var olan düzenin bir gaye ve faydaya yönelik olarak, mânâlı ve tam yerli yerinde olması (bk. n-ẓ-m)"
"istikrâ-i tâmme","cüz’î (bireysel) olaylardan hareket ederek küllî (sınıf, tür gibi bir konuda genel) bir hükme varma (bk. d-l-l)"
"kâinat","evren (bk. k-v-n)"
"kasem","yemin"
"küfür","Allah’ın varlığına inanmama, inkâr etme (bk. k-f-r)"
"küllî","büyük, genel (tür olarak veya türleri etkileyecek şekilde) (bk. k-l-l)"
"lisân","dil"
"makam","konum"
"meşiet-i İlâhiye","Allah’ın dilemesi, iradesi (bk. e-l-h)"
"mu’cizat","mu’cizeler; Allah tarafından verilip, yalnız peygamberlerin gösterebilecekleri harika işler (bk. a-c-z)"
"muhalefet etme","karşıt olma, aykırı davranma (bk. ḫ-l-f)"
"muhalif","aykırı, zıt (bk. ḫ-l-f)"
"mükerrem","şerefli; ikram ve lûtfa mazhar olan (bk. k-r-m)"
"müşerref","şerefli, şereflenmiş"
"mütemerridâne","inatla, inatçı bir şekilde"
"nev-i beşer","insanlık"
"nihayet","son derece; son"
"nizam","düzen, sistem (bk. n-ẓ-m)"
"nizam-ı ekmel","kusursuz, mükemmel düzen, sistem (bk. n-ẓ-m; k-m-l)"
"sair","diğer, başka"
"Sâni-i Zülcemâl","herşeyi san’atla yaratan, sonsuz güzellik sahibi Allah (bk. ṣ-n-a; ẕü; c-l-l)"
"semâvât","gökler (bk. s-m-v)"
"seyyarat","gezegenler"
"şehadet","şahidlik, tanıklık (bk. ş-h-d)"
"şekâvet","eşkiyâlık, kötü yolda olma"
"şer","kötülük"
"tahribat","tahripler, yıkıp bozmalar"
"tâife","topluluk, grup"
"temerrüd etme","inat etme, ayak direme"
"zakkum","Cehennemde bulunan ağaç"
"zâlimane","zâlim bir şekilde (bk. ẓ-l-m)"
"zerre","atom"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"alâkadar","alâkalı, ilgili"
"bedahetle","açık bir şekilde"
"beşer","insanlık"
"beşeriyet","insanlık"
"bilbedahe","açıkça"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"cihet","yön"
"derece-i sukut","düşme derecesi, seviyesi"
"edna","pek aşağı, en bayağı, çok alçak"
"elhasıl","kısaca, özetle"
"envâ-ı kâinat","kâinatın nevi’leri, türleri (bk. k-v-n)"
"esfel-i safilîn","aşağıların en aşağısı"
"farz-ı muhal","olmayacak birşeyi olacakmış gibi düşünme, varsayım"
"fazilet","üstün değer ve kıymet (bk. f-ḍ-l)"
"fıtrat","mizaç, karakter, yaratılış; yaratılışta var olan temel özellikler (bk. f-ṭ-r)"
"galebe etme","üstün gelme"
"galib-i mutlak","mutlak galip; her yönden üstün gelme (bk. ṭ-l-ḳ)"
"hak","doğru, gerçek (bk. ḥ-ḳ-ḳ)"
"hakaik-i imaniye","iman hakikatleri; inançla ilgili gerçekler (bk. ḥ-ḳ-ḳ; e-m-n)"
"hakaik-i İslâmiye","İslâmın hakikatleri, gerçekleri (bk. ḥ-ḳ-ḳ; s-l-m)"
"hakikat","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"Hâlık","herşeyi yaratan Allah (bk. ḫ-l-ḳ)"
"hayat-ı bakiye","devamlı ve kalıcı âhiret hayatı (bk. ḥ-y-y; b-ḳ-y)"
"iki harb-i umumî","Birinci ve İkinci Dünya Savaşları"
"istidâdât-ı kemâliye","mükemmel yetenekler (bk. a-d-d; k-m-l)"
"istikbal","gelecek zaman"
"istilzam etme","gerektirme"
"kâinat","evren (bk. k-v-n)"
"kat’î","kesin"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"küllî","büyük ve kapsamlı (bk. k-l-l)"
"mahlûk","varlık, yaratık (bk. ḫ-l-ḳ)"
"mezkûr","anılan, sözü geçen"
"mutlak","kayıtsız şartsız, kesin (bk. ṭ-l-ḳ)"
"muzır","zararlı"
"mükerrem","şerefli; ikram ve lûtfa mazhar olmuş olan (bk. k-r-m)"
"müntehap","seçilmiş, seçkin"
"müsâvi","eşit, denk"
"nazarında","gözünde, bakışında (bk. n-ẓ-r)"
"nev-i beşer","insanlık"
"nevi","tür"
"niyaz","dua, yakarış"
"Rahmân-ı Rahîm","sonsuz rahmet, şefkat ve merhameti herşeyi kuşatan ve her bir varlığa hususî şefkat ve merhameti olan Allah (bk. r-ḥ-m)"
"rahmet","merhamet, ihsan, acıma, esirgeme (bk. r-ḥ-m)"
"ru-yi zemin","yeryüzü"
"sair","diğer, başka"
"sırr-ı hikmet-i ezeliye","Allah’ın herşeyi bir gaye ve faydaya yönelik olarak yapmasındaki sır (bk. ḥ-k-m; e-z-l)"
"sulh-u umumi","genel barış, dünya barışı (bk. ṣ-l-ḥ)"
"takarrur etme","gerçekleşme, karar kılma"
"temin etme","sağlama (bk. e-m-n)"
"terakkiyat","ilerlemeler, gelişmeler; teknolojide ve medeniyette meydana gelen gelişmeler"
"vaziyet","durum, hâl"
"vücut","varlık, var olma (bk. v-c-d)"
"zakkum şerleri","zakkuma benzeyen şerler, kötülükler (zakkum, tadı çok acı olan bir Cehennem ağacıdır.)"
"zâlimâne","zâlim bir şekilde, zâlimce (bk. ẓ-l-m)"
"zarurî","zorunlu, gerekli"
"zemin","yer, dünya"
"zîr ü zeber etmek","alt üst etmek"
"cüz’î","az, küçük; ferdî, bireysel (bk. c-z-e)"
"ef’âl","fiiler, işler (bk. f-a-l)"
"ef’âl-i İlâhiye","kâinattaki varlıkları ortaya çıkaran İlâhî fiiller"
"ekrem","en şerefli, en üstün (bk. k-r-m)"
"esbab","sebepler (bk. s-b-b)"
"eşref","en şerefli, en üstün"
"hadsiz","sınırsız"
"hakikat","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"Hâlık-ı Zülcelâl","sonsuz büyüklük, haşmet sahibi olan ve herşeyi yaratan Allah (bk. ḫ-l-ḳ; ẕü; c-l-l)"
"halk etme","yaratma (bk. ḫ-l-ḳ)"
"hikmet","gaye, fayda, san’at; bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma (bk. ḥ-k-m)"
"hilkat","yaratılış (bk. ḫ-l-ḳ)"
"hilkat-i kâinat","kâinatın yaratılışı (bk. ḫ-l-ḳ; k-v-n)"
"hüsün","güzellik (bk. ḥ-s-n)"
"icadat-ı Rabbaniye","herşeyin Rabbi olan Allah’ın, yarattığı varlıklar (bk. v-c-d; r-b-b)"
"illet","esas sebep"
"inkılâp etme","büyük değişim, dönüşüm"
"istikra-i tâmme","bütün cüz’î olaylardan hareket ederek küllî bir hükme varma; tümevarım; endüksiyon; burada bütün ilimlerin hep birlikte aynı sonuca parmak basmaları kastediliyor (bk. d-l-l)"
"kâinat","evren (bk. k-v-n)"
"kubh","çirkinlik"
"küfriyat","inkâr ve inançsızlığa sebep olan sözler ve işler (bk. k-f-r)"
"küllî","büyük, genel; sınıfsal (bk. k-l-l)"
"mabeyn","iki şeyin arası"
"mahlûk","yaratık, varlık (bk. ḫ-l-ḳ)"
"mahlûkat","yaratılmış varlıklar (bk. ḫ-l-ḳ)"
"maksat","amaç, gaye (bk. ḳ-ṣ-d)"
"maksud","istenen, hedeflenen (bk. ḳ-ṣ-d)"
"maksud-u hakikî","gerçek maksat, asıl gaye (bk. ḥ-ḳ-ḳ)"
"mazhar olma","erişme, nail olma (bk. ẓ-h-r)"
"mikyas","ölçek (bk. ḳ-y-s)"
"mizan","ölçü, denge (bk. v-z-n)"
"muhît","ihatalı, herşeyi kuşatan"
"muntazam","düzenli, intizamlı (bk. n-ẓ-m)"
"musallat etme","bir kişinin başına verme, sataştırma"
"mükerrem","şerefli; ikram ve lûtfa mazhar olan (bk. k-r-m)"
"mülevves","kirli, bulaşık"
"müsabaka","yarışma, imtihana tâbi tutulma"
"netice-i hilkat","yaratılışın neticesi, sonucu (bk. ḫ-l-ḳ)"
"san’at-ı İlâhiye","İlâhî san’at; Cenâb-ı Hakkın varlıklarda sergilediği eşsiz san’atlar"
"şer","kötülük"
"tahkikat","araştırmalar, ayrıntılı incelemeler (bk. ḥ-ḳ-ḳ)"
"tebeî","başka birşeye tâbi olan, ikinci derecede olan, dolaylı"
"tecrübe-i umumî","genele ait tecrübe, umumî deneyler ve incelemeler"
"tekemmül","mükemmelleşme, gelişme, ilerleme (bk. k-m-l)"
"terakkiyat","ilerlemeler, gelişmeler"
"teselsül etme","zincirleme devam etme, ard arda gelme"
"vâhid-i kıyasî","ölçü birimi (bk. v-ḥ-d)"
"vesile","vasıta, araç"
"zahirî","gözle görülebilen, görünürde olan (bk. ẓ-h-r)"
"zemin yüzü","yeryüzü, dünya"
"zulmî","zulümle bağlantılı, zulme ait (bk. ẓ-l-m)"
"âlâ","en üstün (bk. a-l-v)"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun (bk. ṣ-l-v; s-l-m)"
"beşer","insanlık"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"cerh etme","yaralama, parçalama"
"efdal","en faziletli, en üstün (bk. f-ḍ-l)"
"ehl-i hak ve hakikat","doğru ve gerçeği benimseyip, o yolda yürüyenler (bk. ḥ-ḳ-ḳ)"
"ehl-i hak","hakkı kabul edip doğru yolu takip eden kimseler (bk. ḥ-ḳ-ḳ)"
"ehl-i İslâmiyet","İslâma tâbi olan, Müslümanlar (bk. s-l-m)"
"ekseriyet","çoğunluk (bk. k-s-r)"
"emanet-i kübrâ","en büyük emanet, halifelik; başka varlıkların yüklenmekten çekindiği ve insanın yüklendiği İlâhî yükümlülük, halifelik makamındaki kulluk vazifesi (bk. e-m-n; k-b-r)"
"enva-i kâinat","kâinatın nev’ileri (türleri, sınıfları) (bk. k-v-n)"
"eşref","en şerefli, en üstün"
"farz-ı muhal","olmayacak birşeyi olacakmış gibi düşünme, varsayım"
"galebe","üstün gelme"
"hadsiz","sayısız, sınırsız"
"hakikat","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"Hakîm-i Zülcelâl","herşeyi hikmetle, belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratan, sonsuz haşmet ve görkem sahibi olan Allah (bk. ḥ-k-m; c-l-l)"
"halife-i rû-yi zemin","yeryüzünde Allah’ın emirlerini yerine getirip Onun namına tasarrufta bulunma ve varlıklar üzerinde Onun adına egemen olma özelliği (bk. ḫ-l-f)"
"halk etme","yaratma (bk. ḫ-l-ḳ)"
"hikmet-i ezeliye","Allah’ın ezelî hikmeti, herşeyi yerli yerinde ve bir gaye ve faydaya yönelik yapması (bk. ḥ-k-m; e-z-l)"
"hikmet-i intizam","kâinatta var olan düzenin bir gaye ve faydaya yönelik olarak, mânâlı ve tam yerli yerinde olması (bk. n-ẓ-m)"
"istikrâ-i tâmme","cüz’î (bireysel) olaylardan hareket ederek küllî (sınıf, tür gibi bir konuda genel) bir hükme varma (bk. d-l-l)"
"kâinat","evren (bk. k-v-n)"
"kasem","yemin"
"küfür","Allah’ın varlığına inanmama, inkâr etme (bk. k-f-r)"
"küllî","büyük, genel (tür olarak veya türleri etkileyecek şekilde) (bk. k-l-l)"
"lisân","dil"
"makam","konum"
"meşiet-i İlâhiye","Allah’ın dilemesi, iradesi (bk. e-l-h)"
"mu’cizat","mu’cizeler; Allah tarafından verilip, yalnız peygamberlerin gösterebilecekleri harika işler (bk. a-c-z)"
"muhalefet etme","karşıt olma, aykırı davranma (bk. ḫ-l-f)"
"muhalif","aykırı, zıt (bk. ḫ-l-f)"
"mükerrem","şerefli; ikram ve lûtfa mazhar olan (bk. k-r-m)"
"müşerref","şerefli, şereflenmiş"
"mütemerridâne","inatla, inatçı bir şekilde"
"nev-i beşer","insanlık"
"nihayet","son derece; son"
"nizam","düzen, sistem (bk. n-ẓ-m)"
"nizam-ı ekmel","kusursuz, mükemmel düzen, sistem (bk. n-ẓ-m; k-m-l)"
"sair","diğer, başka"
"Sâni-i Zülcemâl","herşeyi san’atla yaratan, sonsuz güzellik sahibi Allah (bk. ṣ-n-a; ẕü; c-l-l)"
"semâvât","gökler (bk. s-m-v)"
"seyyarat","gezegenler"
"şehadet","şahidlik, tanıklık (bk. ş-h-d)"
"şekâvet","eşkiyâlık, kötü yolda olma"
"şer","kötülük"
"tahribat","tahripler, yıkıp bozmalar"
"tâife","topluluk, grup"
"temerrüd etme","inat etme, ayak direme"
"zakkum","Cehennemde bulunan ağaç"
"zâlimane","zâlim bir şekilde (bk. ẓ-l-m)"
"zerre","atom"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"alâkadar","alâkalı, ilgili"
"bedahetle","açık bir şekilde"
"beşer","insanlık"
"beşeriyet","insanlık"
"bilbedahe","açıkça"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"cihet","yön"
"derece-i sukut","düşme derecesi, seviyesi"
"edna","pek aşağı, en bayağı, çok alçak"
"elhasıl","kısaca, özetle"
"envâ-ı kâinat","kâinatın nevi’leri, türleri (bk. k-v-n)"
"esfel-i safilîn","aşağıların en aşağısı"
"farz-ı muhal","olmayacak birşeyi olacakmış gibi düşünme, varsayım"
"fazilet","üstün değer ve kıymet (bk. f-ḍ-l)"
"fıtrat","mizaç, karakter, yaratılış; yaratılışta var olan temel özellikler (bk. f-ṭ-r)"
"galebe etme","üstün gelme"
"galib-i mutlak","mutlak galip; her yönden üstün gelme (bk. ṭ-l-ḳ)"
"hak","doğru, gerçek (bk. ḥ-ḳ-ḳ)"
"hakaik-i imaniye","iman hakikatleri; inançla ilgili gerçekler (bk. ḥ-ḳ-ḳ; e-m-n)"
"hakaik-i İslâmiye","İslâmın hakikatleri, gerçekleri (bk. ḥ-ḳ-ḳ; s-l-m)"
"hakikat","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"Hâlık","herşeyi yaratan Allah (bk. ḫ-l-ḳ)"
"hayat-ı bakiye","devamlı ve kalıcı âhiret hayatı (bk. ḥ-y-y; b-ḳ-y)"
"iki harb-i umumî","Birinci ve İkinci Dünya Savaşları"
"istidâdât-ı kemâliye","mükemmel yetenekler (bk. a-d-d; k-m-l)"
"istikbal","gelecek zaman"
"istilzam etme","gerektirme"
"kâinat","evren (bk. k-v-n)"
"kat’î","kesin"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"küllî","büyük ve kapsamlı (bk. k-l-l)"
"mahlûk","varlık, yaratık (bk. ḫ-l-ḳ)"
"mezkûr","anılan, sözü geçen"
"mutlak","kayıtsız şartsız, kesin (bk. ṭ-l-ḳ)"
"muzır","zararlı"
"mükerrem","şerefli; ikram ve lûtfa mazhar olmuş olan (bk. k-r-m)"
