"kelime","anlam"
"hayat-ı içtimaiye-i beşeriye","insanlığın sosyal hayatı"
"hayat-ı içtimaiye-i siyasiye-i beşeriye","insanlığın sosyal ve siyasî hayatı"
"hizmet-i Kur’ân","Kur’ân için yapılan hizmet"
"irâe etme","gösterme"
"izzet","şeref, yücelik"
"kàfile-i beşer","insan topluluğu"
"kısm-ı ekser","büyük kısım"
"mevt","ölüm"
"misk ü amber","çok hoş bir koku"
"muhafaza","koruma"
"mülevves","pis, kirli"
"mütehayyir","hayrette kalan, şaşkın"
"mütemerrid","inatçı, inanmamakta direnen"
"riyakâr","gösterişçi, iki yüzlü"
"sefîhâne","dinen yasaklanmış zevk ve eğlencelere düşkün olarak"
"selâmet","esenlik, güven"
"sergüzeşt-i hayat","hayat serüveni"
"şeref-i dünyeviye","dünyaya ait şeref"
"şöhret-i kâzibe","yalancı şöhret"
"telezzüz","lezzet alma, lezzetlenme"
"ufûnetli","kötü, pis kokulu"
"zillet","aşağılık, alçaklık"
"adavet","düşmanlık"
"beşer","insan"
"cereyan","hareket, akım"
"ders-i Kur’ân","Kur’ân’ın verdiği ders"
"elhamdülillâh","“ezelden ebede her türlü hamd ve övgü Allah’a mahsustur”"
"envâr-ı Kur’âniye","Kur’ân’ın nurları"
"fevkinde","üstünde"
"garazkârâne","kötü bir niyet ve kinle yaklaşarak"
"hakaik-i Kur’âniye","Kur’ân’ın hakikatleri, gerçekleri"
"hakikat","gerçek, esas, doğru"
"ittiham etme","suçlama"
"muhalif","karşı taraf"
"muvafık","aynı taraf"
"müberrâ","arınmış, temiz"
"mütehayyir","hayrette kalan, şaşkın"
"nazar","bakış, görüş"
"nur-u Kur’ân","Kur’ân’ın nuru"
"propaganda-i siyaset","siyaset propagandası"
"sâfi","saf, duru, arınmış"
"suret","biçim, şekil"
"şeytan-ı racîm","kovulmuş, lanetlenmiş şeytan"
"taife","topluluk, grup"
"tarafgirlik","taraftarlık, taraf tutma"
"tecerrüd","sıyrılma, soyutlanma"
"telâkkiyat","düşünceler, anlayışlar"
"telif","yazma"
"zındıka","dinsizlik, inançsızlık"
"ziyadeleştirme","artırma, fazlalaştırma"
"âdi","sıradan, basit"
"akrebiyet-i İlâhiye","Allah’ın kula olan yakınlığı"
"aziz","izzetli, çok değerli, saygın"
"berzah tariki","tarikat berzahı; tarikat geçidi, aralığı"
"berzah","geçit, aralık, perde"
"beşeriyet","insanlık"
"beyan","açıklama"
"dakik","ince, derin"
"ekser","çoğunluk"
"evliya","velîler, Allah dostları"
"hakikat","gerçek, asıl, esas"
"hâlât","haller, durumlar"
"hilâf-ı âdet","âdete aykırı, kural dışı"
"Hulefâ-yı Râşidîn","dört büyük halife; Hz. Ebûbekir, Hz. Ömer, Hz. Osman, Hz. Ali"
"ihtiyarî","kendi isteğiyle tercih etme"
"ikram-ı İlâhî","Allah’ın ikramı, bağışı"
"inkişaf","ortaya çıkma, açılma"
"keramet","Allah’ın bir ikramı olarak, Onun sevgili kullarında görülen olağanüstü hal ve hareketler"
"keşif","mânevî âlemlerde bazı olayları ve hakikatleri kalp gözüyle görme"
"makam","derece, mevki"
"mazhar","nail olma, kavuşma"
"meziyât","meziyetler, üstün özellikler"
"müfsit","fesatçı, bozguncu"
"nazar-ı velâyet","velîlik bakışı"
"Sahabe","Hz. Peygamberi (a.s.m.) dünya gözüyle gören ve onun yolundan giden Müslümanlar"
"seyr ü sülûk","İlâhî hakikatlere ulaşmak için bir rehberin öncülüğünde çıkılan mânevî yolculuk"
"sırr-ı velâyet","velîlik sırrı"
"şehadet","şehitlik, Allah yolunda hayatını feda etme"
"tarîkat","mânevî ilerlemeye götüren yol"
"tecerrüd","soyutlanma, sıyrılma"
"velâyet","velîlik"
"velâyet-i kübrâ","en büyük velîlik"
"velî","Allah dostu"
"veraset-i nübüvvet","peygamberin vârisliği"
"zâhir","dış görünüş"
"zuhur","ortaya çıkma"
"akrebiyet","pek yakınlık, Allah’ın varlıklara olan yakınlığı"
"akrebiyet-i İlâhiye","İlâhî yakınlık, Allah’ın kula olan yakınlığı"
"âyine","ayna"
"bu’diyet","uzaklık"
"cism-i maddî","maddî cisim, beden"
"daire-i azîm","geniş ve büyük daire"
"ehl-i sülûk","İlâhî hakikatlere ulaşmak için bir rehber öncülüğünde mânevî yolculuğa çıkanlar"
"ehl-i tarîkat","tarikata mensup olanlar"
"elvân-ı seb’a","yedi renk"
"gılâf","kılıf, örtü"
"hakikat","gerçek, asıl, esas"
"hararet","ısı, sıcaklık"
"heyet","yapı, şekil"
"hissiyat-ı insaniye","insanın hisleri, duyguları"
"iksir","tesirli ilaç"
"in’ikâs","yansıma"
"incizap","çekim, çekicilik"
"inkişaf","ortaya çıkma, açılma"
"kadem","adım"
"kavânin-i fenniye","bilimsel kanunlar"
"kurbiyet","yakınlık; kulun Allah’a yakınlığ"
"kurbiyet-i mâneviye","mânevî yakınlık; kulun Allah’a yakınlığı"
"leyle-i îd","bayram gecesi"
"Leyle-i Kadir","Kadir Gecesi; Ramazan ayı içinde bulunan mübarek gece"
"mahiyet","esas, iç yapı, öz nitelik"
"mazi","geçmiş"
"mertebe-i ruh","ruh mertebesi"
"meslek","yol, usûl, metod"
"misal","görüntü"
"misalî","görüntüden ibaret"
"mukayyet","kayıtlı, sınırlı"
"münasebet","ilişki, bağlantı"
"müstakbel","gelecek"
"nisbeten","kıyasla, oranla"
"nokta-i nazar","bakış noktası, görüş açısı"
"nuraniyet","nur özelliği, parlaklık"
"Sahabe","Hz. Peygamberi (a.s.m.) dünya gözüyle gören ve onun yolundan giden Müslümanlar"
"semâ","gök"
"semâvât","gökler"
"seyr ü sülûk","İlâhî hakikatlara ulaşmak için bir rehber öncülüğünde çıkılan mânevî yolculuk"
"seyr-i fikrî","fikren dolaşma"
"sırr-ı gàmız","anlaşılması zor sır"
"sohbet-i nübüvvet","Peygamberimizin (a.s.m.) sohbeti"
"sülûk-u aklî","aklın bir yol tutması"
"tarîkat","mânevî ilerlemeye götüren yol"
"tasavvur","düşünme, zihinde şekillendirme"
"tayy","atlama, aşma, geçme"
"tecerrüd","soyutlanma, sıyrılma"
"tefekkür","düşünme"
"temsil","kıyaslama tarzında benzetme, anoloji"
"tetkikat-ı fenniye","bilimsel araştırma ve incelemeler"
"timsal","görüntü"
"bahusus","hususan, özellikle"
"beyit","aynı vezinle yazılmış mânâ bakımından birbirine bağlı iki mısradan oluşan şiir"
"cereyan","hareket, akım"
"dessas","hileci, aldatıcı"
"efkâr","fikirler, düşünceler"
"ekser","çoğunluk"
"fesad","bozma, bozgunculuk"
"gurur-u millî","millî gurur"
"hâdisât","hâdiseler, olaylar"
"hâkimiyet-i İslâmiye","İslâmiyetin hâkimiyeti"
"hâlet-i içtimaiye","sosyal durum, hal"
"haşiye","dipnot, açıklayıcı not"
"hâyat-ı içtimaiye","toplumsal hayat"
"inkişaf","ortaya çıkma, açılma"
"kerâmetkârâne","kerâmetli bir şekilde"
"keşf","ortaya çıkarma"
"kurbiyet","yakınlık; kulun Allah’a yakınlığı"
"medar-ı şeref","şeref kaynağı, vesilesi"
"merâtip","mertebeler, dereceler"
"minber","hutbe okunan yer"
"müfsit","fesatçı, bozguncu"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen kişi"
"nazar","görüş"
"nazar-ı velâyet","velîlik bakışı, velâyet gözü"
"nübüvvet","peygamberlik"
"seciyeten","yaratılış ve karakter itibariyle"
"sevkülceyş","ordunun sevk ve idaresi"
"seyr ü sülûk","İlâhî hakikatlara ulaşmak için bir rehber öncülüğünde çıkılan mânevî yolculuk"
"sırr-ı akrebiyet","Cenâb-ı Hakkın varlıklara olan yakınlığının sırrı"
"suret","şekil, biçim"
"tahrip edilmek","yıkılmak, yok edilmek"
"velâyet","velîlik"
"velâyet-i saire","diğer velîlik usulleri"
"veraset-i nübüvvet","peygamberin vârisliği"
"adâlet-i izafiye","zamanın şartlarına göre değişebilen, toplumun selâmeti için ferdin feda edilmesini öngören adalet"
"adalet-i mahzâ","tam ve mükemmel adalet; “ferdin hukuku asla fedâ edilemez” görüşündeki adalet"
"adâlet-i nisbiye","zamanın şartlarına göre değişebilen, toplumun selâmeti için ferdin feda edilmesini öngören göreceli adalet"
"akvâm","kavimler, milletler"
"ehvenüşşerri ihtiyar","iki şerden daha az zararlı olanının tercih edilmesi"
"elhasıl","özetle, sonuç olarak"
"fâil-i muhtar","kendi istek ve iradesi ile iş gören"
"hâkim","hükmeden"
"hayat-ı içtimaiye-i İslâmiye","İslâmın sosyal hayatı"
"icra","yerine getirme"
"içtihad","dinen kesin olarak belirtilmeyen bir konuda Kur’ân ve hadîsten hüküm çıkarma"
"ihtiyar-ı cüz’î","cüz’î irade, insana ait sınırlı seçme ve dileme özgürlüğü"
"iktidar-ı beşer","insanın güç ve kudreti"
"kader","Allah’ın meydana gelecek hadiseleri olmadan önce takdir etmesi, plânlaması"
"mahiyet","iç yüz, asıl, esas"
"meşiet-i İlâhiye","Allah’ın dilemesi, iradesi"
"meşiet-i insaniye","insanın dilemesi, iradesi"
"muârız","karşı çıkan, muhalif"
"muharebe","harp, savaş"
"muharip","harp eden, savaşçı"
"muhtelif","çeşitli, farklı"
"mürur-u zaman","zamanın geçmesi"
"müşkül","zor, sıkıntılı"
"nam","ad"
"rıdvânullahi teâlâ aleyhim ecmaîn","Allah onların hepsinden razı olsun"
"safvet-i İslâmiye","İslâmiyetin saflığı, temizliği"
"Şeyheyn","iki şeyh; Hz. Ebûbekir ve Hz. Ömer’e verilen ünvan"
"tatbikat","uygulamalar"
"adâlet-i izafiye","zamanın şartlarına göre değişebilen, toplumun selâmeti için ferdin feda edilmesini öngören adalet"
"adalet-i mahzâ","tam ve mükemmel adalet; “ferdin hukuku asla fedâ edilemez” görüşündeki adalet"
"azâb","ceza"
"cemaat","topluluk"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"cüz’","ferd, bütünün parçası"
"ehl-i Cennet","Cennet ehli, Cennetlik"
"ehl-i sevap","Allah tarafından mükâfata lâyık görülenler"
"ehvenüşşer","iki şerden daha az zararlı olanı"
"hamiyet","din ve vatan gibi mukaddes değerleri koruma duygusu ve gayreti"
"hüccet","delil, kanıt"
"içtihad","dinen kesin olarak belirtilmeyen bir konuda Kur’ân ve hadîsten hüküm çıkarma"
"intaç","netice verme"
"izah","açıklama"
"kàbil-i tatbik","uygulanabilir"
"kıyl ü kàl","dedikodu"
"küll","bütün, genel"
"lillâh","Allah için"
"maktul","katledilen, öldürülen"
"mânâ-yı işârî","işaret edilen mânâ"
"mâsum","suçsuz, günahsız"
"mazur","mazeretli, özürlü"
"menâfi","faydalar, yararlar"
"muharebe","harp, savaş"
"mukàbil","karşı"
"musîb","isabet eden, isabetli"
"münakaşa-i içtihadiye","içtihatla ilgili tartışma"
"müstehak","hak eden"
"nam","ad"
"nazar","dikkat"
"nazar-ı merhamet","merhamet bakışı"
"nevi","tür, çeşit"
"Radıyallahu Anh","“Allah ondan razı olsun”"
"Sahabe","Hz. Peygamberi (a.s.m.) dünya gözüyle gören ve onun yolundan giden Müslümanlar"
"selâmet","esenlik, güven"
"Şeyheyn","iki şeyh; Hz. Ebûbekir ve Hz. Ömer’e verilen ünvan"
"tevellüt","doğma, meydana gelme"
"umum","bütün, genel"
"zât-ı muhakkik","gerçekleri araştıran ve delilleriyle bilen âlim zât"
"adâlet-i izafiye","zamanın şartlarına göre değişebilen, toplumun selâmeti için ferdin feda edilmesini öngören adalet"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"ahkâm-ı din","dinin hükümleri, esasları"
"azimet","Allah’ın emirlerini en mükemmel ve eksiksiz yapmaya çalışma"
"bâkî","devamlı, sürekli"
"bihakkın","hakkıyla"
"devlet-i İslâmiye","İslâm devleti"
"esbab","sebepler"
"fevkalâde","olağanüstü"
"fevkinde","üstünde"
"hakaik-i İslâmiye","İslâmın hakikatleri"
"hakikî","asıl, gerçek"
"harikulâde","olağanüstü, hayranlık verici"
"hayat-ı içtimaiye-i İslâmiye","İslâmın sosyal hayatı"
"hilâfet-i İslâmiye","İslâm halifeliği"
"içtihad","dinen kesin olarak belirtilmeyen bir konuda Kur’ân ve hadîsten hüküm çıkarma"
"iktidar","güç, kudret, idare"
"iltizam","kabul etme, taraftarlık"
"istinad","dayandırma"
"kàbil-i tatbik","uygulanabilir"
"liyakat","lâyık olma, ehliyet"
"milel-i sâire","diğer milletler"
"muarız","karşı gelen"
"muharebe","harp, savaş"
"mukàbil","karşı taraf"
"mukteziyât","gereklilikler"
"muvaffakiyet","başarı"
"muvaffakiyet-i siyasiye","siyasî başarı"
"mübarek","İlâhî hayra erişmiş"
"müşkülat","zorluklar, güçlükler"
"nisbeten","kıyasla, oranla"
"rabıta-i İslâmiye","İslâm bağı"
"râbıta-i milliye","milliyet bağı"
"rencide","incitme"
"ruhsat","izin, müsaade"
"sair","diğer, başka"
"saltanat","sultanlık, egemenlik"
"saltanat-ı mânevî","mânevî saltanat, egemenlik"
"selef","öncekiler, kendinden önceki halifeler"
"Şâh-ı Velâyet","velîlik makamının şâhı, başı"
"takviye","kuvvetlendirme, güçlendirme"
"tevhiş","ürkütüp kaçırma"
"ünvân-ı mânidâr","önemli makam ve isim"
"üstad-ı küll","bütün zamanlarda herkesin üstadı"
"Vak’a-i Sıffin","Sıffin Savaşı"
"zahirî","görünüşte"
"ziyade","çok"
"âdi","basit, sıradan"
"âkıbet","netice, son"
"aktab","kutuplar, büyük velîlerden zamanının en büyük mürşidi olan kimseler"
"cem’","bir araya gelme"
"cihet","yön, taraf"
"evliya","velîler, Allah’ın sevgili kulları"
"ferman-ı kat’i","kesin emir, buyruk"
"fikr-i intikam","intikam düşüncesi"
"gurur-u milliye","millî gurur"
"hakkaniyet","doğruluk, gerçeklik"
"halel","zarar"
"hanedan","büyük aile"
"hikmet","sebep, gaye"
"ihraz","kazanma, elde etme"
"ikame","yerleştirme"
"iltihak","katılma"
"kader","Allah’ın meydana gelecek hadiseleri olmadan önce bilmesi, takdir etmesi, plânlaması"
"kader-i İlâhî","Allah’ın meydana gelecek hadiseleri olmadan önce takdir etmesi, plânlaması"
"mağlûbiyet","yenilgi"
"makam-ı şehâdet","şehitlik makamı"
"merci","kaynak"
"muhik","haklı"
"muvaffak","başarılı"
"muvakkat","geçici"
"müşkül","zor"
"namzet","aday"
"nokta-i nazar","bakış noktası"
"rabıta-i diniye","din bağı"
"rabıta-i milliye","milliyet bağı"
"rahmet-i İlâhiye","Allah’ın rahmeti, şefkat ve merhameti"
"sâfi","saf, hâlis, temiz"
"sair","diğer, başka"
"saltanat","sultanlık, egemenlik"
"saltanat-ı mânevî","mânevî saltanat, egemenlik"
"surî","dış görünüşe ait"
"unsuriyet","ırkçılık"
"unsuriyetperver","ırkçı"
"âhirzaman","dünya hayatının kıyamete yakın son devresi"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"an’ane","gelenek"
"asabiyet-i milliye","ırçılık damarı"
"asayiş","güvenlik"
"beyan","açıklama, anlatım"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan yalancı ve aldatıcı kimse"
"din-i hak","hak din, İslâm"
"düstur","prensip"
"efrad","fertler, bireyler"
"ekseriyet","çoğunluk"
"esbab","sebepler"
"eşhâs","şahıslar, fertler"
"gaddârâne","acımasızca, zâlimâne"
"gadr","zulüm, acımasızlık"
"gurur-u milliye","millî gurur"
"Hâşimîler","Peygamberimizin mensup olduğu kabile"
"hikmet","sebep, gaye"
"iltihak","katılma"
"intikamkârâne","intikam alır bir şekilde"
"istinad","dayanma"
"kàbiliyet gösterme","yönelme, gelişme gösterme"
"kader","Allah’ın meydana gelecek hadiseleri olmadan önce bilmesi, takdir etmesi, plânlaması"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"meâl","kısaca anlam"
"memâlik","mülk hâline getirilen yerler ve köleler"
"mezkûr","anılan, sözü geçen"
"milel-i sâire","diğer milletler"
"muarız","itiraz eden, karşı gelen"
"mübarek","İlâhî hayra erişmiş"
"müşevveş","düzensiz, karma karışık"
"nazar","bakış, görüş"
"nefer","asker, er"
"netâic-i uhreviye","âhiretteki neticeler"
"rivayet","Peygamberimizden duyulan sözlerin nakledilmesi"
"sabıkan","bundan önce"
"sair","diğer, başka"
"saltanat","sultanlık, egemenlik"
"saltanat-ı ruhaniye","ruhanî, mânevî olarak devam eden saltanat"
"selâmet","güven, esenlik"
"tabir","adlandırma"
"terakkiyat-ı mâneviye","mânevî ilerlemeler, yükselmeler"
"unsuriyet","ırkçılık"
"zahirî","görünürde, dış görünüşte"
"âhirzaman","dünya hayatının kıyamete yakın son devresi"
"Aleyhisselâm","Allah selâmı onun üzerine olsun"
"Âl-i Beyt-i Nebevî","Peygamberimizin (a.s.m.) âilesi ve onun soyundan gelenler"
"amel","davranma"
"cereyan","akım, hareket"
"cereyan-ı münafıkane","münafıklık cereyanı, akımı"
"cereyan-ı nemrudâne","Nemrud gibi zulüm ve zorbalıkla ve dinsizlikle iş gören akım"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan yalancı ve aldatıcı kimse"
"efrad","fertler, bireyler"
"ehl-i kemâl","kemâl sahibi, olgun kimseler"
"ehl-i nifak","münafıklar, iki yüzlüler"
"ehl-i velâyet","velî kullar, Allah dostları"
"felsefe-i maddiye","her şeyi maddeye dayandıran felsefe"
"gûna","tarz, çeşit"
"hadîs","Peygamberimize ait söz, fiil veya davranış"
"hadîs-i sahîh","güçlü ve sağlam ellerden doğru bir şekilde aktarılıp Peygamber Efendimize dayandırılan söz, fiil veya davranış"
"hakikat","gerçek mahiyet, asıl, esas"
"hâkimiyet","egemenlik, hükümranlık"
"inkâr","inanmama, kabul etmeme"
"intişar","yayılma"
"istib’âd","akıldan uzak görme; inkâr"
"izah","açıklama"
"küfür","inkâr, inançsızlık"
"maddiyyun","materyalistler, herşeyi madde ile açıklamaya çalışanlar"
"nefis","kişinin kendisi"
"nev","çeşit, tür"
"nifak","münafıklık, ikiyüzlülük"
"risalet-i Ahmediye","Hz. Muhammed’in (a.s.m.) peygamberliği"
"rivayet","Peygamberimizden duyulan ve görülen şeylerin nakledilmesi"
"rububiyet","rablık"
"silsile-i nuranî","nurlu halka, zincir"
"Süfyan","âhirzamanda gelip İslâm dinini yıkmak için çalışacak olan dinsiz ve münafık şahıs"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişilik"
"şeriat-i İslâmiye","İslâm şeriatı; Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin hepsi, İslâm"
"tabiiyyun","herşeyi tabiatın tesiriyle meydana geldiğini iddia edenler"
"tahrip","yıkıp yok etme, bozma"
"tevellüt","doğma, meydana gelme"
"Ulûhiyet","Cenâb-ı Hakkın İlâhlığı"
"umumiyetle","genellikle"
"vahşî","medenî olmayan, yabanî"
"zâbitan","zabitler, subaylar"
"zât-ı nuranî","nurlu zât"
"âciz","güçsüz, zavallı"
"âlem-i semâvât","gökler âlemi"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"azîm","büyük"
"cebbârâne","zorbaca, zor kullanarak"
"cereyan","hareket, akım"
"cism-i beşerî","insan cismi, bedeni"
"dâvâ","iddia"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan yalancı ve aldatıcı kimse"
"Dıhye","çok yakışıklı Medineli bir Sahabî; Hz. Cebrâil Peygamberimize birkaç defa onun şeklinde gelmiştir"
"din-i hak","hak din, İslâm"
"galebe","üstün gelme"
"hâdisât","hadiseler, olaylar"
"hakaik-i İslâmiye","İslâmın hakikatleri, esasları"
"hakikat","doğru, gerçek"
"halihazır","şimdiki zaman"
"hurafat","aslı esası olmayan saçma inanışlar, hurafeler"
"icad","var etme, yoktan yaratma"
"iktida","uyma, tabi olma"
"iltihak","katılma"
"inkılâp","değişme, dönüşme"
"İsevîlik","Hz. İsâ’nın dini, Hıristiyanlık"
"ispritizma","ölülerin ruhlarıyla bazı şartlar altında haberleşmenin mümkün olduğuna inanan görüş ve bu maksatla yapılan deneyler"
"istidad","kàbiliyet"
"istinad","dayanma"
"ittihad","birleşme"
"Kadîr-i Külli Şey","sınırsız güç ve kudret sahibi olan ve herşeye gücü yeten Allah"
"mağlûp olan","yenilen"
"malûm","bilinen"
"manyetizma","telkin ve hipnoz yolu ile birini tesir altına alma"
"maskaralık","gülünç duruma düşme"
"mazhar olma","erişme, sahip olma"
"melâike","melekler"
"metbû","tabi olunan, uyulan"
"Muhbir-i Sâdık","doğru sözlü haber verici, Peygamber Efendimiz (a.s.m.)"
"nüzul","inme"
"rahmet-i İlâhiye","Allah’ın rahmeti"
"rububiyet","rablık"
"ruhanî","maddî yapısı olmayan ve gözle görülemeyen ruh âlemine ait varlık"
"sema","gök, yücelik"
"semâvât","gökler"
"suret","görüntü, şekil"
"sûrî","görünüşte"
"şahs-ı İsâ","Hz. İsâ’nın (a.s.) şahsı"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişi, topluluk"
"şahsiyet-i mâneviye","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişilik"
"tahrifat","değiştirmeler, bozmalar"
"tasaffi","saflaşma, arınma"
"vaz’ etme","koyma"
"zuhur","görünme, ortaya çıkma"
"âlem-i âhiret","öteki dünya, öldükten sonraki hayat"
"âlem-i ervah","ruhlar âlemi, ruhânî varlıkların bulunduğu âlem"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"azamet-i bedeniye","bedenin büyüklüğü"
"Bahr-i Muhit","Pasifik Okyanusu"
"bedâhet","ap açıklık"
"beşer","insan"
"cebbârâne","zorbaca, zor kullanarak"
"cereyan-ı azîm","büyük fikir ve düşünce akımı"
"cesed-i misalî","maddi yapısı olmayan vücut, misalî beden"
"cesîm","büyük"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan yalancı ve aldatıcı kimse"
"ervah","ruhlar"
"evliya","velîler, Allah dostları"
"firavunlaşmak","kendisini Firavun gibi ilâh seviyesine çıkaracak derecede büyük görme"
"hakikaten","gerçekten"
"Hakîm","herşeyi hikmetle, belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratan Allah"
"Hakîm-i Zülcelâl","sonsuz haşmet ve yücelik sahibi ve herşeyi hikmetle yapan Allah"
"hâkimiyet","egemenlik, hükümranlık"
"havass","seçkinler, aydınlar"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"hüsn-ü hâtime","güzel son"
"iktiza","gerektirme"
"insan-ı dessas","hilebaz, aldatıcı insan"
"mağrur","gururlu"
"merkep","binek"
"mukarreb","yakınlar, yakınlaşmış kimseler"
"nam","ad, isim"
"netice-i azîme","büyük netice"
"nur-u iman","iman nuru, aydınlığı"
"rivayet","Peygamberimizden duyulan şeylerin, hadislerin nakledilmesi"
"semâ-i dünya","dünya semâsı, gökyüzü"
"suret","görüntü, şekil"
"surî","görünüşte, şeklen"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişi, topluluk"
"şahs-ı sûrî","görünüşteki maddî şahıs"
"şeytan-ı ahmak","akılsız, ahmak şeytan"
"tâbi","uyma"
"tasvir","anlatma, ifade etme"
"tavsifât-ı müthişe","dehşetli vasıflar, nitelikler"
"temessül","görünme"
"ulûhiyet","ilâhlık, tanrılık"
"vaad","söz verme"
"âlem","dünya"
"bâki","kalıcı ve devamlı"
"biçare","çaresiz"
"cazibedar","cazibeli, çekici"
"cemaat","topluluk"
"cereyan","hareket, akım"
"çendan","gerçi, her ne kadar"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan yalancı ve aldatıcı kimse"
"derecat","dereceler"
"din-i hakikî","gerçek ve doğru din"
"ehl-i azap","azap ehli, azaba uğrayanlar"
"ehl-i diyanet","dindarlar"
"ehl-i hak","hak ve doğru yolda olanlar"
"ehl-i iman","Allah’a ve iman esaslarına inanan kimseler, mü’minler"
"ehl-i İslâm","Müslümanlar"
"ehl-i saadet","mutluluğa erenler"
"ehl-i sefahet","zevk, eğlence ve yasak şeylere düşkün olanlar; beyinsizce davrananlar"
"ekalliyet","azınlık"
"ekseriyet-i mutlaka","kesin çoğunluk"
"elemkârâne","acı duyarak, üzüntülü bir şekilde"
"el-hükmü li’l-ekser","hüküm çoğunluğa göre verilir"
"ervâh-ı bâkiye","ölümsüz ruhlar, kabirdeki ruhlar"
"esaret","esirlik"
"eser-i rahmet","rahmet eseri"
"fantaziye","yalandan gösteriş, aşırı süs ve lüks"
"galebe","üstün gelme, yenme"
"hâdisât","olaylar"
"hâdisât-ı azîme","büyük hâdiseler, olaylar"
"hariç","dışarı"
"hayretkârâne","hayret ederek"
"inkılâp","değişme, dönüşme"
"İsevîlik","Hz. İsâ’nın dini, Hıristiyanlık"
"istibşarkârâne","müjdelenerek, sevinerek"
"istiğrabkârâne","şaşkınlık içinde"
"kabz etme","teslim alma"
"kaide","düstur, prensip"
"kâinat","evren, yaratılmış herşey"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"küre-i arz","yerküre, dünya"
"lehviyât","dinen yasak olan oyun ve eğlenceler"
"mağlûp","yenilme"
"meâl","kısaca anlam"
"melâike","melekler"
"merkep","binek"
"mevki","konum"
"müteessir","etkilenme"
"neşir","yayma"
"sefalet","sefillik, perişanlık"
"sefih","yasak zevk ve eğlencelere aşırı düşkün, beyinsiz"
"suret","biçim, şekil"
"şimendifer","tren"
"tâbi","uyan, tâbi olan"
"tecelliyât-ı kahriye","kahredici tecellîler, yansımalar"
"tefriş","döşeme"
"zebanî","Cehennemde vazifeli azap melekleri"
"adem-i mutlak","sınırsız tam bir yokluk"
"âhiret","öteki dünya, öldükten sonraki hayat"
"âlem-i bâki","devamlı ve kalıcı olan âhiret âlemi"
"âlem-i bekà","devamlı ve kalıcı olan âhiret âlemi, bâki âlem"
"bâkiyat","bâkî şeyler, devamlı ve kalıcı olanlar"
"Cenâb-ı Hak","Hakkın ta kendisi olan, şeref ve azamet sahibi yüce Allah"
"cihet","yön"
"cilve","görünme, yansıma"
"cism-i insanî","insan bedeni"
"ehil","lâyık"
"ehl-i bekà","bâkî olanlar, sonsuza dek yaşayanlar"
"ehl-i keşif","mânevîyat âlemlerinde iman hakikatlerini gözleme yeteneğine sahip insanlar"
"ehl-i tahkik","gerçeği araştıran ve delilleriyle bilen âlimler"
"ehl-i velâyet","velî kullar, Allah dostları"
"ervah","ruhlar"
"esmâ","isimler"
"fenâ","yokluk, yok oluş"
"fenâ-yı mutlak","sonsuz yok oluş"
"feyz","ilham, bereket, ilim bolluğu"
"hakikat","gerçek, doğru"
"helâket","yok oluş"
"icmâlen","kısaca, özet olarak"
"ilm-i muhît","herşeyi ihata edici, kuşatıcı ilim"
"irade","dileme, istek, tercih"
"istibşarkârâne","müjdelenerek, sevinerek"
"istiğrabkârâne","şaşkınlık içinde"
"işârât-ı Kur’âniye","Kur’ân’ın işaretleri"
"Kadîr-i Mutlak","hiçbir kayıt ve şarta bağlı olmaksızın herşeye gücü yeten sonsuz kudret sahibi, Allah"
"kısm-ı ekseri","büyük bir kısmı"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"kudret","güç, iktidar"
"Kur’ân-ı Hakîm","her âyet sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"mazhar","erişme, sahip olma; ayna, görünme yeri"
"meâl","kısaca anlam"
"medar-ı bahs","bahis sebebi, söz konusu"
"menzil","durak, yer"
"merâtib","mertebeler, dereceler"
