"kelime","anlam"
"sadef","inci kabuğu anlamındaki bu söz “inci gibi büyük mânâları içinde taşıyan kabuk” anlamında Allah lâfzı için kullanılmıştır"
"sıfât-ı kemâliye","Cenâb-ı Hakk’ın Zâtını niteleyen, bütün noksanlıklardan uzak ve yüce olduğunu bildiren mükemmel sıfatları, kutsal özellikleri"
"taallûk","alâka, bağlılık, münasebet"
"tahmid","Allah’ı övme ve Ona şükürlerini sunma"
"tazammun etmek","içermek, içine almak"
"tecellî etmek","yansımak, görünmek"
"tenevvü","çeşitlilik"
"terğib","istek ve rağbet uyandırma"
"terhib","korkutma"
"tesbih","Allah’ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"teselsül","zincirleme devam etme, ard arda gelme"
"tesir","etki"
"Zât-ı Akdes","bütün kusurlardan, çirkinliklerden, eksiklikten, benzer ve ortak edinmekten sonsuz derecede yüce olan Allah"
"basar (sıfatı)","Cenâb-ı Hakkın her şeyi görmesi, müşahede etmesi ve bütün varlıklara görme kabiliyetini vermesi sıfatı"
"bekà","süreklilik, devamlılık"
"belâgat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesi"
"cihet","taraf, yön"
"delâlet etmek","delil olmak, işaret etmek"
"gem","atı yönetmek için ağzına takılan demir alet"
"hayat (sıfatı)","Cenâb-ı Hakkın, diri ve gerçek hayat sahibi olması ve her canlıya hayat vemesi sıfatı"
"ikmal etmek","tamamlamak"
"iktiza etmek","gerektirmek"
"ilim (sıfatı)","Cenab-ı Hakk’ın her şeyi kuşatan, sınırsız, ezelî ve ebedî olan bilme sıfatı"
"irade (sıfatı)","Cenâb-ı Hakkın dilediği bir şeyi, dilediği zamanda şekli, ölçüsü ve keyfiyeti itibariyle tayin etmesi"
"istilzam etmek","gerektirmek"
"kaide","düstur, prensip"
"kelâm (sıfatı)","Cenâb-ı Hakkın vahiy ve ilham ile kâinattaki varlıklarla konuşması ve varlıklarla konuşma kabiliyetini vermesi"
"kudret (sıfatı)","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"lâfza-i Celâl","“Allah” kelimesi"
"makbul","kabul gören, geçerli"
"merzûk","rızıklanan, ihtiyaçları verilen"
"muhassısa","Cenâb-ı Hakkın iradesiyle birçok ihtimaller arasından bir ihtimali seçerek tayin etmesi, belirlemesi"
"müessire","Cenab-ı Hakkın sonsuz kudretiyle dilediğini yapan sıfatı"
"mümeyyize","Cenâb-ı Hakkın varlıkları ve o varlıklara lâzım olan şeyleri birbirinden ayırt etme sıfatı"
"mütemmim","tamamlayan, tamamlayıcı"
"ne ayn ve gayr (sıfatlar)","yedi sıfat; zâtî ve fiilî olmayan sıfatlar; ilim, irade, kudret gibi"
"Rahîm","çok merhametli; rahmetinin çok özel tecellîleri olan ve sonsuz şefkat ve merhamet sahibi Allah"
"Rahmân","bütün yarattıkları esirgeyip koruyan, şefkat eden ve rızıklandıran sonsuz rahmet sahibi Allah"
"remiz","gizli bir mânâyı ince bir işaretle gösterme"
"Rezzâk","bütün varlıkların rızıklarını tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"rızık","Allah’ın ihsan ettiği nimetler, ihsanlar"
"san’atü’t-tedellî","üslûp ve ifadede yukarıdan aşağıya, büyükten küçüğe inme san’atı"
"sem’ (sıfatı)","Cenâb-ı Hakkın her şeyi hakkıyla işitmesi ve bütün varlıklara işitme duyularını vermesi"
"semere-i rızık","rızık meyvesi, neticesi"
"sıfât-ı ayniye","Zâtî sıfatlar; Allah’ın zıtlarıyla nitelenmesi düşünülemeyen sıfatları; kıdem, bekà, vahdaniyet gibi"
"sıfât-ı gayriye","fiilî sıfatlar; rezzakiyet, ihya, imate gibi"
"sıfât-ı seb’a","yedi sıfat"
"tekerrür-ü vücud","varlığın tekrarlanması; tekrar yaratılması"
"vücut","varlık"
"zira","çünkü"
"caiz","sakıncasız, doğru"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"cihet-i münâsebet","münasebet yönü ve tarafı"
"delâlet etmek","delil olmak, işaret etmek"
"haddizatında","zâten, aslında"
"hakikat","asıl, gerçek, doğru"
"hamd","övgü, şükür ve minnet duyma"
"hikmet","amaç, gaye"
"icap etmek","gerekmek"
"ihsan","bağış, ikram, lütuf"
"ikmal etmek","tamamlamak"
"imtinân","minnet; yapılan nimetleri söyleyerek şükür hissi uyandırma"
"in’am","nimet verme"
"itibar","özellik, bakımından"
"lisan","dil"
"mâkabli","önceki, öncesi"
"malûm","bilinen, belli"
"mânâ-yı hakikat/mânâ-yı hakikî","gerçek, asıl mânâ"
"mânây-ı hakiki","gerçek, asıl mânâ"
"mânâ-yı mecazî","mecazî anlamı"
"me’haz","kaynak"
"me’nus","ünsiyet edilen, alışılmış"
"mebde","temel, kök, başlangıç"
"mecaz","bir ilgi veya benzetme sonucu gerçek mânâsından başka mânâda kullanılan söz"
"melûf","alışılmış"
"muhal","imkânsız, olmayacak şey"
"mütemmim","tamamlayan, tamamlayıcı"
"müteşabihat","birbirine benzer mecâz ve teşbihlerin yer aldığı ifadeler; Kur’ân ve hadiste yer alan ve farklı mânâlardan hangisinin kastedildiği kesin olarak bilinemeyen, bazı kapalı sözler"
"mütevakkıf","bağlı"
"Rahîm","merhametli; rahmetinin çok özel tecellîleri olan ve sonsuz şefkat ve merhamet sahibi Allah"
"Rahmân","bütün yarattıkları esirgeyip koruyan, şefkat eden ve rızıklandıran sonsuz rahmet sahibi Allah"
"rikkatü’l-kalb","kalb yumuşaklılığı, yufka yüreklilik"
"tâdâd","sayma"
"tedellî","tevazu gösterme, yaklaşma; belâğat ilminde, yüksek makam sahibinin tevazû göstererek aşağıdakini muhatap kabul etme mânâsında bir edebî san’at"
"tenbih","ikaz, uyarı"
"terakki","ilerleme, yükselme"
"üslub","ifade tarzı"
"vücud","varlık, var oluş"
"yed","el"
"zaruret","zorunluluk, gereklilik"
"bekà","devamlılık ve kalıcılık"
"binaen","-dayanarak"
"câmi","kapsamlı, büyük, geniş"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"Esmâ-i Hüsnâ","Cenab-ı Hakkın güzel isimleri"
"Fatiha Sûresi","açılış, başlangıç anlamına gelen Kur’ân-ı Kerim’in ilk sûresi"
"ferman-ı celîl","Cenab-ı Hakkın yüce fermanı, buyruğu"
"fihrist","içindekiler"
"hamd","övgü, şükür ve minnet duyma"
"hâvi","ihtiva eden, içine alan"
"hikmet","sır, amaç, gaye"
"hilkat","yaratılış"
"icmâlî","kısaca, özetle"
"ifa etmek","yerine getirmek"
"imtisal","emre uyma, boyun eğme"
"izhar etmek","göstermek, açığa çıkarmak"
"kâinat","evren, bütün yaratılmışlar"
"mir’at","ayna"
"neş’e-i uhrâ","âhirette ikinci kez diriltilme"
"neş’e-i ûlâ","insanın ilk yaratılışı"
"niam-ı esasiye","temel nimetler"
"nümune","örnek, misal"
"nüsha","kopya"
"rabian","dördüncü olarak"
"salisen","üçüncü olarak"
"saniyen","ikinci olarak"
"sıfât-ı kemâliye","Cenâb-ı Hakk’ın Zâtını niteleyen, bütün noksanlıklardan uzak ve yüce olduğunu bildiren mükemmel sıfatları, kutsal özellikleri"
"şeriat","Allah tarafından bildirilen İlâhî hükümlerin hepsi, İslâmiyet"
"şükr-ü örfî","örfî, fiilî şükür"
"tasavvur","düşünme, zihinde bir kişilik kazandırma"
"tecellî etmek","belirmek, görünmek"
"tecellîgâh","yansıma ve görünme yeri"
"tekerrür etmek","tekrarlanmak"
"tezahür etmek","görünmek, ortaya çıkmak"
"uzuv","organ"
"vedia","emanet, ödünç"
"âlem-i gayb","gayb âlemi, görünmeyen âlem"
"âlem-i şehadet","görünen âlem, dünya"
"beyan","açıklama, anlatım"
"binaen","dayanarak"
"cemâl","güzellik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihet","yön, taraf"
"cüz'","kısım, parça"
"ecza","kısımlar, parçalar"
"hadis-i şerit","Peygamber Efendimizin (a.s.m.) mübarek söz, fikir ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hamd","övgü, şükür ve minnet duyma"
"hazf olmak","zikredilmemek, çıkarmak, atlamak"
"hülâsa","özet"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"İhtar","hatırlatma, ikaz"
"intikal etmek","geçmek"
"kemâl-i İntizam","kusursuz derecede düzenlilik"
"mahlukât","yaratılmışlar, varlıklar"
"mazhar","ayna olma, yansıma yeri"
"mefhum","bir sözden çıkarılan mânâ, terim, kavram"
"mesabe","derece, konum"
"muzhir olmak","göstermek, ortaya çıkarmak"
"mülâhaza etmek","düşürmek, akla getirmek"
"münhasır olmak","bir şeyle sınırlı ve sadece ona ait olmak"
"müşahhas","şahıs hâlinde, varlığı teşhis ve tayin olunmuş belirlenmiş"
"müteallik","alâkalı, ilgili, bağlı olma"
"nokta-i kemâl","mükemmellik, olgunluk noktası"
"sıfât-ı kemâliye-i İlâhiye","Cenâb-ı Hakk'ın Zâtını niteleyen, bütün noksanlıklardan uzak ve yüce olduğunu bildiren mükemmel sıfatlan, kutsal özellikleri"
"tahrik etmek","harekete geçirmek"
"tasavvur","düşünme, zihinde şahsiyet kazandırma"
"tecellî etmek","yansımak"
"tevhid","birleme; herşeyin bir olan Allah'a ait olduğunu bilme ve inanma"
"umumî","genel"
"Vâcibü'l-Vücud","varlığı zorunlu olan, var olmak için hiçbir sebebe ihtiyacı bulunmayan Allah"
"Zât-ı Akdes","bütün kusurlardan, çirkinliklerden, eksiklikten, benzer ve ortak edinmekten sonsuz derecede yüce olan Allah"
"zerrat","zerreler, atomlar"
"bedbaht","kötü bahtlı, tahlihsiz"
"belâgat","konusu, düzgün, kusursuz, hâlin ve makamın icabına göre söylenmesi olan ilim"
"binaenaleyh","buna binaen, bundan dolayı"
"cem’/cem’ sîgası","Ar. gr. çoğul, çoğul kipi"
"cem’lendirmek","çoğul kipiyle gelmek, çoğul yapmak"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cüz","bölüm, parça"
"delâlet","delil olma, işaret etme"
"esna-yı hareket","hareket anı, zamanı"
"feza","uzay, gökyüzü"
"gayr-ı mütenâhi","sınırsız, sonsuz"
"gayr-ı ukalâ","akıl sahibi olmayanlar"
"Hâlık","her şeyi yaratan Allah"
"hayy","diri, canlı"
"i’rab","gr. cümle içinde yüklendiği göreve göre, kelimelerin sonlarında meydana gelen ses ve hareke değişiklikleri"
"ihtiva etmek","içine almak, kapsamak"
"ilâm etmek","duyurmak, bildirmek"
"imtisalen","emre uyarak"
"kâinat","evren, bütün yaratılmışlar"
"kavâid","dilbilgisi kuralları"
"makbul","kabul gören, geçerli"
"mâni","engel"
"manzume-i şemsiye","güneş sistemi"
"muayyen","belirlenmiş, tayin edilmiş"
"muhalefet","zıt ve aykırı davranma"
"muhalif","aykırı, zıt"
"muntazaman","düzenli olarak"
"müçtemian","toplu olarak, topluca"
"münferiden","tek olarak, yalnız başına"
"münhasır","ait, mahsus"
"müstesna","hariç"
"mütekellim","konuşan, birinci tekil şahıs"
"müteveccihen","yönelmiş olarak"
"Sâni","her şeyi mükemmel ve san’atlı bir şekilde yaratan Allah"
"şehadet","şahidlik, tanıklık, delil olma"
"taife","grup, topluluk"
"tasavvur etmek","düşünmek, zihinde şahsiyet kazandırmak, hayal etmek"
"tesmiye","isimlendirme"
"ukalâ","akıllılar; akıl sahibi canlılar"
"uzuv","organ"
"zerrat","zerreler, atomlar"
"zira","çünkü"
"azamet-i İlâhiye","Allah'ın büyüklüğü, haşmel ve yüceliği"
"binaen","-dayanarak"
"celp","çekme"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ebedî","sonsuz, sonu olmayan"
"esbab-ı 2ahiriye","görünürdeki sebepler"
"Gaffar","ne kadar çok ve büyük olursa olsun dilediği kullarının her türlü suç ve günahını tekrar tekrar bağışlayan Allah"
"hakikat","asıl, gerçek"
"hakir","hor ve değersiz, önemsiz"
"HâNk","her şeyi yaratan Allah"
"hasis","âdi, değersiz"
"haşir","insanın öldükten sonra âhi-rette diriltilerek tekrar Allah'ın huzurunda toplanması"
"iktiza etmek","gerektirmek"
"kezalik","böylece, hakeza"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"kudret-i ezeliye","bütün zamanları kuşatan Allah'ın ezelî Kudreti"
"lâtif","ince. güzel, hoş"
"makabli","önceki, öncesi"
"mâlik olmak","sahip olmak"
"mazarrat","zararlar, ziyanlar"
"mübaşeret","doğrudan temas sağlama ve yapma"
"münasebet","bağlantı, ilişki, vesile"
"münasip","uygun"
"nazm","tertip, diziliş, düzen"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"ref etmek","ortadan kaldırmak Rezzâk"
"saadet-i ebediye","sonu olmayan. sonsuz mutluluk"
"Sâni","her şeyi mükemmel ve san'atlı bir şekilde yaratan Allah"
"sıfat","Allah'ın yüce Zâtını nileleyen İlâhî özellikler, ilim, kudret, hayat gibi"
"şeffaf","saydam, parlak"
"tahsis","sınırlandırma, özel tutma"
"tecellî etmek","yansımak"
"vaz etmek","koymak, yerleştirmek"
"behemehal","ister istemez; mutlaka"
"bilhassa","özellikle"
"binaen","-dayanarak"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"daire-i esbab","sebepler dairesi"
"daire-i itikad","inanç dairesi"
"emare","belirti, işaret"
"esbab","sebepler"
"galebe etmek","üstün gelmek"
"hakaik-i diniye","dini hakikatler, gerçekler, esaslar"
"hakaik-i itikadiye","inanç esasları"
"haşir","öldükten sonra âhirette tekrar diriltilerek Allah’ın huzurunda toplanma"
"ihsan etmek","ikramda bulunmak, bağışlamak"
"ikmal etmek","tamamlamak"
"iktiza etmek","gerektirmek"
"intizam","disiplin, düzenlilik"
"kâinat","evren, bütün yaratılmışlar"
"keza","böyle, böylece"
"kezalik","böylece, hâkeza"
"merbutiyet etmek","bağlı olmak"
"Mutezile","aklı temel kabul ederek Kur’ân ve sünneti kendi akıllarına uydurmaya çalışan ehl-i sünnet dışı bâtıl bir mezhep (bk. bilgiler – Mu’tezile Mezhebi)"
"mükellef","yükümlü"
"müraat","gözetme, uyma"
"müsebbebat","sebeplerle meydana gelenler, neticeler, sonuçlar"
"nev’","çeşit, tür"
"nizam","düzen, kanun"
"ömr-ü beşer","insan ömrü"
"ömr-ü dünya","dünyanın ömrü"
"saadet-i ebediye","sonu olmayan, sonsuz mutluluk"
"şer","kötülük"
"tabiatıyla","yaratılışıyla, karakteriyle, mizacıyla"
"tâbir","ifade, söz"
"tecellî etmek","yansımak"
"temin etmek","sağlamak"
"tevcih etmek","yöneltmek"
"tulû-u fecr","sabah vaktinin girmesi"
"vaz etmek","koymak, yerleştirmek"
"vehim","kuruntu, varsayım"
"vuku","gerçekleşme, meydana gelme"
"yevm","gün"
"zarfında","içinde"
"belâgat","konusu sözün düzgün, kusursuz, hâlin ve makamın icabına göre söylenmesini bildiren bir ilim"
"Cebriye mezhebi","insanın seçme gücünün ve iradesinin olmadığını savunan ehl-i sünnet dışı bâtıl mezhep"
"cem’ sîgası","Ar.gr. çoğul kipi"
"elfaz","lâfızlar, sözler"
"gaybdan hitaba","gr. konuşma esnasında üçüncü şahıs (gaip) kipinden, hazır bulunan ikinci şahıs (muhatap) kipine geçme"
"hasıl olmak","meydana gelmek"
"hitab","konuşma"
"imtisalen","emre uyarak, boyun eğerek"
"incirar etmek","dayanıp bağlanmak, neticelenmek"
"intikal","geçme"
"ism-i zâhir","açık, görünür isim"
"mâkabli","önceki, öncesi"
"merci","dönülen yer"
"mevsuf","nitelendirilen, vasıflandırılan"
"mezheb","yol, usûl"
"muhalefet etmek","aykırı davranmak"
"mutazammın olma","içinde bulunma, içinde olma"
"müstetir","gizli, örtülü"
"nazil olmak","inmek"
"nizam-ı âlem","âlemin düzeni, kanunu"
"nükte","ince mânâ"
"sıfat","özellik, vasıf"
"sıfât-ı kemâliye","Cenâb-ı Hakkın Zâtını niteleyen, bütün noksanlıklardan uzak ve yüce olduğunu bildiren mükemmel sıfatları, kutsal özellikleri"
"tabiatıyla","doğasıyla, mizacıyla"
"tâdâd","sayma, sayım"
"taife","grup, topluluk"
"tevekkül","Allah’a dayanma, güvenme; burada fiilî duayı yapmadan ve sebepler dünyasının kanunlarına uymadan Allah’a tevekkül etme kastediliyor"
"vâcip olmak","zorunlu, gerekli olmak"
"zamir","gr. ismin yerini tutan kelime"
"arş","Allah’ın büyüklük ve yüceliğinin ve her şeyi kuşatan sınırsız egemenliğinin tecelli ettiği yer"
"âzâ","uzuvlar, organlar"
"azamet","büyüklük, yücelik"
"beyan","açıklama, anlatım"
"bilhassa","özellikle"
"cemaat","topluluk, grup"
"cihet","şekil, yön"
"eda etmek","yerine getirmek"
"ehem","en önemli"
"ehl-i tevhid","Allah’ın birliğine ve her şeyin Ona ait olduğuna iman edenler"
"fâil","bir fiilin ifade ettiği iş, oluş ve hareketi yapan, özne"
"hâcat","ihtiyaçlar"
"hikmet","amaç, gaye"
"iane","yardım"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"ihtar","hatırlatma, ikaz"
"ihtiva etmek","içine almak, kapsamak"
"illet","asıl sebep, maksat"
"incirar etme","neticelenme, gidip bağlanma"
"itibar","özellik"
"kâinat","evren, bütün yaratılmışlar"
"kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"mâkabli","önceki, öncesi"
"mevcudat","varlıklar, var edilenler"
"muhabbet","sevgi"
"muttasıf olmak","vasıflandırılmak, nitelendirilmek"
"müstehak","hak etmiş, lâyık"
"müstetir","gizli, örtülü"
"râci","ait, dönük"
"sâcid ve âbid","secde edip kulluk etme"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"şeriat-ı fıtriye-i kübrâ","Allah’ın yaratılışa koyduğu ve bütün varlıkların tabi olduğu büyük kanunlar"
"şükr-ü örfî","Allah’a olan şükür duygusunu bildirme; Ona hamd  ve şükür ile medihlerini bildirerek övme"
"tâbi olmak","bağlı olma, uymak"
"takdim","öne geçirme, öne alma"
"tefsir","açıklama, yorumlama"
"tevfik","başarı, yardım"
"vech-i nazm","tertip, diziliş yönü"
"vikaye etmek","korumak"
"vücud","beden"
"zamir","gr. ismin yerini tutan kelime"
"zamir-i hitap","hitap zamiri; “sana” anlamında Cenâb-ı Hakka dönen “ke” zamiri"
"zerrât","zerreler; hücreler, atomlar"
"abd","kul"
"atalet","çalışmamazlık, tembellik"
"ayân makamı","muhatabı gözle görme makamı, derecesi"
"burhan makamı","sağlam ve kesin delillerle ispat makamı"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"daire-i esbab","sebepler dairesi"
"esbab","sebepler"
"hasr","sınırlandırma, ait kılma; bir hükmün yalnızca bir şeye, veya bir zâta verilmesi"
"hidayet","doğru ve hak olan yolu arama ve ona girme; İslâmiyet"
"hikmet","amaç, gaye; Cenâb-ı Hakkın her şeyi belirli gaye ve faydalara yönelik olarak olması gereken yer zaman ve keyfiyette düzenleme ve sevk etme sıfatı"
"hitap ve huzur","Cenâb-ı Hakkın huzurunda olma ve Ona doğrudan hitap etme"
"huzur","Cenâb-ı Hakkın huzurunda ve gözetimi altında bulunma"
"iane","yardım"
"iktiza","gerektirme"
"istiâne","yardım dileme"
"kâinat","evren, bütün yaratılmışlar"
"kizb","yalan"
"maksud","maksat, hedef, sonuç"
"meşiet","irade, dileme, istek"
"mukaddeme","başlangıç, hazırlık, giriş"
"mukadder","gr. bir ifadede lâfız olarak söylenmediği hâlde gizli olarak kastedilen mânâ; meselâ bazı âyetlerin başında “Ey Muhammed kullarıma de ki” mânâsı gizli olarak vardır"
"münasebet","bağlantı, ilişki"
"müstakil","bağımsız, başlı başına"
"nevi","çeşit, tür"
"nizam","düzen, kanun, sistem"
"sıdk","doğruluk"
"takdim","öne alma, öne geçirme"
"temerrüd","inat etme, karşı çıkma, isyan etme"
"tevekkül etmek","Allah’a dayanmak, güvenmek; burada fiili duayı yapmadan, sebepler dünyasının kanunlarına uymadan Allah’a tevekkül kastediliyor"
"tevfik","başarı; hedefe varma"
"tezellül","alçalma, kendisini küçük düşürme"
"vârid olmak","meydana gelmek"
"vaz etmek","koymak, yerleştirmek"
"vesait","vesileler, sebepler, vasıtalar"
"adl","adalet"
"âfâkî","dış dünyaya ait"
"bâtıl","gerçek dışı"
"bâtınî","içe ait"
"burhan","güçlü ve sarsılmaz kesin delil"
"dahilî","içe ait"
"enfüsî","iç dünyaya ait"
"hak","doğru, gerçek"
"halk","yaratma"
"haricî","dışa ait"
"hasıl olmak","ortaya çıkmak, meydana gelmek"
"hicap","örtü, perde"
"hidayet","doğru ve hak olan yolu göstermek, İslâmiyet"
"hikmet","fayda ve maksada uygun olarak akıl duygusunun yerli yerinde kullanılması; hakkı hak bilip uymak, batılı batıl bilip kaçınmak"
"hülâsa","kısaca, özet"
"i’tâ","verme, ihsan etme"
"iane","yardım"
"icap etmek","gerektirmek"
"iffet","şehvet duygusunun, dinen haram olan şeylerden uzak olması ve yalnızca helâl olan şeylerde kullanılması"
"ihdas","icat etme, yaratma"
"ihtar","hatırlatma, ikaz"
"inkılâb","değişme, dönüşme"
"inzal","indirme"
"irsal","gönderme"
"iskân","yerleştirme, oturtma"
"itibarıyla","bakımından, özelliğiyle"
"keza","aynı şekilde"
"mâruz","tesirinde kalma, uğrama"
"masdar","gr. şahıs ve zaman göstermeyen, ancak olumlu veya olumsuz bir fiil ve oluşa delâlet eden kelime, daima yalın halde olup bütün fiil ve türevler kendinden doğar; kaynak kelime"
"mezc","karışma, bütünleşme"
"mü’min","iman etmiş, Allah’tan gelen herşeye inanan"
"müştak","türemiş, türev"
"müteaddit","bir çok, çeşitli"
"sebat","sabit olma"
"sırât-ı müstakîm","dinin belirlediği dosdoğru yol; adalet"
"şecaat","yiğitlik, cesurluk; gazap (kızma) duygusunun zulüm ve korkaklıktan uzak olarak yerli yerinde kullanılması"
"taaddüt etmek","çoğalmak, birden fazla olmak"
"tagayyür","değişim, değişme"
"tevfik","yardım, başarı"
"zâhirî","açık, görünürdeki"
"ziyade","fazla, çokluk"
"bâtıl","hak olmayan, gerçek dışı, yalan"
"cebânet","korkaklık, aşırı ürkeklik"
"celp","çekme"
"cerbeze","akıl ve zekâyı doğruyu yanlış, yanlışı doğru gösterecek şekilde kullanma"
"cezb","çekme"
"def","uzaklaştırma, ortadan kaldırma"
"fıtraten","yaratılış itibarıyla"
"fücûr","zina ve yalan gibi günah işleme"
"adl","adalet"
"âfâkî","dış dünyaya ait"
"bâtıl","gerçek dışı"
"bâtınî","içe ait"
"burhan","güçlü ve sarsılmaz kesin delil"
"dahilî","içe ait"
"enfüsî","iç dünyaya ait"
"hak","doğru, gerçek"
"halk","yaratma"
"haricî","dışa ait"
"hasıl olmak","ortaya çıkmak, meydana gelmek"
"hicap","örtü, perde"
"hidayet","doğru ve hak olan yolu göstermek, İslâmiyet"
"hikmet","fayda ve maksada uygun olarak akıl duygusunun yerli yerinde kullanılması; hakkı hak bilip uymak, batılı batıl bilip kaçınmak"
"hülâsa","kısaca, özet"
"i’tâ","verme, ihsan etme"
"iane","yardım"
"icap etmek","gerektirmek"
"iffet","şehvet duygusunun, dinen haram olan şeylerden uzak olması ve yalnızca helâl olan şeylerde kullanılması"
"ihdas","icat etme, yaratma"
"ihtar","hatırlatma, ikaz"
"inkılâb","değişme, dönüşme"
"inzal","indirme"
"irsal","gönderme"
"iskân","yerleştirme, oturtma"
"itibarıyla","bakımından, özelliğiyle"
"keza","aynı şekilde"
"mâruz","tesirinde kalma, uğrama"
"masdar","gr. şahıs ve zaman göstermeyen, ancak olumlu veya olumsuz bir fiil ve oluşa delâlet eden kelime, daima yalın halde olup bütün fiil ve türevler kendinden doğar; kaynak kelime"
"mezc","karışma, bütünleşme"
"mü’min","iman etmiş, Allah’tan gelen herşeye inanan"
"müştak","türemiş, türev"
"müteaddit","bir çok, çeşitli"
"sebat","sabit olma"
"sırât-ı müstakîm","dinin belirlediği dosdoğru yol; adalet"
"şecaat","yiğitlik, cesurluk; gazap (kızma) duygusunun zulüm ve korkaklıktan uzak olarak yerli yerinde kullanılması"
"taaddüt etmek","çoğalmak, birden fazla olmak"
"tagayyür","değişim, değişme"
"tevfik","yardım, başarı"
"zâhirî","açık, görünürdeki"
"ziyade","fazla, çokluk"
"füruat","şubeler, dallar"
"gabavet","ahmaklık, anlayışsızlık"
"had","sınır"
"hak","doğru, gerçek"
"hikmet","fayda ve maksada uygun olarak akıl duygusunun yerli yerinde kullanılması; hakkı hak bilip uymak, batılı batıl bilip kaçınmak"
"hukuk-u diniye ve dünyeviye","dinî ve dünyevî haklar"
"humud","şehvet duygusunun körelmesi; helâle de, harama da istek duymama"
"içtinap","çekinme, sakınma"
"iffet","şehvet duygusunun, haramdan uzak hâli ve yalnızca helâli için kullanılması"
"ifrat","aşırılık, ileri gitme, haddi aşma"
"ihtar","hatırlatma, ikaz"
"imtisal","emre uyma, boyun eğme"
"istibdad","baskı, zulüm"
"iştiha","iştah, arzu ve istek"
"kezâ","bunun gibi"
"kuvve-i akliye","akıl duygusu"
"kuvve-i akliye-i melekiye","akıl ve meleke kabiliyeti, tecrübeli akıl duygusu"
"kuvve-i gadabiye","öfke duygusu"
"kuvve-i sebuiye-i gadabiye","parçalayıcı, yırtıcı gazap, öfke duygusu"
"kuvve-i şeheviye","şehvet gücü, duygusu"
"kuvve-i şeheviye-i behimiye","hayvanî şehvet gücü, duygusu"
"lâkin","ancak, ama"
"mahsul","ürün, netice"
"mâlik","sahip"
"mertebe","derece"
"meşru","kanunî, yasal; helâl, dine uygun"
"mevcud","var"
"nam","ad"
"nass","metin; te’vil ve yorum kabul etmeyecek şekilde açık ve kesin hüküm ifade eden âyet veya hadis"
"nef’","fayda"
"nehyetme","yasaklama"
"nihayet","son"
"pâyimal etmek","ayak altına almak, mahvetmek"
"sair","diğer"
"şecaat","yiğitlik, cesaret"
"şeriat","Allah tarafından bildirilen İlâhî hükümlerin hepsi, İslâmiyet"
"tahakküm","baskı, zorbalık"
"tayin etmek","belirlemek"
"tefrit","tersine aşırılık, normalden aşağı olma"
"tehevvür","sonunu düşünmeden öfkeyle davranma"
"temyiz","ayırt etme"
"vasat","orta yol, denge, adalet"
"adl","adalet"
"beyne-beyne","ikisinin arası, ortası"
"bidayet","başlangıç"
"füruat","şubeler, kısımlar"
"hafâca","gizli ve örtülü mânâsı itibarıyla"
"halk-ı ef’âl","fiillerin halk edilmesi, yaratılması"
"hamd","övgü, şükür ve minnet duyma"
"hasıl olmak","meydana gelmek"
"hâvi","ihtiva eden, içine alan"
"hayt","bağ, ip"
"hülâsa","kısaca, özet"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ifrat","aşırılık, ileri gitme, haddi aşma"
"ihtar","hatırlatma, ikaz"
"ihtisar","kısaltma, özetleme"
"inkısam","bölünme, kısımlara ayrılma"
"irade-i cüz’iye","insanın elindeki çok az seçme gücü"
"irade-i külliye","her şeyi kuşatan irade, Allah’ın iradesi"
"itikad","inanç"
"İtizal","Mu’tezile, “Kul kendi fiilinin yaratıcısıdır” iddiasında olan ehl-i sünnet dışı bir mezhep"
"karine","delil"
"kemâl","mükemmellik, olgunluk"
"kezâ","bunun gibi"
"lâfız","söz, kelime"
"mâkabli","öncesi"
"mezheb","yol, usûl"
"murad","irade edilen, istenen"
"münasebet","bağlantı, ilişki"
