"kelime","anlam"
"nazzâm","nizam veren, düzenleyen, tanzim eden"
"niseb","irtibatlar, bağlar"
"nizam","düzen"
"revâbıt","rabıtalar, bağlar"
"riâyet-i mesâlih","yararları gözetme"
"saadet-i ebediye","sonu olmayan sonsuz mutluluk"
"Sâni","herşeyi san’atlı bir şekilde yaratan Allah"
"sûret","biçim, şekil"
"sûret-i zaife-i vâhiye","zayıf ve yıkılmaya mahkum görüntü, şekil"
"şehâdet","tanıklık, şahitlik"
"tehallub","damlama, sağılma"
"teşkil etme","oluşturma"
"timsâl","görüntü, nümune, örnek"
"vücud","varlık"
"âmâl","emeller, arzular, istekler"
"âmm","umumî, genel, kapsamlı"
"ânî","anlık, yaşadığı âna ait"
"beşer","insanlar"
"bilittifak","ittifakla, beraberce, el birliğiyle"
"cemî-i fünun","bütün fenler, ilimler"
"cüz’î","ferdî, bireysel"
"daimî","devamlı, sürekli"
"destgâh","tezgâh"
"deverân-ı dünya","dünyanın dönmesi"
"elem","acı, keder, sıkıntı"
"envâ","türler, çeşitler"
"envâ-ı hayvanat","hayvan türleri"
"eyyâm","günler"
"ezmine-i selâse","üç dönem; geçmiş, bugün ve gelecek zaman"
"ferd","birey"
"gâlî","pahalı"
"hadsiz","sınırsız"
"halâs etmek","kurtarmak"
"ihsas","hissettirme"
"ihtilâl","karışıklık, bozulma, dağılma"
"intizam-ı kâmil","mükemmel düzenlilik"
"istikrâ-i tâmm","tam bir tümevarım, endüksiyon; parçalardan bütüne, fertlerden türlere, olaylardan kanunlara, ilimlerden kâinatın mükemmel olan düzen ve düzenliğine varma yöntemi"
"kemâl","mükemmellik, olgunluk"
"kıyamet","varlığın bozulup dağılması, ölmesi"
"kıyamet-i kübrâ","büyük kıyâmet, bütün varlığın bozulup dağılması, ölümü"
"kıyamet-i mükerrere-i nev’iye","türe ait defalarca tekrarlanan kıyamet; türlerde cereyan eden dirilişlerden sonraki ölümler"
"kıyamet-i nev’iye","bir tür ve cinsin ölümü"
"kıyamet-i şahsiye-i umumiye","hem bireyleri, hem türleri içine alan genel bir kıyamet, toptan ölüm"
"mahdut","sınırlı"
"mâhiyet","asıl nitelik, özellik"
"mahsur","sınırlı"
"mâruf","bilinen, tanınan"
"menba","kaynak"
"mevt","ölüm"
"mevzu","konu"
"meyl-i tekemmül","gelişme, mükemmelleşme eğilimi"
"mukaddeme","başlangıç, öncü"
"müddet-i ömür","yaşam süresi"
"müşahede","görme, gözlemleme"
"nazar","bakış, görüş açısı"
"nev’","tür"
"nizam","düzen, kanun"
"nur-u fikir","fikirin nuru, düşünce aydınlığı"
"ömr-ü beşer","insan ömrü"
"remz","ince işaret"
"saadet-i ebediye","sonu olmayan sonsuz mutluluk"
"saat-ı uzmâ","büyük saat"
"sair","diğer, başka"
"subh-u kıyamet","diriliş sabahı"
"şahid-i sâdık","doğru sözlü şahit, tanık"
"şahsî","kişisel"
"tahakkuk","gerçekleşme"
"tedricî","derece derece, yavaş yavaş"
"tezkiye","aklama, temize çıkarma"
"ulvî","yüce"
"vüs’at","genişlik"
"yevm","gün"
"zerrât","zerreler, atomlar, hücreler"
"adem-i sırf","tam anlamıyla yokluk, hiçlik; insanın kendisinin ve bütün ilgi ve alâkasının olduğu herşeyinin tam bir yokluğa gitmesi, tamamen yok olması"
"âlem-i şehâdet","görünen âlem, varlığın dış yüzü"
"âmâl","arzular, emeller, istekler"
"beşer","insanlar"
"bilbedahe","apaçık bir şekilde"
"bizzarure","ister istemez, zorunlu olarak"
"cevher-i ruh","ruh cevheri"
"efkâr","fikirler, düşünceler"
"Errahmânirrahîm","bütün varlıklara genel olarak ve her bir varlığa özel olarak rahmet tecellîleri olan Allah"
"fıtrat","yaratılış"
"firâk-ı ebedî","sonsuz ayrılık"
"gayr-ı mahdut","sınırsız"
"gayr-ı mahsur","sınırsız"
"gayr-i mütenâhî","sonsuz, sonu gelmeyen"
"hads-i kat’î","doğru ve kesin sezgi"
"hadsiz","sınırsız"
"hakikat","gerçek"
"halâs etme","kurtarma"
"hâsıl olma","meydana gelme, ortaya çıkma"
"hasse-i hayal","hayal duygusu"
"inkâr","reddetme, göz göre göre reddetme"
"istidâdât","yetenekler; konuşma, yazma, mühendislik, sanatçılık gibi çekirdeklere benzeyen ve açılıp gelişmeye müsait olan sayısız ruhî yetenekler"
"kabiliyât","kabiliyetler; dış etkenlerin ve iradenin yardımıyla ruhun istidat çekirdeklerini açıp geliştirmeye vesile olan kabiliyetler"
"kâinat","evren, yaratılmış bütün varlıklar"
"kat’î","kesin bir şekilde"
"lâyetenâhî","sonsuz, sonu gelmeyen"
"mâverâsında","arkasında, arka plânında, ötesinde"
"medd-i nazar etme","bakışı ileriye uzatma, ufka salma"
"menba","kaynak"
"meyl-i saadet-i ebediye","sonsuz mutluluğa olan eğilim, arzu"
"muhakkak","gerçekliği kesin olarak bilinen"
"mündemiç","içinde bulunan, içinde saklı olan"
"müteveccih olma","yönelme"
"müyûlât","meyiller, eğilimler"
"neş’et etme","doğma, çıkma"
"nıkmet","azap, ceza (nimetin zıttı)"
"nimet","iyilik, lütuf, ihsan"
"rahmet","şefkat, merhamet, ihsan"
"Rahmet-i İlâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti"
"re’s","baş"
"saadet-i ebediye","sonu olmayan sonsuz mutluluk"
"Sâni-i Zülcelâl","sonsuz haşmet sahibi olan ve herşeyi san’atlı ve mükemmel bir şekilde yaratan Allah"
"sultan-ı ruh","ruh sultanı, bir sultan olan ruh"
"şe’n","hâl, özellik, nitelik"
"şedid","şiddetli"
"şehâdet","tanıklık, şahitlik"
"tahakkuk","gerçekleşme"
"tahavvül etmek","değişmek, dönüşmek"
"tasavvurât","tasavvurlar; zihnî plânlar, hayaller"
"teessüf","eseflenme, üzülme"
"tevellüd etme","doğma, meydana gelme"
"umum","bütün"
"vaveyla","feryat"
"vâzıh","açık, âşikar"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"berâhin","güçlü ve sarsılmaz kesin deliller, kanıtlar"
"bilbedâhe","açıkça, apaçık bir şekilde"
"bizzarure","zorunlu olarak, ister istemez"
"cezb","çekim"
"cilve","görüntü, yansıma"
"ebed","sonsuzluk"
"fıtrat-ı zîşuur","şuur sahibi fıtrat, bilinçli, şuurlu yapı"
"firâk-ı ebedî","sonsuz ayrılık"
"gaye-i hakiki","gerçek gaye, maksat"
"hakikat","gerçek"
"hakikat-i cazibedâr","çekici hakikat, gerçek"
"haşr-i cismânî","bedenle birlikte diriliş"
"hicrân-ı ebedî","sonsuz ayrılık acısı"
"hicrân-ı lâyezalî","bitmek bilmeyen ayrılık acısı"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ihbar","haber verme"
"ihbârât-ı kat’iye","verdiği kesin haberler"
"ihsan","bağış, ikram"
"incirar etme","çekilme, sürüklenme"
"incizab","çekim, çekicilik"
"incizâbât","cezbedilmeler, çekicilikler"
"iştiyâkât","çok kuvvetli arzu ve istekler, şiddetli kavuşma özlemleri"
"kâinat","evren, bütün yaratılmışlar"
"kelâm","ifade, söz"
"kemâlât","faziletler, iyilikler, mükemmel özellikler"
"kerem","cömertlik"
"keşşâf","keşfedici"
"Kur’ân-ı Mu’cizü’l-Beyân","açıklamalarıyla başkalarını âciz bırakan Kur’ân"
"letâif","incelikler, güzellikler, hoşluklar"
"lûtf-u merhamet","merhametin lütfu, ikram ve ihsanı"
"mahlûk","yaratılmış, yaratık"
"maraz","hastalık, illet"
"masdûk","doğruluğu kabul edilmiş, tasdik edilmiş"
"mazmun","garanti, güvence; içerik, öz"
"mehâsin","güzellikler"
"menba","kaynak"
"miftâh","anahtar"
"muhabbet","sevgi"
"muhabbet-i hakikiye","gerçek sevgi"
"muhafaza etme","koruma"
"musaddak","doğruluğu delillerle onaylanmış, tasdik ve ispat edilmiş"
"musibet","belâ, dert, felâket"
"mükerreren","defalarca, tekrarla"
"nazar","bakış, dikkat"
"nefs-i ihbâr","verilen haberin kendisi"
"nimet","iyilik, lütuf, ihsan"
"rahmet","şefkat, merhamet ve ihsan"
"remz-i hikmet","hikmetin gizli işareti"
"saadet-i ebediye","sonu olmayan sonsuz mutluluk"
"sâdık","doğru"
"Sâni","herşeyi mükemmel ve san’atlı bir şekilde yaratan Allah"
"şefkat","içten ve karşılık beklemeden duyulan merhamet, sevgi"
"tazammun etme","içine alma, içerme"
"tefekkür","etraflıca ve derinlemesine düşünme"
"temerküz etmek","bir merkezde toplanmak"
"terehhumât","merhametler, şefkat ifadeleri"
"tevhid","birleme; herşeyi bir olan Allah’a verme ve Ona ait kılma"
"vaz etme","koyma, yerleştirme"
"vecih","tarz, şekil"
"vicdan","kalbe ait hislerin mazharı, aynası"
"aktâr-ı beden","bedenin her tarafı"
"âlem-i mevâlid","bitkiler ve hayvanlar âlemi"
"amel etmek","davranmak"
"âzâ","uzuvlar, organlar"
"bilbedahe","açıkça, apaçık bir şekilde"
"derece-i ihtiyaç","ihtiyaç derecesi"
"desâtir-i mahsusa","özel düsturlar, kanunlar"
"eczâ-i asliye","asıl parçalar, bölümler"
"esâs-ı kâfi","yeterli esas, yeterli temel taşı"
"eshel","daha kolay"
"Hâlık","herşeyin yaratıcısı olan Allah"
"hareket-i kasdiye","belli bir amaçla bilerek, plânlı yapılan hareket"
"hareket-i muttaride","sürekli ve düzenli hareket"
"hedef-i maksad","asıl gaye, kastedilen hedef"
"îcad","var etme, yaratma"
"ihtiyaren","bizzat isteyerek, irade ederek"
"imtizaç","birbiriyle karışma, kaynaşma"
"inâyet","yardım, ihsan; nizam, düzen"
"inkılâb-ı acibe","acayip, hayret verici köklü değişim, dönüşüm"
"inkısam etme","bölüşülme, paylaşılma"
"intişar etme","yayılma"
"istib’ad","akıldan uzak görme"
"istinkâr etmemek","inkâra yeltenmemek, reddetmeye kalkışmamak"
"istirahat","mola, dinlenme, rahatlama"
"işmam etmek","hissettirmek"
"ittifak","birleşme, el ele verme"
"kanun-u mahsus","özel kanun"
"kavânin-i muayyene","belirli kanunlar"
"keyfiyet","durum, nitelik, özellik"
"lebbeykzen olma","“buyur, emrindeyim, emrine uydum” diyen olma"
"makam","konum, yer"
"makam-ı lâyık","lâyık makam, uygun yer"
"matbah","mutfak"
"mekân-ı muayyene","belirli mekân, yer"
"memur","görevli"
"muayyen","belirli, belirlenmiş"
"muntazam","düzenli"
"muvazzaf","vazifeli, görevli"
"münasebet peyda etmek","ilgi, alâka meydana getirmek"
"münteşir","her tarafa yayılmış, yaygın"
"namzet","aday"
"nazar-ı hikmet","hikmetli bakış; varlıklardaki anlam, gaye, fayda, san’at ve ince sırları araştıran bakış açısı"
"neş’e","yaratılış"
"neş’e-i uhra","son kez yaratılıp diriltilme (âhirette)"
"neş’e-i ûla","ilk yaratılış, ilk diriltilme (dünyada)"
"nizâmât-ı muayyene","belirli düzenler, sistemler"
"nüve","çekirdek"
"Rezzâk-ı Hakikî","gerçek rızık verici olan Allah"
"Sâik","sonsuz irade ve meşietiyle dilediği şeye dilediği sebepleri sevk eden Allah"
"Sâik-i Muhtar","en güzel, en ideal olanı seçerek sevkeden, Allah"
"sehil","kolay"
"Sûr-u İsrafil","Allah’ın emri ile Hz. İsrafil’in ilkini kıyametin kopacağı ve ikincisini âhirette son dirilişin olacağı zaman üfleyeceği boru"
"tabaka","derece"
"tabur","dört bölükten meydana gelen askerî birlik"
"teşkil etme","oluşturma, meydana getirme"
"ünsiyet (peyda etmek)","alışkanlık, aşinalık meydana getirmek"
"vücud","beden"
"zerrât","zerreler"
"zerre","atom, maddenin en küçük parçası"
"abes","anlamsız, faydasız"
"adalet ve hikmet-i İlâhiye","Allah’ın adaleti ve hikmeti"
"adâlet-i mahza","tam ve mükemmel adalet; “ferdin hukuku aslâ fedâ edilemez” prensibini esas alan adalet"
"adem-i sırf","tam anlamıyla yokluk"
"âğuş-u nazendârâne","şefkatli ve merhametli kucak"
"âlem","dünya; evren, kâinat"
"âliye","yüce, yüksek"
"âyât-ı sâire","diğer, başka âyetler"
"azîm","büyük"
"berâhîn-i lâtife","ince ve güçlü deliller"
"cevher","esas, mahiyet, öz, ruh"
"delâlet etme","gösterme, delil olma, işaret etme"
"ebed","sonsuzluk"
"fâcir","günahkâr"
"fenâ-yı mutlak","sonsuza dek yok oluş; insanın kendisi ve ilgili olduğu herşey ile beraber tamamen yok olması"
"gaddar","acımasız, çok zulmeden"
"hülâsa","öz, özet"
"hüsn-ü hulk","güzel ahlâk"
"ihvan","kardeşler"
"iktiza etme","gerektirme"
"intizam","düzenlilik, tertiplilik"
"intizamsız","düzensiz"
"istidad","yetenek"
"istidâdât-ı gayr-ı mahdude","sayısız ve sınırsız yetenekler"
"kâinat","evren, bütün yaratılmışlar"
"kâinat-ı muntazama","düzenli, sistemli varlıklar"
"kat’iyen","kesin olarak"
"kıyas","karşılaştırma"
"mahiyet","asıl nitelik, özellik"
"mahkeme-i kübrâ","âhirette Allah’ın huzurunda kurulacak olan büyük mahkeme"
"mahkûm olma","cezalandırılma, hüküm giyme"
"mazlum","zulme, haksızlığa uğrayan"
"mazlumiyet","zulme uğramışlık, mazlum olma"
"mecma-ı âher","başka bir toplanma yeri, öldükten sonra âhirette toplanılacak olan mahşer yeri"
"menabi-i aşere","on kaynak"
"mevt","ölüm"
"muktazî","gerekçe, gerektirici sebep"
"mühmel kalma","ihmal edilme, boş bırakılma"
"mükâfat","ödül"
"mündemiç","içinde bulunan, içine yerleşen"
"müsavat","eşitlik"
"müsâvî","eşit, denk"
"mütedeyyin","dindar; dinin emirlerini eksiksiz yerine getiren"
"mütenasip","birbirine uygun"
"namzet","aday"
"nihayetsiz","sonsuz"
"refah","huzur, rahatlık"
"sair","diğer, başka"
"şehâdet","tanıklık, şahitlik"
"tanzim etme","düzenleme, düzene koyma"
"tazammun etme","içine alma, kapsama"
"tecellî","yansıma"
"tecziye","cezalandırma"
"tenezzüh","arı ve temiz olma, uzak olma"
"tetebbu","araştırıp incelemek, derinliğine inceleyip tanımak"
"vücud","varlık"
"zâlim","zulmeden, haksızlık eden"
"zillet","alçalma, aşağılık"
"zulüm","haksızlık, eziyet, işkence"
"acz","âcizlik, güçsüzlük"
"ârız olma","birşeyin aslından olmayıp sonradan ortaya çıkma, ona sonradan ilişme"
"asgar","en küçük"
"avâlim","âlemler"
"âzam","en büyük"
"azamet","büyüklük, yücelik"
"bilbedahe","açıkça, apaçık bir şekilde"
"cevahir","cevherler, değerli şeyler"
"cüz","bölüm, parça; tümü oluşturan bölümlerden her biri"
"cüz’î","ferd, birey, tikel"
"ezdâd","zıtlar"
"fail","işi yapan, özne"
"gayr-ı mütenahî","sınırsız, sonsuz"
"haşr-i cismanî","âhirette bedenle birlikte diriliş"
"hükmüne geçmek","yerine geçmek, değerinde olmak"
"istib’âd","akıldan uzak görme, inkâr"
"Kadîr","herşeye gücü yeten, herşeyi yapabilen, sonsuz güç ve kudret sahibi Allah"
"kanunî","kanuna ait, kanunlarla bağlantılı"
"kudret","güç ve iktidar"
"Kudret-i Ezeliye","başlangıcı olmayan, ezelden beri var olan Allah’ın güç ve iktidarı"
"küll","tüm; bölümlere ayrılmamış olan bütün"
"küllî","belli bir sınıf veya türün bütün bireylerini içine alan, tümel"
"lâzıme-i zâruriye-i nâşie-i zâtiye","bizzat kendi zâtında var olan ve zâtından başka hiçbirşeyden kaynaklanmamış olan, bizzat kendisinde zorunlu olarak bulunan ve ondan ayrılması düşünülemeyen şey; meselâ “Sıcaklık, ateşin bizzat kendisinden kaynaklanan ayrılmaz zorunlu bir özelliğidir.” denilebilir."
"lisân","dil"
"melekûtiyet","herşeyin iç yüzü, aslı, esası; sebeplerin müdahalesinin olmadığı Cenâb-ı Hakka bakan yönü"
"melzum","birbirinden aslâ ayrılmayan iki şeyden birisi; meselâ “sıcaklık” lâzımdır “ateş” onun melzumudur"
"merâtip","mertebeler, dereceler, katmanlar"
"mevâni","engeller, mâniler"
"muktedir","kudretli; işlere güç yetiren ve onları sonuçlandıran"
"nisbeten","kıyasla, oranla"
"nispet","bağlantı, münasebet"
"Sünûhat","“kalbe doğan mânâlar” anlamında Üstad Bediüzzaman’ın bir eseri"
"şehâdet","tanıklık, şahitlik"
"taallûk etmek","ilişmek, ait olmak"
"tahallül","araya girme, sızma, müdahale etme, nüfuz etme"
"tedahül etme","içine girme, nüfuz etme"
"tedâhül","müdahale, içine girme, dahil olma"
"vehim","kuruntu, varsayım"
"vesvese","şüphe, tereddüt"
"vücud","varlık"
"Zât-ı Akdes","bütün kusurlardan, noksan sıfatlardan, aczden ve ortak edinmekten sonsuz derecede yüce olan Zât, Allah"
"zâtiye","birşeyin bizzat kendi zatında zorunlu olarak bulunan; zatın ayrılmaz zorunlu özelliği; meselâ tam olmasa da “Sıcaklık ateşin zâtî özelliğidir.” diyebiliriz. Çünkü tam zâtîlik Cenâb-ı Hakkın sıfatlarında vardır."
"zerrat","zerreler, maddenin en küçük parçaları"
"âdi","basit, sıradan"
"alî","yüksek, yüce"
"azamet","büyüklük, yücelik"
"bizzarure","ister istemez, zorunlu olarak"
"bizzarure","zorunlu olarak"
"bürudet","soğukluk"
"cevelângâh","gezip dolaşılan yer"
"cihet","taraf, yön"
"derecât","dereceler"
"derece-i kemâl","olgunluk, mükemmellik derecesi"
"dest-i kudret","kudret ve iktidar eli"
"emsal","misiller, denkler, benzerler"
"esbab","sebepler"
"eser-i itkan","eserdeki mükemmellik, sağlamlık ve kusursuzluk"
"ezdâd","zıtlar"
"hakikî","gerçek"
"Hâlık","herşeyi yaratan, var eden, yaratıcı Allah"
"hararet","ısı, sıcaklık"
"haşiye","dipnot, açıklayıcı not"
"hayır-şer","iyilik-kötülük"
"hüsn-kubuh","güzellik-çirkinlik"
"hüsün","güzellik"
"ihtilâfât","farklılıklar, ihtilâflar"
"İlh.","(ilâ âhir) sonuna kadar böylece devam edip gider"
"itkan","sağlamlık, kusursuzluk, mükemmellik"
"izzet","değer, kıymet, şeref, yücelik"
"kâinat","yaratılmış varlıklar, evren"
"kâmet","boy, endam"
"kemâl-i san’at","san’attaki mükemmellik, kusursuzluk"
"kubh","çirkinlik"
"kudret","güç, iktidar"
"mahall-i tevarüd","geliş mahalli, ortaya çıkış yeri; bir olayın meydana geldiği yer"
"mahiyet","asıl nitelik, iç yüz, birşeyin esası"
"makdûrat","Allah’ın kudretiyle var ettiği işler, kudretin tecellî ettiği şeyler, hayat ve rızık gibi…"
"melekûtiyet","birşeyin görünmeyen iç yüzü, aslı, hakikati; varlıklara hükmeden İlâhî fiil, isim, sıfat ve şuûnâta bakan yön"
"merâtip","mertebeler, dereceler, katmanlar"
"muhtelif","farklı"
"mübaşir","yüz yüze ve yan yana, bir arada"
"mülk ciheti","birşeyin görünen yönü, dış yüzü"
"mülk","birşeyin görünen yönü, dış yüzü"
"mümkünat","varlığı ile yokluğu eşit ve imkân dahilinde olup, varlığı Allah’ın var etmesine bağlı olanlar; yaratılan bütün varlıklar"
"müsâvî","eşit, denk"
"neş’et etme","doğma, ortaya çıkma"
"nisbet","oran, ölçü"
"sa’b-sehl","zor-kolay"
"sabıkan","bundan önce"
"sığar-kiber","küçüklük-büyüklük"
"şeffafe","şeffat, berrak, açık, saydam"
"şuur-u küllî","bilgi ve kavrayışı kapsamlı olan"
"tabiî lüzum-u zâtî","birşeyin bizzat kendisinde zorunlu olarak doğal bir şekilde bulunan ve ondan ayrılması düşünülemeyen şey; meselâ “Ateşin tabiî lüzum-u zâtîsi sıcaklıktır.” denilebilir. Ancak gerçek lüzum-u zâtî Cenâb-ı Hakkın sıfatlarında vardır."
"tagayyürat","başkalaşmalar, değişmeler"
"tahallül","araya girme, içine sızma, müdahale etme"
"tedahül","müdahale, içine girme, nüfuz etme"
"tesir","etki"
"teşahhusat","varlıkların belirdiği, meydana çıktığı yerler, bedenler, cisimler"
"tevellüd","doğma, meydana çıkma"
"umur","işler"
"umur-u hasise","alçak ve değersiz işler"
"va’z edilmek","konulmak"
"vahdet","birlik; Cenâb-ı Hakkın birliği"
"vasıta","sebep, vesile, araç"
"vesait","araçlar, vasıtalar"
"zahiren","görünürde"
"zerrat","zerreler, maddenin en küçük parçaları"
"avâik","engeller, mâniler, zorluklar"
"basit","fazla unsur içermeyen, karmaşık bir yapıya sahip olmayan"
"cüz’","bölüm, parça; bir bütünü oluşturan bölümlerden her biri"
"fehm","anlama, anlayış"
"ferd","birey"
"feyz-i tecellî","tecellî feyzi, sayısız yansımaları"
"gàmız","anlaşılması zor, kapalı, muğlak"
"hüviyet","kimlik, herhangi bir varlığı belirleyen özelliklerin tümü"
"i’vicâcât","zikzaklar, eğrilikler"
"illiyet","sebeplik, illetlik, sebep ve illet olma"
"imkân","mümkün kılma, olabilirlik, olasılık"
"intizam","düzenlilik, tertiplilik"
"Kadîr-i Ezelî","başlangıcı olmayan sonsuz kudret sahibi, Allah"
"katre","damla"
"kudret","güç ve iktidar; Cenâb-ı Hakkın güç ve iktidarı"
"küll","tüm; bütün; bölümlerden, parçalardan meydana gelmiş olan bütün"
"küre-i arz","yerküre, dünya"
"mahall-i taallûk-u kudret","Cenâb-ı Hakkın kudret sıfatının tecellî ettiği yer, mahal"
"mâlûliyet","bir sebebe ve illete bağlı olarak meydana gelme"
"mecmu’","bütün"
"mezcetmek","kaynaştırmak"
"mikyas","ölçü, kıyaslama, karşılaştırma"
"muhtelif","farklı, değişik"
"mukabele","karşılıklı ve yüzyüze olma"
"muvazene","denge"
"mümkinat","varlığı ile yokluğu eşit ve imkân dâhilinde olup, varlığı Allah’ın var etmesine bağlı olanlar; yaratılan bütün varlıklar"
"müteveccih","yönelik, yönelmiş"
"müzahametsiz","birbirine engel olmaksızın, birbirini zorlamaksızın"
"nâmütenâhi","sonsuz"
"nisbeten","kıyasla, oranla"
"rüçhan","üstünlük"
"sath-ı arz","yeryüzü, dünya"
"satıh","yüzey"
"şebih","benzer, benzeyen"
"şeffafiyet","şeffaflık, saydamlık"
"şems","güneş"
"tanzîr etme","nazire yapma, benzetme, benzerini getirme"
"tasarrufat","tasarruflar, kullanımlar; Allah’ın isim, sıfat ve fiilerinin tecellîsi olan icraatlar"
"tasvir","birşeyin kendisine özgü niteliklerini tam ve açık biçimde anlatma; göz önünde canlandırma; betimleme"
"tecerrüd","soyutluk"
"tecezzî","bölünme, parçalara ayrılma"
"tekebbür","büyüklenme, büyüklük iddiasında bulunma"
"temsil","analoji; kıyaslama tarzında benzetme"
"tenakuz","zıddiyet, çelişki"
"terettüp, teselsül","sıralama, sıra ile, zincirleme ilişki"
"teshil etme","kolaylaştırma"
"timsal","görüntü, yansıyan görüntü"
"timsal-i şems","güneşin yansıyan görüntüsü"
"umum","hepsi, bütün"
"vesvese","şüphe, kuruntu"
"zaif","zayıf, güçsüz"
"zâtî","birşeyin bizzat kendi zâtında zorunlu olarak bulunan; zâtın zorunlu özelliği; meselâ tam olmasa da “Sıcaklık ateşin zâtî özelliğidir.” diyebiliriz. Çünkü tam zâtîlik Cenâb-ı Hakkın sıfatlarında vardır."
"zerre","atom, maddenin en küçük parçası"
"arş","“Yürü!” komutu; askerlikte yürüyüşe geçmek için verilen komut"
"asğar","en küçük"
"azîm","büyük"
"bilfiil","fiilen, uygulama"
"cevher-i fert","atom; maddenin en küçük parçası"
"cüz’iyyât","fertler, bireyler, birimler"
"daire-i azîm","büyük daire"
"ekber","en büyük"
"emr-i tekvinî","yaratma emriyle ilgili; Allah’ın birşeye “kün=ol!” deyince onu derhal olduruveren emriyle ilgili"
"faraza","varsayalım ki, farz edelim ki"
"feyiz","yansıyan ışık, parıltı, aydınlık"
"habbe","çekirdek"
"hususiyat","hususî özellikler, nitelikler"
"incizab","cezbeye kapılım, çekilme, çekim alanına girme"
"intizam","düzenlilik; bir sistem sonucu ortaya çıkan tertip ve düzenlilik"
"istidâdât","istidatlar, yetenekler"
"kemâl","mükemmellik, olgunluk"
"mahiyât-ı eşya","kâinattaki eşya ve varlıkların mâhiyetleri, temel özellikleri ve asıl yapıları"
"mâhiyât-ı mümkinât","kâinattaki varlıkların mahiyetleri; varlığıyla yokluğu eşit olan ve varlığı Cenâb-ı Hakkın var etmesine bağlı olan varlıkların temel özellikleri, asıl yapıları"
"mâhiyet-i mücerrede","soyut mahiyet; ruh, yer çekim kanunu vs. gibi"
"meyl (meyil)","eğilim, istek ve arzu"
"mizan","terazi, tartı"
"muhit","çevre, etraf"
"muhtar olma","seçim gücü olma, irade sahibi olma"
"mukabele","karşılıklı ve yüzyüze olma"
"mutlak kemâl","genel mânâda kemâl, olgunluk; yani kemâl kelimesinin teklik, çokluk veya nitelik gibi şeylerine bakmaksızın konulduğu genel mânâsına, “mutlak kemâl” denir."
"mutlak vücud","genel mânâda vücud, varlık; yani vücud kelimesinin teklik, çokluk veya nitelik gibi şeylerine bakmaksızın konulduğu genel mânâsına “mutlak vücud” denir."
"muvazene","denge; iki şeyin ağırlıkça eşit olması"
"muzaaf ihtiyaç","kat kat, şiddetli ihtiyaç"
"muzaaf iştiyak","kat kat, şiddetli özlem"
"muzaaf meyil","kat kat, şiddetli eğilim"
"mülk ciheti","varlıkların maddî yönü; bedenleri, şekilleri vs."
"müzahamet","bir yere itişe kakışa yığılma, birbirine sıkıntı verme"
"nefer","asker, er"
"nokta-i kemâl","mükemmellik ve olgunluk noktası, zirvesi"
"nokta-i merkeziye","merkez nokta, odak noktası"
"nüve-i imtisal","itaat çekirdeği, emre itaati filizlendiren tohum"
"sarf olunma","kullanılma, harcanma"
"serâ","yer, dünya"
"Süreyya","Ülker takımyıldızı; yedi (veya altı) yıldızdan meydana gelen ve Ayın geçtiği yerlere yakın görünen bir takımyıldızı"
"şems","güneş"
"tağyir etme","değiştirme"
"tahrik etme","harekete geçirme"
"tecerrüd","soyutlanma, birşeyin maddî özellikten soyutlanması, sıyrılmış olması"
"tecezzî","bölünme, parçalara ayrılma"
"tenâkus","eksilme, azalma, noksanlaşma"
"terekküp etme","birleşme, birbirine birleşerek oluşma"
"teşahhusat-ı mülkiye","varlıkların maddî yönleriyle belirgin olarak ortaya çıkması, diğer fertlerden ayrılabilir özellikleriyle kendini göstermesi"
"adem-i sırf","mutlak yokluk, tam bir yokluk, varlık adına hiçbirşeyin olmaması"
"âsâr-ı azamet","Allah’ın sonsuz büyüklük ve haşmetinin eserleri, belirtileri"
"cânib","taraf, yön"
"ebedî","sonu olmayan sonsuz"
"emr-i ezelî","Allah’ın ezelî, zamanüstü emri"
"esrar-ı sitte","altı sır"
"ezelî","başlangıcı olmayan sonsuz"
"gayr-ı mütenâhî","sonsuz"
"icad etme","var etme, yaratma"
"imtisal","uyma, emri yerine getirme"
"incirar etme","sonuçlanma, belli bir neticeye ve sonuca ulaşma (yani, inkâra yeltenmeyle sonuçlanma)"
"incizap","birşeyin çekiciliğine kapılma"
"irade","Allah’ın bütün varlığı kaplayan sonsuz irade sıfatı"
"İrade-i Ezeliye","Ezelî İrade; Allah’ın bütün varlığı kuşatan, dilediğini dilediği gibi yaratan ve başlangıcı olmayan sonsuz irade sıfatı"
"istib’âd","akıldan uzak görme"
"istinkâr","inkâra yeltenme, reddetmeye kalkma"
"itaat","emre uyma, boyun eğme"
"kâinat","evren, bütün yaratılmışlar"
"Kudret-i Ezeliye","Ezelî Kudret; Allah’ın başlangıcı olmayan sonsuz kudreti, güç ve iktidarı"
"kuvvet-i mümkünat","yaratılmış olan varlıkların sahip olduğu kuvvet"
"kün emri","“Ol!” emri; Allah’ın birşeye “Ol!” deyince onu hemen olduruveren emri"
"melekûtiyet (ciheti)","birşeyin iç yüzü, aslı, hakikati; varlıklara hükmeden İlâhî fiil, isim, sıfat ve şuûnâta bakan yön"
"mizan","ölçü, tartı"
