"kelime","anlam"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hesab-ı cifrî ve ebcedî ve riyazî","cifir, ebced ve matematiksel hesap"
"himmet","çalışma, gayret gösterme"
"ihbar-ı gaybî","bilinmeyen gayb âleminden ve gelecekten  haber verme"
"ilm-i muhit","herşeyi içine alan ilim"
"inşirah-ı sadır","gönül ferahlığı"
"irade-i şâmile","herşeyi kuşatan irade"
"işarî","işaret yoluyla"
"ittifak","birleşme, birlik"
"kavî","güçlü, kuvvetli"
"kesb","elde etme, kazanma"
"Kur’ân-ı Mu’cizü’l-Beyan","açıklamalarıyla mu’cize olan, benzerini yapmakta akılları âciz bırakan Kur’ân"
"küllî","büyük ve kapsamlı"
"mânâ-yı işârî","işaret ile bildirilen mânâ"
"mânâ-yı sarîh","açık mânâ"
"mebde’","başlangıç"
"medar-ı nazar","bakışları üzerinde toplayan"
"mü’min","iman eden, Allah’a ve Onun gönderdiği şeylere inanan"
"mümessil","temsilci"
"müteaddit","çeşitli"
"remzî","remizli, işarî olarak"
"sair","diğer, başka"
"şahs-ı mânevî","mânevî şahıs, belli bir ideal ve gaye etrafında bir araya gelen topluluğun oluşturduğu mânevî şahsiyet ve ortak kimlik"
"şakirt","talebe, öğrenci"
"tabaka","derece"
"tefsir","açıklama, yorum; Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap"
"temsil","birinin veya bir topluluğun adına davranma"
"ulema-i İslâm","İslâm âlimleri"
"ulûm-u âliye","yüksek ilimler; din ilimleri, dinden bahseden tefsir, kıraat, hadis, fıkıh, kelâm gibi ilimler"
"ulûm-u felsefe","felsefî ilimler"
"zımnî","gizli, örtülü"
"âhir","son"
"asr","yüzyıl"
"âyet-i azîme","büyük ve yüce âyet"
"bilâtereddüt","tereddütsüz"
"binaen","-dayanarak"
"hakikat","gerçek, esas"
"hemze","harekeli elif"
"hesab-ı cifir","cifir hesabı"
"ihbar-ı gaybî","bilinmeyen gayb âleminden ve gelecekten  haber verme"
"İsm-i Celâl","Cenâb-ı Hakkın büyüklük, azamet, haşmet sahibi olduğunu bildiren ismi"
"ittihad","birleşme, birlik"
"karine","ek delil"
"külliyet","bütünlük, kapsamlılık"
"lem’a-i i’câziye","mu’cizelik parıltısı"
"mânâ-yı işârî","işaret ile bildirilen mânâ"
"mânâ-yı remz","işaret edilen ince ve gizli mânâ"
"mânen","manevî olarak"
"medar-ı nazar","bakışları üzerinde toplayan"
"mezkûr","anılan, sözü geçen"
"mukabil","karşılık"
"nev’","tür"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"Sûre-i Mâide","Mâide Sûresi; Kur’ân-ı Kerimin 5. sûresi"
"Sûre-i Nisâ","Nisâ Sûresi; Kur’ân-ı Kerimin 4. sûresi"
"şahs-ı mânevî","mânevî şahıs tüzel kişilik; belli bir ideal ve gaye etrafında bir araya gelen topluluğun oluşturduğu mânevî şahsiyet ve ortak kimlik"
"şedde","Arapça’da iki sessiz harfin yanyana olması"
"tabaka","derece"
"tahlil","değerlendirme, çözümleme"
"telaffuz","söyleyiş"
"tenvin","Arapça gramerde bir kelimenin sonunu nun gibi okutmak üzere konulan işaret; kelimenin sonuna iki üstün (en), iki esre (in), iki ötre (ün) gelmesi hâli"
"tevafuk","denk gelme, uygunluk"
"zuhur","belirme, görünme"
"âyât","âyetler, deliller"
"bâtınî","görünmeyen, gizli"
"beyan","açıklama, izah"
"cihet","yön, taraf"
"cüz’î","küçük, sınırlı, ferdî"
"delâlet-i zımnî ve işârî","örtülü ve gizli işaretle bir mânâyı gösterme"
"efrad","fertler, bireyler"
"ehl-i velâyet","velâyet makamında olanlar, velî kullar"
"ekser","pekçok"
"hemze","elif"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"İşârât-ı Kur’âniye","Kur’ân’ın işâretleri"
"işârî","bir ifâdenin birşey hakkında açıkça değil, işâret tarzındaki mânâsı"
"kaideten","kaide olarak, kural olarak"
"karine","ek delil"
"kavî","güçlü, kuvvetli"
"kelâm","kelime, ifade"
"kitab-ı mübin","konuları ap açık şekilde açıklayan kitap"
"kudsî","her türlü kusur ve noksandan uzak"
"Kur’ân-ı Mübîn","hak ve hakikati açıklayan Kur’ân"
"makam-ı cifrî","cifre göre derece"
"mânâ-yı işârî","işaret ile bildirilen mânâ"
"mânâ-yı zâhirî","görünen mânâ, anlaşılan açık mânâ"
"medde","uzatma işareti; elif’in, hemzenin uzun okunacağını gösteren işaret"
"mefhum","bir sözden çıkarılan mânâ"
"mefhum-u kelâm","sözün ifade ettiği mânâ"
"murad","irade edilen, istenen"
"münasebet","bağlantı, ilişki"
"münhasır","ait, mahsus"
"nefis","insanı daima kötülüğe, geçici zevk ve isteklere sevk eden duygu"
"neşretmek","yaymak"
"sâir","diğer, başka"
"Sûre-i Mâide","Mâide Sûresi; Kur’ân-ı Kerimin 5. sûresi"
"Sûre-i Nisâ","Nisâ Sûresi; Kur’ân-ı Kerim’in 4. sûresi"
"şerâit","şartlar, belirtiler"
"tabaka","derece"
"tahlil","değerlendirme, çözümleme"
"tasdik","doğrulama, kabul etme"
"tefsir","açıklama, yorum; Kur’ân-ı Kerimi mânâ bakımından açıklama, yorumlama"
"teyid","destekleme, kuvvetlendirme"
"ulema","âlimler"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"zâhiren","görünüşte"
"adalet-i İlâhiye","Allah’ın adaleti"
"âyât","âyetler, deliller"
"beyan","açıklama, izah"
"ehemmiyet","önem"
"ehl-i ilim","ilim ehli kimseler, âlimler"
"ehl-i iman","Allah’a inananlar, mü’minler"
"ehl-i işârât","çeşitli ifadeler ile geleceğe dair bazı haberleri dolaylı işaretler yoluyla aktaran âlimler"
"fetva","bir mesele hakkında ehil olan kimse tarafından verilen dinî hüküm"
"gıybet","arkadan çekiştirmek, hazır olmayan birisinin aleyhinde konuşmak"
"hemze","Arap alfabesinden bir harf"
"hengâm","ân, zaman"
"içtihad","dinen kesin olarak belirtilmeyen bir konuda Kur’ân ve hadisten hüküm çıkarma"
"kanaat","görüş, fikir"
"kanaat-i tamme","tam kanaat, kesin, şüphe edilmeyen düşünce, fikir"
"kudsî","kutsal, mukaddes"
"mahrem","gizli"
"medde","uzatma işareti; hemzenin uzun okunacağını gösteren işaret"
"mezhep","tutulan yol, ekol, usul"
"minnettar olmak","şükran duymak"
"muannid","inatçı, direnen"
"Muharrem","Hicrî yılının birinci ayı"
"mukaddemât","başlangıçlar"
"müjde-i işariye-i Kur’âniye","Kur’ân’daki müjdeli işaret"
"niyet-i hâlisa","saf, temiz niyet"
"riyazî","hesapla, matematikle ilgili"
"ruh u can","ruh ve can, bütün varlığımla"
"tekemmül","ilerleme, mükemmelleşme"
"tenvin","Arapça gramerinde bir kelimenin sonunu nun gibi okutmak üzere konulan işaret; kelimenin sonuna iki üstün (en), iki esre (in), iki ötre (ün) gelmesi hâli"
"tevafuk","denk gelme"
"vakf","Arapça bir kelimenin sonunu harekesiz okuyarak durma"
"yekûn","bütün, toplam"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"biçare","çaresiz"
"ced","ata, dede"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"emare","belirti, işaret"
"enaniyet-i taassubkârâne","kendisini beğenme ve üstün görmede çok katı ve inatçı davranma"
"esrar-ı mestûre","üzeri örtülü kalan sırlar"
"Fahr-i Âlem","bütün âlemin kendisiyle övündüğü Peygamberimiz (a.s.m)"
"feylesof","filozof, felsefeci"
"hakikat","asıl,  gerçek, doğru"
"hakperestlik","hakka taraftarlık"
"hâlis","içten, katıksız"
"hasenat","güzellikler, iyilikler"
"hasene","iyilik"
"hüccet-i katıa","kesin delil"
"hükema","âlimler, filozoflar"
"hüsn-ü niyet","güzel niyet"
"ihsas","hissettirme, hatırlatma"
"ihtar","hatırlatma, uyarı"
"illâ","ancak"
"inâyet-i İlâhiye","Allah’ın inâyeti, yardımı"
"işaa","bir haberi yayma, duyurma"
"itaat","emre uyma, boyun eğme"
"kanaat","görüş, fikir"
"kat’î","kesin bir şekilde"
"lisan","dil"
"lütufkârâne","lütfederek, ihsanda bulunarak"
"mazlum","zulme uğramış"
"minnettar","olmak şükran duymak"
"mukabil","karşılık"
"mukaddemat","başlangıçlar, Üstadın ilk eserleri"
"munsıf","insaf"
"mutaassıp","tutucu"
"müdakkik","dikkatli bir şekilde araştıran"
"müjde-i Kur’âniye","Kur’ân’ın müjdesi"
"müşfik","şefkatli"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"nevi","çeşit"
"Ramazan-ı Şerif","mübarek Ramazan ayı"
"sâdât","seyyidler, Hz. Muhammed’in (a.s.m.) neslinden gelenler"
"setr-i uyûb","ayıpları, günahları örmek"
"Settârü’l-Uyûb","ayıpları, günahları örten, bağışlayan Allah"
"seyyiat","günahlar, kötülükler"
"Sünnet-i Seniye","Peygamberimizin (a.s.m.) söz, fiil ve hareketlerine dayanan yüce prensipler"
"şekvâ","şikayet"
"taallûk","münasebet, bağlılık"
"taassub-u meslekiye","kendi hareket tarzını ve metodunu en doğru olarak görüp, yanlış da olsa ısrar etme"
"tahkikî","araştırarak ve kesin delillere dayanarak"
"tasavvur","düşünme, hayal"
"tefehhüm etmek","anlamak"
"terk-i enaniyet","benlik ve enaniyetten vazgeçmek"
"ulema","âlimler"
"ulüvv-ü cenap","yüce kişilik"
"velî","Allah dostu, Allah’ın sevgili kulu"
"bâhusus","özellikle; bilhassa"
"cerh etmek","çürütmek"
"cihet","yön"
"ehl-i hakikat","doğru ve hak yolda olan kimseler"
"ehl-i ilim","ilim ehli, âlimler"
"feylesof","filozof, felsefeci"
"hâdise-i elîme","üzücü olay"
"hâdise-i Kur’âniye","Kur’ânî olay"
"hakperestlik","hakka taraftarlık"
"hususan","bilhassa, özellikle"
"inkâr","doğru olduğunu bildiği halde reddetme, inançsızlık"
"istihraç","çıkarma"
"işârât","işaretler, işaret yoluyla Kur’ân’dan çıkarılan ince mânâlar"
"Kur’ân-ı Mu’cizü’l-Beyan","açıklamalarıyla benzerini yapmakta akılları âciz bırakan Kur’ân"
"mâzur","özürlü"
"medar-ı nazar","bakışları üzerinde toplayan; odak noktası"
"muvafık","layık, uygun"
"müfritane","aşırı derecede"
"mülhid","dinsiz"
"sarahate yakın delâlet","mantık ilminde kullanılan ispat metodlarından, deliller toplayıp bu delillerden hareketle bir neticeye ulaşma yöntemi olan delâletin, yine aynı yöntemlerden olan ve her açıdan kesinlik ifade eden sarahat derecesine çıkması"
"şakirt","öğrenci, talebe"
"Vahdet-i mesele","bir mesele hakkında ileri sürülen delillerin biraraya toplanması"
"zındık","dinsiz"
"acip","şaşırtıcı, hayranlık verici"
"Allahu Ekber","“Allah en büyüktür”"
"âyet-i kerime","şerefli âyet, Kur’ân’ın herbir cümlesi"
"beyan","açıklama, izah"
"dehşetli","korkunç, ürkütücü"
"emare","belirti, işaret"
"Ezan-ı Muhammedî","Hz. Muhammed’in (a.s.m.) tebliğ ettiği dinin ezanı; tevhidi ilân etmek amacıyla namaz vakitlerinde yüksek sesle yapılan kutsal davet"
"galiz","çirkin"
"gıybet","başkalarının arkasından hoşlanmayacağı şekilde konuşmak, çekiştirmek"
"hakikat","asıl, esas"
"haps-i münferit","tek başına hapis, hücre hapsi"
"hususî","özel"
"ibadetgâh","ibadet edilen yer"
"ihbar-ı gayb","gayb âleminden, bilinmeyenden haber vermeler"
"ihtar","hatırlatma, ikaz"
"ihtilât","toplum içine karışma"
"inayet-i ilâhiye","Allah’ın inâyeti, yardımı"
"istinaden","dayanarak"
"işârât-ı Kur’âniye","Kur’ân’ın işâretleri"
"karine","ek delil"
"kat’î","kesin"
"külliyet","ferdlerin toplamından meydana gelen evrensel mânâ; tür"
"Lâ ilâhe illâllah","“Allah’tan başka ilâh yoktur”"
"lem’a-i i’câziye","mu’cizelik parıltısı"
"makam-ı cifrî","cifre göre rakamatik değer"
"mânâ-yı işârî","işaret edilen mânâ"
"mâsum","günahsız, suçsuz"
"men’","yasaklama"
"muhafaza","koruma"
"musibetzede","belâya, sıkıntıya düşmüş olan kimse"
"nev’i","tür, çeşit"
"suretiyle","biçimiyle, şekliyle"
"sünnet-i seniye","Peygamberimizin (a.s.m.) söz, fiil ve hareketlerine dayanan yüce prensipler"
"şakirt","talebe, öğrenci"
"şedde","Arapça’da iki sessiz harfin yanyana olması"
"tabirat","tabirler, ifadeler"
"taht-ı tevkif","gözetim altı, hapishane"
"tenvin","Arapça’da kelimenin sonuna iki üstün (en), iki esre (in), iki ötre (ün) gelmesi hali"
"teşhir","ilan etme, duyurma"
"tevafuk","denk gelme, uygunluk"
"umur-u azîme","çok büyük işler"
"vukua gelme","meydana gelme, ortaya çıkma"
"acip","şaşırtıcı, hayranlık verici"
"azîm","büyük, yüce"
"biçare","çaresiz"
"cihet","yön, taraf"
"emare","belirti, işaret"
"gıybet","başkalarının arkasından hoşlanmayacağı şekilde konuşmak, çekiştirmek"
"havale etme","gönderme, bırakma"
"hengâm","ân, zaman"
"içtihadî","içtihadla ilgili olan; dinen kesin olarak belirtilmeyen bir konuda Kur’ân ve hadise dayanarak hüküm çıkarma ile ilgili"
"ihbar-ı gayb","gayb âleminden, bilinmeyen bir şeyden haber verme"
"ihtiyar","irade, istek, tercih"
"inâdî","inada dayanan"
"İşârât-ı Kur’âniye","Kur’ân’ın işâretleri"
"karine","ek delil"
"kelime-i kudsiye","kutsal kelime"
"Kur’ân-ı Mu’cizü’l-Beyan","açıklamalarıyla ve anlatımıyla mu’cize olan, benzerini yapmakta akılları âciz bırakan Kur’ân"
"lem’a-i i’câziye","mu’cizelik parıltısı"
"mabeyn","ara"
"makam-ı cifrî ve riyazî","cifir ve matematik ilimlerine göre aldığı değer ve derece"
"mânen","mânevî olarak"
"medar","dayanak, sebep, vesile"
"medâr-ı inkâr","inkâra sebep"
"mevhum","gerçekte olmadığı halde var sayılan"
"mu’cizâne","mu’cizeli bir şekilde"
"mu’cize","peygamberler vasıtasıyla gösterilen ve insanların bir benzerini yapmada aciz kaldıkları olağanüstü hal ve hareket"
"muhterem","hürmete lâyık, saygıdeğer"
"müdakkik","dikkatli, inceden inceye araştıran"
"münkerat","dince yapılması yasak olan şeyler"
"nazar","bakış, görüş"
"nev’","tür, çeşit"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"sathî","sığ, yüzeysel"
"şakirt","talebe, öğrenci"
"tenfir","nefret ettirme"
"tevafuk","denk gelme, uygunluk"
"tezyifat","alay etmeler, küçük düşürmeler"
"uhuvvet","kardeşlik"
"vecih","yön, şekil"
"zecretmek","sakındırmak, yasaklamak"
"zemm","ayıplama, kötüleme"
"âciz","güçsüz, elinden bir şey gelmeyen"
"âfâk","ufuklar"
"âhir","son"
"beyan","açıklama, izah"
"burhan","kuvvetli delil, kanıt"
"celb","çekme"
"ehl-i dikkat","dikkat sahibi insanlar"
"elif","Kur’ân alfabesinin ilk harfi"
"feylesof","filozof; felsefe ile uğraşan, felsefeci"
"feyz","ilham, bereket"
"gıybet","başkalarının arkasından hoşlanmayacağı şekilde konuşmak, çekiştirmek"
"hakaik-i imaniye","iman hakikatleri, esasları"
"haşiye","dipnot, açıklayıcı not"
"i’câz","mu’cize oluş; bir benzerini  apma konusunda başkalarını âciz bırakan olağanüstülük"
"ihbarat","haber vermeler"
"ima","ince işaret"
"inşaallah","Allah dilerse, izin verirse"
"işarî","işaret yoluyla"
"kıymet","değer"
"Kur’ân-ı Mu’cizü’l-Beyan","açıklamalarıyla benzerini yapmakta akılları âciz bırakan Kur’ân"
"mânâ-yı işârî","işaret ile bildirilen mânâ"
"medâr-ı gıybet","gıybet konusu; başkalarının arkasından hoşlanmayacağı şekilde konuşmaya, çekiştirmeye sebep olan"
"medet","yardım"
"men","yasaklama"
"mu’cize-i mânevî","mânevî mu’cize"
"muannid","inatçı, direnen"
"nazar-ı dikkat","dikkatli bakış"
"nevi","tür, çeşit"
"remzî","işaretli olarak"
"rumuz","ince işaretler"
"taarruz","saldırı"
"tahlil","değerlendirme, çözümleme"
"tekerrür","tekrarlanma"
"temessül","görünme, şekillenme, yansıma"
"tenvin","Arapça gramerde bir kelimenin sonunu nun gibi okutmak üzere konulan işaret; kelimenin sonuna iki üstün (en), iki esre (in), iki ötre (ün) gelmesi hâli"
"tesbihat","namazdan sonra söylenen ve Allah’ı öven ve kusurdan yüce tutan sözler"
"ulema","âlimler"
"vakf","Arapça bir kelimenin sonunun harekesiz okunması"
"yâ-i müşedde","şeddeli y harfi"
"yekûn","bütün, toplam"
"zikrediyor","hatırlatıyor"
"acip","şaşırtıcı, hayret verici"
"belâgat-ı mu’cizekârâne","mu’cizeli belâgat"
"belâğat","düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söz söyleme"
"beyn","ara"
"cüz’iyat","fertler, kısımlar"
"duhul","girme"
"düstur-u cifrî","cifir ilminin üzerine kurulu olduğu temel kural"
"ehl-i iman","Allah’a inananlar"
"evliya","Allah’ın sevgili kulları, veliler"
"Fihi nazarun","“ona bir bakmak, incelemek lâzımdır”"
"hengâm","zaman, an"
"hüccet","güçlü ve sağlam delil"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ihtar","hatırlatma, ikaz"
"istimdat","yardım isteme"
"işârât-ı gaybiye","geleceğe veya bilinmeyen bir olaya işaretler"
"karine","ek delil"
"kudsî","kutsal"
"küllî","fertlerden oluşan; kapsamlı"
"külliyet","bütünlük, kapsamlılık; fertr topluluğu"
"lisan-ı gayb","bilinmeyen ve görünmeyen âlemin dili"
"mahrem","gizli, herkese söylememek"
"makbuliyet","kabul edilmişlik"
"mânâ-yı işârî ve remzî","işaret ve remizlerle gösterilen mânâ"
"mânâ-yı sarîh","açık mânâ"
"medâr-ı imtiyaz","üstünlük, seçkinlik kaynağı"
"medar-ı nazar","bakışları üzerinde toplayan"
"mukteza","bir şeyin gereği"
"mücmelen","kısaca, özetle"
"müteaddit","çeşitli"
"nazar","bakış, görüş"
"nev’","tür"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"riyâzî","hesap ve  matematikle ilgili"
"sarahat","açıklık"
"şe’ninden","gereğinden"
"şek","tereddüt, şüphe"
"tabakat","tabakalar, dereceler"
"tahtında","altında"
"ulema","âlimler"
"vehim","kuruntu, varsayım"
"vesvese","şüphe, kuruntu"
"zarfında","içinde"
"ziyade","çok, fazla"
"acip","şaşırtıcı, hayret verici"
"belâgat-ı mu’cizekârâne","mu’cizeli belâgat"
"belâğat","düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söz söyleme"
"beyn","ara"
"cüz’iyat","fertler, kısımlar"
"duhul","girme"
"düstur-u cifrî","cifir ilminin üzerine kurulu olduğu temel kural"
"ehl-i iman","Allah’a inananlar"
"evliya","Allah’ın sevgili kulları, veliler"
"Fihi nazarun","“ona bir bakmak, incelemek lâzımdır”"
"hengâm","zaman, an"
"hüccet","güçlü ve sağlam delil"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ihtar","hatırlatma, ikaz"
"istimdat","yardım isteme"
"işârât-ı gaybiye","geleceğe veya bilinmeyen bir olaya işaretler"
"karine","ek delil"
"kudsî","kutsal"
"küllî","fertlerden oluşan; kapsamlı"
"külliyet","bütünlük, kapsamlılık; fertr topluluğu"
"lisan-ı gayb","bilinmeyen ve görünmeyen âlemin dili"
"mahrem","gizli, herkese söylememek"
"makbuliyet","kabul edilmişlik"
"mânâ-yı işârî ve remzî","işaret ve remizlerle gösterilen mânâ"
"mânâ-yı sarîh","açık mânâ"
"medâr-ı imtiyaz","üstünlük, seçkinlik kaynağı"
"medar-ı nazar","bakışları üzerinde toplayan"
"mukteza","bir şeyin gereği"
"mücmelen","kısaca, özetle"
"müteaddit","çeşitli"
"nazar","bakış, görüş"
"nev’","tür"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"riyâzî","hesap ve  matematikle ilgili"
"sarahat","açıklık"
"şe’ninden","gereğinden"
"şek","tereddüt, şüphe"
"tabakat","tabakalar, dereceler"
"tahtında","altında"
"ulema","âlimler"
"vehim","kuruntu, varsayım"
"vesvese","şüphe, kuruntu"
"zarfında","içinde"
"ziyade","çok, fazla"
"acz-i mutlak","sınırsız derecede âcizlik, güçsüzlük"
"âyât","âyetler, deliller"
"azamet","büyüklük, yücelik"
"beşer","insanlar"
"beyan","açıklama, izah"
"biçare","çaresiz"
"dalâlet","hak yoldan sapkınlık"
"ehl-i hakikat","hak ve doğruluk üzere olan kimseler"
"enaniyet","benlik"
"evliya","Allah’ın sevgili kulları, veliler"
"fakr-ı mutlak","sınırsız derecede ihtiyacını hissetme"
"had","sınır, çizgi"
"hakikat","gerçek, doğru"
"hâli","-den eksik olmama"
"halk","yaratma"
"hamd","övgü, şükür ve minnet duyma"
"haysiyet","itibar, özellik"
"hizmet-i imaniye","iman hizmeti"
"huruf","harfler"
"hurufât-ı kudsiye","kutsal harfler"
"ihtiyac-ı şedit","şiddetli ihtiyaç"
"ikame","yerleştirme"
"imalı","işaretli"
"istib’ad","akıldan uzak görme"
"istiğfar","af dileme, tevbe"
"istiğrab","garip görme, acayip bulma"
"istihrâcât","birşeyin içinden bir şey çıkarma; ilmî ve mânevî güçle Kur’ân-ı Kerimden çıkartılan mânâlar"
"işârât-ı Kur’âniye","Kur’ân’ın işaretleri"
"kudret-i İlâhiye","Allah’ın sınırsız güç ve kuvveti"
"mazlum","zulme, haksızlığa uğrayan"
"medar-ı fahir","övünme sebebi"
"meslek","izlenilen metod, yol"
"meşrep","mânevî haz ve feyiz alınan yol; usül, metod"
"muteriz","itiraz eden"
"mütemadiyen","sürekli olarak"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"nisyan","unutkanlık"
"nükte-i i’câziye","mu’cizevi ve çok veciz ince mânâ"
"remiz","gizli işaret"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"sarâhat","açıklık, netlik"
"sehiv","hata, yanılma"
"şükür","teşekkür, övgü"
"tahrifkârâne","tahrif ederek, bozarak"
"tarassut","gözetleme"
"tereşşuhat","sızıntılar"
"tevilât-ı fâside","bozuk ve yanlış yorumlar"
"ümmî","tahsil görmemiş, okuma yazma bilmeyen"
"vüs’at-i rahmet-i İlâhiye","Allah’ın rahmetinin büyüklüğü, genişliği"
"zâhiren","görünüşte"
"zerre miktar","çok az miktar"
"zuhur","belirme, görünme"
"âmin bihurmeti Seyyidi’l-Mürselîn","“Peygamberlerin Efendisi hürmetine duamızı kabul et Allah’ım!”"
"âmin","“Allah’ım kabul eyle”"
"bîçâre","çaresiz, zavallı"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihet","yön, taraf"
"daim","sürekli, devamlı"
"dellâl","duyurucu, ilân edici"
"efrad","fertler, bireyler"
"fazl","cömertlik, ihsan, yardım"
"feylesof","filozof; felsefe ile uğraşan, felsefeci"
"galibane","galip gelerek"
"hâkezâ","böylece, bunun gibi"
"hâlisâne","ihlâslı bir şekilde, karşılık beklemeksizin"
"haşiyecik","küçük not"
"hediye-i Kur’âniye","Kur’ân’ın hediyesi"
"hüner","beceri, ustalık"
"ihsan","iyilik, ikram, bağış"
"ilâveten","ek olarak"
"istidad","kabiliyet, yetenek"
"izale","giderme, ortadan kaldırma"
"kerem","cömertlik, ikram, bağış"
"Kur’ân-ı Hakîm","hikmetli Kur’ân; her âyet ve sûresinde sayısız hikmetler bulunan Kur’ân"
"kuvve-i hafıza","bellek, hafıza gücü"
"mu’cize-i mâneviye","mânevî mu’cize"
"muhlisâne","hâlis ve samimî bir şekilde"
"mukavemet","karşı gelme, direnç"
"muvaffak","başarılı, erişmiş"
"mücevherat","kıymetli taşlar"
"müdakkik","dikkatli, inceden inceye araştıran"
"müflis","iflas etmiş"
"müstensih","bir nüshayı çoğaltan, kopyalayan"
"müteaddit","çeşitli"
"rahmet-i ilâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"su-i tefehhüm","yanlış anlama"
"şakirt","talebe, öğrenci"
"tahkikat","araştırmalar"
"tarikat","tasavvufa dayalı, mânevî derecelere ulaşmayı esas alan yol ve yöntemler"
"teessüf","üzüntü, acı, hayıflanma"
"tenfir","nefret ettirme"
"tesirli","etkili"
"umum","bütün"
"aziz","çok değerli, izzetli"
"bedel","karşılık"
"beyan","açıklama, anlatım"
"ecel","ölüm vakti"
"emin","güvenilir"
"fevkinde","üstünde"
"hâlis","içten, samimî"
"hayat-ı dünyeviye","dünya hayatı"
"hazin","hüzün veren, acıklı"
"hengâm","ân, zaman"
"ihtar","hatırlatma, ikaz"
"iltizam-perverane","bağlanarak, sarılarak"
"mânidar","anlamlı"
"men etme","yasaklama"
"mersiye","birisinin ölümü hakkında yazılan, üzüntüyü dile getiren manzume, ağıt"
"muallim","öğretmen"
"muhafaza","koruma, saklama"
"muhalif","aykırı, zıt, ters"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"müteessir etme","etkileme, üzme"
"risale","Risel-i Nur’da yer alan herbir bölüm"
"sabık","geçen, önceki"
"sadakat","bağlılık, sebat"
"sadık","bağlı, doğru"
"sahabetkârane","sahip çıkarak, koruyarak"
"sıddık","çok doğru ve bağlı"
"şakirt","talebe, öğrenci"
"tab etmek","basmak"
"tabir","ifade"
"vâris","mirasçı"
"vasiyetnâme","bir kimsenin ölümünden sonra yapılmasını istediği şeyleri belirten yazı"
"zabıta","güvenlik gücü, polis"
"elhasıl","kısaca, özetle"
"galebe","üstün gelme"
"keramet-i Nuriye","Risale-i Nur’a ait keramet"
"makbul","kabul gören"
"mâsum","günahsız, suçsuz"
"ruh u can","ruh ve can, bütün içtenlik"
"selâmet","esenlik, güven"
"tevafuk","denk gelme, uygunluk"
"umum","bütün"
"zahir","açık, görünen"
"âlem-i mânâ","mânâ âlemi; maddî gözle görünmeyen mânevî âlem"
"bahs","sözetme"
"esrar","sırlar, gizli hakikatler"
"fıkra","bölüm, kısım, kısa yazı"
"hecevâri","heceye benzeyen, hece gibi"
"ihtilat","karışma, insanların içine girip görüşme"
"kasâid-i Aleviye","Hz. Ali’nin (r.a.) Hz. Peygamberden (a.s.m.) aldığı derslere istinaden yazdığı kasideler"
"Kerâmet-i Aleviye","Hz. Ali’nin (r.a.) kerameti"
"lâ-dini","din dışı, dinsizlik"
"lâtif","ince, güzel, hoş"
"Latinî huruf","Lâtin harfleri"
"maatteessüf","ne yazık ki"
"memnû","yasaklanmış, yasaklı"
"muhafaza","koruma"
"rakamvâri","rakam gibi, rakama benzeyen"
"taammüm etmek","umumileşmek, genelleşmek"
"tasrih etmek","açıklamak"
"terkipsiz","müstakil, birkaç şeyin bileşiminden oluşmayan"
"vakf","durma, durak"
"ahir","son"
"esrar-ı huruf ve cifir ilmi","cifir ve harflerin sırlarının ilmi"
"ezcümle","meselâ"
"fıkra","bölüm, kısım, kısa yazı"
"haşiye","dipnot, açıklayıcı not"
"haysiyet","özellik"
"intişar","yayılma"
"iştiâl","tutuşma, parlama"
"kaside","belli bir amaçla yazılmış övgü şiiri"
"mebde-i intişar","yayılmanın başlangıcı"
"mukteza-yı hal","hal ve durumun gereği"
"musibet","belâ, felaket"
"mutabık","uygun"
"muvakkat","geçici"
"müellif","yazar"
"sarahat","açıklık, apaçık olma"
"Siraci’n-Nur","Nur kandili; Risale-i Nur"
