"kelime","anlam"
"müşevveş","dağınık, karışık, düzensiz"
"nüzûl ettirme","indirme"
"nüzul","inme"
"sa’y","çalışma, emek"
"sema","hava, gök"
"semavî nüzûl","gökten inme"
"sıddık","çok doğru ve sadık"
"şübehat","şüpheler, tereddütler"
"şükür","nimeti veren Allah’a karşı minnet duymak, teşekkür etmek"
"tashih","düzeltme"
"tayyare","uçak"
"ziyadeleşme","artma, çoğalma"
"beyan edilen","açıklanan, anlatılan"
"cazibedar","cazibeli, çekici"
"ecza","cüzler, bütünü oluşturan parçalar"
"evliya","Allah’ın sevgili kulları, veliler"
"fehmetme","anlama"
"fıkra","bölüm, kısım"
"gül-ü Muhammedî","Muhammed (a.s.m.) gülü denilen kırmızı renkli bir gül çeşidi"
"hakikat","doğru, gerçek"
"hakikî","asıl, gerçek"
"hitaben","hitap ederek, seslenerek"
"hitâm","son"
"icmalen","kısaca, özetle"
"işaret-i gaybiye","gelecekte olacak bir hadiseye yapılan işaret"
"kâtip","yazan, yazıcı"
"kemâl-i iman","tam ve mükemmel bir iman"
"külfet","güçlük"
"leffen","sararak, zarf içine koyarak"
"lillâhilhamd","Allah’a hamd olsun ki"
"mânâ-yı işârî","asıl anlamın dışında işaret edilen diğer anlam"
"meşakkat","güçlük, sıkıntı"
"mücahede","cihad etme, din uğrunda çaba harcama"
"mürid","Allah’ın rızâsına kavuşmayı isteyen, bir mürşidin talebesi"
"mürşid","irşad eden, doğru yolu gösteren"
"müstakil","bağımsız, başlı başına"
"nâşir","neşreden, yazıp yayan"
"nazar-ı dikkati celb etmek","dikkat çekmek"
"ruh u canlar","ruh ve canla, büyük bir istekle"
"suhuf","sayfalar"
"suret","biçim, şekil"
"Sünnet-i Seniye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"şakirt","talebe, öğrenci"
"tereşşuhât","sızıntılar, izler"
"tetimme","ek, tamamlayıcı not"
"umum","bütün"
"velâyet","velilik"
"basiret","görme, sezme"
"biçare","çaresiz"
"binaen","dayanarak"
"cazibedar","cazibeli, çekici"
"celbkârâne","celb ederek, kendine çekerek"
"dakik","ince"
"evliya","Allah’ın sevgili kulları, veliler"
"gavs-ı âzam","en büyük medet verici, yardım edici"
"hakikat","gerçek, doğru"
"hizmet-i imaniye","iman hizmeti"
"kâfi","yeterli"
"kanaat verme","yetme, razı olacak seviyeye ulaştırma"
"kıymettar","kıymetli"
"kutup","önder, rehber; yaşadığı dönemin en büyük mürşidi"
"küre-i arz","yer küre, dünya"
"muvakkaten","geçici olarak"
"mü’min","iman eden, Allah’a ve Onun gönderdiği şeylere inanan"
"müçtehid","âyet ve hadisler başta olmak üzere diğer dinî delillerden hüküm çıkarma bilgi ve kabiliyetine sahip olan"
"mühim","önemli"
"mürşid","irşad eden, doğru yolu gösteren"
"müstağni","ihtiyaç duymayan"
"mütebaki","geri kalan kısım"
"mütemadiyen","sürekli olarak"
"nefer","fert"
"saadet-i ebediye","sonu olmayan, sonsuz mutluluk"
"saltanat-ı bakiye","devamlı, kalıcı saltanat"
"şakirt","talebe, öğrenci"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"temin etme","sağlama"
"umum","bütün, hepsi"
"velâyet","velilik"
"vilâyet","il"
"âmin","“Allah’ım kabul eyle”"
"aziz","çok değerli, izzetli, saygın"
"Cenab-ı Erhamürrahimin","merhametlilerin en merhametlisi olan şeref ve azamet sahibi yüce Allah"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"defter-i a’mâl","amel defteri, amellerin kaydedildiği defter"
"elhak","gerçekten"
"evvelâ","ilk önce"
"hasene","iyilik, sevap"
"kalem-i Hüsrevî","Hüsrev’in kalemi"
"keramet","Allah’ın bir ikramı olarak görünen olağanüstü hal"
"kıymettar","kıymetli, değerli"
"Kur’ân-ı Mu’cizü’l-Beyân","açıklamalarıyla mu’cize olan, benzerini yapmakta akılları âciz bırakan Kur’ân"
"leyâli-i mübareke","mübarek, bereketli geceler"
"leyle-i Kadir","Ramazan ayı içinde bulunan mübarek gece"
"leyle-i Regaib","Regaip Kandili; Hicrî aylardan olan Recep ayının, ilk Perşembeyi Cumaya bağlayan gecesi"
"Mu’cizat-ı Ahmediye","Peygamber Efendimizin (a.s.m.) gösterdiği mu’cizelere dair yazılan 19. Mektup"
"Mu’cizat-ı Kur’âniye","Kur’ân’ın mu’cizeleri; Yirmi Beşinci Söz"
"mukabil","karşılık"
"mutabık","uygun"
"muvaffak","başarılı"
"mübarek","bereketli, değerli"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"sadık","bağlı, doğru"
"salisen","üçüncü olarak"
"saniyen","ikinci olarak"
"sıddık","çok doğru ve sadık"
"şuhur-u selâse","üç aylar"
"âmin","“Allah’ım kabul eyle”"
"aziz","çok değerli, izzetli, saygın"
"ehemmiyetli","önemli"
"Erhamürrâhimîn","merhametlilerin en merhametlisi olan Allah"
"erkân-ı mühimme","önemli rükûnler, büyük ve önde gelen kişiler"
"fevkalade","olağanüstü"
"gül-ü Muhammedî","Muhammed (a.s.m.) gülü denilen kırmızı renkli bir gül çeşidi"
"havali","civar, çevre"
"hayrü’l-halef","hayırlı halef, hayırlı evlât"
"hazine-i rahmet","Allah’ın rahmet hazinesi"
"huruf","harfler"
"hususan","özellikle"
"hüccet-i katıa","sağlam ve kesin delil"
"ihsan eyleme","bağışlama, verme"
"ihsas etme","hissettirme"
"inşaallah","Allah dilerse, izin verirse"
"keramet","Allah’ın bir ikramı olarak verilen olağanüstü hâl ve özellikler"
"kıymettar","kıymetli, değerli"
"mânen","mânevî yönden"
"merhum","rahmete kavuşmuş, vefat etmiş"
"mesrur olma","sevindirme"
"mu’cize-i mânevî","mânevî mu’cize"
"mukabil","karşılık"
"muvaffak","başarılı"
"nüsha","kopya"
"peder","baba"
"Rahmânü’r-Rahîm","dünya ve âhirette yarattıklarına sonsuz rahmet, şefkat ve merhametiyle muamele eden Allah"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"resâil","risaleler"
"sıddık","çok doğru ve sadık"
"suret","biçim, şekil"
"şâd","mutlu, bahtiyar"
"tâziyâne-i teşvik","teşvik kamçısı"
"tekmil","tamamlama, mükemmelleştirme"
"tevessü","genişleme, yayılma"
"vazife-i Nuriye","Nur vazifesi"
"aziz","çok değerli, izzetli, saygın"
"ehemmiyetli","önemli"
"Erhamürrâhimîn","merhametlilerin en merhametlisi olan Allah"
"erkân-ı mühimme","önemli rükûnler, büyük ve önde gelen kişiler"
"fevkalade","olağanüstü"
"gül-ü Muhammedî","Muhammed (a.s.m.) gülü denilen kırmızı renkli bir gül çeşidi"
"havali","civar, çevre"
"hayrü’l-halef","hayırlı halef, hayırlı evlât"
"hazine-i rahmet","Allah’ın rahmet hazinesi"
"huruf","harfler"
"hususan","özellikle"
"hüccet-i katıa","sağlam ve kesin delil"
"ihsan eyleme","bağışlama, verme"
"ihsas etme","hissettirme"
"inşaallah","Allah dilerse, izin verirse"
"keramet","Allah’ın bir ikramı olarak verilen olağanüstü hâl ve özellikler"
"kıymettar","kıymetli, değerli"
"mânen","mânevî yönden"
"merhum","rahmete kavuşmuş, vefat etmiş"
"mesrur olma","sevindirme"
"mu’cize-i mânevî","mânevî mu’cize"
"mukabil","karşılık"
"muvaffak","başarılı"
"nüsha","kopya"
"peder","baba"
"Rahmânü’r-Rahîm","dünya ve âhirette yarattıklarına sonsuz rahmet, şefkat ve merhametiyle muamele eden Allah"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"resâil","risaleler"
"sıddık","çok doğru ve sadık"
"suret","biçim, şekil"
"şâd","mutlu, bahtiyar"
"tâziyâne-i teşvik","teşvik kamçısı"
"tekmil","tamamlama, mükemmelleştirme"
"tevessü","genişleme, yayılma"
"vazife-i Nuriye","Nur vazifesi"
"âmin","“Allah’ım kabul eyle”"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"derc edilme","yerleştirilme"
"elhak","gerçekten"
"fıkra","belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makâle"
"hakikat","gerçek, esas"
"halef","varis, birinin yerine sonradan geçen kimse"
"haşiye","dipnot, açıklayıcı not"
"ihtar edilen","hatırlatılan, ikaz edilen"
"inşaallah","Allah dilerse, izin verirse"
"istihrac-ı gaybî","gaybî haberlerden mânâ çıkarma"
"izale etme","giderme, ortadan kaldırma"
"kıymettar","kıymetli, değerli"
"Lâhika","mektup; Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar"
"leyle-i Berat","Berat Gecesi"
"leyle-i Mirac","Mirac Gecesi"
"mahdum","oğul, evlat"
"mahrem","gizli"
"merhum","rahmete kavuşmuş, vefat etmiş"
"mübarek","hayırlı, değerli"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"mücmel","kısa, özet halinde"
"müferrah etme","ferahlatma, huzurlu etme"
"müteessir etme","üzme, etkileme"
"peder","baba"
"şakirt","talebe, öğrenci"
"şuhur-u selâse","üç aylar"
"tensik","düzenleme, düzeltme"
"Tesettür Risalesi","örtünmeyle ilgili risale; Yirmi Dördüncü Lem’a"
"aziz","çok değerli, izzetli, saygın"
"cereyan","hareket, akım"
"daire-i nuriye","nur dairesi"
"daire-i siyasiye","siyaset dairesi"
"edyân-ı semâviye ve İslâmiyet","İslâm ve diğer semavî dinler"
"ehemmiyetli","önemli"
"ekser","pek çok"
"gaybî","bilinmeyen, görünmeyen"
"hak","doğru"
"hakikat","gerçek, doğru, esas"
"ihata etme","kuşatma, kapsama"
"ilhamî","Allah tarafından insan kalbine mânâ gönderilerek"
"istibdad","baskı, zulüm"
"istihrac","birşeyden bir mânâ veya işaret çıkarma"
"istihrac-ı cifrî","cifirle ilgili hesaplamalar, cifir ilmiyle elde edilen sonuçlar"
"izale etme","giderme, ortadan kaldırma"
"kısm-ı âzam","büyük kısım, çoğunluk"
"küre-i arz","yerküre, dünya"
"mahrem","gizli"
"mânen","mânevî olarak"
"meâl","anlam"
"mimsiz medeniyet","“deniyet”, aşağılık medeniyet"
"musibet","belâ, sıkıntı"
"müessis","tesis edici, kurucu"
"müjde-i nuriye","nur müjdesi, nurlu müjde"
"mülevves etme","kirletme"
"Münazarat","tartışmalar; nefisle yapılan münâzarâ anlamına gelen Üstad Bediüzzaman’ın bir eseri"
"nev-i beşer","insanlar"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"semâvî","semâdan gelen; Allah tarafından olan"
"sırr-ı mahrem","gizli sır"
"suret","biçim, şekil"
"Sünuhat","kalbe doğan mânâ ve hakikatler anlamına gelen Üstad Bediüzzaman’ın bir eseri"
"tatbikat","uygulamalar"
"vahşet","vahşîlik, ilkellik, kabalık; üzüntü, korku"
"aziz","çok değerli, izzetli, saygın"
"biçare","çaresiz"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ehemmiyet","önem"
"elhasıl","kısaca, özetle"
"evvel","önce"
"fâş etme","açığa vurma, yayma"
"fevkalâde","olağanüstü"
"fıkra","belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makâle"
"hadsiz","sınırsız, sonsuz"
"has","husûsi, özel; kıymetli ve ileri gelen mühim yakınlar topluluğu"
"ıslah etme","düzeltme, iyileştirme"
"ihtar","hatırlatma, uyarı"
"ihtar-ı mânevî","mânevî uyarı, ikaz"
"keramet","Allah’ın bir ikramı olarak, görülen olağanüstü hal ve hareket"
"kerametkârâne","kerametli bir şekilde, keramet gösterircesine"
"kesretli","çok sayıda"
"mânevî şahsiyet","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişi, topluluk, tüzel kişilik"
"mazhar eyleme","nail etme, eriştirme"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"sadâkat","bağlılık, doğruluk"
"sıddık","çok doğru ve sadık"
"sırr-ı mahrem","gizli sır"
"suret","biçim, şekil"
"şükür","nimetlere karşı memnunluk gösterme, Allah’a teşekkür etme"
"takdirât","takdirler, övgüler"
"tasavvur etme","düşünme, hayal etme"
"tasvir edilme","anlatılma, ifade edilme"
"tatbik edilme","uygulanma"
"tesirat","tesirler, etkiler"
"ziyade","çok"
"aziz","çok değerli, izzetli, saygın"
"biçare","çaresiz"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ehemmiyet","önem"
"elhasıl","kısaca, özetle"
"evvel","önce"
"fâş etme","açığa vurma, yayma"
"fevkalâde","olağanüstü"
"fıkra","belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makâle"
"hadsiz","sınırsız, sonsuz"
"has","husûsi, özel; kıymetli ve ileri gelen mühim yakınlar topluluğu"
"ıslah etme","düzeltme, iyileştirme"
"ihtar","hatırlatma, uyarı"
"ihtar-ı mânevî","mânevî uyarı, ikaz"
"keramet","Allah’ın bir ikramı olarak, görülen olağanüstü hal ve hareket"
"kerametkârâne","kerametli bir şekilde, keramet gösterircesine"
"kesretli","çok sayıda"
"mânevî şahsiyet","belli bir kişi olmayıp bir topluluktan meydana gelen mânevî kişi, topluluk, tüzel kişilik"
"mazhar eyleme","nail etme, eriştirme"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"sadâkat","bağlılık, doğruluk"
"sıddık","çok doğru ve sadık"
"sırr-ı mahrem","gizli sır"
"suret","biçim, şekil"
"şükür","nimetlere karşı memnunluk gösterme, Allah’a teşekkür etme"
"takdirât","takdirler, övgüler"
"tasavvur etme","düşünme, hayal etme"
"tasvir edilme","anlatılma, ifade edilme"
"tatbik edilme","uygulanma"
"tesirat","tesirler, etkiler"
"ziyade","çok"
"beyan etme","açıklama, anlatma"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"ehemmiyet","önem"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"ehl-i tarikat","tarikata mensup olanlar"
"evliya-i azîme","büyük veliler"
"evvel","önce"
"fevkalâde","olağanüstü"
"fevkinde","üstünde"
"had","yetki, sınır"
"hak","doğru"
"hakikat mesleği","varlıkların ve olayların ardındaki gerçeği araştıran yol, Kur’ân yolu"
"hakikat","gerçek, doğru, esas"
"hakikî","asıl, gerçek"
"has","özel; kıymetli ve ileri gelen mühim yakınlar topluluğu"
"hüsn-ü cereyan","güzel gidişat"
"hüsn-ü zan","güzel düşünce"
"ıttıla","haberdar olma, bilgi sahibi olma"
"ifrat","aşırılık"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"ihtar edilen","hatırlatılan, ikaz edilen"
"ilzam etme","susturma, cevap veremez hâle getirme"
"inşaallah","Allah dilerse, izin verirse"
"kâinat","evren"
"kutb-u âzam","en büyük kutup; birçok Müslüman’ın kendisine bağlandıkları büyük evliyadan zamanın en büyük mürşidi"
"makbul","kabul gören, geçerli"
"merhum","rahmete kavuşmuş, vefat etmiş"
"muhabbet","sevgi"
"muhavere","karşılıklı konuşma"
"muvaffakiyet","başarı"
"mübalağa etme","abartma"
"müfritane","aşırıya kaçarak"
"mükellef","yükümlü"
"mürid","Allah’ın rızâsına kavuşmayı isteyen, bir mürşidin talebesi"
"mürşid","irşad eden, doğru yolu gösteren"
"perde-i gayb","gizli perde; insanların bilmeyip sadece Allah'ın bildiği gayb âlemindeki mânevî perde"
"rahmetullahi aleyh","Allah’ın rahmeti onun üzerine olsun"
"rapt etmek","bağlamak"
"sadâkat","bağlılık, doğruluk"
"suret","biçim, şekil"
"Sünnet-i Seniye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"tâdil etmek","düzeltmek, dengelemek"
"tahayyül etme","hayal etme, düşünme"
"ulûm","ilimler"
"zâil olma","geçip gitme, yok olma"
"zât-ı mübarek","mübarek, hayırlı zât"
"âlûde","bulaşmış, karışmış"
"bahtiyar","talihli, mutlu"
"bilâkis","aksine, tersine"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ebedî","sonu olmayan, sonsuz"
"ehemmiyet","önem"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"fevkalâde","olağanüstü"
"fevkinde","üstünde"
"had","sınır, yetki"
"hakikatbîn","hakikati gören"
"hakikî","asıl, gerçek"
"hâlis","içten, katıksız, samimi"
"hâsıl olan","meydana gelen, ortaya çıkan"
"haşiye","dipnot, açıklayıcı not"
"hidemat-ı imaniye","iman hizmetleri"
"himmet","ciddi gayret, yardım"
"hizmet-i imaniye","iman hizmeti"
"hüsn-ü zan","güzel zanda, düşüncede bulunma"
"ihsan","bağış, ikram, lütuf"
"insaflı","vicdana uygun davranan"
"irşad","doğru yolu gösterme"
"irtibat","bağ, ilişki"
"istihkak","lâyık olma, hak etme"
"iştirak etme","ortak olma, katılma"
"kâfi","yeterli"
"kaide","düstur, prensip"
"kemiyet","sayıca çokluk, nicelik"
"kerem","cömertlik, ikram, bağış"
"keyfiyet","içerik, nitelik"
"kıymettar","kıymetli, değerli"
"kudsî","kutsal, kusursuz ve yüce"
"kusurat","kusurlar"
"mahiyet","birşeyin iç yüzü, aslı esası"
"muhabbet","sevgi"
"mukabil","karşılık"
"muvakkat","geçici"
"müdakkik","dikkatli, inceden inceye araştıran"
"mürşidlik","irşad etme, doğru yolu gösterme"
"mütehavvil","değişken"
"nisbeten","kıyasla, oranla"
"nokta-i nazar","bakış açısı"
"şahs-ı mânevî","mânevî şahıs, belli bir ideal ve gaye etrafında bir araya gelen topluluğun oluşturduğu mânevî şahsiyet ve ortak kimlik, tüzel kişilik"
"şefkatkârâne","şefkatli bir şekilde"
"taksimü’l-mesâi","işbölümü"
"tasavvur etme","düşünme, hayal etme"
"tesanüd","dayanışma"
"ziyade","fazla, çok"
"âlî","yüce, yüksek"
"âmin","“Allah’ım kabul eyle”"
"aziz","çok değerli, izzetli, saygın"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"cerh eden","yaralayan"
"ehemmiyet","önem"
"evvel","önce"
"fevkalâde","olağanüstü"
"fevkinde","üstünde"
"feyizli","bereketli"
"fıkra","kısa yazı, bölüm"
"gülistan","gül bahçesi"
"had","sınır, yetki"
"harf-i Kur’ân","Kur’ân harfi"
"hasene","iyilik, sevap"
"hediye-i kudsiye","kutsal hediye"
"hikmet","sebep, sır, gaye"
"hüsn-ü zan","güzel zanda, düşüncede bulunma"
"i’câz","mu’cizelik; bir benzerini yapma konusunda başkalarını âciz bırakacak derecede olağanüstü olma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"inşaallah","Allah dilerse, izin verirse"
"irtibat","bağ, ilişki"
"kanaat etme","razı olma, inanma"
"kerametkârâne","keramet gösterircesine"
"Leyle-i Kadir","Ramazan ayı içinde bulunan mübarek gece"
"medar","dayanak, kaynak, sebep"
"mikyas","ölçek, ölçü"
"mu’cizâne","mu’cizeli bir şekilde"
"muhit","civar, çevre"
"mukabil","karşılık"
"müfritane","çok aşırıya giderek"
"nisbeten","kıyasla, oranla"
"nokta-i nazar","görüş, bakış açısı"
"rahmet","ihsan, bağış"
"sadakat","bağlılık, doğruluk"
"sebat","kararlılık, sabit olma, devam etme"
"semâvî","gökten gelen, Allah tarafından olan"
"sıddık","çok doğru ve sadık"
"şuhur-u selâse","üç aylar"
"talimat","bildiriler, emirler"
"terakki","ilerleme, yükselme"
"tereşşuh eden","sızan"
"tetimme","ek, tamamlayıcı not"
"ulüvv-ü himmet","yüksek gayret"
"acip","acaip, şaşırtıcı"
"âdetullah","Allah’ın tabiata koyduğu kanun ve prensipler"
"akîm","neticesiz, sonuçsuz"
"avam","halk"
"âzam","en büyük"
"câri olan","geçerli, yürürlükte olan"
"cereyan","hareket, akım"
"elhak","gerçekten"
"eşedd-i zulm","zulmün en şiddetlisi"
"eyyam","günler"
"eyyam-ı mübareke","mübarek, bereketli günler"
"faraza","varsayalım ki"
"feragat etme","hakkından isteyerek vazgeçme"
"fevkalâde","olağanüstü, çok güzel"
"hakikat","esas, gerçek mahiyet"
"hakikî","gerçek, asıl"
"hâkim","hükmeden"
"hâlât","durumlar, hâller"
"hâl-i âlem","dünyanın hâli, insanların durumu"
"hâlis","içten, katıksız, samimi"
"hamiyet-i İslâmiye","İslâmın koruyuculuğu"
"harekât","hareketler, davranışlar"
"havali","etraf, civar"
"iğfal","gaflete düşürerek kandırma, aldatma"
"ilcaât","gereklilik, işin gereği"
"inşaallah","Allah dilerse, izin verirse"
"itimat etme","güvenme"
"kıymettar","kıymetli, değerli"
"kudsî","kutsal"
"Lemeat","parıltılar anlamına gelen ve Sözler’de yer  alan bir bölüm"
"leyâli-i mübareke","mübarek, bereketli geceler"
"makbul","kabul edilen"
"metanet","sağlamlık, kararlılık"
"muvaffak","başarılı"
"muvaffakiyet","başarı"
"muvafık","uygun"
"mühim","önemli"
"nazar","bakış, görüş"
"nev-i beşer","insanlar"
"rû-yi zemin","yeryüzü"
"sadakat","bağlılık, doğruluk"
"safvet","paklık, temizlik"
"sebat","kararlılık"
"selâmet","esenlik, rahatlık"
"şakirt","talebe, öğrenci"
"şeriat","Allah tarafından bildirilen hükümler, Kur’ân ve sünnet"
"tahakkuk etme","gerçekleşme"
"tahribkârâne","yıkarak, bozarak"
"umum","genel, herkes"
"aziz","çok değerli, izzetli, saygın"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"cihet","yön, taraf"
"cüz","Otuz bölümden oluşan Kur’ân ı Kerimin bölümlerinin her biri"
"defter-i a’mâl","amel defterleri; insanın iyi ve kötü işlerinin kaydedildiği defter"
"evvelâ","ilk önce, birinci olarak"
"fütuhat","fetihler, zaferler"
"hasenat","güzellikler, iyilikler"
"hatme","toplu bir şekilde, birlikte yapılan zikir, hatim"
"hâtme-i hâcegân","Nakşî tarikatına mensup olanların  dua ve zikirlerini birlikte okuyup bitirmeleri"
"hatme-i Kur’âniye","Kur’ân’ın hatmi; Kur’ân-ı Kerimi baştan sona okuyup bitirme"
"ihata","kuşatma, içine alma"
"inşaallah","Allah izin verirse"
"kudsî","kutsal, yüce"
"leyle-i Berât","Berât gecesi"
"Leyle-i Kadir","Ramazan ayı içinde bulunan mübarek gece"
"mânen","mânevî yönden"
"medâr-ı bereket","bereket sebebi, vesilesi"
"mikyas","ölçü"
"mu’cizeli Kur’ân","“Allah” lâfızlarının alt alta gelmesi gibi içinde tevafukların bulunduğu Kur’ân"
"mübarek","bereketli, hayırlı"
"Nakşî","Hz. Şah-ı Nakşibendin kurmuş olduğu tarîkat ve bu tarîkata mensup olan"
"niyaz","dua, yalvarıp yakarma"
"rahmet","ihsan, bağış"
"rahmet-i İlâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti"
"sıddık","çok doğru ve sadık"
"şakirt","talebe, öğrenci"
"tasavvur","zihinde canlandırma, düşünme"
"tevfik","yardım, başarı"
"Aras karyesi","Aras Köyü"
"âyât","âyetler; Kur’ân’ın her bir cümlesi"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"ebediyen","sonsuza kadar"
"ehemmiyetli","önemli"
"eyyam","günler"
"fevkalâde","olağanüstü, çok güzel"
"hadsiz","sonsuz"
"harikulâde","olağanüstü, şaşırtıcı şekilde"
"havali","civar, yöre"
"hüsn-ü misal","güzel örnek"
"hüsn-ü zan","güzel zanda bulunma"
"inşaallah","Allah izin verirse"
"intibah","uyanma"
"iştiyak","çok kuvvetli arzu ve istek"
"izale","giderme"
"kıymettar","kıymetli"
"Kur’ân-ı Azîmüşşan ve  Mucizü’l-Beyân","şan ve şerefi büyük ve açıklamaları mu’cize olan Kur’ân"
"lâhika","ilâve, 27. Mektup"
"lâkaytlık","ilgisizlik, duyarsızlık"
"lem’alar","Risale-i Nur’da yer alan bir eser"
"leyâli","geceler"
"medar-ı gayret","gayrete getiren sebep, vesile"
"menba","kaynak"
"muvaffak olma","başarılı olma"
"mübarek","bereketli, hayırlı"
"müfritâne","çok aşırıya kaçarak"
"müptelâ","bağımlı, tutulmuş"
"mütalâa","dikkatle okuma, inceleme"
"müteessir olma","üzülme, etkilenme"
"nam","ad"
"nümune-i gayret","gayret nümunesi, örneği"
"nümune-i imtisal","örnek alınacak model"
"nüsha","kopya"
"Rabian","dördüncü olarak"
"sa’y","çalışma"
"salisen","üçüncü olarak"
"saniyen","ikinci olarak"
"sebeb-i teşvik","teşvik eden sebep"
"sebebiyet vermek","sebep olmak"
"şükür","nimetlere karşı memnunluk gösterme, Allah’a teşekkür etme"
"tâdil etme","düzeltme"
"tayyetme","atlama"
"umum","bütün"
"Yedinci Şuâ","Şualar’da yer alan ve Ayet’ül-Kübra olarak da bilinen bölüm"
"Allahü a’lem","Allah en iyisini bilir"
"arz-ı hürmet","hürmet etme, saygı sunma"
"aziz","çok değerli, izzetli, saygın"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"emare","belirti, işaret"
"Erhamü’r-Râhimîn","merhametlilerin en merhametlisi olan Allah"
"erkân-ı mühimme","önemli rükünler; bir topluluğun ileri gelen, önemli fertleri"
"Harb-i Umumiye","Dünya Savaşı"
"hasm","düşman"
"iştirak","katılma, katılım"
"Kerâmet-i Aleviye","İkinci Keramet-i Aleviye Risalesi; Hz. Ali’nin (r.a.) bir kerameti olarak Risale-i Nur’u haber veren ve Risale-i Nur’da Sikke-i Tasdik-i Gaybî ve teksir Lem’alar’da yer alan bir bölüm"
"makbul","kabul gören, geçerli"
"mübarek","bereketli, hayırlı"
"müttefik","ittifak etmiş, anlaşmış"
"niyaz","dua, yalvarıp yakarma"
"sıddık","çok doğru ve sadık"
"taraftarane","taraf tutarak"
"ahval","haller, davranışlar"
"aziz","çok değerli, izzetli, saygın"
"beyan","açıklama, izah"
"bilhassa","özellikle"
"elîm","acı veren, üzücü"
"fıkra","bölüm, kısa yazı"
"hakikat","gerçek, doğru"
"hâlisâne","içtenlikle, samimi olarak"
"Harb-i Umumiye","Dünya Savaşı"
"havali","çevre, civar, yöre"
"idame","devam ettirme"
"ihbar-ı gaybî","gayb âleminden, bilinmeyenden, gelecekten haber verme"
"inâyet","Allah’tan gelen yardım, ihsan, iyilik"
"inâyet-i İlâhiye","Allah’ın inâyeti, yardımı"
"inşaallah","Allah izin verirse"
"kıymettar","kıymetli, değerli"
"kudsî","kutsal, yüce"
"Lillâhilhamd","Allah’a hamd olsun ki"
"lisan","dil"
"meslek-i askeriye","askerlik mesleği"
"musibet","belâ, felaket, sıkıntı"
"mutabık","uygun"
"mübarek","bereketli, hayırlı"
"müfarakat","ayrılıklar"
"münasebet","bağlantı, vesile"
"münasebettar","alâkalı, ilgili"
"mütemadiyen","sürekli olarak"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"rahmet-i İlâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti"
"rükn","esas, şart; bir topluluğun ileri gelen, önemli ve kuvvetli fertlerinden her biri"
"sıddık","çok doğru ve sadık"
"suret","biçim, şekil"
"sureten","şeklen, görünüşte"
"şakirt","talebe, öğrenci"
"teminkârâne","güvenlik ve emniyet hissi vererek"
"ümitvâr","ümit sahibi"
"zâhirî","görünüşte"
"âlem-i İslâm","İslâm dünyası"
"amel","davranış, iş"
"azîm","çok büyük"
"aziz","çok değerli, izzetli, saygın"
"Cenâb-ı Erhamürrâhimîn","merhametlilerin en merhametlisi olan şeref ve azamet sahibi yüce Allah"
"defter-i a’mâl","insanın iyi ve kötü işlerinin kaydedildiği defter"
"düstur","kural, prensip"
