"kelime","anlam"
"müsâvat ve muvazenet-i etvar","tavır ve davranışlarda sürekli denge ve aynı seviyede olma"
"nazara alma","dikkate alma"
"nefs","bir kimsenin kendisi"
"nihayet","son derece"
"nübüvvet","peygamberlik, elçilik"
"sofestai","Yaratıcıyı kabul etmemek için herşeyi, hatta kendisini dahi inkâr eden, olumlu veya olumsuz hiçbir hükme varmayan ve daima şüphe içinde kalmayı esas alan bir felsefî görüş sahibi"
"şâhid-i kâfi","yeterli olan şâhit"
"tamam-ı ıttırad-ı ahvâl","sergilenen hallerin tam dengeli ve ölçülü bir şekilde devam etmesi"
"tarîk-i halâs","kurtuluş yolu"
"tasdik etme","onaylama, kabul etme"
"temessük etme","sımsıkı sarılma"
"ahzetme","alma, eline geçirme"
"alâ ruûsi’l-eşhad","herkesin gözü önünde"
"bâdiye","çöl, kır"
"bedeviler","çölde yaşayanlar, medenî olmayanlar, köylüler"
"bedeviler","köylüler, çölde yaşayanlar, şehirli olmayanlar, uygar olmayanlar"
"beyan-ı fikir etme","görüş açıklama"
"bilâperva","korkusuz bir şekilde"
"bina etme","kurma"
"binaen","bu sebepten dolayı, buna dayanarak"
"birader","kardeş"
"cihet","yön"
"farz etme","var sayma"
"fen","ilim dalı"
"hadsiz","sınırsız"
"hasra gelmeyen","sınır altına alınamayan, pek kalabalık"
"haysiyet","şeref"
"hazakat","uzmanlık, ustalık"
"hilâf","ters, zıt"
"irtikab olunma","(kötü birşey) işlenme, yapılma"
"ittifak","görüş birliği"
"kasas","bir konu hakkında anlatılan hâdise ve olaylar"
"kavim","topluluk"
"kemâl-i vüsûk ile","son derece kendinden emin olarak"
"lisân-ı âdât ve ef’âl","yaygın olan âdet ve davranışların dili"
"maharet","hüner"
"medeniler","şehirliler, uygar olanlar"
"meyanında","arasında"
"muhakeme","hüküm vermek için delilleri inceleme; yargılama"
"muhtelefun fîhâ","hakkında görüş birliği olmayan, ihtilâflı"
"muvafık","uygun, uyumlu"
"müddea","iddia edilen şey"
"müstakil","bağımsız"
"mütedavil","tedavülde olan, kullanılan, elden ele dolaşan"
"nazar etme","bakma, dikkate alma"
"nazar-ı dikkate alma","dikkate alma, göz önünde bulundurma"
"nihayet cesim","çok büyük ve görkemli"
"nisbeten","oranla, kıyasla"
"nükte","ince ve derin mânâ"
"sahife-i ûlâ","ilk sayfa"
"sıdk","doğruluk"
"suhulet","kolaylık"
"şuâ","ışık kaynağından çıkan ışık teli, ışın"
"tabiat-ı beşer","insanın temel yapısı, huyu"
"telkinât","telkinler"
"tulû etme","doğma, çıkma"
"ukde","düğüm noktası, bir mesele hakkındaki en önemli nokta"
"ulema","âlimler, ilim adamları"
"ulûm-u mütearife","herkesçe bilinen ilimler, bilgiler"
"ulûm-u nazariye","teorik ilimler"
"ümmî","okuma yazma bilmeyen, beşerî ilimleri tahsil etmemiş olan"
"zaman-ı mâzi","geçmiş zaman"
"zikr ve nakil","anma ve nakletme"
"a’mâk-ı hafâ","gizliliğin en derin dipleri"
"ahvâl","haller, durumlar"
"ahvâl-i enbiya","peygamberlerin halleri"
"bilâperva","pervasız ve korkusuz bir şekilde"
"binaen","bu sebepten dolayı, buna dayanarak"
"celbetme","çekme, üzerine toplama"
"dâvâ-yı azîme","büyük dava"
"Enbiya-yı Sâlife","Hz. Muhammed’den (a.s.m.) önce gelen peygamberler"
"enzâr-ı âlem","dünyadaki bütün insanların nazarları, bakışları, görüşleri"
"esrar","sırlar, gizli olan şeyler"
"ezkiya-yı âlem","dünyanın en zeki insanları"
"gayr-ı mukayyed","sınır altına alınamayan"
"hakikat","gerçek mahiyet, asıl, esas"
"hazır","önünde, yanında"
"ihtilâf noktaları","uyuşmazlık olan, hakkında ortak görüş bulunmayan noktalar"
"intaç etme","netice verme, sonuç olarak ortaya koyma"
"ittifak noktaları","ortak noktalar, ihtilâflı olmayan noktalar"
"kasas","kıssalar; Kur’ân-ı Kerimde zikredilen Peygamberler ve ümmetleriyle ilgili kıssalar, hikâyeler"
"kesbî olmadığını","çalışarak kazanılmış olmadığını"
"Kütüb-ü Sâlife","önceki peygamberlere Allah tarafından indirilen kutsal kitaplar; Tevrat, Zebur, İncil ve sayfalar"
"malûm","bilinen"
"mâzi","geçmiş zaman"
"muhalefet etme","karşıt görüş belirtme, zıt açıklamada bulunma"
"mukaddeme","başlangıç, önermenin öncülü"
"musaddık","tasdik eden, onaylayan"
"musahhih","yanlışları düzelten"
"musahhihane","yanlış birşeyi düzeltip doğrusunu yerine koyar bir şekilde"
"müddea","iddia ettiği ve insanlara sunduğu dava"
"müstağnî","üstün ve daha yüce konumda olan"
"nazar","görüş, bakış"
"nihayet","son derece"
"nur-u nazar","nurlu bakış, aydın görüş"
"nübüvvet","peygamberlik, elçilik"
"nükte","ince ve derin mânâ"
"Resul-u Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"ruh-u cevvâle","sürekli hareket halinde olan ve çok hızlı hareket eden ruh"
"sıdk","doğruluk"
"tayy-ı zaman","zamanı aşma; çok uzun zamanı pek kısa bir sürede görme ve yaşama"
"tefevvuk","üstünlük, yücelik"
"telebbüs","birbirine karıştırma, gerçeği hayâl ile karıştırma ve birbirinden ayırt edememe"
"teşrih etme","detaylı olarak açıklama"
"ukad-i hayatiye","hayat düğümleri"
"ümem","ümmetler, milletler"
"ümmiyet","okur-yazar olmama, beşerî ilimleri tahsil etmemişlik"
"vüsûk","davasına olan güvenden kaynaklanan gönül rahatlığı"
"zikretmek","anmak, dile getirmek"
"âdât","âdetler, gelenekler"
"âdât-ı seyyie","kötü âdetler"
"âdâtın hârıkı","âdetlerin, kanunların olağanüstünü, bir mu’cize olarak gerçekleşmiş olanı"
"ahvâl","hâller"
"a'mak-ı ervâhından","ruhlarının en derin yerlerinden"
"Asr-ı Saadet","mutluluk çağı, Peygamber Efendimizin (a.s.m.) peygamber olarak dünyada bulunduğu dönem"
"câri olan","yürürlükte olan, cereyan etmekte olan"
"cesim","büyük, heybetli"
"def’î","birdenbire, kısa zamanda gerçekleşme"
"defaten","bir defada"
"devlet-i atika","eski devlet"
"düvel-i râsiha","köklü devletler; devlet geleneği ve teamülleri oturmuş olan devletler"
"emrin azameti","işin büyüklüğü"
"galebe","üstün gelme"
"gars etme","dikme, ekme"
"hârikulâde","olağanüstü"
"haslet","özellik"
"himmet","ciddi gayret, çaba"
"inkıyad","boyun eğme, itaat etme"
"kal' ve ref etme","kökünden söküp çıkarma, tamamen ortadan kaldırma"
"kalil","az"
"kavim","topluluk"
"maddeten ve mânen","maddî ve mânevî olarak"
"mâneviyat","mânevî olan şeyler"
"me’lûfât","alışkanlıklar, ülfet edilen şeyler"
"me'lûfe","alışıldık olan"
"müstemirre","devamlı, sürüp giden"
"müteassıb","çok katı ve tavizsiz bir şekilde savunan"
"mütemehhil","yavaş yavaş, aşamalı şekilde"
"mütenevvia","çeşitli, türlü, birbirlerinden faklı"
"nazara alma","dikkate alma, göz önünde bulundurma"
"nazar-ı dikkate almak","dikkate almak, göz önünde bulundurmak"
"nihayet kesir","son derece çok"
"nisbeten","oranla, kıyasla"
"nükte","ince ve derin mânâ)"
"nümüvv-ü tabiî","tabiî ve normal bir süreçte meydana gelen gelişme"
"râsiha","çok sert ve katı, güçlü bir şekilde yerleşmiş"
"sofestaî","Yaratıcıyı kabul etmemek için herşeyi, hatta kendisini dahi inkâr eden ve daima şüphe içinde kalmayı esas alan bir felsefî görüş sahibi"
"şahs-ı mânevî","bir topluluktan meydana gelen mânevî kişilik; tüzel kişilik"
"şedîdü’ş-sekîme","karşı koymaya muktedir, sebatlı ve çok güçlü"
"şuâ","ışık kaynağından çıkan ışık telleri, ışın"
"tabiat-ı sâniye","ikincil yapı; ikinci derecede kalan yapı, dünya görüşü"
"taife","topluluk"
"tasdik etme","onaylama, kabul etme"
"tedricî","aşama aşama, basamaklar halinde"
"tekemmül etme","mükemmelliğe ulaşma"
"teşekkül","şekil alma, kuruluş"
"teşkil","şekil alması, kuruluşu"
"zaman-ı hâl","içinde bulunulan zaman dilimi (Peygamber Efendimizin (a.s.m.) yaşadığı dönem"
"a’mâk-ı kulûb","kalplerin derinlikleri"
"akvam-ı bedevî","bedevî kavimler; çölde yaşayan kavimler, topluluklar"
"bedevî","çölde yaşayan, köylü"
"bigânesin","ilgiyi kesmişsin, yabancısı olmuşsun, habersizsin"
"cebir","zor kullanmak, zorla boyun eğdirmek"
"cevher-i insaniyet","insanlık cevheri"
"efkâr","fikirler"
"erakk-ı hissiyat","en rakik, en ince hisler, duygular"
"ervâh","ruhlar"
"feverana getirmek","kaynatıp fokurdatmak; coşturmak"
"galebe etmek","gâlip gelip üstünlük sağlamak"
"hakikat","gerçek"
"hakikatsiz","gerçek dışı, bir gerçeğe dayanmayan"
"hârikulâde","olağanüstü"
"hassa","özellik, nitelik"
"hassa-i fârika","farklı kılan özellik, başkalarından farklı olduğunu gösteren nitelik"
"hayvanat","hayvanlar, canlılar"
"hususan","özellikle"
"îkaz","uyandırmak"
"iksir","dertlere devâ olan ilâç"
"inkılâb-ı azîm","büyük ve köklü değişim"
"inkişaf ettirme","açığa çıkarıp geliştirme"
"istidâdât","yetenekler"
"izhar etmek","açığa çıkarmak, açığa çıkmasını sağlamak"
"kahr","güç ve otoriteye dayanarak ezmek, boyun eğdirmek"
"kâmine","gizli, belirsiz olan"
"kanun-u tabiiye","tabiî kanun; kâinatta ve sosyal hayatta doğal olarak yürürlükte olan kanun"
"kasavet-i mücesseme","tecessüm etmiş kasavet; cisim gibi somut hâle gelmiş kalp katılığı"
"kelime-i şehâdet","“Allah’tan başka ilâh olmadığına ve Hz. Muhammed’in Onun kulu ve elçisi olduğuna şehadet ederim” ifadesi"
"kıymet-i nâtıkıyet","düşünüp konuşma niteliğinin değeri"
"lem’a","parıltı"
"letâfet","şirinlik, hoşluk"
"meyvedar","meyve veren, meyveli"
"misâl-i müşahhas","somut örnek, şahıs gibi somut hâle gelmiş misâl"
"muallim-i hikmet","hikmet öğretmeni; varlıklardaki hikmetleri, gaye ve sırları insanlara ders veren öğretmen"
"muhafaza etme","koruma"
"musaddak-gerde-i erbâb-ı basiret","basiret erbabınca tasdik edilmiş; kalp gözü açık olan ileri görüşlü kimseler tarafından onaylanmış"
"muvazene etmek","karşılaştırmak, kıyaslamak"
"nâime","uyuyan"
"nazara çarpmak","göze çarpmak"
"nisbet","oran, kıyas"
"nüfuz etme","içine girme, işleme"
"Ömer","[bk bilgiler – Ömer (r.a.)]"
"rikkat","incelik, kalp inceliği"
"sahra","çöl"
"sathî","derinliği olmayan, sığ, yüzeysel"
"seciye","huy, karakter, tabiat"
"sedd-i turuk etmek","yolları kapatmak, geçiş engeli koymak"
"sohbet-i nebeviye","Peygamber Efendimizin (a.s.m.) huzuruna gelip ondan ders alma, onunla sohbet etme"
"şuâ-ı hakikat","hakikatin ışığı, gerçeğin ışını"
"şükûfe-misâl","çiçek gibi, gonca gibi"
"tahabbüb","sevdirme"
"tahakküm-ü zahirî","zahirî olan egemenlik; akıl ve gönlü dışlayarak insanlara hükmetme"
"tasallut","hükmetmek, otorite kullanarak egemenliği sağlamak"
"taskîl","cilâlayıp parlatma"
"tebayi","tabiatlar, mizaçlar, huy ve karakterler"
"tehyic","heyecanlandırma"
"tenbih","uyarmak"
"terğîb","istek ve rağbet uyandırma"
"terhib","korkutup sakındırma"
"tevfik olmama","örtüşmeme, benzememe, uyuşmama"
"tezyin etme","süsleme"
"umur","işler"
"vahşi","yabanî, medeniyetten uzak"
"akvâm-ı bedevî","bedevî kavimler; çölde yaşayan kabile ve topluluklar"
"âmme","genel, herkes"
"bâliğ","ulaşan"
"Ceziretü’l-Arab","Arab yarımadası"
"dâhî","yüksek zeka sahibi"
"ezcümle","meselâ"
"feveran ve galeyana getirme","kaynatıp coşturma, çoşturup çağlatma"
"feverana getirme","coşturma, galeyana getirme"
"feylesof","filozof; felsefede söz sahibi olan"
"fikr-i milliyet","milliyet düşüncesi, anlayışı"
"hassa","özellik"
"hebean gitme","boşu boşuna gitme"
"hiss-i hürriyet","hürriyet hissi, özgürlük duygusu"
"hiss-i nâim","uyuyan his, hareketsiz duran duygu"
"hiss-i umumî","umumî his, genel ortak duygu"
"hissiyât-ı âliye","yüce ve yüksek hisler"
"îkaz","uyandırma"
"inkişaf","açığa çıkma, açılıp gelişme"
"istidad","yetenek"
"kâmine","saklı, gizli"
"kavim","topluluk"
"mestûre","örtülü"
"muhabbet-i vataniye","vatan sevgisi"
"muvaffak olma","başarma"
"muvakkat","gelip geçici"
"nâime","uyuyan"
"nisbeten","oranla, kıyasla"
"on üç asr-ı beşer","Peygamber Efendimizden sonra insanlığın yaşadığı on üç asır, on üç yüzyıl"
"sa’y","çalışma"
"sahrâ-yı vesîa","pek geniş olan sahra, geniş çöl"
"secâyâ-yı sâmiye","yüksek ahlâk ve karakterler, vasıflar"
"seciye","huy, karakter, tabiat"
"seciye-i hamiyet","din, vatan, aile gibi değerleri koruma duygusu, karakteri, tabiatı"
"şehâdet etme","şahitlikte bulunma"
"şems-i hakikat","hakikat güneşi"
"tarih-i âlem","insanlık tarihi"
"terakkiyat","ilerlemeler, yükselmeler"
"uhuvvet-i insaniye","insanların birbirlerine olan kardeşliği, insanlık kardeşliği"
"umum","genel"
"ziyâ-yı şûlefeşan","ışıl ışıl aydınlatan ışık"
"âdatullah","Allah’ın âdetleri; Allah’ın kâinata koyduğu kanunlar"
"adem-âbad","sonsuza dek yokluk"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"asâr-ı tavîle","uzun asırlar, yüzyıllar"
"âşinalık etmek","alışmak, (o şeyi) tanımak"
"beşer","insanlık"
"câri olan","yürürlükte olan, uygulamada olan"
"cereyan-ı umumî","genel cereyan; genel akım, gidişat"
"cevab-ı red","red cevabı, kabul etmemeye dair cevap"
"cevaz","dinen serbest bırakılma"
"derece-i tesir","etki derecesi, seviyesi"
"derece-i tesir","tesir seviyesi"
"fıtrat","yaratılış"
"fikr-i milliyet","milliyetçilik düşüncesi"
"hakâik","gerçekler, asıl ve esaslar"
"hakâik-ı şeriat","Allah’ın koyduğu kanunlarda bulunan hakikatler"
"hased","çekememezlik"
"hayat-ı içtimaiye","toplum hayatı"
"hiçahiç","hiçin hiçi, tamamen bir hiçlik"
"hikmet","gaye, fayda, sır"
"hilkat","yaratılış"
"hurdebîn-i akıl","akıl mikroskobu"
"hurmet","haram kılınma, yasaklanma"
"inkişafa girmek","ortaya çıkıp gelişmek"
"kavânin","kanunlar"
"kavânîn-i amîka-i dakika","derin ince kanunlar"
"keşşaf zaman","gizli şeyleri ortaya çıkaran zaman, keşfedici zaman"
"maruz olan","yüz yüze gelen, karşılaşan"
"memnu’","yasaklanmış"
"men'","yasaklama"
"mesail","meseleler"
"mesturiyet-i nisvan","kadınların örtünmesi"
"muarefet","tanıma, bilme, aşinalık"
"muhalif","karşıt, zıt"
"musademat-ı azîme","büyük çarpışmalar, çalkantılar"
"muvaffak","başarılı; Allah’ın yardımına nâil olmuş ve davasını hedefe ulaştırmış"
"muvazene","denge"
"müesses","kurulu, kurulmuş"
"müraat","gözetme, riayet etme"
"müskir","sarhoş edici, şarap ve içki"
"nazarında","gözünde, bakışında"
"nevâmis-i fıtrat","yaratılışa Allah tarafından konulan temel kanunlar, anayasa kanunları"
"red","reddetme"
"Resul-u Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"ribâ","faiz"
"riya","gösteriş"
"riya-yı mütecessid","beden giymiş ve gözle görülür hale gelmiş gösteriş"
"serbestiyet","özgürlük, serbest bırakılma"
"sûret","resim, fotoğraf"
"sûretlerin tahrimi","resimlerin haram kılınması, yasaklanması; haset, gurur, riya, şehvet gibi nefsanî duyguları kabartan ve İslâmiyetin sakındırdığı sonuçların doğmasına sebep olan resimlerin, fotoğrafların yasaklanması"
"şehvet-âlûd","şehvetli, şehvete bulaşmış"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi; İslâmiyet"
"taaddüd-ü zevcat","birden fazla kadınla evlenme"
"tahrim","haram kılınma, yasaklanma"
"talak","boşanma"
"temaşa etme","görme, gözlemleme"
"tesavir","heykeller"
"tevfik","başarılı olmak"
"tevfiksizlik","başarısızlık"
"unsuriyet","ırkçılık"
"vücûb","kesin olarak emredilme, farz kılınma"
"zeyl","ek, ilâve"
"ziyade","fazla"
"zulm-ü mütehaccir","taşlaşmış, taşlarla simgelenmiş, zulüm"
"âdât","âdetler"
"adem-i hâkimiyet","hâkimlik ve hükümranlığın bulunmaması"
"adem-i kuvvet-i zâhire","görünürde herhangi bir maddî güce sahip bulunmama"
"adem-i meyl-i saltanat","sultanlık ve otoritenin başına geçme eğiliminin bulunmaması"
"ahlâk-ı âliye","yüksek, üstün ahlâk"
"ahlâk-ı vahşiyâne","medenî olmayan, yabanîlere yaraşan ahlâk"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"Asâ-yı Mûsâ","Hz. Mûsâ’nın (a.s.) asası, bastonu ]"
"ateş-i cevval","sürekli hareket hâlinde olan ateş"
"basar-ı basîret","basiret gözü, feraset; kalp gözü"
"bel' ve imha","yutma ve yok etme"
"cevher-i insaniyet","insanlık cevheri, insanı insan yapan öz"
"dem","kan"
"devlet-i cesime","büyük ve heybetli devlet"
"efkâr","fikirler, düşünceler"
"ervâh","ruhlar"
"esasıyla","temelinden"
"evc-i medeniyet","medeniyetin zirvesi"
"galebe etme","üstün gelme"
"halavetle","tatlı bir şekilde"
"hâmid","sönmüş"
"hatarlı","tehlikeli"
"hedmetmek","yıkmak"
"hissiyat-ı dakika","ince hisler"
"ihmad","söndürme, etkisiz hâle getirme"
"îkaz","uyandırma"
"is'ad etme","yükseltme, yüceltme"
"izhar etme","ortaya koyma, gösterme"
"kasavet-i vahşiye","vahşi kalp katılığı, ilkel katılık"
"kavim","topluluk"
"kemâl-i vüsuk","tam mânâsıyla kendinden ve davasından emin"
"kesire","çok"
"lahm","et"
"me'lufe","alışılmış, ülfet edilmiş"
"metin","sağlam, sarsılmaz"
"mevaki","mevkiler, yerler, konumlar"
"muhakeme","akıl yürütme, karar vermek için iyice düşünme"
"Muhammed-i Hâşimî","Haşimoğulları soyundan gelen Peygamberimiz Hz. Muhammed (a.s.m.)"
"müdakkik","meseleleri inceden inceye dikkatlice ele alan, inceleyen"
"müstemirre","devam edip gelen, sürekli"
"nur-u nevvar","sürekli aydınlatan nur"
"nübüvvet","peygamberlik, elçilik"
"nükte","ince ve derin mânâ"
"râsiha","sağlam, köklü, kök salmış"
"sair","diğer"
"secaya-yı âliye","yüksek huy ve karakterler, tabiatlar"
"sıdk","doğruluk"
"şark ve garb","doğu ve batı"
"tabayı’","insanların tabiatları, mizaç ve karakterleri"
"tahabbüb","kendini sevdirme"
"tasallut","hâkim olma, hakimiyet kurma"
"tehyîc","heyecana getirme, coşturma"
"temessük","sıkı sıkıya bağlanma ve tutunma"
"tesis etmek","kurmak"
"teşebbüs etme","girişimde bulunma"
"teşkil etme","meydana getirme, kurma"
"ümmiyet","okur yazarlığı olmama; beşerî ilimleri tahsil etmemiş olma"
"zaman-ı kalil","az bir zaman"
"zaman-ı kasîr","kısa zaman dilimi"
"zâviye-i vahşet","ilkellik ve yabanîlik köşesi"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma; doğru ve hak yol, orta yol"
"ahavat","kardeşler"
"Ceziretü’l-Arab","Arap yarımadası"
"cihet","yön"
"dehşet-engiz","dehşet ve hayret verici"
"delâlet etme","delil olma, işaret etme, gösterme"
"dûr etmeme","uzaklaştırmama, kaçırmama"
"fen","ilim, san’at"
"fünun","fenler, ilim dalları"
"harika","olağanüstü"
"hükümran olma","hâkimiyet kurma, egemen olma"
"istidad-ı beşer","insanların yetenekleri"
"istimâl","kullanma"
"kàmet","boy, konum"
"kavânin","kanunlar"
"kelâm","söz, ifade"
"kesîr","çok"
"keşif","gizli ve bilinmeyen birşeyin ortaya çıkarılması, buluş"
"mahsul","ürün, netice"
"mebde","başlangıç"
"meharet","hüner"
"meleke","tecrübe ve tekrarla ve çok kullanmakla elde edilen beceri, maharet, iktidar, ustalık"
"melekiyyet (meleke)","birşeyi meleke ve alışkanlık hâline getirme"
"mesele-i şeriat","şeriat meselesi; İslâmiyet"
"mesele-i vâhide","tek mesele, tek konu"
"mestur","örtülü, gizli"
"mevzi-i münasib","uygun yer ve konum"
"mülâyemet","uyum"
"münbit","verimli"
"münteha","son"
"mütalaa etme","dikkatle inceleyip araştırma"
"mütehassıs","uzman"
"mütekellim","konuşan"
"nazara alma","dikkate alma, göz önünde bulundurma"
"nazar-ı dikkat","dikkatli bakış"
"netaic-i efkâr","fikir ve düşüncelerin neticeleri"
"nisbet","oran, kıyaslama"
"nizam","kanun, düzen"
"nükte","ince ve derin mânâ"
"rub’-u nev-i beşer","insanlığın dörtte birisi"
"sahife-i müstakbel","gelecek zaman sayfası"
"sarf","harcama, kullanma"
"sathiyet","yüzeysellik"
"siyak ve sibak","öncesi ve sonrası"
"sudur etme","ortaya çıkma"
"şuâ","ışık kaynağından çıkan ışık telleri, ışın"
"taklidiyet","taklitçilik"
"tecârüb","tecrübeler, deneyimler"
"tecrid etme","soyutlama"
"tekemmül-ü mebadî","ilkelerin gelişerek mükemmelleşmesi"
"temaşa etme","gözlem yapma"
"tesirat","tesirler, etkiler"
"tesis etme","kurma"
"ümmî","okuma yazma bilmeyen, beşerî ilimleri tahsil etmemiş"
"adem-i in’ikad ve tekemmül","tam oluşmama ve mükemmele ulaşmamamış olma"
"adem-i telâkki","anlayamama, idrak edememe"
"âmilik","cahillik, bilgi seviyesinin düşük oluşu"
"cumhur","halk, ahali"
"ebed","sonu olmayan sonsuzluk"
"evamir","emirler"
"evham-ı seyyie","akla gelen kötü vehim ve kuruntular"
"fıtrat","yaratılış, mizaç"
"fünun-u ekvan","fizik, kimya, biyoloji, gökbilimi gibi maddî âlemle bağlantılı ilim dalları"
"hakâik-i mücerrede","soyut gerçekler"
"hakikat","gerçek"
"hâlî","boş, eksik"
"haricinde","dışında"
"hilâf-ı vaki","gerçek dışı, meydana gelen hâdise ve kanunlara ters"
"hiss-i zâhir","zâhirde ve varlığın dış yüzünde olanları kavrayan hisler, duyular; görme, işitme, tatma duyuları gibi (Varlığın mânâ boyutu ile ilgili sezgi ve ihtisaslara vesile olan aklî, rûhî, kalbî, vicdanî hislere hiss-i bâtın denir.)"
"ibham etme","belirsiz ve kapalı bırakma"
"imâ","ince bir şekilde işaret etme, ip uçlarıyla gösterme"
"irşad etme","doğru ve hak yolu gösterme"
"istiarat","istiareler; hakiki mânâ ile mecâzî mânâ arasındaki benzerlikten dolayı bir kelimenin mânâsını geçici olarak alıp başka bir kelime için kullanma san’atı"
"istidad-ı efkâr","düşünce yeteneği"
"Kelâm-ı Ezelî","ezelî söz; bütün zamanları kapsayan Allah’ın sözü; Kur’ân"
"lâkin","ancak"
"mağlata","zihni, aklı karıştıran söz"
"me’luf","alışılmış, ülfet edilmiş"
"mebadî","ilkeler, öncüller"
"mesail","meseleler"
"mevaîd","verilen sözler, vaadler"
"mu'tekid","inanan, gönülden kabul eden"
"mutlak bırakma","belirleyici bir sınır koymama"
"mutmein","kalben inanma"
"müctenip","çekinen, uzak duran"
"mümtesil","imtisal eden, sıkı sıkıya bağlanan ve yerine getiren"
"müteşabihât","Kur’ân ve hadiste, yüksek hakikatler anlatılırken kullanılan benzetmeler, teşbihler (Bu hakikatler yüksek olduğu için benzetmelerden hangi mânâların kastedildiği kolayca bilinemez. Bu sebeple bu benzetmelere müteşabihat denir.)"
"müteveccih","yönelen, yönelmiş olan"
"müttakî","çekinen, korkup uzak duran"
"Nebiy-yi Kureyşî","Kureyş kabilesine mensup olan Hz. Muhammed (a.s.m.)"
"nevahi","yasaklar, yapılması yasaklanan işler"
"nevi beşer","insan türü, insanlık"
"saadet","mutluluk"
"sabit","ispatlanmış, kanıtlanmış"
"sırren ve cehren","gizli ve açık olarak"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tarf","görüş, bakış"
"tasvir etme","birşeyi sözle veya yazıyla anlatma, göz önünde canlandırma"
"tavk","takat, güç"
"tebliğ etme","bildirme, duyurma"
"tekebbür etme","kibirlenme, kendisini üstün ve büyük görerek reddetme"
"telâkki etme","anlama, idrak etme"
"teşbihat","teşbihler, benzetmeler; belirli bir maksadı ifade etmek için, aralarında ortak nitelikten dolayı birşeyi başka birşeye benzetme"
"tevatür-ü kat'î","yalan üzere birleşmeleri mümkün olmayan bir topluluk tarafından aktarılan, doğruluğunda şüphe olmayan haber"
"teveccüh etme","yönelme"
"tevessü etme","genişleme"
"vaîd","azap haberi"
"varta","tehlike"
"vasıta","araç"
"zarurî","zorunlu, mecburi"
"ziyade","fazla"
"(Lâ!)","Hayır"
"ahvâl ve etvar","hâl ve tavırlar"
"asr-ı terakki","gelişme ve kalkınma asrı"
"bahusus","özellikle"
"berâhin-i akliye","aklî deliller"
"birader","kardeş"
"Carlyle",""
"delâlet etme","delil olma, işaret etme, gösterme"
"diyanet ve şeriat-ı İslâmiye","Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin hepsi; İslâmiyet"
"ekall","en az kısım"
"elcevap","sorunun cevabı"
"ezcümle","meselâ, bu cümleden olarak"
"ezhân","zihinler"
"fen","bilim dalı"
"fenn-i tehzib-i ruh","ruh eğitimi bilimi; psikoloji fenni, ilmi"
"fennü’l-hukuk","hukuk bilimi"
"fezleke","hülâsa, özet"
"fünun","fenler, fen ilimleri"
"gayet râsih","çok sağlam ve sarsılmaz"
"Goethe",""
"haricinde","dışında"
"havale etme","yönlendirme"
"hüsn-ü isabet","hedefi vurma, maksada en doğru, en güzel şekilde ulaşma"
"ihbarat","verilen haberler"
"istimal","kullanma"
"istinbatat","bir söz veya bir işten gizli bir mânâ ve hüküm çıkarma işlemleri"
"itikad","güçlü iman, inanç"
"itminan","gönül rahatlığı içinde tereddütsüz kabul etme"
"ittiham etme","suçlama"
"kavaid-i esasiye","temel kurallar, prensipler"
"kemâl-i iman","Allah’a ve Allah’tan gelen herşeye en mükemmel seviyede edilen iman"
"likaullah","Allah’a kavuşma"
"mecmu’","tamamı, hepsi"
"medenî","uygar, şehirlilikte gelişmiş, ilerlemiş"
"mehafetullah","Allah korkusu"
"men edememe","yasaklayamama, engelleyememe"
"meşveret","danışma"
"mevki-i münasib","uygun yer ve konum"
"mevsuf","sıfatla anılan, sıfatı üzerinde taşıyan"
"muazzim","tazimde bulunan, yücelten"
"musaddık","tasdik eden, onaylayan"
"müesses","kurulu"
"münbit","verimli, bereketli"
"münkad","bağlı kalan, boyun eğen"
"müstaid","hazır"
"müştak","istekli, aşk ile bağlı"
"neam","evet"
"nihayet derecede","sonsuz derecede, seviyede"
"nizâmâtü’l-âlem","dünya düzenleri"
"riyazetü’l-kalb","kalb eğitimi"
"sabıkan mezkur","daha önceden belirtilen"
"sair","diğer"
"siyasetü’l-Medine","şehir yönetimi, toplum yönetimi"
"tafsil","ayrıntılı olarak açıklama"
"tâkat-ı beşer","insanların güç ve tâkati"
"tasdik","onaylama"
"tazammun etme","içine alma, içinde bulundurma"
"tedbirü’l-cesed","sağlık; beden eğitimi"
"tedvirü’l-menzil","ev ekonomisi, ev yönetimi"
"tefri’","seviyeyi yükseltme"
"tenmiye","geliştirme"
"terbiyetü’l-vicdan","vicdan eğitimi"
"ukûl","akıllar"
"ulum","ilimler"
"vaz etme","koyma"
"vesaire","ve benzerleri"
"vicdan-ı münsıfâne","insaf ölçülerine göre hareket eden vicdan"
"zira","çünkü"
"ziyade","fazla"
"zübde-i hakikiye","hakikî öz, gerçek esas"
