"kelime","anlam"
"haşmet-i imaniye","imandan kaynaklanan büyüklük, görkem"
"hilâfet","halifelik; insanların yeryüzünde Allah'ın halifesi oluşu"
"hâkimiyet","egemenlik, hükümranlık"
"zirve","doruk, en üst aşama"
"acz","acizlik, güçsüzlük"
"fakr","fakirlik, muhtaçlık"
"sukut","düşüş"
"esbab","sebebler"
"suud","yükselme"
"Zulmet","karanlık"
"mezar-ı ekber","çok büyük mezar"
"suret","biçim, şekil"
"zaman-ı mazi","geçmiş zaman"
"enbiya","nebiler, peygamberler"
"evliya","Allah dostları, velîler"
"ziya","ışık"
"ziyadar","ışık saçan, aydınlatan"
"nuranî","aydınlık, ışık saçan"
"istikbal","gelecek"
"ziya","ışık"
"tenevvür","nurlanmak, aydınlanmak"
"binaen","-dayanarak"
"zât-ı nurânî","etrafını nûrlandıran ve aydınlatan zât; Hz. Peygamber (a.s.m.)"
"kâinat","evren"
"adem","hiçlik, yokluk"
"hükmünde","benzer bir şeyle aynı hükümde olmak"
"ehemmiyet","değer, önem"
"Binaenaleyh","bundan dolayı"
"acip","hayret verici, şaşırtıcı"
"kâinat","evren"
"tarifat ve teşrifatçı","tarif eden ve yönlendiren rehber"
"mürşid-i harika","en harika bir şekilde insanlara yol gösteren ve rehberlik yapan"
"zât","Hz. Muhammed (a.s.m.)"
"kâinat","evren"
"meâlinde","mânâsında"
"hadis-i kudsî","mânâsı Allah tarafından Peygamberimize (a.s.m.) ilham edilen, kelimeleri Peygamberimize (a.s.m) ait olan hadis"
"hakikat","bir şeyin aslı ve esası, gerçek mahiyeti"
"tenvir","aydınlatmak, nurlandırmak"
"REŞHA","sızıntı mânâsını taşıyan başlıklardan her birisi"
"hutbe-i ezeliye","ezelî hutbe; Kur'ân-ı Kerim"
"zât","Hz. Muhammed (a.s.m.)"
"kâinat","evren"
"kemâlât","mükemmel özellikler"
"keşfeden","açığa çıkaran"
"saadet-i ebediye","sonsuz mutluluk"
"ihbar","haber vermek"
"tebşir","müjdelemek"
"Nihayetsiz","sınırsız, sonsuz"
"rahmet","İlâhî şefkat ve merhamet"
"keşf","açığa çıkarmak, göstermek"
"Saltanat-ı Rububiyet","Allah'ın her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"mehâsin","güzellikler, iyilikler"
"dellâl","duyurucu, ilân edici"
"esmâ-i İlâhiye","Cenab-ı Allah'ın isimleri"
"define","hazine, gizli servet"
"keşşâf","keşfeden, gizli şeyleri bulup meydana çıkaran"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"itibarıyla","özelliğiyle"
"burhan","güçlü ve sarsılmaz delil, kanıt"
"hakikat","bir şeyin aslı ve esası, gerçek mahiyeti"
"ziya","ışık, aydınlık"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"saadet","mutluluk"
"vesile","aracı"
"hüviyet","şahsiyet, kişilik"
"cihet","yön, taraf"
"muhabbet-i Rahmâniye","sonsuz merhamet ve şefkat sahibi olan Allah'a duyulan sevgi"
"misal","örnek, benzer"
"rahmet-i Rabbâniye","herbir varlığa muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah'ın merhamet ve şefkati"
"timsal","görüntü, yansıma"
"hakikat-i insaniye","insanın gerçek mahiyeti"
"şecere-i hilkat","yaratılış ağacı"
"kıymettar","kıymetli, değerli"
"bahâdar","kıymetli"
"semere","meyve"
"Tebliğ","bildirmek, sunmak"
"sür'at","hız"
"şark ve garb","doğu ve batı"
"ihata","kuşatmak"
"nev-i beşer","insanlık türü, insanlar"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"dâvâ","iddia"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"REŞHA","sızıntı mânâsını taşıyan başlıklardan her birisi"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"inkılâp","değişim, dönüşüm"
"kuvve-i kudsiye","kudsî kuvvet; kaynağı Allah'tan gelen güç"
"bilhassa","özellikle"
"Ceziretü'l-Arab","bk. Arap Yarımadası"
"inkılâp","değişim, dönüşüm"
"icraat","faaliyet, iş"
"sahra","çöl"
"âdet","alışkanlık, örf"
"muhafaza","koruma, saklama"
"mutaassıp","tutucu, inanç veya geleneklerine aşırı derecede bağlı"
"asabiyet","ırkçılık, kendi akraba ve milletini aşırı derecede kayırma gayreti"
"fevkalâde","olağanüstü"
"kasâvet-i kalb","kalb sertliği, kalb katılığı"
"emsalsiz","benzersiz"
"müteessir","etkilenme, tesiri altında kalma, üzülme"
"vahşî","medenî olmayan, kaba"
"kavim","topluluk"
"zât-ı nuranî","etrafını nûruyla aydınlatan zât, Hz. Peygamber (a.s.m.)"
"kavim","topluluk"
"ahlâk-ı seyyie","kötü ahlâk"
"ahlâk-ı hasene","güzel ahlâk"
"tebdil","değiştirmek"
"zât-ı mürşid","doğru yolu gösteren, Hz. Muhammed (a.s.m.)"
"telkin","fikir aşılamak, öğüt vermek"
"nur","aydınlık, ışık"
"vahşî","medenî olmayan, kaba"
"muallim","öğreten, yetiştiren"
"medeniyet","uygarlık"
"medenî","çağdaş, uygar"
"üstad","hoca, öğretmen"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"azîm","büyük, yüce"
"saltanat","egemenlik, hâkimiyet"
"zahirî","açık, görünürde"
"saltanat","egemenlik, hâkimiyet"
"saltanat-ı bâtıniye","insanların iç dünyalarında kurulan hâkimiyet, egemenlik"
"cezb ve celb","bir şeyi çekmek"
"nefis","insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"teshir","boyun eğdirmek; etkisi altına almak"
"mahbub","sevgili"
"muallim","öğreten, yetiştiren"
"tenvir","aydınlatmak, ışıklandırmak"
"nefis","insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"mürebbî","terbiye edici, eğitici"
"REŞHA","sızıntı  mânâsını taşıyan başlıklardan her birisi"
"âdet","alışkanlık"
"tiryaki","bağımlı"
"ref","ortadan kaldırmak"
"zahmet","zorluk, sıkıntı"
"hâkim","hükmeden, idareci"
"azim","kesin karar"
"kavim","topluluk, millet"
"itiyad edilen","alışkanlık hâline gelen"
"haslet","huy, özellik"
"müşkilât","zorluklar"
"âdet","alışkanlık"
"asabî","sinirli"
"kavim","topluluk, millet"
"cüz'î","küçük; ferdî"
"nezih","temiz, pâk"
"ahlâk","huy, tabiat, insanın davranış tarzı, tutum ve tavrı"
"âdet","alışkanlık"
"Hazret-i Ömer İbnü'l-Hattâb","bk. Ömer (r.a.)"
"radıyallahü teâlâ anh","Allah ondan razı olsun"
"evvel","önce"
"misal","örnek, benzer"
"icraat-ı esasiye","temel faaliyetler"
"icraat","faaliyet, iş"
"feylesof","filozof, felsefe ile uğraşan, felsefeci"
"vahşet-âbâd","vahşetlerle dolu"
"cezire","yarımada"
"vahşî","medenî olmayan, kaba"
"ıslah","düzelme, iyileşme"
"zât-ı mürşid","insanlara doğru yolu gösteren, Hz. Muhammed (a.s.m.)"
"muvaffak","başarmak"
"muvaffak","başarmak"
"Hâşâ","asla öyle değil"
"REŞHA","sızıntı  mânâsını taşıyan başlıklardan her birisi"
"münazara","tartışma"
"bilâhare","daha sonra"
"mahcup","utanmak"
"keza","aynı, aynı biçimde"
"pervasız","korkusuz"
"lâübâli","saygısız, çekinmesi olmayan, dikkatsiz"
"keza","aynı, aynı biçimde"
"velev","eğer, gerçi"
"âdi","basit, sıradan"
"cemaat","topluluk"
"vazifedar","görevli"
"haysiyet","itibar"
"cemaat","topluluk"
"şedit","çok şiddetli"
"hasım","düşman"
"hilâf-ı hakikat","gerçeğe aykırı"
"zât-ı nurânî","etrafını nuruyla aydınlatan zât, Hz. Peygamber (a.s.m.)"
"hutbe-i ezeliye","ezelî hutbe; Allah'ın insanlara ve cinlere bir hutbesi olan Kur'ân"
"tereddüd","kararsızlık, şüphe"
"hicab","utanma"
"teessür","bir başkasının tesirinde kalma, etkilenme"
"safa-i kalb","bütün kirlerden arınmış bir kalp"
"hâlis","içten, katıksız, samimi"
"hasım","düşman"
"tezyif","hakaret, küçük düşürme"
"nefis","insanın kendisi"
"tahkir","aşağılamak"
"izzet","değer, itibar"
"zerre miskal bir hilenin bu meseleye karışmasına imkân var mıdır? Hâşâ!","çok az bir miktar, küçük bir ağırlık"
"miskal","yaklaşık 4.5 grama denk olan bir ağırlık ölçüsü"
"Hâşâ","asla öyle değil"
"hak","doğru gerçek"
"hak","doğru gerçek"
"iğfal","gaflete düşürerek kandırma, aldatma"
"Hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"nazar","bakış, düşünce"
"iğfal","gaflete düşürerek kandırma, aldatma"
"hilâf-ı hakikat","gerçeğe aykırı"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"temyiz","birbirinden ayırmak"
"iltibas","farkını bilemeyip karıştırma"
"REŞHA","sızıntı mânâsını taşıyan başlıklardan her birisi"
"zât-ı mürşid","doğru yolu gösteren zât, Hz. Muhammed (a.s.m.)"
"nev-i beşer","insanlık"
"müthiş","dehşet veren"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"tebşir","müjde vermek"
"cezb","çekme"
"celb","kendi tarafına çeken"
"Hakaik","gerçekler, doğrular"
"garaib","hayret verici şeyler"
"keşif","gizli bir şeyi açığa çıkarma"
"şevk","çok arzu, şiddetli istek"
"garip","tuhaf"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"keşif","gizli bir şeyi açığa çıkarma"
"ihbar","haber vermek"
"hakaik","gerçekler, doğrular"
"enbiyâ","peygamberler"
"evliyâ","Allah dostları"
"sıddıkîn","daima doğruluk üzere olan ve Allah'a ve peygambere bağlı yaşayan büyük insanlar"
"ehl-i şuhud","gayb âlemine ait bilinmeyen hakikatleri Allah'ın lütuf ve ihsanıyla gören kimseler"
"ashab-ı ihtisas","ihtisas sahibi olan uzman kişiler"
"bilittifak","görüş birliği sağlanmak sûretiyle"
"tasdik","doğrulamak, onaylamak"
"Sultan","otorite, kudret ve egemenlik sahibi olan Allah"
"şuûn","hâller, işler; Cenâb-ı Hakkın yüce sıfatlarının mahiyetlerinde bulunan ve onları tecelliye sevk eden Zâtına ait mukaddes özellikler"
"kamer","ay"
"mülk","sahip olunan şey"
"Acip","hayret verici, şaşırtıcı"
"müthiş","dehşet veren"
"infilâk","patlama"
"inkılâp","değişim, dönüşüm"
"hutbe-i ezeliye","ezelî hutbe; Allah'ın insanlara ve cinlere bir hutbesi olan Kur'ân"
"tilâvet","okumak"
"beşer","insan"
"istikbal","gelecek"
"dünyevî","dünya ile ilgili"
"istikbal","gelecek"
"nisbeten","kıyasla, oranla"
"katre","damla"
"hükmünde","benzer bir şeyle aynı hükmü taşıyan"
"saadet","mutluluk"
"saadet","mutluluk"
"nazaran","bakarak, –göre"
"acaip","hayret verici, şaşırtıcı"
"intizar","beklemek"
"Binaenaleyh","bundan dolayı"
"keyfiyet","nitelik, özellik"
"hârikulâde","olağanüstü, şaşırtıcı derecede"
"garaib","tuhaf, hayret verici şeyler"
"keza","aynı, aynı biçimde"
"Hâlık","her şeyi var eden yaratıcı Allah"
"talep","istemek"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"Feyâ acaba!","Yahu gibi bir mânaya gelir, hayret ifade eder."
"Ekser-i nâs","çoğu insanlar"
"hak","doğru, gerçek"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"REŞHA","sızıntı mânâsını taşıyan başlıklardan her birisi"
"minber-i âli","yüksek, yüce minber"
"hutbe-i ezeliye","ezelî hutbe; Kur'ân-ı Kerim"
"şahsiyet-i mâneviye","manevî şahsiyet; bir kimsenin temsil ettiği makam ve mevkiye ait kişiliği, taşıdığı meziyetleri"
"meşhud","görünen, bilinen"
"şuûnat","hâller, işler, temel özellikler; Hz. Peygamber'de (a.s.m.) bulunan temel vasıflar"
"âlem","dünya"
"zât-ı nurânî","nuranî zât; Hz. Peygamber (a.s.m.)"
"vahdaniyet-i İlâhiye","Allah'ın bir ve tek olması"
"burhan-ı sâdık-ı nâtık","doğru konuşan delil"
"tevhid","birleme, her şeyin bir olan Allah'a ait olması"
"hakikat","herbir şeyin aslı ve esası, gerçek mahiyeti"
"delil-i hak","hak delil"
"saadet-i ebediye","sonsuz mutluluğun yaşanacağı Cennet hayatı"
"vücuda","ortaya çıkmak, meydana gelmek"
"kat'î","kesin bir şekilde"
"zahir","açık, görünen"
"burhan","güçlü ve sarsılmaz delil"
"keza","aynı, aynı biçimde"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"saadet-i ebediye","sonsuz mutluluğun yaşanacağı Cennet hayatı"
"husul","meydana gelme"
"vüsul","kavuşma, erişme"
"keza","aynı, aynı biçimde"
"ubudiyet","kulluk"
"saadet","mutluluk"
"vücud","varlık"
"icad","var edilme, yaratılma"
"vesile","aracı"
"nev-i beşer","insanlık"
"Ceziretü'l-Arab","bk. Arap Yarımadası"
"küre-i arz","yer küre, dünya"
"Cemaat","topluluk"
"Âdem","Cenâb-ı Hakkın yarattığı ilk insan ve insanlara gönderdiği ilk peygamber; bk. Âdem (a.s.)"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"saf","sıra ile uzun uzadıya dizilmek"
"asır","yüzyıl"
"saf","sıra ile uzun uzadıya dizilmek"
"Âmin","Allah'ım kabul eyle"
"Bilhassa","özellikle"
"cemaat-ı uzmâ","büyük cemaat, topluluk"
"umum","bütün, genel"
"zevilhayat","canlılar"
"şâmil","içine alan"
"şedit","çok şiddetli"
"ihtiyac-ı azîm","büyük ihtiyaç"
"cemaat","topluluk"
"arz","yeryüzü"
"semâ","gökyüzü"
"mevcudat","varlıklar"
"Âmin","Allah'ım kabul eyle"
"Yâ Rabbenâ","ey Rabbimiz"
"talep","istemek"
"talep","istemek"
"Bilhassa","özellikle"
"cemaat-i uzmâ","büyük cemaat, topluluk"
"tazarru","dua, yakarış"
"tezellül","Allah'ın huzûrunda boyun büküp yalvarma"
"iştiyak","şiddetli arzu ve istek"
"niyaz","dua etme, yalvarıp yakarma"
"iştirâk","katılmak"
"niyaz","dua etme, yalvarıp yakarma"
"husule","meydana gelmek"
"mahlûkat","yaratılmış varlıklar"
"âlem","dünya"
"esfel-i sâfilîn","aşağıların en aşağısı"
"matlub","istek, arzu"
"mevcudat","varlıklar"
"kemâlât","mükemmel özellik ve dereceler"
"matlub","istek, arzu"
"talep","istemek"
"cüz'î","ferdî, küçük"
"lisan-ı hal","hal dili"
"keza","aynı, aynı biçimde"
"ednâ","basit, küçük"
"emel","arzu, istek"
"ednâ","basit, küçük"
"ednâ","basit, küçük"
"zîhayat","hayat sahibi, canlı"
"ikram","bağış, ihsan"
"merhamet","şefkat, acıma"
"terbiye","belli bir amaca erişecek şekilde geliştirme, yetiştirme"
"tedbir","çekip çevirme, ihtiyacını karşılama"
"intizam","disiplin, düzen"
"cereyan","meydana gelmek"
"terbiye","belli bir amaca erişecek şekilde geliştirme, yetiştirme"
"Semî'","herşeyi duyan ve işiten Allah"
"Basîr","her şeyi gören Allah"
"Alîm","her şeyi hakkıyla bilen, ilmi herşeyi kuşatan Allah"
"Hakîm","her işini hikmetle yapan Allah"
"minber","câmide hutbe okunan yer"
"Arş","Allah'ın hüküm ve egemenliğinin tecelli ettiği yer"
"müteveccihen","yönelmiş olarak"
"mahlûkat","yaratılmış varlıklar"
"Âmin","Allah'ım kabul eyle"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"rıza","memnuniyet, hoşnut olma"
"mülâkat","kavuşma"
"rüyet","Allah'ın cemâlini görme"
"saadet-i ebediye","sonsuz mutluluk"
"icad","var etme, yaratma"
"rahmet","merhamet ve şefkat"
"hikmet","gaye, fayda"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"esbap","sebepler"
"zât-ı nurânî","nûrânî zât, Hz. Peygamber (a.s.m.)"
"tazarru","dua, yakarış"
"niyaz","dua etme, yalvarıp yakarma"
"icad","var etme, yaratma"
"îtâ","aynen tekrar edilme, verilme"
"kâfi","yeterli"
"Binaenaleyh","bundan dolayı"
"risalet","elçilik, peygamberlik"
"ubudiyet","kulluk"
"ubudiyet","kulluk"
"mükâfat","ödül"
"mücâzat","cezalandırma"
"dâr-ı âhiret","âhiret âlemi"
"îcad","var etme, yaratma"
"intizam","disiplin, düzen"
"rahmet","merhamet ve şefkat"
"cemâl","güzellik"
"zulüm","haksızlık"
"tezat","zıtlık"
"İçtima","toplanma, bir araya gelme"
"ednâ","en basit, küçük"
"ednâ","en basit, küçük"
"âdi","basit, sıradan"
"savt","ses"
"kubh","çirkinlik, kötülük"
"hüsn-i zâtî","bir şeyin bizzat kendisinin güzel olması, güzelilği başkasından gelmemesi"
"kubh-u zâtî","bir şeyin bizzat kendisinin çirkin olması"
"inkılâp","değişmek, dönüşmek"
"İnkılâb-ı hakâik","gerçeklerin zıddına dönüşmesi"
"muhal","imkânsız"
"REŞHA","Kur'ân hakikatlerinden bir sızıntı anlamında konu başlıklarından her biri"
"hatib-i mürşid","doğru yolu gösteren hatip; Hz. Peygamber (a.s.m.)"
"ahval","haller, durumlar"
"ihâta","kuşatmak, her şeyi içine almak"
"feyiz","bereket, bolluk"
"Asr-ı Saadet","mutluluk çağı, Peygamber Efendimizin (a.s.m.) peygamber olarak dünyada bulunduğu devir"
"Ebû Hânife","Ehl-i Sünnetin amelde dört hak mezhebinden olan Hanefî mezhebinin kurucusu; bk. İmam-ı Âzam Ebû Hanîfe"
"Şâfiî","bk. İmam-ı Şâfiî"
"Ebû Yezid","bk. Bayezid-i Bistâmî"
"Cüneyd-i Bağdadî","bk. Cüneyd-i Bağdadî"
"Abdülkadir-i Geylânî","(1077-1166) tasavvufta en yüksek makamlardan biri olan Gavs-ı Âzam mertebesine yükseldiği için bu unvanla anılmıştır. Kadiriyye tarikatının kurucusudur; bk. Abdülkadir-i Geylânî"
"İmam-ı Gazâlî","bk. İmam-ı Gazâlî"
"Muhyiddin-i Arabî","bk. Muhyiddin-i Arabî"
"Ebû Hasen-i Şâzelî","bk. Seyyid Ebu'l-Hasen-i Şâzelî"
"Şah-ı Nakşibend","Nakşibendiyye Tarikatının kurucusu"
"İmam-ı Rabbânî","bk. İmam-ı Rabbânî"
"radiyallâhü anhüm ecmaîn","Allah onların hepsinden razı olsun"
"nurânî","nur gibi etrafını aydınlatan"
"ziyâdar","ışıklı, nurlu"
"âlem-i beşer","insanlık âlemi"
"tenvir","aydınlatmak, ışıklandırmak"
"Meşhudat","görünen, gözlemlenen şeyler"
"tafsilât","ayrıntı"
"tehir","ertelemek, sonraya bırakmak"
"mu'cizat","mu'cizeler"
"zât-ı nurânî","nûrânî zât, Hz. Peygamber (a.s.m.)"
"aleyhissalâtü vesselâm","Allah'ın selamı onun üzerine olsun"
"salât ü selâm","Peygamberimiz (a.s.m.) için yapılan dua ve niyaz"
"Risalet-i Ahmediye","Hz. Muhammed'in (a.s.m.) peygamberliği"
"yekûn","bütün, toplam"
"teşkil","meydana gelmek, oluşmak"
"namında","adında"
"risale","küçük çaplı kitap; Risale-i Nur'un bölümleri"
"zikr","anılmak, belirtilmek"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"izhar","açıklamak, göstermek"
"mu'cize","Allah tarafından verilip, yalnız peygamberlerin gösterebilecekleri büyük harika iş"
"namında","adında"
"tafsil edilen","ayrıntılı olarak açıklanan"
"vech-i i'câz","mu'cize olma yönü"
"risalet-i Ahmediye","Hz. Muhammed'in (a.s.m.) peygamberliği"
"şehadet","şahitlik yapmak"
"zât","kişi; Hz. Muhammed (a.s.m.)"
"nübüvvet","peygamberlik"
"Zât-ı Ehad","her bir varlıkta birliği tecellî eden Zât, Allah"
"vahdaniyet","Allah'ın benzersiz ve bir oluşu ve ortağının bulunmayışı"
"şehadet","şahitlik yapmak"
"risalet-i Ahmediye","Hz. Muhammed'in (a.s.m.) peygamberliği"
"şehadet","şahitlik yapmak"
"Ezcümle","meselâ, örneğin"
"Kâinat","evren"
"hüsn-ü san'at","sonsuz güzellikteki sanat"
"risalet-i Ahmediye","Hz. Muhammed'in (a.s.m.) peygamberliği ve Allah'ın ona semâvî kitap göndermesi"
"delâlet","delil olma, gösterme"
"şehadet","şahitlik eden"
"kat'î","kesin, şüphesiz"
"Zira","çünkü"
"ziynet","süs"
"masnuat","san'at eseri varlıklar"
"cemâl","güzellik"
"ziynet","süs"
"izhar","açıklamak, göstermek"
"suret","biçim, şekil"
"Sâni","her şeyi san'atla yaratan Allah"
"ziynet","süs"
"mevcut","var"
"delâlet","delil olma, gösterme"
"sıfat","nitelik, vasıf"
"Sâni","her şeyi san'atla yaratan Allah"
"muhabbet","sevgi"
"delâlet","delil olma, gösterme"
"muhabbet","sevgi"
"masnuat","san'at eseri varlıklar"
"ekmel","en mükemmel"
"muhabbet","sevgi"
"mazhar","bir şeye erişen; ayna olan"
"medar","sebep, vesile"
"masnuat","san'at eseri varlıklar"
"câmi","kapsamlı"
"garib","farklı, benzersiz"
"şecere-i hilkat","yaratılış ağacı; kâinattaki bütün varlıkların bir ağaç misali yaratılmaları"
"semere-i şuuriye","şuurlu bir meyve; kâinat ağacının şuurlu meyvesi olan insan"
"semere","meyve"
"cihet","yön, taraf"
"kâinat","evren"
"ecza","parçalar, kısımlar"
"câmi","kapsamlı"
"baîd","uzak"
"cüz","kısım, parça"
"zîşuur","akıl ve şuur sahibi"
"câmi","kapsamlı"
"cihet","yön, taraf"
"nazar","bakış, görüş"
"âmm","genel, kapsamlı"
"şuur","bilinç, anlayış"
"küllî","kapsamlı, geniş"
"Nazar","bakış, görüş"
"âmm","genel, kapsamlı"
"şuur","bilinç, anlayış"
"küllî","kapsamlı, geniş"
"Sâni","her şeyi san'atla yaratan Allah"
"makasıd","gayeler, istenilen şeyler"
"Sâni","her şeyi san'atla yaratan Allah"
"muhatab-ı hâs","özel muhatap"
"âmm","genel, kapsamlı"
"şumul","geniş kapsamlı oluş, kuşatıcılık"
"nazar","bakış, görüş"
"şuur","bilinç, anlayış"
"Sâni","her şeyi san'atla yaratan Allah"
"muhabbet","sevgi"
"sarf","kullanma"
"istihsan","beğenme, güzel bulma"
"takdir","övgü"
"teşhir","ilân etme, sergileme"
"tevcih","yöneltme"
"istimal","kullanan"
"şükür","Allah'a karşı minnet duyma, teşekkür etme"
"mahlûkat","yaratılmışlar, varlıklar"
"Sâni","her şeyi san'atla yaratan Allah"
"has","özel"
"muhatap","hitap edilen"
"habib","sevgili"
"Zikredilen","hatırlatılan, söylenen"
"ahval","haller, vaziyetler"
"şuûnat","hâller, işler"
"muttasıf","bir nitelik ve özelliği üzerinde taşıyan"
"Sâni","her şeyi san'atla yaratan Allah"
"ferd-i ferid","eşi-benzeri olmayan tek kişi"
"nev-i beşer","insanlık"
"levha","görünen manzara; tablo"
"Rububiyet","Rablık; Allah'ın her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"Ubudiyet","kulluk"
"levha","görünen manzara; tablo"
"Hüsn-ü san'at","san'at güzelliği, güzel san'atlar"
"levha","görünen manzara; tablo"
"Tefekkür","Allah'ı tanımak için etraflıca ve derinlemesine düşünme"
"istihsan","beğenme, güzel bulma"
"levha","görünen manzara; tablo"
"münasebet","bağlantı, bağ"
"ubudiyet","kulluk, ibadet"
"rububiyet","Rablık; Allah'ın her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"Tefekkür","Allah'ı tanımak için etraflıca ve derinlemesine düşünme"
"istihsan","beğenme, güzel bulma"
"levha","görünen manzara; tablo"
"hüsn-ü san'at","san'at güzelliği, güzel san'atlar"
"nimet","iyilik, lütuf, ihsan"
"levha","görünen manzara; tablo"
"hakikat","gerçek"
"rububiyet","Rablık; Allah'ın her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"ubudiyet","kulluk, ibadet"
"reis","başkan"
"münasebet","bağlantı, bağ"
"imkân","mümkün olma, olabilirlik"
"Sâni","her şeyi san'atla yaratan Allah"
"makasıd","gayeler, istenilen şeyler"
"kemâl-i ihlâs","mükemmel ve kusursuz samimiyet"
"ubudiyet reisi","Allah'a hakiki kulluğu gösteren lider; Hz. Peygamber (a.s.m.)"
"Sâni","her şeyi san'atla yaratan Allah"
"azîm","büyük, yüce"
"münasebet","bağlantı, bağ"
"kavî","kuvvetli, sağlam"
"intisab","bağlanma, mensup olma"
"reis","başkan"
"muârefe","karşılıklı tanışma, bilişme; birbirini bilip tanıma"
"mükâleme","karşılıklı konuşma"
"bilbedâhe","ap açık"
"tahakkuk","gerçekleşmek"
"ubudiyet reisi","Allah'a hakiki kulluğu gösteren lider; Hz. Peygamber (a.s.m.)"
"rububiyet","Rablık; Allah'ın her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"has","özel"
"mahbup","sevgili"
"makbul","kabul gören"
"masnuat","san'at eseri varlıklar"
"envâ-ı mehasin","çeşitli güzellikler"
"tezyin","süsleyen"
"zîhayat","canlı, hayat sahibi"
"iştah","istek, arzu"
"nimet","iyilik, lütuf, ihsan"
"in'âm","nimetlendiren"
"Sâni","her şeyi san'atla yaratan Allah"
"kâmil","olgun, mükemmel"
"cemîl","güzel"
"kemâl-i iştiyak","tam bir istek ve arzu"
"teveccüh","yönelmek"
"Sâni","her şeyi san'atla yaratan Allah"
"mehasin-i san'at","san'at güzellikleri"
"takdir","övgü"
"istihsanat","beğenmeler, güzel bulmalar"
"arş ve ferş","gök ve yer"
"taraba","sevinç veren"
"Sâni","her şeyi san'atla yaratan Allah"
"ihsanat","iyilikler, bağışlar"
"teşekkürat","teşekkürler"
"tekbirat","tekbirler"
"berr ve bahr","denizler ve karalar"
"cezbe","Allah aşkıyla kendinden geçme"
"mahlûk","yaratılmış varlık, yaratık"
"masnu","san'at eseri"
"iltifat","yönelmek, değer vermek"
"nazar-ı itibar","dikkate alma"
"teşekkürat","teşekkürler"
"mukabele","karşılık vermek"
"teveccüh","yönelmek"
"iktidar","güç, kudret"
"mahlûkat","yaratılmışlar, yaratıklar"
"imam","önder, rehber"
"mürşid","doğru yolu gösteren"
"imkân","mümkün olma, olabilirlik"
"Lâsiyyema","özellikle; bilhassa"
"cihet","şekil, yön"
"esas","temel"
"Arabî","Arapça"
"zerrat","zerreler, atomlar"
"müçtemian","topluca, hepsi birden"
"münferiden","tek olarak"
"lisan-ı acz ve fakr","güçsüzlük ve ihtiyaç dili"
"vücub-u vücud","Allah'ın varlığının zorunlu oluşu, var olmak için bir sebebe muhtaç olmaması"
"vahdet","Allah'ın birliği"
"şehadet","şahid olmak"
"Sâni-i Hakîm","herşeyi hikmetle ve san'atla yapan Allah"
"hamd","övgü, teşekkür, minnet"
"senâ","övgü"
"şükür","medih, övgü; Allah'a karşı minnet duyma, teşekkür etme"
"tılsım","sır, gizli gerçek"
"âyât","âyetler, deliller"
"keşf","gizli bir şeyi açığa çıkarma"
"beyan","açıklamak, izah etmek"
"Resul","elçi, peygamber"
"âl","âile; âile çevresi; soyundan gelenler; Peygamberimizin (a.s.m.) en yakın akrabaları; Ehl-i Beyt"
"ashab","arkadaşlar, Peygamber Efendimizi görmüş olan mü'minler"
"sair","diğer, başka"
"enbiya","nebiler, peygamberler"
"mürselîn","resuller, peygamberler"
"ihvan","kardeşler"
"ibâd-ı sâlihîn","Allah'ın sevgili kulları"
