"kelime","anlam"
"ihtilâlci","ayaklanan, karışıklık çıkaran"
"divan-ı harp","askerî mahkeme"
"müdafaa","savunma"
"tab","matbaada bastırılma"
"neşr","yayınlanma, yayımlama"
"beraat","temize çıkma, suçsuz olduğunun anlaşılması"
"Bayezid","İstanbul'da bulunan ve ismini Bayezid Camiinden alan semt; Bayezid Camiinin olduğu yer"
"Sultanahmed","İstanbul'da bulunan ve ismini Sultanahmed Camii'nden alan semt; bk. Sultanahmed Camii"
"mevcut","var"
"nidâ","sesleniş"
"Divan-ı harp","askerî mahkeme"
"müdafaa","savunma"
"31 Mart Hadisesi","bk. Otuz Bir Mart Hadisesi"
"müdafaa","savunma"
"İki Mekteb-i Musibetin Şehadetnamesi","meşrutiyet ve hürriyet dönemlerine ait musibet sınavının diploması"
"Divan-ı Harb-i Örfî","Sıkıyönetim Mahkemesi"
"Vaktâ ki","ne zaman ki"
"divanelik","delillik, çılgınlık"
"yâd","anılma, zikredilme"
"istibdat","baskı, zulüm"
"tımarhane","ruh, sinir ve akıl hastalıkları hastanes"
"Vaktâ ki","ne zaman ki"
"itidal","her konuda orta yolu tutma, aşırıya kaçmama"
"istikamet","hak, doğru yol ve adalet üzere olma"
"irtica","gericilik"
"iltibas","karıştırılma"
"Meşrutiyet","bk. meşrutiyet"
"istibdat","baskı, zulüm"
"temaşa","bakan, seyreden"
"zevat","zâtlar, kişiler"
"misafireten","misafir olarak"
"asabî","kendi kavim ve milletine körü körüne bağlı, ırkçı"
"bedevî","şehirde yaşamayıp, şehir hayatını bilmeyen"
"hal-i ihtilâl","ayaklanma durumu, karışıklık hâli"
"dimağ","beyin"
"tahtie","hataya düşürme; Benim yolum doğrudur, hata ihtimali var. Başkalarının yolu hatadır, doğru olma ihtimali var. görüşünde olmak"
"31 Mart Hadisesi","bk. Otuz Bir Mart Hadisesi"
"Divan-ı Harb-i Örfî","Sıkıyönetim Mahkemesi"
"mizan-ı şeriat","şeriat terazisi; Allah tarafından bildirilen hükümlerin teraizisi, ölçüsü"
"muvazene","karşılaştırma; ölçme, tartma"
"nokta-i nazar","bakış ve görüş açısı"
"muhakeme","yargılama, değerlendirme"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"âhiret","öldükten sonra sonsuz olarak devam edecek olan hayat"
"şimendifer","tren"
"cemiyet-i beşeriye","insanlık topluluğu, insanlık âlemi"
"gaddarane","acımasızca, zulmederek"
"nev-i benî beşer","insanoğlu, insanlık türü"
"irad","sunma"
"kabr-i kalb","kalb kabri"
"hakaik","gerçekler"
"nâmahrem","yabancı olan; görmesi ve bilmesi sakıncıl olan"
"nazar","bakma"
"Âhiret","öldükten sonra sonsuz olarak devam edecek olan hayat"
"kemal-i iştiyak","tam bir istek ve arzu"
"müheyya","hazır, hazırlanmış"
"bedevî","şehirde yaşamayıp, şehir hayatını bilmeyen"
"garaipperest","garip ve tuhaf şeylere düşkün olan, çok seven"
"acaip","hayret verici ve şaşırtıcı"
"mehasin","güzellikler"
"kemal-i hâhiş","tam bir istek ve arzu"
"ma'rez-i acaip ve garaip","acaip ve garipliklerin teşhir edildiği sergi, fuar"
"âlem-i âhiret","âhiret âlemi, öteki dünya"
"hâhiş","arzu, istek"
"nefy","sürgün"
"vicdanen","vicdanî olarak"
"tâzib","azap verme, cezalandırma, işkence etme"
"illâ","ancak"
"zaman-ı istibdat","baskı, zulüm dönemi"
"husumet","düşmanlık"
"adavet","düşmanlık"
"cünun","delilik"
"mevt","ölüm"
"zemin","yer, makam, ortam"
"efkâr","fikirler, düşünceler"
"beyan","açıklama"
"Divan-ı Harb-i Örfî","Sıkıyönetim Mahkemesi"
"zemin","yer, makam, ortam"
"Bidayet","başlangıç"
"şeriat","Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin hepsi, İslâmiyet"
"Şeriat","Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin hepsi, İslâmiyet"
"hakikat","doğru, esas, gerçek"
"şeriat","Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin hepsi, İslâmiyet"
"sebeb-i saadet","mutluluk sebebi"
"adalet-i mahz","tam ve mükemmel adalet"
"fazilet","değer, üstünlük"
"İttihad-ı Muhammedî","bk. İttihad-ı Muhammedî Cemiyeti"
"Maaliftihar","iftiharla, memnuniyetle"
"efrad","fertler"
"vecih","tarz, şekil"
"ittihad","birlik"
"neşr","yayımlamak, yaymak"
"Meşrutiyet","bk. Meşrutiyet"
"ehl-i şeriat","şeriat taraftarı Müslümanlar"
"meyusiyet","ümitsizlik"
"ehl-i asr","içinde bulunulan asırda yaşayan, aynı asrı paylaşan insanlar"
"nazar","bakış, göz"
"cehil","cahillik"
"cünun","delilik"
"hakikat","doğru, esas, gerçek"
"evham","kuruntular, şüpheler"
"zabit","subay"
"iktiza","gerektiren"
"icmal","özet"
"medar-ı iftihar","iftihar ve övünç kaynağı, sebebi"
"mehasin","güzellikler"
"itizar","özür dileme"
"mütehayyir","hayrete düşen, şaşkın"
"Mukaddime","başlangıç, giriş, meseleye hazırlık"
"tenezzül","inmek, alçalmak"
"isnad","dayandırılmak"
"hürriyeti lâfızdan ibaret","hürriyetin yalnız sözde kalması, sözde hürriyet"
"gaddar","acımasız, çok zulmeden"
"mevki","konum, yer"
"Mazlumiyet","zulme uğramış olma, mazlumluk"
"zalimiyet","zalimlik"
"setr","örtme, gizleme"
"irtica","gericilik"
"hafiye","gizli çalışan, casus"
"sadakat","bağlılık, doğruluk"
"itimad","güvenilme"
"Adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"cerbeze","doğruyu yanlış, yanlışı doğru gösterecek derecede aldatma"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"efrad-ı kesîre","çok sayıdaki fertler"
"tahallül-ü mehasin","güzelliklerin ve iyiliklerin araya girmesi"
"tâdil","düzeltilme, ıslah edilme"
"müteferrik","kısım kısım, farklı farklı, dağınık"
"cerbeze","doğruyu yanlış, yanlışı doğru gösterecek derecede aldatma"
"cem","bir araya getirme, toplama"
"zaman-ı vahid","aynı anda, aynı zaman"
"şahs-ı vahid","bir tek şahıs, kişi"
"sudur","çıkma"
"tevehhüm","kuruntuya kapılma, sanma, zannetme"
"şedid","şiddetli"
"müstehak","hak eden, lâyık"
"zulm-ü şedîd","şiddetli zulüm"
"tâdâd","sayma, sıralama"
"bidayet-i Hürriyet","Hürriyet'in başlangıcı; Meşrutiyetin ilk yılları"
"şark","Doğu"
"aşiret","birlikte yaşayan, bir soydan gelen insanlar"
"Sadâret","Başbakanlık"
"vasıtasıyla","aracılığıyla, kanalıyla"
"Meâl","anlam, mânâ"
"Meşrutiyet","bk. Meşrutiyet"
"kanun-u esasî","temel kanun, Anayasa"
"hakikî","gerçek"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"meşveret-i şer'iye","şeriattaki istişare, işlerin istişare (danışıp görüşme) yoluyla halledilmesi, İslâm'ın öngördüğü meşveret"
"hüsn-ü telâkki","güzel ve doğru anlama, güzel bulup kabul etme"
"Muhafaza","koruma"
"dünyevî","dünya ile ilgili"
"saadet","mutluluk"
"Meşrutiyet","bk. Meşrutiyet"
"istibdat","şiddet ve baskı"
"zarardîde","zarara uğramış, zarar görmüş"
"müspet","olumlu"
"vilâyat-ı şarkiye","Doğu illeri"
"tenbih","ikaz, uyarma"
"gafil","habersiz"
"istibdat","şiddet ve baskı"
"gaflet","habersizlik"
"Neme lâzım","bu işle ilgilenmem, bana ne, buna karışmam anlamında bir ifade"
"Ayasofya","bk. Ayasofya Camii"
"Bayezid","İstanbul'da bulunan ve ismini Bayezid Camiinden alan semt"
"Fatih","bk. Fatih – Fatih Camii"
"Süleymaniye","bk. Süleymaniye Camii"
"umum","bütün"
"ulema","âlimler"
"hitaben","hitap ederek, seslenerek"
"müteaddit","bir çok, çeşitli"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"müsemmâ-yı meşrutiyet","meşrutiyetin meşrutiyet olarak isimlendirilmesi, mânâsı, özü, gerçeği"
"münasebet-i hakikiye","gerçek bağlantı, ilgi"
"teşrih","şerh etme, açıklama"
"mütehakkimane","zorbaca"
"istibdad","baskı, zulüm"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"münasebet","bağlantı, ilgi"
"beyan","anlatma, açıklama"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"istibdad","baskı, zulüm"
"zalimâne","zalimce"
"tahakküm","baskı ve zorbalık"
"irad","konuşma yapma, sunma"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"meslek-i hakikî","gerçek meslek, yol ve metot"
"hakikat-i meşrutiyet-i meşrûa","dine uygun meşrutiyetin esası"
"meşrutiyet","bk. Meşrutiyet"
"delâil-i şer'iye","şeriata ait deliller; Kur'ân, Sünnet, İcmâ ve Kıyas delilleri gibi"
"taklîdî","taklitle yapılan, körü körüne taklit edilen"
"hilâf-ı şeriat","Allah tarafından bildirilen hükümlere ters, zıt"
"telâkki","anlama, kabul etme"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"ulema","âlimler"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"zünun-u fâside","bozuk şüpheler, zanlar"
"iktidar","güç, kudret"
"gafil","duyarsız, habersiz"
"safdil","saf kalpli, kolay aldanan"
"iğfal","kandırma, aldatma"
"vilâyât-ı şarkiye","Doğu illeri"
"lekedar","lekeleme, kirletme"
"umum","bütün"
"meşrutiyet","bk. Meşrutiyet"
"telkin","fikir aşılama, fikren yönlendirme"
"meal","mânâ, anlam"
"tahakküm","baskı ve zorbalık"
"Meşrutiyet","bk. Meşrutiyet"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"itaat","emre uyma, boyun eğme"
"halife","Peygamber Efendimizin (a.s.m.) vekili olarak Müslümanların başkanlığını yapan ve İslâmiyeti korumak ve yaşatmakla görevli olan zât"
"itaat","emre uyma, boyun eğme"
"tâbi","uyma"
"haydut","eşkıya"
"cehalet","cahillik, bilgisizlik"
"zaruret","yoksulluk; maddi yönden geri kalmışlık"
"ihtilâf","anlaşmazlık, uyuşmazlık"
"san'at","zanaat, ustalık; bir şey hakkındaki yöntemlerin tamamı; meslek kurallarının tümü"
"marifet","eğitim; ilim, bilim"
"ittifak","birlik, birleşme, beraberlik"
"cihad","mücadele, çalışma, çabalama"
"teyakkuz","uyanıklık"
"terakki","ilerleme, yükselme"
"sevk","yönlendiren, yönelten"
"husumet","düşmanlık"
"fenalık","kötülük"
"husumet","düşmanlık"
"hikmet-i hükûmet","hükumetin yararlara yönelik gayesi, siyasî maksadı"
"Avusturya","bk. Avusturya"
"Avrupa","bk. Avrupa"
"boykot","ambargo uygulama; bir şahıs veya devletle alışverişi ve münasebetleri kesme"
"müşevveş","karışık, düzensiz"
"âkılâne","akıllı, mantıklı"
"irtibat","bağ, ilişki"
"tâdil","düzeltme, ıslah etme"
"boykot","ambargo uygulama; bir şahıs veya devletle alışverişi ve münasebetleri kesme"
"Avrupa","bk. Avrupa"
"harb-i iktisadî","ekonomik savaş"
"sebebiyet","sebep olma, neden olma"
"Avrupa","bk. Avrupa"
"taassup","aşırı derecede, körü körüne bağlılık"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"hâşâ ve kellâ","asla ve asla, kesinlikle öyle değil"
"istibdad","baskı ve zulüm"
"nihayet","son derece"
"kalben","kalbî olarak"
"tekzip","yalanlama"
"Meşrutiyet","bk. Meşrutiyet"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tasdik","doğrulama, onaylama"
"Ayasofya Camii","bk. Ayasofya Camii"
"meb'usan","mebuslar, milletvekilleri"
"hitaben","hitap ederek, seslenerek"
"Meşrutiyet","bk. Meşrutiyet"
"ünvan","isim, nam, ad"
"telâkki","anlama, kabul etme"
"telkin","fikir aşılama, fikren yönlendirme"
"ağraz","kinler, garazlar, kötü maksatlar"
"lekedar","lekeleme"
"âdâb-ı şeriat","Allah tarafından bildirilen hükümlerin koyduğu edep ve kurallar"
"takyid","sınırlama, kayıt altına alma"
"efrad","fertler"
"avâm-ı nas","sıradan halk tabakası"
"sefih","yasak zevk ve eğlencelere aşırı düşkün olma, zararını ve yararını ayırt edemeyen"
"Adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"mezhep","dinde tutulan yol; burada İslâm hukukunun uygulamaya dair hükümlerini şeriata uygun olarak yorumlayan Hanefî, Şâfiî, Malikî ve Hanbelî mezhepleri kastediliyor"
"sahih","doğru, kusursuz"
"hakaik-i meşrutiyet","meşrutiyetin hakikat ve esasları"
"sarahaten","açıkça"
"zımnen","gizlice"
"iznen","şeriatın müsaade ettiği, izin verdiği ölçüde"
"mezhep","dinde tutulan yol; burada İslâm hukukunun uygulamaya dair hükümlerini şeriata uygun olarak yorumlayan Hanefî, Şâfiî, Malikî ve Hanbelî mezhepleri kastediliyor"
"istihrac","hüküm çıkarma"
"dâvâ","iddia"
"âdi","basit, sıradan"
"Ulema","âlimler"
"farz","Allah'ın ve Resûlünün yapılmasını kesinlikle emrettiği şeyler"
"kıyas-ı fâsid","şartlarına uygun olmadan yapılan bozuk, geçersiz kıyas"
"haysiyet","itibar, şeref, onur"
"neşriyat","yayın, yayınlama"
"ahlâk-ı İslâmiye","İslâmiyetin öngördüğü ahlâk"
"efkâr-ı umumiye","genel kamuoyu; umumun fikir ve düşünceleri"
"neşr","yayınlama, yayma"
"Edip","edebiyatla uğraşan, edebî eser veren kimse"
"edepli","terbiyeli"
"edeb-i İslâmiye","İslâmiyetin öngördüğü edep kuralları"
"müteeddib","edeplenme, terbiye almış olma, görgü kurllarına uygun davranma"
"kalb-i umumî-i müşterek-i millet","halkın ortak, kültür ve düşünceyi barındıran kalbi, gönlü"
"bîtarafane","tarafsız bir şekilde"
"matbuat","basın, medya"
"nizamname","düzenleyici tüzük, kararname"
"hiss-i diyanet","dinî duygu, dindarlık hissi"
"niyet-i hâlisa","içten, samimi niyet"
"tanzim","düzenleme"
"İstanbul","bk. İstanbul"
"İstanbul","bk. İstanbul"
"efkâr-ı umumiye","genel kamuoyu; umumun fikir ve düşünceleri"
"garaz","kin, kötü maksat"
"fikr-i intikam","intikam fikri"
"elifba","Arap alfabesinin ilk iki harfi; Osmanlıca veya Arapçayı yeni öğrenmeye başlayanlar için hazırlanmış kitapçık"
"felsefe-i tabiiye","tabiatçı, materyalist felsefe; her şeyin tabiatın tesiriyle olduğunu savunan felsefî görüş"
"libas","elbise"
"hissiyat","duygular, düşünceler"
"İstanbul","bk. İstanbul"
"tatbik","uygulanma"
"Akvâm","kavimler, milletler"
"ihtilâf","farklılık, değişiklik"
"aktâr","bölgeler"
"tehâlüf","farklılık, ayrılık"
"ihtilâf","anlaşmazlık, uyuşmazlık"
"libas","elbise"
"endam","vücut, beden, boy pos"
"Fransız büyük ihtilâli","bk. Fransız İhtilâli"
"düstur","kural, prensip, ilke"
"tatbik-i nazariyat","nazariyelerin, teorilerin uygulanması"
"muktezâ-yı hal","hâlin, durumun gerektirdiği şey"
"ümmî","okuma yazma bilmeyen; ukalalık taslayanlara karşı hem istihza hem de bir tevazu ve alçakgönüllülük ifadesi olarak kullanılmıştır"
"cerbezeli","hakkı bâtıl, bâtılı hak gösterecek derecede aldatan şey"
"muğalâta","demagoji; muhatabını yanıltmak için hatâlı ve yanlış söz söyleme"
"ağrazlı","maksatlı, kinle dolu"
"muharrir","yazar, gazete ve dergi yazarı"
"içtima","toplantı, bir araya gelme"
"avam-ı nas","sıradan halk tabakası"
"asayiş","düzenlilik; emniyet, huzur ve güven"
"ihlâl","bozma, karıştırma"
"lisan","dil"
"lâfız","söz; kelime"
"teskin","sakinleştirme, rahatlatma"
"Ezcümle","örneğin, bu cümleden olarak"
"Bayezid","İstanbul'da bulunan ve ismini Bayezid Camiinden alan semt"
"içtima","toplantı, bir araya gelme"
"Ayasofya","bk. Ayasofya Camii"
"teskin","sakinleştirme, rahatlatma"
"bedevî","köylü, şehir hayatını bilmeyen"
"entrika","dalavere"
"İttihad-ı Muhammedî","Resûl-i Ekrem Efendimizin (a.s.m.) sünnetine bağlı olan Müslümanların oluşturduğu birlik"
"cemiyet","örgüt, parti, dernek"
"teşekkül","ortaya çıkma, şekillenme"
"Nihayet derece","son derece"
"ism-i mübarek","bereketli, hayırlı isim; Muhammedî ismi"
"ism-i mübarek","bereketli, hayırlı isim; Muhammedî ismi"
"zevât","kişiler"
"Sünnet-i Seniyye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"tebaiyete nakl","tabi olup bağlanma, uyma şekline çevirme; İttihad-ı Muhammedî Cemiyeti ismini siyasi olarak değil, Hz. Peygamberin sünnetine uyma ve uyanlar olarak benimsemişler"
"siyasî cemiyet","siyasî topluluk, örgüt, parti"
"kat-ı alâka","ilişkiyi kesme"
"umum","bütün; herkes; bütün"
"tahsis","bir şeye ait kılma, özel kılma"
"tahdit","sınırlama"
"müteaddit","bir çok, çeşitli"
"cemiyet","örgüt, parti, dernek"
"Kezâlik","bunun gibi"
"ism-i mübarek","bereketli, hayırlı isim; Muhammedî ismi"
"intisap","bağlanma, mensup olma"
"ittihad","birlik, birleşme"
"Şark","doğu"
"garb","batı"
"cenup","güney"
"şimal","kuzey"
"silsile-i nuranî","nurlu silsile, zincir"
"merbut","bağlı"
"ittihad","birlik, birleşme"
"cihetülvahdet","birlik yönü, birleşme yönü"
"irtibat","bağ, ilişki"
"tevhid-i İlâhî","birleme; her şeyin bir olan Allah'a ait olduğunu bilme ve inanma"
"Peyman","yemin"
"Müntesip","mensubu olan kişi"
"kalû belâ","ruhların yaratıldıktan sonra, Allah'ın Ben sizin Rabbiniz değil miyim? sorusuna verdikleri Evet Rabbimizsin cevabı"
"umum","bütün; herkes; bütün"
"Defter-i esmâ","isimlerin defteri"
"Levh-i Mahfuz","her şeyin bütün ayrıntılarıyla yazıldığı kader levhası"
"ittihad","birlik, birleşme"
"nâşir-i efkâr","fikirleri neşreden, yayan"
"umum","bütün; herkes; bütün"
"kütüb-ü İslâmiye","İslâmiyeti anlatan kitaplar, İslâmî eserler"
"i'lâ-i kelimetullah","Allah'ın kelâmını, Kur'ân ve iman hakikatlerini yüceltme, bildirme ve duyurma"
"hedef-i maksat","asıl gaye, kastedilen hedef"
"umum","bütün; herkes; bütün"
"encümen","meclis, cemiyet"
"zikirhane","Allah'ın anıldığı, Allah'ın zikrinin yapıldığı yer"
"Haremeyn-i Şerifeyn","Mekke ve Medine"
"cemiyet","örgüt, parti, dernek"
"reis","baş, başkan"
"Fahr-i Âlem","bütün âlemin kendisiyle övündüğü Peygamberimiz (a.s.m)"
"mesleği","tarz, yol, metot"
"nefs","insanı daima kötülüğe, hazır zevk ve isteklere sevk eden duygu"
"mücahede","cihad etme, mücadele"
"ahlâk-ı Ahmediye","Peygamberimizin (a.s.m. ) eşsiz ahlâkı"
"tahallûk","ahlâklanma"
"sünnet-i Nebeviye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"ihyâ","diriltme, hayat verme, canlı tutma"
"muhabbet","sevgi"
"ittihad","birlik, birleşme"
"nizamnâme","bir şeyi düzenleyen kararname, kanun, tüzük"
"sünnet-i Nebeviye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"kanunname","kanun kitabı, kanunların yazılı olduğu kitap"
"evamir","emirler"
"nevâhî-i şer'iye","şeriatın nehiyleri, yasakları"
"berâhin-i katıa","kat'i burhanlar; güçlü ve sarsılmaz kesin deliller"
"medenî","şehirli; ilim, fen, san'at, kültür ve sosyal açılardan gelişmiş ve ilerlemiş olan"
"galebe çalma","üstün gelme"
"icbar","zorlama"
"Taharrî-i hakikat","doğru ve gerçeği araştırma"
"muhabbet","sevgi"
"Husumet","düşmanlık"
"taassub","aşırı derecede, körükörüne bağlılık"
"maksat","gaye"
"ilâ-yı kelimetullah","Allah'ın kelâmını, Kur'ân ve iman hakikatlerini yüceltme, bildirme ve duyurma"
"Şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"ahlâk","huy, tabiat, insanın davranış tarzı, tutum ve tavrı"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"fazilet","değer ve üstünlük"
"nispetinde","oranında"
"müteallik","alâkalı, ilgili"
"ulü'l-emir","siyasîler, yetkililer, devlet adamları"
"silsile-i nurânî","nurlu silsile, zincir"
"ihtizaza","hareketlendirme, silkme"
"hâhiş-i vicdaniye","vicdanî arzu, istek"
"tarik-i terakkî","yükselme, kalkınma yolu"
"kâbe-i kemalât","mükemmelliklerin kâbesi, mükemmelliklerin zirvesi"
"sevk","gönderme, yönlendirme"
"ilâ-yı kelimetullah","Allah'ın kelâmını, Kur'ân ve iman hakikatlerini yüceltme, bildirme ve duyurma"
"maddeten","maddî olarak"
"terakki","kalkınma, yükselme"
"ittihad","birlik, birleşme"
"efrad","fertler"
"ittihad","birlik, birleşme"
"tezahür","ortaya çıkma"
"teşebbüs","başvurma, girişme"
"sebeb-i iftirak","ayrılık sebebi, bölünüp parçalanma nedeni"
"fırka","grup, parti"
"Elhasıl","kısaca, özetle"
"Sultan Selim","bk. Yavuz Sultan Selim"
"biat","bağlılık yemini etme"
"ittihad-ı İslâm","İslâm birliği"
"vilâyat-ı şarkiye","Doğu illeri"
"ikaz","uyarma"
"bîat","bağlılık yemini etme"
"şarklı","Doğulu"
"şarklı","Doğulu"
"selef","önde olan, önce gelen, yerine geçilen"
"Cemaleddin-i Efganî","bk. Cemaleddin Efganî"
"allâme","büyük âlim"
"Muhammed Abduh","bk. Muhammed Abduh"
"müfrit","bir meselede aşırıya giden"
"Ali Suâvi","bk. Ali Suavi"
"Hoca Tahsin","bk. Hoca Tahsin"
"ittihad-ı İslâm","İslâm birliği"
"Namık Kemal","bk. Namık Kemal"
"Sultan Selim","bk. Yavuz Sultan Selim"
"İhtilâf u tefrika","ayrılık ve anlaşmazlık"
"Kûşe-i kabr","kabir köşesi"
"bîkarar eyler","kararsız etme, şaşkın yapma"
"İttihad","birlik, birleşme"
"savlet-i a'dâ","düşman saldırısı"
"def'","kovma, uzaklaştırma"
"İttihad","birlik, birleşme"
"dağ-dar eyler","üzme, acı ve keder verme"
"Yavuz Sultan Selim","bk. Yavuz Sultan Selim"
"zahiren","görünüşte"
"teşebbüs","başvurma, girişme"
"maksad-ı azîm","büyük gaye"
"tahdit","sınırlama"
"tahsis","bir şeye özel duruma getirme, ayırma"
"halâs","kurtarma"
"umum","bütün"
"şümul","kapsamlılık"
"tefrika","bölünme, ayrılık"
"evham","kuruntular, şüpheler"
"musibet-i azîme","büyük musibet"
"sebebiyet","sebep olma"
"fırka","grup, parti"
"iftirak","ayrılık"
"tevhid","birleştirme, birliği temin etme"
"Vâ esefâ","Yazıklar olsun, ne yazık ki anlamında bir ifade"
"uhde","üstlenilen görev, üzerine alınan vazife, yük"
"maalmemnuniye","memnuniyetle"
"ref'","ortadan kalkma"
"âdi","basit, sıradan"
"meclis-i meb'usan","Osmanlı Devleti'nde iki meclisten, üyeleri halk tarafından seçilmiş olanı; Osmanlı millet meclisi"
"a'yan","senato üyeleri"
"vükelâ","Osmanlı Devleti'nde bakanlar, vekiller"
"uhde","yüklenme, sorumluluğunu üstlenme"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"intisap","bağlanma, mensup olma"
"hadise-i müthişe","dehşet veren olay"
"mukaddes","yüce, kutsal"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"ehl-i iman","Allah'a ve Allah'tan gelen her şeye inanan kimseler, mü'minler"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"Umum","bütün"
"nefer","asker, er"
"serasker","ordu komutanı"
"ittihad","birlik"
"uhuvvet","kardeşlik"
"itaat","emre uyma"
"muhabbet","sevgi"
"ilâ-yı kelimetullah","Allah'ın kelâmını, Kur'ân ve iman hakikatlerini yüceltme, bildirme ve duyurma"
"mukaddes","yüce, kutsal"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"maksad","gaye"
"Umum","bütün"
"maksad","gaye"
"mazhar","erişmiş, elde etmiş"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"intisap","bağlanma, mensup olma"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"mazhar-ı muhabbet","sevgi ve kardeşliği gösterme ve onlara ayna olma"
"uhuvvet","kardeşlik"
"ittihad-ı Muhammedî","Resûl-i Ekrem Efendimizin (a.s.m.) sünnetine bağlı olan Müslümanların oluşturduğu birlik"
"umum","bütün"
"şâmil","içine alan, kapsamlı"
"cemiyet","topluluk; siyasi grup, örgüt, dernek"
"fırka","grup, parti"
"saff-ı evvel","ilk saf, en öndeki sıra"
"âlim","bilen, ilim sahibi"
"mürşid","doğru ve hak yolu gösteren"
"teşkil","oluşturma, meydana getirme"
"zâbit","rütbeli asker, subay"
"nefer","asker, er"
"cemiyet-i hayriye","hayır cemiyeti, hayır kurumu"
"ittihad-ı Muhammedî","Resûl-i Ekrem Efendimizin (a.s.m.) sünnetine bağlı olan Müslümanların oluşturduğu birlik"
"âdi","basit, sıradan"
"ulema","âlimler"
"dehşetli","korkunç, ürkütücü"
"temaşa","seyretme"
"Müteaddit","bir çok, çeşitli"
"metalib","istekler, arzular"
"matlap","istek"
"fesadât","bozukluklar, karışıklıklar"
"avâm","halk tabakası"
"anarşilik","bk. Anarşizm"
"efrad","fertler"
"mu'cize","olağanüstü, harika"
"muhafaza","koruma"
"lâfz-ı şeriat","şeriat sözü, ifadesi"
"fena","kötü, çirkin"
"itaat muhtell","emir çiğnenmiş, ihlâl edilmiş, emre uyulmamış"
"teşebbüs","başvurma, girişme"
"avâm","halk tabakası"
"gafil","olayların iç yüzünden habersiz, duyarsız"
"safdil","saf kalpli, kolay aldanan"
"şöhret-i kâzibe","yalancı şöhret"
"zerre miktar","çok az miktar"
"dahli","girme, karışma, müdahale etme, rol oynama"
"Ayastafanos","bk. Ayastafanos Antlaşması"
"Hareket Ordusu","bk. Hareket Ordusu"
"mukabele","karşılık verme"
"ispat-ı vücut","kendi varlığını ispatlama"
"Merdane","mert bir şekilde"
"dahli","girme, karışma, müdahale etme, rol oynama"
"bedîhî","apaçık, aşikâr"
"tahkik","araştırma"
"ukde-i hayat","hayatın düğümü, bağı"
"itaat-i askeriye","askerin emre uyması"
"zabit","rütbeli asker, subay"
"İtaat","emre uyma, bağlılık"
"zabit","rütbeli asker, subay"
"müstebit","baskıcı, diktatör"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"âdap","edepler; bir şeyin kendine has kuralları, usûl ve yöntemleri"
"hudud","yasaklar, men edilenler; İslâm Hukukunda Kur'ân ve Sünnet ışığında işlenen suçlar için belirlenen ve uygulanması zorunlu olan cezalar"
"icra","yerine getirme, uygulama"
"kıyam","ayaklanma"
"meşru","yasal, kanunî; dine uygun"
"tasvir","anlatma, bildirme"
"mukaddes","yüce, kutsal"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"ahkâm","hükümler, esaslar"
"icra","yerine getirme, uygulama"
"itaat-i askeriye","askerin emre uyması"
"halel","zarar"
"meyus","ümitsiz"
"müteessir","üzülme"
"hitaben","hitap ederek, seslenerek"
"neşr","yayımlama, dağıtma"
"Zabit","rütbeli asker, subay"
"nefis","kişinin kendisi"
"itaat","emre uyma, bağlılık"
