"kelime","anlam"
"nakl","nakle, haberlere dayanan delil (burada İsrâiliyattan gelen nakil kastedilmektedir)"
"tezkiye","hatadan arındırma, temize çıkarma"
"ganî","ihtiyaç duymayan; zengin, varlıklı"
"tezkiye","hatadan arındırma, temize çıkarma"
"şehadet","şahidlik, tanıklık"
"mesmû","dinlenme, dinlemeye değer"
"Süreyya","yedi yıldızdan oluşan bir yıldız takımı, Ülker, Pervin"
"serâ","yer, yeryüzü"
"sema","gök"
"mâanî","mânâlar, anlamlar"
"esdaf","sadefler; inci kabukları; inci gibi kıymetli mânâları içinde taşıyan ve inci kabuğuna benzetilen Kur'ân'ın lafızları"
"sikke-i belâğat","belâğat mührü, damgası; sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylendiğini gösteren mühür"
"mukarrer","kesinlik kazanmış, yerleşmiş olan"
"elfaz","lâfızlar, sözler"
"sımah","kulak"
"nüfuz","içine işlemek, geçmek"
"teşerrüb","içmek"
"ezâhîr-i efkâr","fikir çiçekleri"
"feyizyâb","feyiz bulan, gelişen, çoğalan"
"kesret-i tevaggul","çok meşgul olma, çok fazla dalma"
"tedahül","içine girip dahil olmak, içine karışmak"
"ihtimalât","ihtimaller, olması mümkün olan şeyler"
"hikmet","felsefe"
"ebâtîl","akla uygun olmayan, mantıksız şeyler, boş inanışlar"
"hikâyât","hikâyeler, olaylar, kıssalar"
"esâtîr","uydurma hikâyeler, efsaneler, mitoloji"
"sirkat","çalmak"
"âyât","âyetler"
"ehâdis","hadisler"
"telâfif","lif lif olan şey; âyet ve hadislerin birbirine bakan ve birbiriyle sarmaş-dolaş olan kelime ve cümleleri arasındaki mânâları demektir."
"Sikke","mühür, damga"
"nakkad-ı hakikat","gerçeği sahtesinden ayıranlar"
"Sultan-ı i'câz","i'câzın sultanı, bir benzerini yapmakta başkalarını aciz bırakan otorite"
"darb","paranın üzerine damga vurmak"
"tard","uzaklaştırmak, kovmak"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"nizam","düzen, kanun, sistem"
"taarruz","saldırmak"
"hâkim-i belâğat","sözü düzgün, kusursuz olarak, hâlin ve makamın icabına göre söyleme ilmi burada bir yargıca benzetiliyor"
"müşteri-i hakikat","hakikatın, gerçeğin alıcısı"
"metâ","eşya, mal; burada Yunan felsefesiyle ve İsrailiyatla karışmış olan nakiller ve özel meslekten hayale yansıyan muhtemel mânâlar kastedilmektedir"
"dürr","inci"
"meder","çakıl taşı"
"Hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"mefhum","bir sözden çıkarılan mânâ; kavram"
"mühec","bir şeyin özü, ruhu, canı, hayatın devamına vesile olan kan"
"hemec","övez denilen at sineği"
"Tenvir","aydınlatma"
"darbımesel","meşhur söz, atasözü"
"emsal-i edebiye","edebî örnekler"
"tebeyyün","anlaşılmak, ortaya çıkmak"
"küvar","kiler, kovan"
"müşterek","ortak"
"lisan","dil"
"Tanîn","vızıldama, vızıltı, arının vız vız diye ses çıkarması"
"teşehhî","hırsla isteme, iştahlanma, heveslenme"
"tevil","yorumlama, yorum; sözün ilk anlamını değil de ihtimal dahilinde bulunan başka anlamlarını (mecâzî) esas alarak yorumlama"
"teşbih","benzetme; bir şeyin niteliğini anlatmak için, o niteliği eksiksiz taşıyan başka bir şeyi örnek olarak gösterme"
"teşbih","benzetme; bir şeyin niteliğini anlatmak için, o niteliği eksiksiz taşıyan başka bir şeyi örnek olarak gösterme"
"temsil","analoji, kıyaslama tarzında benzetme"
"elfaz","lafızlar, sözler, kelimeler"
"ervah-ı hakaik","hakikatlerin, gerçeklerin ruhları"
"vahyeden","bildiren, kalbe ilkâ eden"
"kitab-ı kâmil","mükemmel bir kitap, fazilet kaynağı kitap; Kur'ân-ı Kerim"
"kelimat","kelimeler, sözler"
"melâike","melekler"
"Hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"maden-i hayat","hayat kaynağı"
"mülhim-i hakikat","hakikati ilham eden"
"Elhasıl","kısaca, özetle"
"ifrat","aşırılık, gereğinden daha fazla gösterme"
"tefrit","tersine aşırılık, gereğinden daha az bir seviyede gösterme"
"muzır","zararlı"
"ifrat","aşırılık, haddi aşma; gereğinden daha fazla gösterme"
"tefrit","tersine aşırılık, gereğinden daha az gösterme"
"ifrat","aşırılık, haddi aşma; gereğinden daha fazla gösterme"
"müsamaha","hoşgörü"
"hakaik-i âliye","yüce hakikatler"
"ehl-i tefrit","tersine aşırı gidenler; bir şeyin gereğinden daha az, aşağı olması gerektiğini savunanlar"
"insaf","merhamet ve adâlet dâiresinde hareket, vicdan"
"ehl-i tenkit","eleştirmenler, kritik ve eleştiri yapan kimseler"
"misl","benzer"
"hakaik-i âliye","yüce hakikatler"
"Hâşâ","kesinlikle öyle değil"
"lekedar","lekeli"
"hariç","dış, dışarı"
"bostan","bahçe"
"insaf","merhamet ve adâlet dâiresinde hareket, vicdan"
"umum","bütün, genel"
"kalp","sahte"
"umum","bütün, genel"
"lekedar","lekeli"
"Hâtime","sonuç, son bölüm"
"mukaddeme","başlangıç, giriş, önsöz"
"efkâr-ı umumiye","kamuoyu, umumun fikirleri"
"tefsir-i Kur'ân","Kur'ân tefsiri"
"müfessir","tefsir eden, yorumlayan"
"Ahval","haller, durumlar"
"vukuat","meydana gelen olaylar; olmuş olanlar"
"keşşaf","keşfeden, bulan, gizli bir şeyi açığa çıkaran"
"Efkâr-ı âmme","genel kabul gören fikirler; kamuoyu, umumun fikirleri"
"efkâr-ı âmme-i ilmiye","genel kabul görmüş ilmî fikirler, düşünceler ilimle uğraşan kişilerin görüşleri"
"binaen","–dayanarak, dolayı"
"istinaden","dayanarak"
"Müfessir-i azîm","büyük yorumcu, Kur'ân-ı Kerimi tefsir eden büyük yorumcu"
"taht-ı riyasetinde","başkanlığında"
"mütehassıs","ihtisas sahibi, uzman"
"muhakkikîn-i ulema","gerçekleri araştıran ve delilleriyle bilen âlimler"
"müntehap","seçilmiş"
"meclis-i meb'usan-ı ilmiye","çeşitli ilimlerin temsilcilerinden oluşan meclis"
"teşkil","oluşum, meydana gelme"
"meşveret","danışma, işlerin danışıp görüşme yoluyla halledilmesi"
"tefsir","Kur'ân-ı Kerimi açıklama, yorumlama"
"telif","yazmak"
"sair","diğer, başka"
"tefasir","tefsirler"
"münkasım","kısımlara ayrılmış, bölünmüş"
"mehasin","güzellikler"
"kemâlât","faziletler, mükemmel özellikler"
"mühezzebe","düzeltilmiş, temizlenmiş, iyi duruma getirilmiş, ıslah edilmiş, süslendirilmiş"
"müzehhebe","altın yaldızla yaldızlanmış, parlatılmış, süslendirilmiş"
"cem","toplamak, bir araya getirmek"
"meşrutiyettir","şarttır"
"meşveret","danışma, işlerin danışıp görüşme yoluyla halledilmesi"
"hükümfermâ","hüküm sürme"
"umum","bütün, genel"
"dîdeban","bekçi, gözcü, gözetleyen"
"İcma-ı ümmet","aynı asırda yaşamış İslâm müçehitlerinin, bir meselede hüküm bakımından ittifak etmeleri. İcmâ, Kur'ân ve sünnetten sonra en kuvvetli delildir"
"hücciyet","delil sayılabilme, sağlam delil kabul edilir olma"
"hüccet","delil, kanıt, ilmî dayanak"
"Mukaddeme","başlangıç, giriş, giriş bölümü"
"Beşer","insanlık"
"seciye","huy, karakter"
"Garip","tuhaf, şaşılacak, bambaşka"
"kıymettar","kıymetli, değerli"
"asîlzâde","soylu, asîl"
"kıymettar","kıymetli, değerli"
"müştehir","meşhur, ünlü"
"nispet","bağlamak"
"isnad","dayandırmak"
"revaç","rağbet, değer, kıymet"
"tekzip","yalanlanmak"
"ağraz","maksatlar, gayeler"
"zalimâne","zalimcesine, zulmederek"
"istibdadkârâne","baskı yaparak, zulmederek"
"netaic-i efkâr","fikirlerin, düşüncelerin sonuçları"
"mehasin-i etvar","hâl ve hareketlerin güzelliği, güzel davranışlar"
"hediye-i müstebidane","baskıcı, istibdat unsuru olan hediye"
"sıfat","özellik, vasıf"
"ulvî","yüce, büyük"
"hüsn-ü sûrî","dış güzellik; şekle ait, görünüşteki güzellik"
"mâverâ","arkasında bulunan; öte"
"nazar-ı san'atperverâne","san'attan anlayan, san'atı bilen bakış"
"isnad","dayandırmak"
"emir","iş"
"arz","söylemek, ifade etmek"
"dest-i hat","el yazısı"
"emir","iş"
"tenasüp","uygunluk, uyum"
"muvazene","ölçü itibariyle iki şeyin birbirine denk olması; uygunluk"
"nâşi","ileri gelen, doğan"
"ihlâl","bozmak, karıştırmak"
"iraz","yüz çevirmek, uzak durmak"
"teberri","uzaklaşmak"
"Hâşâ ve kellâ","asla ve asla, kesinlikle öyle değil"
"seciye","huy, karakter"
"bina ile","dayanarak"
"kaide","kural, prensip"
"sâbit","yerleşik, varlığı kesin"
"levazım","bir şeyden asla ayrılmayan şeyler, bir işte beraber bulunması zorunlu olan şeyler"
"sâbit","yerleşik, varlığı kesin"
"istinaden","dayanarak"
"şahs-ı meşhur","meşhur, herkes tarafından tanınan ünlü kişi"
"tahayyülât","hayalde canlandırmalar"
"nizam","düzen, sistem"
"muztar","mecbur, çaresiz"
"azamet","büyüklük, haşmet"
"levazım-ı hârikulâde","bir bütünden ayrılmayan harika cüz'ler, parçalar, olağanüstü gereçler"
"isnad","dayandırmak"
"cümle","bütün"
"mensubat","kendisine bağlanan, dayandırılan, isnad edilen şeyler"
"merciiyet","başvurulan yer, müracaat yeri olma, bir takım şeylerin kendisine dayandırıldığı merkez nokta olma"
"ucûbe","pek acayip, şaşılacak şey, görünüşü şaşkınlık veren şey veya kimse"
"tecessüm","görünmek, belirmek"
"hayâlât-ı acemâne","Fars (İran) Edebiyatı'ndaki, aşırı mübâlağalı hayaller, mazmunlar"
"perverde","terbiye edilip yetiştirilmiş, büyütülmüş"
"Rüstem-i Zâl","bk. Rüstem-i İranî"
"timsal-i mânevî","mânâ bakımından sûreti, mânevî resmi"
"ucube","pek acayip, şaşılacak şey, görünüşü şaşkınlık veren şey veya kimse"
"şecaat","yiğitlik, cesurluk"
"müştehir","meşhur, ünlü"
"İranîler","İranlılar; bk. Fars"
"tazyikat","baskılar"
"istibdad","baskı ve zulüm"
"İranîler","İranlılar; bk. Fars"
"mefahir","övünülecek şeyler"
"gasp","zorla alma"
"garât","baskınlar yapmak, yağmalamak"
"mukaddeme","bir şeyin evveli, başlangıcı"
"harikulâde","olağanüstü"
"şecaat","yiğitlik, cesurluk"
"harikulâde","olağanüstü"
"dehşetli","korkunç, ürkütücü"
"kamet","boy, endam, büyüklük"
"levazım","bir şeyden asla ayrılmayan şeyler, bir işte beraber bulunmasına ihtiyaç olan şeyler, gereçler"
"tevâbi","bir şeye bağlı olan, tabi olan şeyler"
"emir","iş"
"hayal-i hâil","korku ve dehşet veren hayal"
"nara","yüksek sesle bağırma, haykırma"
"nev'ün münhasırün fi'ş-şahs","başka bir benzeri olmayan; nev'i şahsına münhasır olan"
"Gulyabânî","insanları korkutan hayalî bir varlık"
"hurafat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"dillerin destanlarında","hikâye ve kıssa olarak dillerde dolaşmak"
"Emsal","benzer"
"hakikat","doğru, gerçek"
"mukaddeme","bu konunun içinde geçtiği Dördüncü Mukaddeme kastediliyor"
"hurâfat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"bab-ı tahkik","araştırma, inceleme kapısı"
"sed","engel olma"
"kıssadan hisse","anlatılan bir şeyden ders çıkarma"
"meylü't-terakki","ilerleme meyli, yükselme eğilimi"
"Mütekaddimîn","geçmişte yaşamış olanlar, öncekiler"
"bina","inşa etmek; kurmak"
"Selef","önceki; bir makam veya mevkide önce bulunan kimse"
"mevrusat","miras olarak bırakılmış şeyler"
"tasarruf","çekip çevirme; dilediği gibi kullanma ve yönetme"
"şûristan","çorak yer"
"Molla Nasreddin Efendi","bk. Nasreddin Hoca"
"garip","tuhaf, ilginç"
"umumen","bütünüyle, genel olarak"
"nevadir","nâdir olan, az bulunan"
"zarafet","zariflik, incelik"
"tabiîlik","doğallık"
"tasannu","yapmacık hareket, zorla bir şeyi daha iyi göstermeye çalışma"
"kalb","dönüştürmek"
"hurafat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"mevzuat","bahisler, mevzular, konular"
"tenebbüt","(bitki vs.) bitmek"
"Hâtime","sonuç, son bölüm"
"İhsan-ı İlâhî","Allah'ın ihsanı, ikramı, bağışı"
"ihsan","bağış, ikram, lütuf"
"ihsan","bağış, ikram, lütuf"
"dane-i hakikat","hakikat çekirdeği, tohumu"
"hayalât","hayaller"
"müreccah","tercih edilen"
"İhsan-ı İlâhî ile tavsif","Allah'ın ihsan ettiği miktar ile nitelendirme"
"kanaat","razı olmak, yetinmek"
"farz","gerekli"
"Cemiyet","topluluk"
"cemiyet","topluluk"
"nizam","düzen"
"ihlâl","bozmak, karıştırmak"
"semere","meyve, netice"
"velev","şayet"
"hacz","alıkoymak, zaptetmek"
"istinaden","dayanarak"
"Tergib","istek uyandırma"
"terhib","dehşete düşürme, korkutup sakındırma"
"avamperestane","halk tabakasının hoşuna gidecek şekilde"
"terviç","revaç ve kıymet verme, değerini artırma"
"teşvik","şevklendirme"
"ehâdis-i mevzua","uydurma hadisler, Hz. Peygambere dayandırılan uydurma sözler"
"İbni Abbas","özellikle tefsir ve hadis ilmi başta olmak üzere dini ilimlerde büyük âlim sahabelerden olan, Peygamber Efendimizin (a.s.m.) amcalarından Abbas ibni Abdülmuttalib'in oğlu Abdullah ibni Abbas (r.a.); bk. Abdullah ibni Abbas (r.a.)"
"isnad","dayandırmak"
"cehalet","cahillik"
"hak","doğru olan şey"
"müstağnî","minnet altına girmeyen, muhtaç olmayan"
"Hakikat","gerçek"
"Tenvir-i kulûb","kalplerin aydınlatılması"
"ziya","ışık, parlaklık"
"kâfi","yeterli"
"Müfessir-i Kur'ân","Kur'ân'ı tefsir eden, açıklayıp yorumlayan"
"ehâdis-i sahiha","sahih hadisler; uydurma veya zayıf olmayan hadisler"
"kifayet","yeterli olmak"
"mizan","ölçü, terazi"
"tevarih-i sahiha","tarihî olaylara uygun şekilde ve onları açıklayıcı mahiyette yazılmış olan güvenilir tarih kitapları"
"Mukaddeme","başlangıç, giriş, giriş bölümü"
"Mecaz","sözcükleri gerçek anlamları dışında kullanma"
"cehl","cahillik, bilgisizlik"
"hakikat","gerçek"
"inkılâp","dönüşmek"
"hurâfat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"Mecâzat","mecazlar, bir ilgi veya benzetme sonucu gerçek anlamından başka anlamda kullanılan sözler"
"teşbihat","teşbihler, benzetmeler"
"cehl","cahillik, bilgisizlik"
"yesâr-ı muzlimane","karanlık, nursuz sol el"
"yemin-i nurânî","nurlu sağ el"
"gasp","zorla almak, alıkoymak"
"mecaz","sözcükleri gerçek anlamları dışında kullanma"
"teşbih","benzetme"
"hakikat","gerçek"
"inkılâp","dönüşmek"
"taravet","tazelik"
"zülâl","saf, tatlı ve duru su"
"şarap","içilecek şey"
"serap","çölde vs. su gibi görünen buğu, sis"
"nazenîn","ince, nazik, nazlı"
"hasnâ","güzel ve namuslu kadın"
"acuze-i şemtâ","kocakarı"
"mecaz","sözcükleri gerçek anlamları dışında kullanma"
"şeffafiyet","şeffaflık, saydamlık"
"şule-i hakikat","hakikatin, gerçeğin ışıltısı, parıltısı"
"telemmu","parıldama, ışıldama"
"hakikat","gerçek"
"inkılâb","değişim, dönüşüm"
"kesif","yoğun, katı"
"hakikat-i asliye","asıl gerçek"
"münkesif","aydınlığı kesmek, kesif ve katı hâle getirmek"
"tahavvül","değişim, başkalaşma"
"kanun-u fıtrî","yaratılışa ait kanun"
"lügat","kelime, bir dilin söz varlığı; lisan; konuşulan dil"
"teceddüd","yenilenme"
"tagayyurat","değiştirmeler"
"iştirak","bir kelimenin tek olmakla birlikte birçok anlama gelmesi, birçok manaya ortak olması"
"teradüf","eş anlamlılık, iki veya daha çok kelimenin aynı anlama gelmesi"
"müracaat","baş vurmak"
"Selef","önceki; bir makam veya mevkide önce bulunan ve yerine geçilen kimse"
"kelimat","kelimeler, sözler"
"hikâyât","hikâyeler, olaylar"
"hayâlât","hayaller"
"maânî","mânâlar, anlamlar"
"ziynet","süs"
"halef","birinin yerine sonradan geçen kimse"
"heves-i şebabane","gençlik hevesi"
"tevafuk","uymak, uygun olmak"
"meyl-i teceddüd","yenileme isteği, arzusu"
"fikr-i icad","yeni bir şey ortaya çıkarma fikri"
"cür'et-i tağyir","değiştirmeye cesaret etme"
"kaide","kural, prensip"
"lügat","konuşulan dil"
"hayalât","hayaller"
"maânî","mânâlar, anlamlar"
"hikâyat","hikâyeler"
"cereyan","gerçekleşmek, meydana gelmek"
"zahir","görünen, açık, dışa yansıyan"
"Muhakkik","gerçekleri araştıran ve onları delilleriyle bilen âlimler"
"şe'n","bir şeyin gereği; hâl, özellik"
"gavvas","dalgıç; çok gayretli, çalışkan"
"tesirat","tesirler, etkiler"
"tecerrüd","soyutlanmak, sıyrılmak"
"mazi","geçmiş zaman"
"a'mâk","derinlikler"
"menba","kaynak"
"hakikat","gerçek"
"muttali","haberdar etmek, bilgi sahibi yapmak"
"sabavet","çocukluk"
"Valide","anne"
"Âsuman","gökyüzü, gökkubbe"
"nim-şeffaf","yarı şeffaf, yarı saydam"
"teşbih","benzetme"
"hakikat","gerçek"
"haylûlet","araya girme"
"hakikat-i hal","durumun gerçek yönü"
"münhasif","gölgelenip sönükleşen, görünmez hale gelen (ay tutulması)"
"mâil-i kamer","ayın yörüngesi, ayın dünyanın etrafında dönerken çizmiş olduğu daire"
"mıntıkatü'l-büruc","on iki burcun bulunduğu alan"
"re's ve zeneb","baş ve kuyruk"
"tekatu'","kesişmek"
"daire-i mevhume","gerçekte olmadığı halde var sayılan, hayalî daire"
"kavs","yay"
"müradif","aynı mânâda olan, eş anlamlı"
"tinnîn","büyük yılan"
"ehl-i hey'et","gök bilimi ile uğraşanlar; astronomlar"
"teşbih","benzetme"
"binaen","–dayanarak, dolayı"
"tesmiye","isimlendirmek"
"arz","yer, dünya"
"haylûlet","araya girme"
"inhisaf","ay tutulması"
"vuku","gerçekleşmek, meydana gelmek"
"müşevveş","karışık, düzensiz"
"mukaddeme","başlangıç, giriş"
"hurdebîn","mikroskop"
"hurafat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"hilâfat","zıtlıklar, anlaşmazlıklar"
"tevellüd","doğmak, meydana gelmek"
"belâğat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesini işleyen ilim dalı"
"Hâtime","sonuç, son bölüm"
"Mânâ-yı hakikî","gerçek anlam; asıl kastedilen mânâ"
"sikke","mühür, damga"
"sikke","mühür, damga"
"teşhis","tanımak, anlamak; bir şeyin ne olduğunu belirlemek"
"makasıd-ı şeriat","şeraitin, Kur'ân ve sünnetin maksatları"
"muvazene","ölçü, denge"
"hâsıl","meydana gelme"
"hüsn-ü mücerred","saf güzellik; bizzat güzel olan, güzelliği başka şeye bağlı olmayan güzellik"
"Mecaz","sözcükleri gerçek anlamları dışında kullanma"
"cevaz","müsaade, izin, câiz olma"
"belâğat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesini işleyen ilim dalı"
"şeraiti tahtında","şartları dahilinde olmak, şartların müsaade ettiği şekilde olmak"
"mecaz","sözcükleri gerçek anlamları dışında kullanma"
"hakikat","gerçek, mecaz olmayan"
"hakikat","gerçek, mecaz olmayan"
"mecaz","sözcükleri gerçek anlamları dışında kullanma"
"istibdad","baskı ve zulüm, zorbalık"
"zahir","görünürdeki, görünür, dışa yansıyan yönler"
"haml","yüklemek, (dışa göre) yorumlamak"
"zahiriyun","zahirciler, dışa yansıyan yönlere göre hüküm verenler"
"meslek-i müteassife","sapık, zâlim düşünce akımı"
"tevlid","sebep olmak, doğurmak"
"meylü't-tefrit","ortanın gerisinde kalma eğilimi"
"muzır","zararlı"
"mecaz","sözcükleri gerçek anlamları dışında kullanma"
"nazar","bakış, görüş"
"batınıyun","Kur'ân ve hadislerdeki zahirî mânâların dışında gizli ve örtülü mânâları bulmak iddiasında olan kimseler; bk. Bâtıniyyun Mezhebi"
"mezheb-i bâtıl","batıl mezhep, hak olmayan yol"
"intaç","netice vermek"
"hubb-u ifrat","aşırılık sevgisi, aşırılığa sevgi göstermek"
"muzır","zararlı"
"Hadd-i evsat","orta yol, istikametli yol"
"ifrat","tersine aşırılık, gereğinden daha fazla olma, haddi aşma"
"tefrit","ortanın gerisinde kalma, gereğinden daha az, aşağı olma durumu"
"felsefe-i şeriat","dinin mantığı, hikmeti"
"belâğat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesini anlatan ilim"
"hikmet","deney ve tecrübeye dayalı ilimler"
"hikmet","deney ve tecrübeye dayalı ilimler"
"hayr-ı kesir","büyük, çok hayır"
"Şer","kötü, çirkin"
"cüz'î","az, küçük"
"Usul-ü müselleme","herkesçe kabul edilen, şüphesiz kabul edilmiş usul, yol"
"Şerr-i cüz'î","az veya kısmî şer, kötülük"
"hayr-ı kesir","büyük, çok hayır"
"tazammun","içine almak, kapsamak"
"şerr-i kesir","çok şer, tam kötülük"
"Ehvenüşşer","iki şerden daha az zararlı olanı"
"ihtiyar","seçme, tercih etme"
"elzem","en lüzumlu, gerekli"
"eski hikmet","eski felsefe; Yunan felsefesi"
"hurafat","hurâfeler; bozuk inançlar, aslı esası olmayan saçma inanışlar"
"ezhan","zihinler; insandaki akıl, fikir, zekâ, hâfıza, kavrayış kudretleri"
"istidat","kabiliyet, yetenek"
"efkâr","fikirler, düşünceler"
"mukayyed","kayıtlı, bağlı, sınırlı"
"cehil","cehâlet, bilgisizlik"
"avam","halk tabakası, ilim sahibi olmayan sıradan halk"
"hükümfermâ","hüküm sürme"
"Selef","önceki; bir makam veya mevkide önce bulunan ve yerine geçirilen kimse"
"hikmet","deney ve tecrübeye dayalı ilimler"
"nehy","yasaklamak"
"hikmet","deney ve tecrübeye dayalı ilimler"
"nispeten","göre; oranla"
"efkâr","fikirler, düşünceler"
"mârifet","hüner, bilgi"
"hükümferma","hüküm sürme"
"Mukaddeme","başlangıç, giriş"
"Tefsir","açıklama, yorum; Kur'ân-ı Kerimi açıklama, yorumlama"
"mezkûr","anılan, bahsi geçen, zikredilen"
"emir","iş, şey; mesele"
"tefsir","açıklama, yorum; Kur'ân-ı Kerimi açıklama, yorumlama"
"Tahakküm","baskı yapmak, hükmü altına almak"
"müsellemat","doğruluğu herkesçe kabul edilen bilgiler"
"hendese","mühendislik"
"mahir","maharetli, hünerli, becerikli"
"âmî","cahil, sıradan kimse, niteliksiz"
"tufeylî","bir yere sonradan gelen, asıldan olmayan fazlalık, asalak"
"dahîl","yabancı; bir işe yetkisi ve hakkı olmadan dışarıdan giren"
"kavaid-i usuliye","ana kaideler; usüle (metodolojiye) ait kurallar"
"Fakih","fıkıh ilmi ile uğraşan, fıkıh âlimi"
"velev ki","gerçi, hatta, her ne kadar"
"usûlü'l-fıkıh","fıkıh metodolojisi, fıkıhla ilgili hükümlere ulaşırken, müçtehidin dayanacağı kaynakları ve bu kaynaklardan hüküm çıkarma yollarını gösteren ilim"
"müçtehid","âyet ve hadisler başta olmak üzere diğer dinî delillerden hüküm çıkarma bilgi ve kabiliyetine sahip olan"
"icmâ-ı fukaha","fıkıh ilmiyle uğraşanların şeriata ait bir mesele üzerinde aynı görüşte birleşmeleri"
"muteber","geçerli, itibar edilen, güvenilir"
"nisbeten","kıyasla, oranla"
"âmî","cahil, sıradan kimse, niteliksiz"
"hakaik-i tarihiye","tarihî gerçekler; tarih ilminin ulaştığı sonuçlar"
"fen","bilim dalı"
"meleke","tecrübe ve tekrarla ve çok kullanmakla elde edilen beceri, maharet, iktidar, ustalık"
"mütehassıs","ihtisas sahibi, uzman"
"ferid","üstün, eşsiz, sahasında tek"
"fen","bilim dalı"
"mütehassıs","ihtisas sahibi, uzman"
"Umum","bütün, genel"
"umum","bütün, genel"
"fen","bilim dalı"
"meleke","tecrübe ve tekrarla ve çok kullanmakla elde edilen beceri, maharet, iktidar, ustalık"
"fen","bilim dalı"
"suret-i hakikiye","gerçek görünüş"
"temessül","belirmek, görünmek, şekillenmek"
"fen","bilim dalı"
"mütehassıs","ihtisas sahibi, uzman"
"malûmat-ı saire","diğer, başka bilgiler"
"mütemmime","tamamlayan, tamamlayıcı"
"medet","yardım etmek"
"malûmat-ı perişan","dağınık, karışık bilgiler"
"suret-i acîbe","tuhaf, şaşırtıcı görünüş"
"temessül","belirmek, görünmek, şekillenmek"
"Tenvir","aydınlatma"
"lâtife-i faraziye","varsayılan bir lâtîfe, temsil"
"küre","yerküre, dünya"
"tasvir","canlandırarak anlatma, şekillendirerek ifade etme; fotoğraf çekme"
"nakkaş","nakışlayan, süsleme yapan san'atkâr"
"farz","varsayılmak"
"gayr","diğer, başka"
"suret","şekil, fotoğraf"
"âza","organlar"
"tasvir","canlandırarak anlatma, şekillendirerek ifade etme; fotoğraf çekme"
"umum","bütün, genel"
"suret","şekil, fotoğraf"
"tasvir","canlandırarak anlatma, şekillendirerek ifade etme; fotoğraf çekme"
"amame","sarık"
"terkib","birleştirme, sentez, inşa, var olan şeyleri bir araya getirerek oluşturma"
"timsal","görüntü, resim, heykel, tasvir"
"nazar","bakış, görüş"
"tesadüf","rastlamak"
"suret","şekil, fotoğraf"
"imtizaçsızlık","uyumsuzluk"
"kabil-i hayat","hayat sahibi olabilme, canlı olması mümkün"
"şerâit-i hayat","hayatın şartları, hayat için gerekli şartlar"
"ucube","çok acayip ve garip şey"
"nakkaş","nakışlayan, süsleme yapan san'atkâr"
"müttehem","itham olunan, kendisinden şüphe edilen"
"kaide","kural, prensip"
"fen","bilim dalı"
"cereyan","meydana gelmek"
"fen","bilim dalı"
"sair","diğer, başka"
"malûmat","bilgiler"
"avzen","suların biriktiği yer, havuz"
"zenav","havuz, suların biriktiği yer"
"âdât-ı müstemirre","yerleşmiş, devamlı yapılan alışkanlıklar"
"kitab-ı vahid","tek bir kitap"
"ulûm-u kesire","birçok, çeşitli ilimler"
"tezahüm","toplanmak, yığılmak"
"ulûm","ilimler"
"intaç","netice vermek"
"teânuk","birbirine sarılmak"
"tecavüb","birbirinin ihtiyacına cevap vermek"
"iştibak","birbirine geçme, ağ, örgü"
"hasıl","meydana gelmek"
"fen","bilim dalı"
"telif olunan","yazılan, kaleme alınan"
"fen","bilim dalı"
"mesail","meseleler"
"muhteviyat","içerik, içindekiler; kitabın içinde yer alan konular"
"nisbet","oran"
"zekât","kırkta bir veya onda bir"
"gaflet","dalgınlık, dikkatsizlik, duyarsız olma hâli"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tefsir","açıklama, yorum; Kur'ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap"
"istitraden","asli mevzudan olmayan, tamamlayıcı unsur olarak"
"derc","içine yerleştirilmek"
"zahirperest","dış görünüşe ehemmiyet veren, dışa yansıyan yönlere göre hüküm veren"
"mugalâtacı","safsatacı, demagog; aldatmak maksadıyla yanıltıcı sözler söyleyen"
"Şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tefsir","açıklama, yorum; Kur'ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap"
"Şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tefsir","açıklama, yorum; Kur'ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap"
"hâşâ","kesinlikle öyle değil"
