"vücud","varlık, var oluş"
"hadsiz","sayısız, sınırsız"
"mahlûkat","yaratıklar"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"vücud","varlık, var oluş"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"nevi","tür"
"hayvanat","hayvanlar"
"ahbab","dostlar, sevilenler"
"saadet","mutluluk"
"cihet","şekil, yön"
"mes'ut","mutlu"
"mülhid","dinsiz"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"itibariyle","özelliğiyle"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"adem","yokluk, hiçlik"
"Şerr-i mahz","mutlak kötülük, kötülüğün ta kendisi"
"adem","yokluk, hiçlik"
"saadet","mutluluk"
"mes'ut","mutlu"
"ziyade","çok, fazla"
"mahiyet-i insaniye","insanın niteliği, iç yüzü"
"adem","yokluk, hiçlik"
"mes'ut","mutlu"
"cihet","şekil, yön"
"mazhar","erişmek, nail olmak"
"vücûd","varlık, var oluş"
"adem","yokluk, hiçlik"
"hadsiz","sayısız, sınırsız"
"saadet","mutluluk"
"hayr-ı mahz","mutlak hayır, hayrın tâ kendisi"
"daire-i vücud","varlık dairesi"
"Hâkim-i Zülcelâl","sonsuz yücelik ve haşmet sahibi olan ve herşeyi hikmetle yapan Allah"
"hakîmâne","hikmetli bir şekilde"
"âdilâne","adaletli bir şekilde"
"dehşetli","korkunç, ürkütücü"
"celâl","büyüklük, azamet ve haşmet"
"mevcut","var"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olma"
"âlem-i beka","devamlı ve kalıcı olan âhiret âlemi"
"zebâni","cehennemlikleri Cehenneme atmakla vazifeli melekler"
"zîhayat","canlı, hayat sahibi"
"celâldarâne","haşmetlice, heybetli ve görkemli bir şekilde"
"mesken","ev, mekân"
"Nükte","ince anlamlı söz"
"vücud","varlık, var oluş"
"hadsiz","sayısız, sınırsız"
"rahmet","İlâhî şefkat, merhamet"
"hakiki","gerçek"
"mizanlı","ölçülü, dengeli"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olma"
"zıddiyet","zıtlık, karşıtlık"
"rahmet","İlâhî şefkat, merhamet"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olma"
"vücud","varlık, var oluş"
"mazlum","zulme uğramış, suçsuz"
"mazlum","zulme uğramış, suçsuz"
"rahmet","İlâhî şefkat, merhamet"
"mukabil","karşılık"
"biçare","çaresiz"
"kâfir-i mutlak","hiçbir dinî değere inanmayan inkârcı"
"esmâ-i İlâhiye","Allah'ın isimleri"
"esmâ","isimler"
"şehadet","şahitlik, tanıklık"
"mevcudat","varlıklar"
"şehadet","şahitlik, tanıklık"
"tekzip","yalanlama"
"mahlûkat","yaratılmışlar"
"esmâ","isimler"
"tesbihkârâne","tesbih ederek"
"gaye-i hilkat","yaratılış gayesi"
"sebeb-i vücudu ve beka","varlık ve varlığın kalıcılık sebebi"
"tezâhür-ü rububiyet-i İlâhiye","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesinin, onları terbiye edip idaresi ve egemenliği altında bulundurmasının açıkça görülmesi"
"ubûdiyet","Allah'a kulluk"
"mukabele","karşılık"
"âyinedarlık","aynalık, yansıtma"
"tekzip","yalanlama"
"nevi","tür"
"haysiyetiyle","itibariyle, özelliğiyle"
"azîm","büyük"
"kabiliyet","kabul edilebilirlik"
"müstehak","lâyık, hak etmiş"
"mukabil","karşılık"
"taarruz","saldırmak"
"hadsiz","sayısız, sınırsız"
"hadsiz","sayısız, sınırsız"
"vücud","varlık, var oluş"
"izzet-i celâl","haşmet, azamet ve yüceliğin izzeti"
"azamet-i kemâl","kusursuzluk ve mükemmelliğin büyüklüğü"
"âsi","isyan eden"
"raiyet","halk, tabi olanlar"
"izzet","itibar, mağlubiyeti kabul etmeyen bir yücelik"
"hâkim","idâreci, yönetici"
"izzet","itibar, mağlubiyeti kabul etmeyen bir yücelik"
"kâfir-i mutlak","hiçbir dinî değere inanmayan inkârcı"
"izzet-i celâl","haşmet, azamet ve yüceliğin izzeti"
"azamet-i kudret","güç ve iktidarın büyüklüğü, yüceliği"
"kemâl-i rububiyet","Allah'ın varlıkları terbiye ve idare edişindeki mükemmellik"
"esbab-ı mucibe","gerektirici sebepler"
"vücud","varlık, var oluş"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"halk","yaratmak"
"izzet","itibar, mağlubiyeti kabul etmeyen bir yücelik"
"celâl","büyüklük, haşmet"
"şe'n","bir şeyin gereği"
"mahiyet-i küfür","küfrün iç yüzü, esası"
"mahiyet","esas nitelik, özellik"
"tecessüm","cisimleşmek, maddi yapı kazanmak"
"cennet-i hususiye","özel cennet"
"bilhassa","özellikle"
"küfr-ü mutlak","tam bir küfür, inkâr; hiçbir dinî değere inanmamak"
"nifak","münafıklık, ikiyüzlülük"
"irtidad","dinden dönme, İslâm dinini terk ederek başka bir dini seçme"
"dehşetli","korkunç, ürkütücü"
"elem","acı, keder"
"tecessüm","cisimleşmek, maddi yapı kazanmak"
"mürted","dinden çıkan"
"hususî","özel"
"cihet","taraf, yön"
"mezra","tarla"
"hakikat","doğru, gerçek"
"zakkum","Cehennemde bir ağacın ismi"
"mâye","maya"
"bedbaht","kötü bahtlı, talihsiz"
"zakkum","Cehennemde bir ağacın ismi"
"hususi","özel"
"nümune","örnek, misal"
"hadsiz","sayısız, sınırsız"
"hadsiz","sayısız, sınırsız"
"hadsiz","sayısız, sınırsız"
"müstehak","hak etmiş, lâyık"
"katl","öldürme"
"adalet-i beşeriye","insanlığın adaleti"
"maslahat","fayda, gaye"
"hukuk-u âmme","kamusal haklar, umumun hukuku"
"muvafık","uygun"
"katl","öldürme"
"cihet","taraf, yön"
"küfr-ü mutlak","tam bir küfür, inkâr; hiçbir dinî değere inanmamak, dinsizlik"
"kanun-u adalet","adalet kanunu"
"muvafık","uygun"
"müstehak","hak etmiş, lâyık"
"mazhar","erişmek, nail olmak"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"mu'cizâne","mu'cizeli bir şekilde"
"izahat","açıklamalar"
"tefsir","açıklama, yorum"
"vücut","varlık"
"hüccet","güçlü delil"
"beyan","açıklama"
"Resul-i Ekrem","Allah'ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"umum","bütün"
"ehl-i hakikat","hak ve doğruluk üzere olan kimseler"
"ziyade","çok, fazla"
"vahiy","Cenâb-ı Hak tarafından Cebrail (a.s.) vasıtası ile peygamberlere gelen bilgi"
"şuhud","kalp gözüyle görme"
"binaen","-dayanarak"
"kat'iyet","kesinlik"
"kesb","kazanmak"
"hıfz","korumak"
"nev-i beşer","insanlar, insanlık"
"kâinat","evren, yaratılan herşey"
"ehemmiyet","önem"
"muazzam","azametli, çok büyük"
"dehşet","korku, ürküntü"
"hakikat","doğru, gerçek"
"ehl-i şuhud ve keşif ve tahkik","maneviyat âlemlerinde iman hakikatlerini Allah'ın lütuf ve ihsanıyla gözleme yeteneğine sahip, hakikatleri delilleriyle bilen veli zâtlar"
"müşahede","görmek, gözlemlemek"
"tereşşuhat","sızıntılar, izler"
"dehşet","korku, ürküntü"
"feryat","bağırıp çağırmak"
"kâinat","evren, yaratılan herşey"
"şer","kötülük, fenalık"
"lezzet-elem","tatlı-acı"
"zulmet","karanlık"
"bürudet","soğukluk"
"hidayet","doğru ve hak yolu gösterme"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratılması"
"şer","kötülük, fenalık"
"hayır","iyilik"
"Zulmet","karanlık"
"ziya","ışık, aydınlık"
"ehemmiyet","önem"
"hararet","ısı, sıcaklık"
"tahakkuk","gerçekleşmek"
"hüsn","güzellik"
"hakikat","doğru, gerçek"
"hakikat","doğru, gerçek"
"vücut","var olmak"
"cihet","taraf, yön"
"hakikat","doğru, gerçek"
"hakikat","doğru, gerçek"
"mevcudat","varlıklar"
"dâr-ı fâni","gelip geçici yer, dünya"
"dâr-ı beka","devamlı ve kalıcı olan âhiret yurdu"
"hayır","iyilik"
"şer","kötülük, fenalık"
"mütemadiyen","sürekli olarak"
"kâinat","evren, yaratılan herşey"
"Keramet","Allah'ın bir ikramı olarak sevgili kullarında görünen olağanüstü hâl"
"âhir","son"
"remizli","işaretli"
"nükte","ince anlamlı söz"
"havale","göndermek"
"medrese-i Yusufiye","Hz. Yusuf'un (a.s.) hapiste kalmasına benzetilerek, iman ve Kur'ân hizmetinden dolayı tutuklananların hapsedildiği yer mânâsında hapishane"
"dehşet","korku, ürküntü"
"haps-i ebedî","sonsuz bir hapis, Cehennem"
"istifade","faydalanmak, yararlanmak"
"mecburiyet","zorunluluk"
"edâ","yerine getirmek"
"ebedî","sonu olmayan, sonsuz"
"necat","kurtuluş"
"nuranî","nurlu, aydınlık"
"Allahu ekber","Allah en büyüktür"
"Allahu ekber","Allah en büyüktür"
"Allahu ekber","Allah en büyüktür"
"nev-i beşer","insanlar, insanlık"
"Allahu ekber","Allah en büyüktür"
"küre-i arz","yerküre, dünya"
"nisbetinde","ölçüsünde"
"Allahu ekber","Allah en büyüktür"
"kelime-i kudsiye","kutsal söz"
"semâvât","gökler"
"seyyârât","gezegenler, gök cisimleri"
"ziyade","çok, fazla"
"Arafat","Mekke'nin 25 km güney doğusunda bulunan ve hacıların arefe günü toplanıp vakfe yaptıkları yerin adı"
"iyd","bayram"
"Allahu ekber","Allah en büyüktür"
"Resul-i Ekrem","Allah'ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"al","soy, aile"
"âl","soy, aile"
"sahabe","Hz. Peygamber'i (a.s.m.) dünya gözüyle gören ve onun yolundan giden Müslümanlar"
"Allahu ekber","Allah en büyüktür"
"kelâm","ifade, söz"
"nevi","tür"
"aks-i sadâ","yankı"
"rububiyet-i İlâhiye","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"Rabbü'l-Arz","dünyanın Rabbi olan Allah"
"Rabbü'l-Âlemîn","âlemlerin Rabbi olan Allah"
"Âl","soy, aile"
"azamet-i ünvan","ünvanın büyüklüğü"
"küllî","büyük, kapsamlı, geniş tür"
"tecelli","yansıma, görünme"
"küllî","büyük, kapsamlı, geniş tür"
"ubûdiyet","Allah'a kulluk"
"tahayyül","hayal etme"
"kelâm-ı kudsî","kutsal kelâm, söz"
"tahattur","hatırlamak"
"kelâm","ifade, söz"
"bâkiyat-ı salihat","ebedî âlemde sevap olarak bâki kalan kutsal sözler, dine uygun iyi ve yararlı işler"
"Lâ ilâhe illâllah","Allah'tan başka ilâh yoktur"
"ve'l-hamdü lillâh","ezelden ebede her türlü hamd ve övgü, şükür ve minnet Allah'a mahsustur"
"Sübhanallah","Allah her türlü eksiklikten sonsuz derecede yücedir"
"kelâm","ifade, söz"
"cüz'î","ferdî, az, küçük"
"küllî","büyük, kapsamlı, geniş tür"
"ihtar","hatırlatma, uyarı"
"tahakkuk","gerçekleşme"
"Allahu ekber","Allah en büyüktür"
"vech-i mânâ","mânâ ve anlamlarının bir yönü"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"fevkinde","üstünde"
"daire-i ilm","ilim dairesi"
"tasarruf-u kudret","Allah'ın sonsuz kudretinin işleyişi"
"haşr","insanların öldükten sonra âhirette diriltilip muhakeme için Allah'ın huzurunda toplanması"
"adem","hiçlik, yokluk"
"saadet-i ebediye","sonsuz mutluluk"
"acip","hayret verici, şaşırtıcı"
"tavr-ı akl","akıl ölçüsü, çizgisi"
"sarahat-i kat'iye","tam bir açıklıkla mânâ ifade etmesi"
"nev'i beşer","insan türü, insanlık"
"haşri ve neşri","öldükten sonra âhirette âhirette diriltilerek muhakeme için Allah'ın huzurunda toplanma ve tekrar dağılıp yayılma"
"nefs","can, hayat, kişinin kendisi"
"icad","var etme, vücuda getirme"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"itibarıyle","özelliğiyle"
"darb-ı mesel","meşhur söz, atasözü"
"musibet","belâ, dert, felâket"
"nokta-i istinat","dayanak noktası"
"ibâdât","ibadetler"
"fihriste","içindekiler, içerik"
"hülâsa","kısaca, özet"
"tesbihat","tesbihler; Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"Sübhânallah","Allah her türlü eksiklikten sonsuz derecede yücedir"
"Elhamdü lillâh","ezelden ebede her türlü hamd ve övgü, şükür ve minnet Allah'a mahsustur"
"Allahu ekber","Allah en büyüktür"
"muazzam","azametli, çok büyük"
"medar-ı hayret","hayret sebebi"
"medar-ı şükran","teşekkür sebebi"
"medar-ı azamet ve kibriyâ","haşmet, yücelik ve büyüklük sebebi, kaynağı"
"acip","hayret verici, şaşırtıcı"
"fevkalâde","olağanüstü"
"neş'et","çıkmak, yetişmek"
"âhir","son"
"izah","açıklamak"
"nefer","asker, er"
"müşir","mareşal"
"huzur-u padişah","padişahın huzuru"
"sair","diğer, başka"
"zabit","subay"
"makam","konum, rütbe, derece"
"velî","Allah dostu"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"Rabbü'l-Arz","dünyanın Rabbi olan Allah"
"Rabbü'l-Âlemîn","bütün âlemlerin Rabbi olan Allah"
"kibriyâ","yücelik, büyüklük"
"istilâ","kuşatmak"
"mükerrer","tekrar tekrar, defalarca"
"Allahu ekber","Allah en büyüktür"
"umum","bütün"
"misillü","gibi"
"Lema","parıltı"
"âhir","son"
"desise","hile, aldatma"
"cevab-ı kat'î","şüphe bırakmayacak kesin cevap"
"Allahu ekber","Allah en büyüktür"
"âhiret","öteki dünya"
"misillü","gibi"
"Elhamdû lillâh","ezelden ebede her türlü hamd ve övgü, şükür ve minnet Allah'a mahsustur"
"haşr","yeniden diriliş; insanların öldükten sonra âhirette diriltilip muhakeme için Allah'ın huzurunda toplanması"
"ihtar","hatırlatmak"
"âhiret","öteki dünya"
"ezel","başlangıcı olmayan, sonsuzluk"
"ebed","sonu olmayan, sonsuzluk"
"hamd","övgü ve minnet duyma"
"şükür","teşekkür"
"nimet","iyilik, ihsan"
"nimet","iyilik, ihsan"
"hakikî","asıl, gerçek"
"nimet","iyilik, ihsan"
"zîşuur","şuur sahibi, bilinçli"
"adem","hiçlik, yokluk"
"hadsiz","sayısız, sınırsız"
"musibet","belâ, dert, felâket"
"saadet-i ebediye","sonsuz mutluluk"
"küllî","büyük, kapsamlı"
"mukabele","karşılık vermek"
"ziyade","çok, fazla"
"Elhamdü lillâh","ezelden ebede her türlü hamd ve övgü Allah'a mahsustur"
"Elhamdü lillâh","ezelden ebede her türlü hamd ve övgü Allah'a mahsustur"
"şer'an","şeriata göre"
"ezel","başlangıcı olmayan, sonsuzluk"
"ebed","sonu olmayan, sonsuzluk"
"hadsiz","sayısız, sınırsız"
"hamd","övgü ve şükür"
"şükr","teşekkür, övgü"
"saadet-i ebediye","sonsuz mutluluk"
"muaccel","peşin"
"baha","değer, kıymet, fiyat"
"fâni","geçici, ölümlü"
"elem","acı, keder"
"âlûde","bulaşık, karışık"
"nimet","iyilik, ihsan"
"münhasır","ait, mahsus, sadece ona bağlı"
"ebedî","sonu olmayan, sonsuz"
"nimet","iyilik, ihsan"
"cihetiyle","yönüyle"
"şükr","teşekkür, övgü"
"Sübhânallah","Allah her türlü eksiklikten sonsuz derecede yücedir"
"kelime-i kudsiye","kutsal kelime"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, sonsuz şeref sahibi Allah"
"şerik","ortak"
"noksaniyet","noksanlık, eksiklik"
"acz","acizlik, güçsüzlük"
"kemâl","kusursuzluk, mükemmellik"
"cemâl","güzellik"
"celâl","haşmet, görkem"
"muhalif","aykırı, zıt"
"kusurat","kusurlar, eksiklikler"
"takdis ve tenzih","Allah'ın her türlü eksiklik ve çirkinlikten yüce olduğunu ilân etmek"
"saadet-i ebediye","sonsuz mutluluk"
"celâl","haşmet, görkem"
"cemâl","güzellik"
"kemâl-i saltanat","saltanatın mükemmelliği, kusursuzluğu"
"haşmet","büyüklük, yücelik"
"medar","dayanak olmak, sebep olmak"
"dâr-ı âhiret","öteki dünya, âhiret yurdu"
"ihtar","hatırlatmak"
"delâlet","işaret etme, delil olma"
"sâbıkan","bundan önce"
"saadet-i ebediye","sonsuz mutluluk"
"kemâl","kusursuzluk, mükemmellik"
"celâl","haşmet, görkem"
"cemâl","güzellik"
"rahmet","İlâhî şefkat, merhamet"
"lekedar","lekeli"
"kudsî","her türlü kusur ve noksandan uzak, kutsal"
"Bismillâh","Allah'ın adıyla"
"Lâ ilâhe illâllah","Allah'tan başka ilâh yoktur"
"sâir","diğer, başka"
"kelimat-ı mübareke","mübarek, bereketli kelimeler"
"erkân-ı imaniye","imanın esasları, şartları"
"keşf","açığa çıkarmak"
"hülâsa","öz, özet"
"hülâsa","öz, özet"
"erkân-ı imaniye","imanın esasları, şartları"
"hakikat","doğru, gerçek"
"hülâsa","öz, özet"
"sünûhat","Allah'ın lütfuyla kalbe gelen mânâlar"
"tesbihat","tesbihler; Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"hakiki","asıl, gerçek"
"hakikat","doğru, gerçek"
"velâyet-i Ahmediye","Peygamber Efendimizin (a.s.m.) velilik yönü"
"ubudiyet-i Muhammediye","Peygamber Efendimizin (a.s.m.) Allah'a olan mükemmel kulluğu ve ibadeti"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"cihet","şekil, yön"
"daire-i zikir","zikir dairesi"
"tesbihat","tesbihler; Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"tarikat-ı Muhammediye","Peygamber Efendimizin (a.s.m.) yolu, sünneti"
"vird","devamlı yapılan zikir, dua"
"ziyade","çok, fazla"
"halka-i kübrâ-yı zikir","büyük zikir halkası"
"tesbih","Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"Sübhânallah","Allah her türlü eksiklikten sonsuz derecede yücedir"
"Elhamdü lillâh","ezelden ebede her türlü hamd ve övgü Allah'a mahsustur"
"Allahu ekber","Allah en büyüktür"
"gayet","son derece"
"halka-i zikir","zikir halkası"
"sabıkan","bundan önce"
"beyan","açıklamak"
"hülâsa","öz, özet, esas"
"kelime-i mübareke","mübarek kelime"
"kıymettar","kıymetli, değerli"
"risale","mektup; Risale-i Nur Külliyatı'ndan her bir bölüm"
"âhir","son"
"tesbihat","tesbihler; Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"ehemmiyetli","önemli"
"ilâ âhiri'l-âye","âyetin sonuna kadar"
"âyet-i ecma' ve âlâ ve ekber","kapsamlı âyet"
"küllî","büyük, kapsamlı, geniş"
"nükte","ince anlam"
"beyan","açıklamak"
"dehşetli","korkunç, ürkütücü"
"azametli","büyük"
"inkişaf","açığa çıkma, ortaya çıkma"
"neş'et","doğmak, meydana çıkmak"
"Mânen","mânevî olarak"
"cüz-ü hakikat-ı imaniye","iman hakikatinin bir parçası, iman esaslarının biri"
"izale","ortadan kaldırmak, gidermek"
"rükün","esas, şart"
"hakikat-i imaniye","iman hakikatı, gerçeği"
"mürted","dinden çıkmak"
"küfr-ü mutlak","tam bir küfür ve inkâr, hiçbir dinî değere inanmamak"
"sair","diğer, başka"
"erkân-ı imaniye","imanın esasları, şartları"
"küfr-ü mutlak","tam bir küfür ve inkâr, hiçbir dinî değere inanmamak"
"Elcevap","bu sorunun cevabı"
"rükn","esas, şart"
"vahdânî","birlik sahibi, birliğe ait"
"hakikat","doğru, gerçek"
"tefrik","birbirinden ayırma"
"küllî","büyük, kapsamlı, geniş"
"tecezzî","bölünme, parçalanma"
"küll","bütün, genel"
"kabil-i inkısam","bölünebilir, kısımlara ayrılabilir"
"rükn-ü imanî","imanın şartı, esası"
"hüccet","delil"
"sair","diğer, başka"
"erkân-ı imaniye","imanın esasları, şartları"
"gayet","son derece"
"hüccet-i âzam","en büyük delil"
"erkân","esaslar, şartlar"
"fikr-i bâtıl","yanlış fikir, sapık düşünce"
"hakikat","doğru, gerçek"
"nazar","bakış, dikkat"
"rükn","esas, şart"
"hakikat","doğru, gerçek"
"adem-i kabul","kabule yanaşmama, bir hükme varmama"
"küfr-ü inadî","inada dayalı küfür"
"küfr-ü mutlak","kesin ve tam bir inkâr, hiçbir dinî değere inanmamak"
"insaniyet","insanlık"
"gayet","son derece"
"muhtasar","kısa, özet"
"haşr","yeniden diriliş; insanların öldükten sonra tekrar diriltilip Allah'ın huzurunda toplanması"
"sair","diğer, başka"
"erkân-ı imaniye","iman rükünleri, temel esasları"
"haşr","yeniden diriliş; insanların öldükten sonra tekrar diriltilip Allah'ın huzurunda toplanması"
"hülâsa","öz, özet"
"beyan","açıklama"
"mücmel","kısa, özet"
"fezleke","hülasa, öz"
"muhtasar","kısa, özet"
"hülâsa","öz, özet"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, sonsuz şeref ve yücelik sahibi Allah"
"inâyet","yardım"
"nükte-i âzam","büyük nükte; ince ve derin anlamlı söz"
"beyan","açıklama"
"İman-ı billâh","Allah'a iman"
"hüccet","kesin delil"
"sair","diğer, başka"
"rükün","esas, şart"
"iman-ı bil'âhiret","âhirete iman"
"hadsiz","sınırsız"
"kâinat","evren, yaratılan herşey"
"levazım","ihtiyaçlar"
"mizan","ölçü"
"intizam","düzen, tertip"
"hikmet","fayda, gaye; herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratılması"
"zerrât","atomlar, en küçük madde parçaları"
"seyyârât","gezegenler"
"muntazam","düzenli, intizamlı"
"techiz","donatmak, cihazlandırmak"
"mütemadiyen","sürekli olarak"
"ulvî","yüce, yüksek"
"talim","eğitmek, öğretmek"
"tavzifat","vazifelendirmeler"
"seyir ü cevelân","dolaşma, gezinme"
"ubudiyetkârâne","kulluk ederek"
"resm-i küşad","açılış merasimi"
"ezelî","başlangıcı olmayan, sonsuz"
"bâki","kalıcı, devamlı, sürekli"
"saltanat-ı rububiyet","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"ebedî","sonu olmayan, sonsuz"
"daimî","devamlı, sürekli, zaman üstü"
"hâkimiyet-i ulûhiyet","Allah'ın sınırsız egemenliği"
"ebedî","sonu olmayan, sonsuz"
"sermedî","daimi, sürekli"
"bâki","kalıcı, devamlı, sürekli"
"daimî","devamlı, sürekli, zaman üstü"
"bâki","kalıcı, devamlı, sürekli"
"makarr","karargâh, merkez, payitaht"
"daimî","devamlı, sürekli, zaman üstü"
"medar","dayanak noktası, eksen"
"sermedî","daimi, sürekli"
"mazhar","ayna, görünme yeri"
"dâr-ı âhiret","âhiret yurdu"
"hâşâ","asla, kesinlikle öyle değil"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, sonsuz şeref ve yücelik sahibi Allah"
"beyan","açıklama"
"ekser","pek çok"
"vücub-u vücud","Allah'ın varlığının zorunlu oluşu, var olmak için bir sebebe muhtaç olmaması"
"hüccet","kesin delil"
"şehadet","şahitlik, tanıklık etmek"
"kutb-u imanî","imanın kutbu, esası"
"nokta-i istinad","dayanak noktası"
"iman-ı billâh","Allah'a iman"
"beyan","açıklamak"
"cihet","şekil, yön"
"ulûhiyet","ilâhlık"
"mâbudiyet","ibadet edilmeye lâyık olma"
"tezahür","belirme, görünme"
"kâinat","evren, yaratılan herşey"
"mücessem","cisimleşmiş, maddi yapısı olan"
"kitab-ı Samedânî","herşey Kendisine muhtaç olduğu halde, Kendisi hiçbir şeye muhtaç olmayan Allah'ın kitabı, kâinat"
"cismânî","maddi yapısı olan"
"Kur'ân-ı Sübhânî","her türlü kusur ve noksandan uzak olan Allah'ın Kur'ân'ı, kâinat kitabı"
"âyet-i tekvîniye","yaratılışa ait deliller, bütün varlıklar"
"mu'cize","benzerini yapma noktasında başkalarını âciz bırakan olağanüstü şey"
"hadsiz","sayısız, sınırsız"
"âyât","âyetler, deliller"
"mânidar","anlamlı"
"tezyin","süslemek"
"mescid-i Rahmânî","çok merhametli olan Allah'ın yarattığı mescid"
"tâife","topluluk, grup"
"nevi","tür"
"ibadet-i fıtriye","yaratılıştan gelen ibadet"
"iştigal","meşgul olmak, ilgilenmek"
"halk","yaratmak"
"Mâbud-u Bilhak","hakkıyla ibadete lâyık olan Allah"
"kitab-ı kebîr","büyük kitap, kâinat"
"Kur'ân-ı Samedânî","herşey Kendisine muhtaç olduğu halde, kendisi hiçbir şeye muhtaç olmayan Allah'ın Kur'ân'ı, kâinat kitabı"
"tefsir","açıklamak, yorumlamak"
"müfessir","açıklayan, yorumlayan kimse"
"mescid-i ekber","en büyük mescid"
"hadsiz","sayısız, sınırsız"
"müfessir","açıklayan, yorumlayan kimse"
"ferman","buyruk, emir"
"Hâşâ","asla, kesinlikle öyle değil"
"hâşâ","asla, kesinlikle öyle değil"
"cemâl-i rahmet","rahmetin güzelliği"
"hüsn-ü şefkat","şefkatin güzelliği"
"kemâl-i rububiyet","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesinin, onları terbiye edip idaresi ve egemenliği altında bulundurmasının mükemmelliği"
"zîşuur","şuur sahibi, bilinçli"
"hamd","övgü ve şükür"
"kâinat","evren, yaratılan herşey"
"ziyafetgâh","ziyafet yeri"
"teşhirgâh","sergi yeri"
"seyrangâh","gezinti yeri"
"hadsiz","sayısız, sınırsız"
"leziz","lezzetli"
"gayet","son derece"
"hadsiz","sayısız, sınırsız"
"halk","yaratmak"
"Sâni-i Rahîm","özel şefkat ve merhamet tecellîsi olan, herşeyi san'atla yaratan Allah"
"Kerîm","sonsuz cömertlik ve ikram sahibi Allah"
"ziyafetgâh","ziyafet yeri"
"zîşuur","şuur sahibi, bilinçli"
"mahlûk","yaratık"
"mukabil","karşılık"
"vazife-i teşekküriye","teşekkür vazifesi, şükür görevi"
"tezahür-ü rahmet","rahmet belirmesi, görünmesi"
"vazife-i ubudiyet","ibadet vazifesi, kulluk görevi"
"Hâşâ","asla, kesinlikle öyle değil"
"hâşâ","asla, kesinlikle öyle değil"
"Sâni","herşeyi mükemmel bir san'atla yaratan Allah"
"delâlet","işaret etme, delil olma"
"tahsin","beğenme, güzelliğini ilân etme"
"cemâl","güzellik"
"kâinat","evren, yaratılan herşey"
"kâinat","evren, yaratılan herşey"
"zîhayat","canlı, hayat sahibi"
"fevkalâde","olağanüstü"
"hüsn-ü esmâ","isimlerin güzelliği"
"tahsin","takdir etme, beğenme"
"mukabelesiz","karşılıksız"
"Hâşâ","asla, kesinlikle öyle değil"
"hâşâ","asla, kesinlikle öyle değil"
"zîhayat","canlı, hayat sahibi"
"ihtiyacat-ı fıtri","yaratılıştan gelen ihtiyaç"
"iltica","sığınma"
"kast","amaç, hedef"
"ihtiyar","dileme, istek, tercih"
"irade","dileme, istek, kast etme"
"hadsiz","sınırsız"
"in'âm","nimetlendirme"
"nihayetsiz","sonsuz"
"ihsanat","bağışlar, iyilikler"
"fiilen","davranışla, gerçekte; bizzat, fiilî olarak"
"halen","hareket ve davranışla"
"sarih","açık"
"suret","biçim, şekil"
