"kelime","anlam"
"suret-i câmia","kapsamlı suret ve şekil"
"mikyas","ölçek"
"zemin","yer"
"sima","yüz, çehre"
"kâinat","evren, yaratılmış herşey"
"sima","yüz, çehre"
"cilve-i etemm","tam yansıma ve görüntü"
"Zât-ı Rahmânü'r-Rahîm","kullarına karşı sınırsız rahmet sahibi olan ve rahmetinin eserleri dünya ve âhireti dolduran Zât, Allah"
"âyine","ayna"
"zîhayat","canlı"
"mazhar","görünme ve yansıma yeri"
"Zât-ı Vâcibü'l-Vücud","varlığı zorunlu olan, var olmak için hiçbir sebebe ihtiyacı bulunmayan Zât, Allah"
"delâlet","delil olma, işaret etme"
"kat'î","kesin"
"vâzıh","açık, âşikar"
"zâhir","görünen, açık"
"timsal","görüntü, yansıma"
"aks","yansıma"
"âyine","ayna"
"delâlet","delil olma, işaret etme"
"vuzuh","açıklık"
"âyine","ayna"
"suret-i Rahmân","Cenab-ı Allah'ın sureti, görünüşü"
"vuzuh-u delâlet","delil olmanın ve işaret etmenin açıklığı"
"kemâl-i münasebet","tam münasebet, ilgi"
"ehl-i vahdetü'l-vücud","her yerde ve herşeyde yalnızca Allah'ı kabul ederek, diğer varlıkları bir nevi gölge gibi kabul edenler"
"mutedil","ölçülü, aşırıya kaçmayan"
"Lâ mevcude illâ Hû","Ondan başka hiçbir varlık yok"
"binaen","-dayanarak"
"delâlet","delil olma, işaret etme"
"vuzuh","açıklık"
"münasebet","bağlantı, ilgi"
"kemâl","mükemmellik"
"hadsiz","sınırsız"
"acz","güçsüzlük, âcizlik"
"fakr","fakirlik, ihtiyaç hali"
"biçare","çaresiz"
"Rahmet","İlâhî şefkat, merhamet ve ihsan"
"kıymettar","kıymetli, değerli"
"makbul","kabul gören"
"şefaatçi","bağış ve ikram vesilesi"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"Sultan-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi Sultan, Allah"
"zerrat","zerreler, atomlar"
"kemâl-i intizam ve itaat","tam ve mükemmel bir düzen ve itaat"
"Zât-ı Zülcelâl","haşmet ve yücelik sahibi Zât, Allah"
"Sultan-ı Ezel ve Ebed","hüküm ve saltanatı ezelden ebede devam eden Sultan, Allah"
"istiğnâ-yı zâtî","kendi zâtına ait zenginlik"
"istiğnâ-yı mutlak","sınırsız zenginlik, hiçbir şeye muhtaç olmayış"
"kâinat","evren, yaratılmış herşey"
"mevcudat","varlıklar"
"Ganiyy-i Ale'l-Itlak","her cihetle sınırsız zenginlik sahibi Allah"
"kâinat","evren, yaratılmış herşey"
"taht-ı emir ve idaresinde","emir ve idaresi altında"
"heybet","hürmetle beraber korku hali"
"azamet","büyüklük"
"celâl","haşmet, heybet, yücelik"
"tezellül","alçalma"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"Müstağnî-yi Ale'l-Itlak","her cihetle sınırsız zenginlik sahibi olan Allah"
"Sultan-ı Sermedî","hükümdarlığının sonu olmayan Sultan, Allah"
"abd","kul"
"ziya","ışık"
"aks","yansıma"
"cilve","yansıma, görüntü"
"âyine","ayna"
"Zât-ı Akdes","her türlü kusur ve noksandan yüce olan Zât, Allah"
"Şems-i Ezel ve Ebed","varlığının başlangıcı ve sonu olmayan ve herşeyi nurlandıran Ezelî Güneş, Cenâb-ı Hak"
"çendan","gerçi"
"nihayetsiz","sonsuz"
"ziya-yı rahmet","rahmet ışığı"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"ebedî","sonsuz"
"hazine-i nur","nur hazinesi"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"mümessil","temsilci"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"beliğ","maksadını noksansız ve güzel sözlerle anlatabilen"
"lisan","dil"
"dellâl","rehber, yol gösterici"
"Rahmeten li'l-Âlemîn","âlemlere rahmet olarak gönderilen Peygamberimiz"
"tesmiye edilen","isimlendirilen"
"Resul-i Ekrem","Allah'ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"sünnet","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"tebaiyet","tabi olma, uyma"
"Rahmeten li'l-Âlemîn","âlemlere rahmet olarak gönderilen Peygamberimiz"
"rahmet-i mücesseme","cisimleşmiş rahmet"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"zîhayat","canlı"
"mücessem","cisimleşmiş"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"Rahmeten li'l-Âlemîn","âlemlere rahmet olarak gönderilen Peygamberimiz"
"vüsul","kavuşma, erişme"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"Rahmeten li'l-Âlemîn","âlemlere rahmet olarak gönderilen Peygamberimiz"
"rahmet-i Rahmân","yarattıklarına şefkat ve merhametle muamele eden Allah'ın rahmeti"
"ittihaz","edinme, kabullenme"
"Umum","bütün"
"ümmet","Peygambere inanıp onun yolundan gidenler"
"Rahmeten li'l-Âlemîn","âlemlere rahmet olarak gönderilen Peygamberimiz"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"hadsiz","sınırsız"
"kesret","çokluk"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"kıymettar","kıymetli, değerli"
"hediye-i İlâhiye","Allah'ın hediyesi"
"suret","şekil, biçim"
"Elhasıl","özetle, sonuç olarak"
"Hazine-i rahmet","rahmet hazinesi"
"kıymettar","kıymetli, değerli"
"zât-ı Ahmediye","Peygamberimiz Hz. Muhammed'in zâtı, kişiliği"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"salâvat","Peygamberimize rahmet ve esenlik dileme"
"saadet","mutluluk"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"hodbin","kendini beğenmiş, bencil"
"hüdâbin","Allah'ı tanıyan"
"bahtiyar","talihli"
"sülûk","yönelmek, yola girmek"
"Hodbin","kendini beğenmiş, bencil"
"hodgâm","keyfine düşkün"
"hodendiş","yalnız kendini düşünen"
"bedbin","ümitsiz, karamsar"
"bedbin","ümitsiz, karamsar"
"nazar","bakış"
"fena","kötü"
"âciz","güçsüz"
"bîçâre","çaresiz"
"tahribat","yıkıp bozmalar"
"vâveylâ","feryat"
"hazin","hüzünlü"
"elîm","üzücü, acı verici"
"matemhane-i umumî","genel yas evi"
"elîm","üzücü, acı verici"
"muzlim","karanlıklı"
"halet","hal, durum"
"ecnebî","yabancı"
"meyusâne","ümitsizcesine"
"hüdâbin","Allah'ı tanıyan"
"hüdâperest","Allah'a ibadet eden"
"hak-endiş","hak taraftarı"
"nazar","bakış"
"umumî","genel"
"sürur","mutluluk"
"şehrâyin","şenlik"
"cezbe","Allah aşkıyla kendinden geçme"
"zikirhane","Allah'ın anıldığı yer"
"terhisât-ı umumiye","genel izin, salıverilme"
"tekbir","Allah en büyüktür mânâsında Allahu Ekber demek"
"tehlil","Allah'tan başka hiçbir ilah yoktur mânâsındaki lâ ilâhe illallah sözünü söylemek"
"mesrurâne","sevinçli olarak"
"ahz-ı asker","asker alımı"
"Evvelki","önceki"
"bedbaht","talihsiz, kötü talihli"
"elem","acı, üzüntü"
"müteellim","üzülmek, acı duymak"
"bahtiyar","talihli"
"sürur","mutluluk"
"mesrur","mutlu"
"müferrah","ferahlamış, huzurlu"
"divane","deli"
"Batn","iç"
"zahir","dış"
"aks","yansımak"
"terhisât","serbest bırakılmalar, salıverilmeler"
"tevehhüm","kuruntuya kapılmak, zannetmek"
"nazar","bakış, dikkat"
"hakikat","gerçek"
"nihayet","son"
"âdil","adaletli"
"merhametkâr","merhametli, şefkatli"
"raiyetperver","halkına iyi davranan"
"muktedir","güçlü, iktidar sahibi"
"intizam perver","düzeni seven"
"müşfik","şefkatli"
"melik","hükümdar"
"âsâr-ı terakkiyat ve kemâlât","gelişmişlik ve kalkınmışlık eserleri"
"vehm","zan, kuruntu"
"bedbaht","talihsiz"
"nedamet","pişman olmak"
"işret","içkili eğlence, sefahet"
"divane","deli"
"halet","hal, durum"
"nefs","kişinin kendisi"
"kâfir","Allah'ı veya Allah'ın kesin olarak bildirdiği bir şeyi inkâr eden kimse"
"fâsık","günahkâr"
"gafil","duyarsız, sorumsuz, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranan"
"nazar","bakış, dikkat"
"matemhane-i umumiye","genel yas evi"
"zîhayat","canlı"
"firak","ayrılık"
"zevâl","geçip gitme, kaybolma"
"sille","tokat, şamar"
"ecel","ölüm vakti"
"mevcudat","varlıklar"
"elîm","üzücü, acı verici"
"dehşetli","korkunç"
"evham","vehimler, kuruntular"
"küfr","inkâr, inançsızlık"
"dalâlet","hak yoldan sapkınlık, inançsızlık"
"neş'et","kaynaklanmak"
"mânen","mânevî olarak"
"tâzip","azap vermek"
"mü'min","imanlı, Allah'a inanan"
"Cenâb-ı Hâlık","Yüce Yaratıcı, Allah"
"tasdik","doğruluğunu kabul etmek"
"nazar","bakış, dikkat"
"zikirhane-i Rahmân","çok merhametli olan Allah'ın anıldığı mekân"
"talimgâh-ı beşer ve hayvan","hayvan ve insanların eğitim yeri"
"meydan-ı imtihan-ı ins ü cân","insanların ve cinlerin imtihan yeri"
"vefiyât-ı hayvaniye ve insaniye","hayvanların ve insanların ölümleri"
"terhisat","serbest bırakılmalar, salıverilmeler"
"Vazife-i hayat","hayat görevi"
"dâr-ı fâni","geçici yer, dünya"
"mânen","mânevî olarak"
"mesrurâne","mutlu olarak"
"dağdağasız","sıkıntısız, ızdırapsız"
"diğer bir âlem","âhiret, öteki dünya"
"vazifedar","vazifeli, görevli"
"tevellüdât-ı hayvaniye ve insaniye","hayvan ve insanların doğumu"
"ahz-ı asker","askere alma"
"zîhayat","canlı"
"muvazzaf","vazifeli, görevli"
"mesrur","mutlu"
"müstakim","dosdoğru olan"
"sadâ","ses"
"zikir","Allah'ı anma"
"tesbih","Allah'ı kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"tefrih","ferahlama"
"neş'et","doğmak, kaynaklanmak"
"nağamat","nağmeler, hoş sesler"
"mevcudat","varlıklar"
"mü'min","imanlı, Allah'a inanan"
"nazar","bakış, dikkat"
"Seyyid-i Kerîm","ikram ve cömertlik sahibi efendi, Allah"
"Mâlik-i Rahîm","sonsuz şefkat ve merhamet sahibi olan herşeyin sahibi Allah"
"mûnis","sevimli, dost"
"lâtif","güzel, hoş"
"ulvî","yüce"
"leziz","lezzetli"
"hakikat","gerçek"
"tecellî","yansıma"
"tezahür","görünmek"
"tûbâ-i Cennet","Cennetteki tûbâ ağacı"
"Küfür","inkâr, inançsızlık"
"zakkum-u Cehennem","Cehennemdeki zakkum ağacı"
"selâmet","güven, esenlik"
"İBADET","Allah'a kulluk"
"saadet","mutluluk"
"fısk","günah, günahkârlık"
"sefahet","yasak zevklere düşkünlük, beyinsizce davranış, budalalık"
"hasâret","zarar"
"helâket","yok oluş"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"menfaat","yarar"
"intizamsız","düzensiz"
"Zahirî","görünüşte"
"hiffet","hafiflik"
"İntizam-ı askerî","askerî disiplin"
"mugaddî","gıdalı, besleyici"
"hülâsa","öz, konsantre"
"okka","1.283 grama karşılık gelen ağırlık ölçüsü"
"adüvv","düşman"
"kıyye","1.283 grama karşılık gelen ağırlık ölçüsü"
"mîrî","devlete ait"
"muarrif","tarif edici, tanıtıcı"
"bahtiyar","talihli, mutlu"
"nefer","asker, er"
"batman","yaklaşık 8 kg. ağırlığında bir ağırlık ölçüsü"
"batman","yaklaşık 8 kg. ağırlığında bir ağırlık ölçüsü"
"minnet","iyilik karşısında kendini borçlu hissetmek"
"bedbaht","talihsiz, kötü talihli"
"nefer","asker, er"
"nizam","düzen, kanun"
"tâbi","uymak"
"batman","yaklaşık 8 kg. ağırlığında bir ağırlık ölçüsü"
"batman","yaklaşık 8 kg. ağırlığında bir ağırlık ölçüsü"
"minnet","iyilik karşısında kendini borçlu hissetmek"
"hadsiz","sınırsız"
"suret","şekil, biçim"
"mahall-i maksud","hedeflenen, varılacak yer"
"âsi","isyankâr"
"nizam","düzen, kanun"
"muhafaza","korumak"
"nefer","asker, er"
"minnet","iyilik karşısında kendini borçlu hissetmek"
"havf","korkmak"
"rahat-ı kalb ve vicdan","kalp ve vicdan rahatlığı"
"matlup","istenen, hedeflenen"
"münasip","uygun"
"mükâfat","ödül"
"nefs-i serkeş","söz dinlemeyen nefis"
"mutî-i kanun-u İlâhî","Allah'ın emir ve yasaklarına itaat eden kişi"
"âsi","isyankâr"
"hevâ","kabiliyet ve duyguları nefsin yasak arzu ve isteklerinin emrine verme"
"tabi","uyan"
"âlem-i ervah","ruhlar âlemi"
"âhiret","öteki dünya, öldükten sonraki hayat"
"takvâ","Allah'tan korkup emir ve yasaklarına titizlikle uymak"
"çendan","gerçi"
"zahirî","görünüşte"
"âbid","Allah'a ibadet eden, kul"
"Eşhedü en lâ ilâhe illâllah","Allah'tan başka ilâh olmadığına şehadet ederim"
"Hâlık","herşeyi yoktan yaratan Allah"
"Rezzak","bütün yaratılmışların rızkını veren Allah"
"Hakîm","herşeyi hikmetle yapan Allah"
"abes","anlamsız, boş"
"Rahîm","sonsuz merhamet ve şefkat sahibi Allah"
"ihsan","iyilik, ikram"
"itikad","inanmak"
"hazine-i rahmet","rahmet hazinesi"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"musahhar","boyun eğen"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"iltica","sığınmak"
"tevekkül","Allah'a güvenme ve Onu vekil kabul etme"
"istinad","dayanmak"
"musibet","belâ, sıkıntı"
"tahassun","sığınmak"
"emniyet-i tâmme","tam bir güven"
"hakikî","gerçek, doğru"
"hasenât","iyilikler, sevaplar"
"menba","kaynak"
"ubûdiyet","Allah'a kulluk"
"seyyiât","kötülükler, günahlar"
"cebânet","korkaklık, aşırı ürkeklik"
"menba","kaynak"
"dalâlet","hak yoldan sapkınlık, inançsızlık"
"münevverü'l-kalb","kalbi imanla aydınlanmış"
"âbid","Allah'a ibadet eden, kul"
"küre-i arz","yerküre, dünya"
"kudret-i Samedâniye","herşey Kendisine muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan Allah'ın kudreti"
"münevverü'l-akıl","aklı bilimle aydınlanmış"
"fâsık","günahkâr"
"feylesof","filozof, felsefeci"
"serseri","başıboş, belli bir işi ve yeri olmayan"
"arz","dünya"
"evhâm","kuruntular, şüpheler"
"Amerika","bk. Amerika"
"hane","ev"
"musibet","belâ, sıkıntı"
"maruz","uğramak, tesirinde ve karşısında olmak"
"iktidar","güç, kudret"
"iktidar","güç, kudret"
"emel","istek, arzu"
"elem","üzüntü, acı"
"âciz","güçsüz, elinden bir şey gelmeyen, çaresiz"
"ruh-u beşer","insan ruhu"
"tevekkül","Allah'a dayanma ve güvenme"
"tevhid","birleme; herşeyin bir olan Allah'a ait olduğunu bilme ve inanma"
"teslim","kendini Allah'ın iradesine bırakma, bağlılık"
"azîm","büyük"
"saadet","mutluluk"
"derk","algılamak, kavramak"
"Malûm","bilinen, belli"
"velev","hattâ"
"ubûdiyet","Allah'a kulluk"
"saadet-i ebediye","sonsuz mutluluk"
"Fısk","günah, günahkârlık"
"sefahet","yasak zevklere düşkünlük, beyinsizce davranış, budalalık"
"fâsık","günahkâr"
"menfaat","yarar"
"şekavet-i ebediye","sonsuz sıkıntı, mutsuzluk"
"helâket","mahvoluş, yok oluş"
"icmâ","bir mesele hakkında İslâm âlimlerinin görüş birliğine varması"
"tevatür","güvenilir insanların birbirlerine anlatarak getirdikleri kesin haber"
"hadsiz","sayısız"
"ehl-i ihtisasın ve müşahede","görünmeyen âlemlere ait hakikatleri bizzat gözleyen ve bu konuda uzmanlaşan kimseler"
"şehadet","şahitlik"
"sabit","kesinleşmiş"
"ehl-i zevkin ve keşf","mânevî âlemlerde iman hakikatleri kendilerine açılan ve bu hakikatlerin zevkine erişen kimseler"
"ihbarat","verilen haberler"
"muhakkak","kesin"
"Elhasıl","özetle, sonuç olarak"
"âhiret","öteki dünya, öldükten sonraki hayat"
"saadet","mutluluk"
"kıymettar","kıymetli, değerli"
"mühim","önemli"
"divane","akılsız, deli"
"kat'î","kesin"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"hâkim","idareci"
"hizmetkâr","hizmetçi"
"has","özel"
"ikamet","oturmak"
"mesken","ev, yer"
"mübâyaa","satın almak"
"şimendifer","tren"
"tayyare","uçak"
"hizmetkâr","hizmetçi"
"bahtiyar","talihli"
"hizmetkâr","hizmetçi"
"bedbaht","talihsiz, kötü talihli"
"sarf","harcamak"
"zayi","kaybetmek"
"kerîm","ikram sahibi, cömert"
"tayyare","uçak"
"mahall-i ikamet","kalınacak yer"
"define","hazine, gizli servet"
"muvakkat","geçici"
"sefahet","yasak zevk ve eğlencelere düşkünlük, beyinsizce davranış, budalalık"
"sarf","harcamak"
"bedbaht","talihsiz, kötü talihli"
"nefs","kişinin kendisi; insanı maddî zevk ve isteklere sevk eden duygu"
"hâkim","idareci, yönetici"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"Hâlık","herşeyi yaratan Allah"
"hizmetkâr","hizmetçi"
"mütedeyyin","dindar"
"şevk","çok istek ve arzu, coşku"
"gafil","duyarsız, sorumsuz, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranan"
"has","özel"
"haşr","öldükten sonra âhirette tekrar diriltilip Allah'ın huzurunda toplanma"
"ebed","sonsuzluk"
"beşer","insan"
"Amel","iş, davranış"
"takvâ","Allah'tan korkup emir ve yasaklarına titizlikle uyma"
"mütefâvit","farklı"
"kat'","aşmak, kesmek"
"ehl-i takvâ","takvâ sahipleri"
"berk","şimşek"
"kat'","aşmak, kesmek"
"Kur'ân-ı Azîmüşşan","şanı yüce Kur'ân"
"hakikat","gerçek, doğru"
"kâfi","yeterli"
"hayat-ı dünyeviye","dünya hayatı"
"sarf","harcamak"
"hayat-ı ebediye","sonsuz âhiret hayatı"
"sarf","harcamak"
"nefs","insanın kendisi"
"zulm","haksız yere kötülük etmek"
"hilâf-ı akıl","akla aykırı"
"iştirak","katılmak"
"akıl","akıllı"
"musaddak","doğrulanan"
"hazine-i ebediye","sonu olmayan, sonsuz hazine"
"hilâf-ı akıl ve hikmet","akla ve ilme aykırı"
"akıl","akıllı"
"âkıl","akıllı"
"mübah","sevap veya günah olmayan günlük işler"
"dünyevî","dünyaya ait"
"amel","iş, davranış"
"sermaye-i ömr","ömür sermayesi"
"âhiret","öteki dünya, öldükten sonraki hayat"
"mal","bir şeyi belli bir bedelle elde etmek, kazanmak"
"fani","ölümlü, geçici"
"cihet","yön, taraf"
"ibka","devamlı ve kalıcı hale getirmek"
"hakikî","asıl, gerçek"
"vazife-i insaniye","insanlık görevi"
"fıtrî","doğal"
"münasip","uygun"
"netice-i hilkat-i beşeriye","insanın yaratılış neticesi, gayesi"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"Seferberlik","savaş hâli"
"tabur","bir askerî birlik"
"muallem","öğrenim görmüş, eğitimli kişi"
"vazifeperver","vazifesini seven, işine düşkün"
"nefisperver","nefsini seven"
"Vazifeperver","vazifesini seven, işine düşkün"
"nefer","asker, er"
"talim","eğitim"
"cihad","savaş, harp"
"erzak","rızıklar; yenilecek, içilecek şeyler"
"tayınat","erzak, yiyecekler"
"cihazat","cihazlar, âletler"
"indelhâce","ihtiyaç anında"
"ası","isyankâr"
"talim","eğitim"
"cihad","savaş, harp"
"erzak","rızıklar; yenilecek, içilecek şeyler"
"cihazat","cihazlar, âletler"
"karavana","yemek kabı"
"angarya","karşılıksız gördürülen iş"
"Nafaka","geçim için gerekli şey"
"şikemperver","midesine düşkün"
"nefer","asker, er"
"talim","eğitim"
"Daim","devamlı"
"nafaka","geçim için gerekli şey"
"tabur","bir askerî birlik"
"muallem","öğrenim görmüş, eğitimli kişi"
"Birader","kardeş"
"ası","isyankâr"
"talim","eğitim"
"muharebe","savaş, harp"
"itimad","güvenmek"
"âciz","güçsüz"
"mücahede","cihad, savaş"
"seferberlik","savaş hâli"
"âsi","isyankâr"
"angarya","karşılıksız gördürülen iş"
"teshilât","kolaylaştırmalar"
"talim","eğitim"
"harp","savaş"
"nefer","asker, er"
"mücahid","cihad eden, savaşçı"
"muallem","öğrenim görmüş, eğitimli kişi"
"meydan-ı harp","savaş meydanı"
"dağdağalı","karışık, gürültülü"
"tabur","bir askerî birlik"
"taksim","ayrılmak"
"cemiyet-i beşeriye","insan topluluğu"
"tabur","bir askerî birlik"
"asr","yüzyıl"
"cemaat-i İslâmiye","İslâm toplumu"
"nefer","asker, er"
"ferâiz-i diniye","dinen yapılması kesin olarak emredilen şeyler"
"kebâir","büyük günahlar"
"nefis","kişinin kendisi"
"mücahede","cihad etmek, savaşmak"
"müttakî","Allah'tan korkup emir ve yasaklarına titizlikle uyan"
"Rezzâk-ı Hakikî","gerçek rızık verici olan Allah"
"itham","suçlamak"
"derd-i maişet","geçim derdi"
"ferâiz","farzlar, dinin zorunlu emirleri"
"maişet","geçim"
"fâsık-ı hâsir","bilerek günah işleyip zarara uğrayan"
"talim","eğitim"
"talimat","eğitimler, emirler"
"harp","savaş"
"nefis","kişinin kendisi"
"heva","kabiliyet ve duyguları nefsin yasak arzu ve isteklerinin emrine verme"
"ins","insan"
"mücahede","cihad etmek, savaşmak"
"ahlâk-ı rezile","kötü ve aşağılık ahlâk"
"helâket-i ebediye","sonsuz mahvoluş"
"perestiş","ibadet, kulluk"
"tevekkül","Allah'a dayanma ve güvenme"
"emniyet","güvenmek"
"mucize-i san'at-ı Samedâniye","herşey Ona muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan Allah'ın sanat mu'cizesi"
"harika-i hikmet-i Rabbâniye","Rab olan Allah'ın hikmet harikası"
"idâme","devam ettiren"
"âciz","güçsüz"
"nazik","zarif, ince"
"mahlûk","yaratık"
"vasıta-i rızk-ı helâl","helâl rızık yolu"
"iktidar","güç, kudret"
"ihtiyar","irade, tercih, seçme"
"acz","âcizlik, güçsüzlük"
"zaaf","zayıflık"
"muvazene","karşılaştırma"
"kâfi","yeterli"
"derd-i maişet","geçim derdi"
"nefer","asker, er"
"talim","eğitim"
"Cenâb-ı Rezzâk-ı Kerîm","sonsuz ikram ve cömertlik sahibi ve herşeyin rızkını veren yüce Allah"
"matbaha-i rahmet","rahmet mutfağı"
"tayınat","erzak, yiyecekler"
"bâr","yük"
"ibadet","Allah'a kulluk"
"ibadet","Allah'a kulluk"
"halk","yaratılmak"
"fıtrat","yaratılış"
"cihazât-ı mâneviye","mânevî donanım"
"hayat-ı dünyeviye","dünya hayatı"
"amel","iş, davranış"
"iktidar","güç, kudret"
"cihet","yön"
"ednâ","basit, küçük"
"hayat-ı mâneviye ve uhreviye","mânevî ve âhirete ait olan hayat"
"iftikar","Allah'a karşı fakirliğini hissetme ve gösterme"
"tazarru","dua, yakarış"
"ibadet","Allah'a kulluk"
"cihet","yön"
"hayvanât","hayvanlar"
"nefs","kişinin kendisi"
"hayat-ı dünyeviye","dünya hayatı"
"gaye-i maksat","asıl hedef, esas maksat"
"daim","devamlı"
"ednâ","basit, küçük"
"nefer","fert"
"hayat-ı uhreviye","âhiret hayatı"
"gaye-i maksat","asıl hedef, esas maksat"
"mezraa","tarla"
"hayvanât","hayvanlar"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"niyazdar","dua eden, yalvaran"
"abd","kul"
"mükerrem","ikram olunan, hürmet edilen"
"muhterem","saygı duyulan"
"intihâp","seçmek"
"Hidayet","doğru ve hak yol"
"tevfik","başarı, muvaffakiyet"
"Erhamü'r-Râhimîn","merhametlilerin en merhametlisi olan Allah"
"NEFİS","kişinin kendisi; ruh, can, hayat"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"abd","kul"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"raiyet","halk"
"muharebe","savaş"
"tebeddül","değişmek"
"nefer","asker, er"
"kemâl-i merhamet","merhametin mükemmelliği"
"yaver-i ekrem","çok değerli, yüksek rütbeli memur"
"merhametkâr","merhametli, şefkatli"
"ferman","buyruk"
"muhafaza","korumak"
"beyhude","boşuna"
"zayi","kayıp"
"muharebe","savaş"
"suret","şekil, biçim"
"nam","ad"
"destgâh","tezgâh, işyeri"
"âciz","güçsüz"
"masârifât","giderler"
"tedarik","elde etmek"
"masarifat","giderler"
"levâzımat","gerekli olan şeyler"
"deruhte","yerine getirmek"
"varidat","gelirler"
"menfaat","yarar"
"terhisat","askerliğin bitişiyle salıverilme"
"mertebe","derece"
"muhafaza","korumak"
"beyhude","boşuna"
"mahrum","yoksun"
"kıymettar","kıymetli, değerli"
"mizan","tartı, terazi"
"istimal","kullanmak"
"külfet","yük, ağırlık"
"hıyanet","hainlik, ihanet"
"hasâret","zarar, kayıp"
"hasâret","zarar, kayıp"
"nam","ad"
"tasarruf","dilediği gibi kullanmak"
"âli","yüce"
"has","özel"
"yaver-i asker","önemli, gözde asker"
"iltifat","gönül okşayıcı güzel söz"
"ferman","buyruk"
"maaliftihar","iftiharla, memnuniyetle"
"mağrur","gururlu, kendini beğenmiş"
"nefs","insanı daima kötülüğe, maddî zevk ve isteklere sevk eden kuvvet"
"firavunlaşmış","kendisini ilâh seviyesine çıkaracak derecede büyük görmek; bk. Firavun"
"hodbin","bencil, kibirli"
"ayyaş","sarhoş"
"ebedî","sonsuz"
"zelzele","sarsıntı, deprem"
"dağdağa","karışıklık, gürültü"
"mülk","sahip olunan şey"
"mertebe","derece"
"gıpta","özenme, hayranlık"
"lûtf","mutluluk"
"mazhar","erişmek"
"has","özel"
"saadet","mutluluk"
"giriftar","tutulmuş, yakalanmış"
"Müstehak","layık"
"saadet","mutluluk"
"mülk","sahip olunan şey"
"nefs-i pürheves","heveslerinin peşinde koşan nefis"
"hakikat","gerçek, doğru"
"Ezel-Ebed Sultanı","başlangıcı ve sonu olmayıp bütün zamanlara egemen olan Allah"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"Hâlık","herşeyi yoktan yaratan Allah"
"mîzan","tartı, ölçü"
"daire-i hayat","hayat alanı"
"mâmelek","sahip olunan herşey"
"mâmelek","sahip olunan herşey"
"zahirî","dış, görünen"
"batınî","iç, görünmeyen"
"hasse","duyu, organ"
"yaver-i ekrem","çok değerli, yüksek rütbeli memur"
"Resul-i Kerîm","Allah'ın çok şerefli ve değerli elçisi Hz. Muhammed (a.s.m.)"
"ferman-ı ahkem","sağlam esaslar içeren buyruk"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"ticaret-i azîme","büyük ticaret"
"muharebe","savaş"
"fânî","geçici, ölümlü"
"bâkî","kalıcı, sürekli"
"tebdil","değiştirmek"
"ibka","kalıcı ve sürekli hale getirmek"
