"kelime","anlam"
"mezar-ı ekber","çok büyük mezar"
"suret","şekil, biçim"
"adem-âlûd","yoklukla karışık"
"zulümat","karanlıklar"
"İstikbal","gelecek zaman"
"vahşetgâh","vahşet yeri"
"memur-u musahhar","emre itaat eden memur"
"hâdisat","olaylar"
"mevcudat","varlıklar"
"muzır","zararlı"
"mazhar","eriştirme"
"hidayet-i İlâhiye","Allah'ın doğru yola erdirmesi"
"nefs","insanı kötülüğe, maddî zevk ve isteklere sevk eden kuvvet"
"firavuniyet","kendisini Firavun gibi ilâh seviyesine çıkaracak derecede büyük görme"
"kitabullah","Allah'ın kitabı"
"vakıa","olay"
"kâinat","evren, yaratılmış herşey"
"nur-u İlâhî","Allah'ın nuru"
"Âlem","kâinat, evren"
"zaman-ı mazi","geçmiş zaman"
"mezar-ı ekber","çok büyük mezar"
"nebî","peygamber"
"evliya","Allah dostu, veli"
"taht-ı riyasetinde","başkanlığında"
"vazife-i ubûdiyet","kulluk vazifesi"
"ifa","yerine getirmek"
"ervâh-ı sâfiye","temiz ruhlar"
"vazife-i hayat","hayat vazifesi"
"Allahu ekber","Allah en büyüktür"
"makamât-ı âliye","yüce makamlar"
"müstakbel","gelecek zaman"
"dağlar misal","dağlar gibi"
"inkılâbât-ı berzahiye ve uhreviye","kabir ve âhiret âlemlerinde meydana gelen büyük değişiklikler"
"saadet","mutluluk"
"ziyafet-i Rahmâniye","Allah'ın sonsuz rahmetiyle kullarına sunduğu ziyafetler"
"nur-u iman","iman nuru"
"tâun","veba, bulaşıcı ve ölümcül hastalık"
"musahhar","boyun eğen, uysal"
"hâdisât","olaylar"
"sureten","görünüşte"
"haşin","kırıcı, sert"
"mânen","mânevî olarak"
"lâtif","lütuf içeren, hoş, güzel"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"medar","sebep, vesile"
"mevt","ölüm"
"hayat-ı ebediye","sonsuz hayat"
"mukaddime","başlangıç, giriş"
"saadet-i ebediye","sonsuz mutluluk"
"sair","diğer"
"cihet","yön"
"hakikat","gerçek, doğru"
"temsil","kıyaslama tarzında benzetme, analoji"
"tatbik","uygulama"
"nur","ışık, aydınlık"
"hakikî","gerçek, doğru"
"kâinat","evren, yaratılmış herşey"
"hâdisât","olaylar"
"tazyikat","baskılar, sıkıştırmalar"
"Tevekkeltü alâllah","Allah'a tevekkül ettim, dayandım"
"sefine-i hayat","hayat gemisi"
"kemâl-i emniyet","tam bir emniyet"
"hâdisât","olaylar"
"dağlarvâri","dağlar gibi"
"seyran","seyretmek"
"Kadîr-i Mutlak","sınırsız güç ve kudret sahibi Allah"
"yed-i kudret","Allah'ın kudret eli"
"berzah","kabir âlemi"
"istirahat","dinlenme"
"saadet-i ebediye","sonsuz mutluluk"
"tevekkül","Allah'a dayanma ve güvenme"
"esfel-i sâfilîn","aşağıların en aşağısı"
"tevhid","birleme; herşeyin bir olan Allah'a ait olduğunu bilme ve inanma"
"tevhid","birleme; herşeyin bir olan Allah'a ait olduğunu bilme ve inanma"
"tevekkül","Allah'a dayanma ve güvenme"
"tevekkül","Allah'a dayanma ve güvenme"
"saadet-i dâreyn","dünya ve âhiret mutluluğu"
"iktiza","gerektirme"
"Tevekkül","Allah'a dayanma ve güvenme"
"esbab","sebepler"
"esbab","sebepler"
"dest-i kudret","Allah'ın kudret eli"
"riayet","uymak"
"esbab","sebepler"
"teşebbüs","başvurma"
"nevi","tür, çeşit"
"dua-yı fiilî","fiilî dua, gerekli şartları ve sebepleri yerine getirme"
"telâkki","kabul etmek"
"müsebbebat","sebeplerin sonuçları"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"minnettar","şükran duymak"
"Tevekkül","Allah'a dayanma ve güvenme"
"sefine","gemi"
"nezaret","gözetme"
"mağrur","gururlu"
"zayi","kayıp, ziyan"
"muhafaza","koruma"
"emniyetli","güvenli"
"sefine-i sultaniye","hükümdarlık gemisi"
"ziyade","çok, fazla"
"muhafaza","koruma"
"takat","güç, kuvvet"
"divane","deli"
"tard","kovma"
"itham","suçlama"
"istihzâ","alay etme"
"maskara","gülünç, rezil"
"ehl-i dikkat","dikkat sahipleri"
"nazar","bakış, dikkat"
"zaaf","zayıflık"
"tekebbür","büyüklenme, gururlanma"
"acz","âcizlik, güçsüzlük"
"riya","gösteriş"
"zillet","alçaklık, aşağılık"
"tasannu","yapmacık"
"müdhike","gülünç, komedi"
"biçare","çaresiz, zavallı"
"maskara","gülünç, rezil"
"tevekkül","Allah'a dayanma ve güvenme"
"tevekkül","Allah'a dayanma ve güvenme"
"kâinat","evren, yaratılmış herşey"
"hodfuruşluk","kendini beğendirmeye çalışmak"
"maskara","gülünç, rezil"
"şekavet-i uhreviye","âhiretteki mutsuzluk"
"tazyikat-ı dünyeviye","dünyadaki sıkıntılar"
"vazife-i asliye","asıl vazife"
"dua","Allah'a yalvarma, yakarma"
"Küfür","inkâr, inançsızlık"
"âciz","güçsüz"
"vâzıh","açık, âşikar"
"burhan-ı kàtı","sağlam, keskin delil"
"âlem","dünya"
"tekemmül","mükemmelleşme, olgunlaşma"
"istidad","kabiliyet, yetenek"
"şerâit-i hayatiye","hayat şartları"
"kâinat","evren, yaratılmış herşey"
"münasebet","bağlantı, ilişki"
"kavânîn-i hayat","hayat yasaları, kanunları"
"meleke","maharet, kabiliyet"
"iktidar-ı hayatiye","yaşama gücü"
"meleke-i ameliye","iş yapma mahareti, kabiliyeti"
"tahsil","öğrenmek"
"ilham","kalbe gelme"
"vazife-i asliye","asıl vazife"
"taallüm","öğrenme"
"tekemmül","mükemmelleşme, olgunlaşma"
"marifet","geniş bilgi ve beceri"
"kesbetmek","kazanmak"
"terakki","ilerleme"
"acz","âcizlik, güçsüzlük"
"medet","yardım"
"dua","Allah'a yalvarma"
"istidad","kabiliyet, yetenek"
"taammül","amel etmek, hareket etmek"
"ubûdiyet-i fiiliye","fiilî ibadetler"
"şerâit-i hayat","hayat şartları"
"âhir","son"
"âciz","güçsüz, zayıf"
"suret","şekil"
"menfaat","çıkar, yarar"
"hayat-ı beşeriye","insan hayatı"
"muavenet","yardım"
"menfaat","çıkar, yarar"
"celp","çekme"
"vazife-i fıtriye","yaratılıştan gelen görev"
"taallüm","öğrenme"
"tekemmül","mükemmelleşme, olgunlaşma"
"dua","Allah'a yalvarma"
"ubûdiyet","Allah'a kulluk"
"hakîmâne","hikmetli biçimde"
"kerem","iyilik, ikram, cömertlik"
"müşfikane","şefkatli bir şekilde"
"lütuf","iyilik, ihsan"
"nazeninâne","nazikçesine"
"hâcât","ihtiyaçlar"
"Kàdıu'l-Hâcât","bütün ihtiyaçları karşılayan Allah"
"lisan-ı acz ve fakr","fakirlik ve acizlik dili"
"dua","Allah'a yalvarma"
"acz","âcizlik, güçsüzlük"
"fakr","fakirlik, ihtiyaç hali"
"cenah","kanat"
"makam-ı âlâ-yı ubûdiyet","Allah'a kulluğun yüce makamı"
"âlem","dünya"
"dua","Allah'a yalvarma"
"tekemmül","mükemmelleşme, olgunlaşma"
"Mahiyet","nitelik, özellik"
"ulûm-u hakikiye","gerçek ilimler"
"maden","kaynak"
"nur","ışık, aydınlık"
"marifetullah","Allah'ı bilme ve tanıma"
"üssü'l-esas","temel esas"
"iman-ı billâh","Allah'a iman"
"nihayetsiz","sonsuz"
"acz","âcizlik, güçsüzlük"
"nihayetsiz","sonsuz"
"beliyyât","belalar"
"maruz","tesiri altında olan"
"hadsiz","sınırsız"
"âdâ","düşmanlar"
"müptelâ","bağımlı, tutulmuş"
"nihayetsiz","sonsuz"
"fakr","fakirlik, ihtiyaç hali"
"nihayetsiz","sonsuz"
"hâcât","ihtiyaçlar"
"giriftar","tutulmuş, yakalanmış"
"nihayetsiz","sonsuz"
"metâlib","istekler"
"vazife-i asliye-i fıtriye","yaratılıştan gelen asıl vazife"
"dua","Allah'a yalvarma"
"Dua","Allah'a yalvarma"
"esas-ı ubûdiyet","kulluğun esası, özü"
"meram","arzu, istek"
"fiilî","fiilen, çalışarak"
"kavlî","sözlü olarak"
"lisan-ı acz","âcizlik dili"
"dua","Allah'a yalvarma, niyaz"
"maksud","istek"
"muvaffak","başarmak"
"zîhayat","canlı"
"nazik","zarif, ince"
"nazenin","ince, nazik, duyarlı"
"nazdar","nazlı"
"Rahmânü'r-Rahîm","sonsuz merhamet sahibi, her yaratığa uygun rızık veren ve yarattıklarına karşı çok şefkat eden Allah"
"dergâh","Allah'ın yüce katı"
"zaaf","zayıflık"
"acz","âcizlik, güçsüzlük"
"fakr","fakirlik, ihtiyaç hâli"
"dua","Allah'a yalvarma, niyaz"
"makàsıd","gayeler, istenilen şeyler"
"musahhar","boyun eğmiş"
"teshir","boyun eğdirme"
"eda","yerine getirmek"
"vâveylâ","feryad"
"ahmak","sersem"
"haylaz","yaramaz"
"kabil-i teshir olmayan","boyun eğdirilmesi mümkün olmayan"
"teshir","boyun eğdirme"
"tedbir","idare etme, çekip çevirme"
"küfran-ı nimet","nimete karşı nankörlük"
"fıtrat-ı asliye","esas yaratılış gayesi"
"müstehak","hak etmiş, layık"
"dua","Allah'a yalvarma, niyaz"
"vesile-i kat'iye","kesin aracı"
"iktiza","gerektirme"
"fıtrat-ı insaniye","insanın yaratılışı, tabiatı"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"Dua","Allah'a yalvarma, niyaz"
"meâl","anlam"
"ferman","buyurmak"
"dua","Allah'a yalvarma, niyaz"
"âyet","Kur'an'ın herbir cümlesi"
"umumî","genel"
"dua","Allah'a yalvarma, niyaz"
"dua","Allah'a yalvarma, niyaz"
"ayn-ı matlub","istenilen şeyin kendisi"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"tâbi","uyan"
"hekim","doktor"
"Hekim","doktor"
"Lebbeyk","buyurunuz"
"maslahat","fayda, yarar"
"binaen","–dayanarak"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"Hakîm-i Mutlak","herşeyi belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratan sınırsız hikmet sahibi Allah"
"nazır","bakan, gözeten"
"abd","kul"
"dua","Allah'a yalvarma"
"Vahşet","yalnızlık"
"huzur","yakınında olma"
"ünsiyet","dostluk, yakınlık"
"hevâperestâne","nefsin isteklerine düşkün bir şekilde"
"heveskârâne","hevesine düşkün bir şekilde"
"tahakküm","baskı, zorbalık"
"hikmet-i Rabbâniye","Allah'ın hikmeti"
"iktiza","gerektirme"
"matlub","istek"
"evlâ","daha iyi"
"dua","Allah'a yalvarma"
"ubûdiyet","Allah'a kulluk"
"Ubûdiyet","Allah'a kulluk"
"semerâtı uhreviyedir","meyveleri ahirete aittir"
"Dünyevî","dünyaya ait"
"maksat","gaye, istenilen şey"
"nevi","tür, çeşit"
"dua","Allah'a yalvarma"
"ibad","kullar"
"maksat","gaye, istenilen şey"
"dua","Allah'a yalvarma"
"ibad","kullar"
"ibad","kullar"
"ibad","kullar"
"dua","Allah'a yalvarma"
"dua","Allah'a yalvarma"
"ibad","kullar"
"hâlis","samimi, içten"
"gurub","batış"
"küsuf","güneş tutulması"
"husuf","ay tutulması"
"ibadet-i mahsusa","özel ibadet"
"nuranî","nurlu, aydınlık"
"âyet","Kur'ân'ın herbir cümlesi"
"nikap","örtü"
"azamet-i İlâhiye","Allah'ın azameti, büyüklüğü"
"medar","sebep, vesile"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"ibâd","kullar"
"nevi","tür, çeşit"
"ibad","kullar"
"müneccim","astrolog, yıldızların konum ve hareketlerinden mânâ çıkaran"
"muayyen","belirli"
"husuf","ay tutulması"
"küsuf","güneş tutulması"
"inkişaf","açığa çıkma"
"beliyye","belâ, musibet"
"istilâ","işgal"
"muzır","zararlı"
"tasallut","sataşma"
"dua","Allah'a yalvarma"
"evkat-ı mahsusa","özel vakitler"
"acz","âcizlik, güçsüzlük"
"dua","Allah'a yalvarma"
"niyaz","dua, yakarış"
"Kadîr-i Mutlak","herşeye gücü yeten, sınırsız güç ve kudret sahibi Allah"
"dergâh","huzur, rahmet kapısı"
"iltica","sığınma"
"dua","Allah'a yalvarma"
"beliyye","belâ, musibet"
"def'","ortadan kaldırma, savma"
"Dua","Allah'a yalvarma"
"Dua","Allah'a yalvarma"
"kaza","olacağı Allah tarafından bilinen ve takdir olunan şeylerin zamanı gelince yaratılması"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"fazl","ihsan, yardım"
"kerem","ikram, iyilik, bağış"
"ref","kaldırmak"
"nurun alâ nur","nur üstüne nur"
"dua","Allah'a yalvarma"
"kaza","olacağı Allah tarafından bilinen ve takdir olunan şeylerin zamanı gelince yaratılması"
"dua","Allah'a yalvarma"
"sırr-ı ubûdiyet","kulluk sırrı"
"Ubûdiyet","Allah'a kulluk"
"hâlisen","katıksız, samimi olarak"
"livechillâh","Allah için"
"acz","âcizlik, güçsüzlük"
"izhar","gösterme"
"dua","Allah'a yalvarma"
"iltica","sığınma"
"rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"Tedbir","idare"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"itimad","güvenme"
"rahmet","şefkat, merhamet"
"itham","suçlama"
"hakikat-i hal","gerçek hal"
"âyât-ı beyyinât","ap açık âyetler"
"beyan","açıklama, izah"
"mevcudat","varlıklar"
"mahsus","özel"
"tesbih","Allah'ı, yüce şanına lâyık ifadelerle anma"
"has","özel"
"kâinat","evren, yaratılmış herşey"
"dergâh-ı İlâhiye","İlâhî rahmet kapısı"
"dua","Allah'a yalvarma"
"istidat","kabiliyet, yetenek"
"nebâtat","bitkiler"
"dua","Allah'a yalvarma"
"lisan-ı istidad","kabiliyet dili"
"Feyyâz-ı Mutlak","pekçok feyiz, bolluk ve bereket veren Allah"
"suret","şekil, görünüş"
"esmâ","isimler"
"mazhariyet-i münkeşife","bir görünüme sahip olmak"
"ihtiyac-ı fıtrî","yaratılıştan gelen ihtiyaç"
"zîhayat","canlı"
"iktidar","güç, kudret"
"hâcât-ı zaruriye","zarurî ihtiyaçlar"
"dua","Allah'a yalvarma"
"ihtiyac-ı fıtrî","yaratılıştan gelen ihtiyaç"
"Cevâd-ı Mutlak","sınırsız cömertlik ve ikram sahibi Allah"
"idame-i hayat","hayatı devam ettirme"
"nevi","çeşit, tür"
"metâlib","istekler"
"lisan-ı ıztırar","çaresizlik ve mecburiyet dili"
"dua","Allah'a yalvarma"
"muztar","çaresiz, zorda kalan"
"zîruh","ruh sahibi"
"kat'î","kesin"
"iltica","sığınma"
"dua","Allah'a yalvarma"
"hâmî-i meçhul","bilinmeyen koruyucu"
"iltica","sığınma"
"belki","aslında, işin doğrusu"
"Rabb-i Rahîm","sonsuz merhamet ve şefkat sahibi ve herşeyi terbiye ve idare eden Allah"
"teveccüh","yönelme"
"nevi","çeşit, tür"
"dua","Allah'a yalvarma"
"mâni","engel"
"makbul","kabul gören, geçerli"
"nevi","çeşit, tür"
"meşhur","bilinen"
"dua","Allah'a yalvarma"
"hâlî","hal ve hareketle"
"kalbî","kalben, içten"
"kàlî","sözle"
"esbab","sebepler"
"teşebbüs","başvurma"
"dua-yı fiilî","fiilî dua, gerekli şartları ve sebepleri yerine getirerek yapılan dua"
"Esbab","sebepler"
"içtima","toplanma, bir araya gelme"
"müsebbeb","sebep olan"
"icad","yaratma, var etme"
"belki","aslında, işin doğrusu"
"lisan-ı hâl","hal dili"
"müsebbeb","sebep olan"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"vaziyet-i marziye","razı olunacak hal"
"hazine-i rahmet","Allah'ın rahmet hazinesi"
"nevi","çeşit, tür"
"dua-yı fiilî","fiilî dua, gerekli şartları ve sebepleri yerine getirerek yapılan dua"
"Cevâd-ı Mutlak","sınırsız cömertlik ve ikram sahibi Allah"
"müteveccih","yönelik"
"mazhariyet","erişme, sahip olma"
"ekseriyet-i mutlaka","büyük çoğunluk"
"lisan","dil"
"dua","Allah'a yalvarma"
"metâlib","istekler, arzular"
"mühim","önemli"
"cihet","yön, taraf"
"Dua","Allah'a yalvarma"
"hâtırât-ı kalb","kalbden geçen şeyler, kalbin hâtıraları"
"acz","âcizlik, güçsüzlük"
"fakr","fakirlik, muhtaçlık"
"medet","yardım"
"beşer","insan"
"Dua","Allah'a yalvarma"
"hazine-i rahmet","Allah'ın rahmet hazinesi"
"medâr","sebep, dayanak"
"âlâ-yı illiyyîn-i insaniyet","insanlığın en yüksek derecesi"
"kâinat","evren, yaratılmış herşey"
"dua","Allah'a yalvarma"
"dua","Allah'a yalvarma"
"abd-i küllî","bütün varlıkların ibadetlerini içine alan ve temsil eden kul"
"vekil-i umumî","genel vekil"
"kâinat","evren, yaratılmış herşey"
"takvim","program"
"Mebhas","bölüm, konu"
"saadet","mutluluk"
"şekavet","mutsuzluk, sıkıntı"
"medar","sebep, vesile"
"Nükte","ince anlamlı söz"
"ahsen-i takvim","insanın en güzel suret ve kıvamda yaratılmış olması"
"cami'","kapsamlı"
"istidat","potansiyel kabiliyet, yetenek"
"esfel-i sâfilîn","aşağıların en aşağısı"
"âlâ-yı illiyyîn","yücelerin en yücesi"
"ferş","yer"
"Arş","göğün en yüksek katı; Allah'ın büyüklüğünün ve yüceliğinin tecelli ettiği yer"
"zerre","atom"
"şems","güneş"
"makamât","dereceler, makamlar"
"merâtib","mertebeler"
"derecât","dereceler"
"derekât","aşağı mertebeler"
"meydan-ı imtihan","imtihan meydanı"
"nihayetsiz","sınırsız"
"sukut","düşüş, alçalış"
"suûd","yükseliş"
"mu'cize-i kudret","Allah'ın kudret mu'cizesi"
"netice-i hilkat","yaratılış neticesi"
"acube-i san'at","san'at yönüyle hayret verici olan"
"terakkî","ilerleme, yükselme"
"tedennî","gerileme, alçalma"
"sır","gizem, gizli gerçek"
"Nükte","ince anlamlı söz"
"beyan","açıklama"
"NÜKTE","ince anlamlı söz"
"kâinat","evren, yaratılmış herşey"
"ekser","pekçok"
"envâ","neviler, türler"
"alâkadar","alâkalı, ilgili"
"İhtiyâcât","ihtiyaçlar"
"âlem","kâinat, evren"
"ebed","sonsuzluk"
"ebed","sonsuzluk"
"müştak","arzulu, çok istekli"
"Cemîl-i Zülcelâl","heybet ve yücelik sahibi, güzelliği sonsuz olan Allah"
"müştak","arzulu, çok istekli"
"menzil","ev, mekân"
"menzil","ev, mekân"
"berzah","kabir âlemi"
"ahbab","sevilenler, dostlar"
"firâk-ı ebedî","sonsuz ayrılık"
"mahşer-i acaip","hayret verici şeylerin toplandığı yer"
"âhiret","öteki dünya"
"âhiret","öteki dünya"
"Kadîr-i Mutlak","sınırsız güç ve kudret sahibi Allah"
"dergâh","huzur, makam"
"iltica","sığınma"
"hakikî","gerçek, doğru"
"mâbud","ibadet edilen"
"nâzır","bakan, gözlemci"
"münezzeh","arınmış, yüce"
"acz","âcizlik, güçsüzlük"
"müberrâ","arınmış, uzak"
"mukaddes","kusur ve eksiklikten yüce, kutsal"
"naks","noksanlık, eksiklik"
"muallâ","yüksek, yüce"
"Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"Rahîm-i Zülcemâl","güzelliği ve rahmeti sınırsız olan Allah"
"Hakîm-i Zülkemâl","sonsuz mükemmellik sahibi, herşeyi hikmetle yaratan Allah"
"nihayetsiz","sınırsız"
"hâcât-ı insaniye","insanın ihtiyaçları"
"ifa","yerine getirme"
"nihayetsiz","sınırsız"
"kudret","güç, iktidar"
"muhit","herşeyi kuşatan, kapsamlı"
"mâbudiyet","ibadet edilmeye layık olma"
"abd","kul"
"mahlûkat","yaratılmışlar"
"ubûdiyet","Allah'a kulluk"
"istinkâf","kabul etmeme, çekimserlik"
"âciz","güçsüz, zavallı"
"mahlûkat","yaratılmışlar"
"zelil","alçak"
"abd","kul"
"enâniyet","benlik, gurur"
"iktidar","güç, kudret"
"tevekkül","Allah'a dayanma ve güvenme"
"tekebbür","büyüklenme, gururlanma"
"dâvâ","iddia"
"icad","yapma, meydana getirme"
"cihet","yön, taraf"
"şer","kötülük"
"tahrip","yıkıp bozma, yok etme"
"cihet","yön, taraf"
"tâun","salgın ve ölümcül hastalık"
"muzır","zararlı"
"cihet","yön, taraf"
"icad","yapma, meydana getirme"
"vücut","varlık"
"hayır","iyilik"
"müsbet","olumlu"
"fiil","hareket, iş, etki"
"cihet","yön, taraf"
"tahrip","yıkıp bozma, yok etme"
"adem","yokluk"
"şer","kötülük"
"nefy","olumsuzluk"
"infial","fiilden etkilenme, bir tesirin gücü altında hareket etme"
"cihet","yön, taraf"
"cihet","yön, taraf"
"cihet","yön, taraf"
"izhar-ı acz","âcizliğini ortaya koyma"
"alı","yüksek, yüce"
"icad","yapma, meydana getirme"
"vüs'at","genişlik"
"nisbet","ölçü"
"icad","yapma, meydana getirme"
"fenalık","kötülük"
"tahrip","yıkıp bozma, yok etme"
"tecavüz","haddi aşma, ileri gitme"
"intişar","yayılma"
"küfür","inkâr, inançsızlık"
"fenalık","kötülük"
"tahrip","yıkıp bozma, yok etme"
"adem-i tasdik","doğruyu kabul etmeme, tasdik etmeme"
"seyyie","kötülük, günah"
"kâinat","evren, yaratılmış herşey"
"tahkir","hakaret, aşağılama"
"esmâ-i İlâhiye","Allah'ın isimleri"
"tezyif","hakaret, küçük düşürme"
"insaniyet","insanlık"
"terzil","rezil ve alçak gösterme"
"tazammun","içine alma, içerme"
"mevcudat","varlıklar"
"âli","yüksek, yüce"
"mektubât-ı Rabbâniye","Allah'ın birer mektup gibi yazdığı ve san'atla yarattığı eserler, varlıklar"
"merâyâ-yı Sübhâhiye","Allah'ın isim ve sıfatlarını gösteren aynalar, varlıklar"
"memurîn-i İlâhiye","Allah'ın emriyle hareket eden memurlar"
"Küfür","inkâr, inançsızlık"
"âyinedarlık","aynalık, ayna tutucu"
"mânidarlık","anlamlılık"
"abesiyet","faydasız ve gayesiz oluş"
"tesadüf","rastlantı"
"dereke","aşağı derece"
"zevâl","geçip gitme"
"firâk","ayrılık"
"mevadd-ı fâniye","geçici maddeler"
"ehemmiyetsizlik","önemsizlik"
"kıymetsizlik","değersizlik"
"mertebe","derece"
"kâinat","evren, yaratılmış herşey"
"mevcudat","varlıklar"
"âyine","ayna"
"nakış","işleme, süsleme"
"cilve","yansıma, akis"
"cemâl","güzellik"
"esmâ-i İlâhiye","Allah'ın isimleri"
"tezyif","hakaret, küçük düşürme"
"esmâ-i kudsiye-i İlâhiye","Allah'ın her türlü kusur ve noksandan uzak isimleri"
"cilve","yansıma, akis"
"kaside-i manzume-i hikmet","hikmetle ve düzenli bir şekilde yazılmış kaside, şiir"
"şecere-i bâkiye","devamlı ve kalıcı ağaç"
"cihâzât","cihazlar, donanım"
"cami'","içine alan, kapsayan"
"çekirdek-misal","çekirdek gibi"
"mu'cize-i kudret-i bâhire","ap açık kudret mucizesi"
"emanet-i kübrâ","en büyük emânet, halifelik"
"uhde","üstüne alma, sorumluluk"
"tefevvuk","üstün gelme"
"melâike","melekler"
"rüçhâniyet","üstünlük"
"sahib-i mertebe-i hilâfet-i arziye","yeryüzü halifeliğinin mertebesinin sahibi"
"zelil","aşağı, alçak"
"hayvan-ı fâni-i zâil","yok olup giden hayvan"
"zelil","aşağı, alçak"
"âciz","güçsüz, zayıf"
"dereke","aşağı derece"
"âdi","değersiz, basit"
"dereke","aşağı derece"
"Elhasıl","özetle, sonuç olarak"
"Nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere teşvik eden güç"
"tahrip","bozup yıkma"
"şer","kötülük"
"cihet","yön, taraf"
"nihayetsiz","sınırsız"
"icad","yapma, meydana getirme"
"hayır","iyilik"
"cüz'î","az, küçük"
"hane","ev"
"harap","yıkma, yok etme"
"Lâkin","fakat"
"enâniyet","benlik, gurur"
"vücud","varlık"
"tevfik-i İlâhiye","Allah'ın yardımı"
"şer","kötülük"
"tahrip","bozup yıkma"
"itimat","güvenme"
"istiğfar","Allah'tan bağışlanma dileme"
"abd","kul"
"mazhar","erişme, nail olma"
"nihayetsiz","sınırsız"
"kabiliyet-i şer","kötülük kabiliyeti"
"nihayetsiz","sınırsız"
"kabiliyet-i hayr","hayır kabiliyeti"
"inkılâb","dönüşmek"
"Ahsen-i takvim","insanın en güzel bir şekilde ve tam kıvamında yaratılması"
"âlâ-yı illiyyîn","yücelerin en yücesi"
"gafil","duyarsız, sorumsuz, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranan"
"fazl","cömertlik, ihsan"
"kerem","ikram, iyilik, bağış"
"Seyyie","kötülük"
"hasene","iyilik"
"seyyie","kötülük"
"hasene","iyilik"
"Nükte","ince ve derin mânâ"
"ceza-yı amel","amelin cezası"
"ayn-ı adl","adeletin ta kendisi"
"mahz-ı fazl","iyilik ve bağışın ta kendisi"
"vecih","yön, yüz"
"enâniyet","benlik"
"cihet","yön, taraf"
"hayat-ı dünyeviye","dünya hayatı"
"nâzır","bakan"
"ubûdiyet","kulluk"
"cihet","yön, taraf"
"hayat-ı ebediye","sonsuz âhiret hayatı"
"Evvelki","önceki"
"vecih","yön, yüz"
"itibarıyla","özelliğiyle"
"biçare","çaresiz"
"mahlûk","yaratılmış"
"ihtiyar","irade, tercih, seçme gücü"
"cüz'î","küçük, az"
"cüz-ü ihtiyarî","insanın elindeki seçim gücü, irade"
"kesb","kazanma"
"şule","alev"
"mevcudiyet","varlık"
"kâinat","evren, yaratılmış herşey"
"tabakat","tabakalar"
"hadsiz","sınırsız"
"envâ","türler"
"efrad","fertler, bireyler"
"nazik","ince, zarif"
"vecih","yön, yüz"
"itibarıyla","özelliğiyle"
"bilhassa","özellikle"
"ubûdiyet","kulluk"
"müteveccih","yönelik"
"acz","güçsüzlük"
"fakr","ihtiyaç hali"
"cihet","yön, taraf"
"vüs'at","genişlik"
"ehemmiyet","önem"
"Fâtır-ı Hakîm","her şeyi hikmetle ve benzersiz şeyleri üstün sanatıyla yaratan Allah"
"mahiyet-i mâneviye","mânevî yapı"
"nihayetsiz","sonsuz"
"azîm","çok büyük"
"acz","güçsüzlük"
"hadsiz","sınırsız"
"cesîm","büyük"
"fakr","ihtiyaç hali"
"derc","içine yerleştirmek"
"kudret","güç, kuvvet, iktidar"
"nihayetsiz","sonsuz"
"Kadîr-i Rahîm","gücü her şeye yeten, rahmeti her şeyi kuşatan Allah"
"gınâ","zenginlik"
"nihayetsiz","sonsuz"
"Ganiyy-i Kerîm","sonsuz cömertlik ve zenginlik sahibi olan Allah"
"hadsiz","sınırsız"
"tecelliyât","yansımalar"
"cami'","toplayan, kapsamlı"
"kudret","güç, kuvvet, iktidar"
"ehemmiyet","önem"
"cihazat","donanımlar"
"kader","Allah'ın meydana gelecek herşeyi olmadan önce takdir etmesi, planlaması"
"Hâlık","herşeyi yaratan Allah"
"istidat","kabiliyet, yetenek"
"kemâl","mükemmellik, kusursuzluk"
"sû-i mizac","kötü huy"
"cihâzât-ı mâneviye","mânevî donanım, cihazlar"
"mevadd-ı muzırra","zararlı maddeler"
"celb","çekmek"
"tefessüh","bozulmak"
"cihâzât","donanımlar"
"emr-i tekvînî","yaratılışa dair emir"
"imtisal","yerine getirme"
"hüsn-ü istimal","güzel kullanmak"
"cüz'î","küçük, az"
"hakikat","gerçek, doğru"
"ruh-u mânevî","mânevî ruh"
