"kelime","anlam"
"haşir","öldükten sonra âhirette tekrar diriltilip Allah'ın huzurunda toplanma"
"sırat","Cennete gidebilmek için herkesin üzerinden geçmesi gereken, Cehennem üzerinde kurulmuş köprü"
"sefer-i imtihan","imtihan yolculuğu"
"tılsım","sır, gizem"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"âhiret","öteki dünya"
"kudsî","kutsal, mukaddes"
"tılsım","sır, gizem"
"insan-ı mü'min","Allah'a inanan insan"
"zindan-ı dünya","dünya hapsi"
"bostan-ı cinân","Cennet bahçesi"
"huzur-u Rahmân","Allah'ın huzuru"
"musahhar","boyun eğmiş"
"burâk","Cennete mahsus bir binek"
"hakikat","gerçek mahiyet, esas, içyüz"
"kâmil","olgun, kemâl ve fazilet sahibi"
"zevâl","geçip gitme, kaybolma"
"firak","ayrılık"
"memat","ölümler"
"darağacı","idam sehpası"
"mürur-u zaman","zamanın geçmesi"
"tılsım","sır, gizem"
"Sâni-i Zülcelâl","sonsuz haşmet ve yücelik sahibi sanatkâr, Allah"
"mucizât-ı nakş","sanatla işlenmiş nakış mu'cizeleri"
"havârık-ı kudret","kudret harikaları"
"tecelliyât-ı rahmet","rahmet yansımaları"
"kemâl-i lezzet","tam lezzet alarak"
"temâşâ","hoşlanarak bakma"
"nur","ışık"
"âyine","ayna"
"tebeddül","değişmek"
"teşkil","meydana getirmek"
"tevekkül","Allah'a dayanma ve güvenme"
"Hâlık","herşeyi yoktan yaratan Allah"
"kudret","güç, iktidar"
"istinad","dayanma"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"itimad","güvenme"
"mâlik","sahip"
"Sultan-ı Cihan","dünyanın sultanı Allah"
"acz","âcizlik, güçsüzlük"
"tezkere","belge"
"istinad","dayanma"
"perva","korku"
"itminân-ı kalb","kalben tam kanaatle inanma"
"Rabb-i Rahîm","sonsuz merhamet ve şefkat sahibi ve herşeyi terbiye ve idare eden Allah"
"itimad","güvenme"
"ârif-i billâh","Allah'ı tanıyan"
"acz","âcizlik, güçsüzlük"
"mehâfetullah","Allah'tan korkma"
"telezzüz","lezzet alma, lezzetlenme"
"havf","korku"
"leziz","lezzetli"
"halet","hal, durum"
"Acz","âcizlik, güçsüzlük"
"zaaf","zayıflık"
"valide","anne"
"valide","anne"
"sine","göğüs"
"halet","hal, durum"
"valide","anne"
"lem'a-i tecellî-i rahmet","Allah'ın şefkat ve merhametinin parıltısı"
"kâmil","olgun, kemâl ve fazilet sahibi"
"acz","âcizlik, güçsüzlük"
"havfullah","Allah korkusu"
"havl","güç"
"teberrî","uzaklaşmak"
"acz","âcizlik, güçsüzlük"
"acz","âcizlik, güçsüzlük"
"havf","korku"
"şefaatçi","af ve ikram vesilesi kılma"
"şükür","Allah'a karşı minnet duyma, teşekkür etme"
"kanaat","Allah'ın nasip ettiği rızka razı olma, yetinme"
"talep","isteme"
"dua","Allah'a yalvarma, yakarma"
"Rezzâk-ı Rahîm","herşeyin rızkını veren, sonsuz şefkat ve merhamet sahibi Allah"
"rahmet","şefkat, merhamet"
"itimad","güvenme"
"sofra-i nimet","nimet sofrası"
"Cevâd-ı Kerîm","çok cömert, ihsanı ve ikramı bol olan Allah"
"fakr","fakirlik, ihtiyaç hali"
"elîm","üzücü, acı verici"
"fakr","fakirlik, ihtiyaç hali"
"iştiha","iştah, fazla istek ve arzu"
"suret","şekil"
"iştiha","iştah, fazla istek ve arzu"
"fakr","fakirlik, ihtiyaç hali"
"tezyid","artırma, çoğaltma"
"kâmil","olgun, kemâl ve fazilet sahibi"
"fakr","fakirlik, ihtiyaç hali"
"fahr","övünmek"
"fakr","fakirlik, ihtiyaç hali"
"fakr","fakirlik, ihtiyaç hali"
"edâ-i ferâiz","farzları yapmak"
"terk-i kebâir","büyük günahları terketmek"
"ehl-i ihtisas ve müşahede","görünmeyen âlemlere ait hakikatleri bizzat gözleyen ve bu konuda uzmanlaşan kimseler"
"ehl-i zevk ve keşf","iman hakikatleri kendilerine açılan ve bu hakikatlerin zevkine erişen kimseler"
"ittifak","birleşme, söz birliği"
"ebedü'l-âbâd","sonsuzların sonsuzu, âhiret"
"zad ve zahîre","azık, yolda yenilecek ve içilecek şeyler"
"burâk","Cennete mahsus bir binek"
"evâmir","emirler"
"imtisal","uyma"
"nevâhî","yasaklar"
"içtinab","kaçınma"
"hikmet","sadece dünyayı ilgilendiren bilgi, felsefe"
"nefs","kişinin kendisi"
"kebâir","büyük günahlar"
"fısk","günah"
"sefahet","yasak zevk ve eğlenceye düşkünlük; beyinsizlik, budalalık"
"zevâl","geçip gitme, kaybolma"
"izale","ortadan kaldırmak, gidermek"
"acz","âcizlik, güçsüzlük"
"fakr","fakirlik, ihtiyaç hali"
"beşer","insan"
"Kâinat","evren, yaratılmış herşey"
"mescid-i kebir","büyük mescit"
"kâinat","evren, yaratılmış herşey"
"Hidayet","doğru ve hak yol, İslâmiyet"
"amel","davranmak"
"vird-i zeban","sürekli tekrarlanan zikir"
"Hak","doğru, gerçek, hakikat; Allah"
"Hak","doğru, gerçek, hakikat; Allah"
"hak","doğru, gerçek, hakikat; Allah"
"hakikat","gerçek, doğru"
"nuranî","nurlu, aydınlık"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"neşreden","yayan"
"ruh-u insanî","insan ruhu"
"mahiyet","esas, nitelik"
"din-i hak","hak din, İslâm"
"bedbaht","talihsiz, kötü talihli"
"mahlûk","yaratık"
"âlem","dünya"
"tılsım","sır, gizem"
"ruh-u beşerî","insan ruhu"
"zulümât","karanlıklar"
"Lâ ilâhe illâllah","Allah'tan başka ilah yoktur"
"temsîlî","kıyaslamalı benzetme şeklinde, analojik"
"nizam","düzen"
"tebaiyet","uyma, tabi olma"
"külfet","zorluk"
"emniyet","güven"
"saadet","mutluluk"
"şekavet","sıkıntı, mutsuzluk"
"intihap","seçme"
"ihtiyar","irade, tercih"
"Tevekkeltü alâllah","Allah'a dayandım ve güvendim"
"nizam","düzen"
"intizam","disiplin, düzen"
"tebaiyet","uyma, tabi olma"
"Zahiren","görünüşte"
"mânen","mânevî olarak"
"hâli","boş"
"sahrâ","ova, meydan"
"sada","ses"
"meşelik","orman"
"arşın","yaklaşık 68 cm'lik bir ölçü birimi"
"göğermiş","yeşermiş"
"musallat","saldırmak"
"arşın","yaklaşık 68 cm'lik bir ölçü birimi"
"takarrüp","yaklaşmak"
"muzır","zararlı"
"haşarat","zehirli böcekler"
"muhtelif","çeşitli"
"sû-i fehm","kötü anlayış"
"adi","normal, basit, sıradan"
"tesadüfî","rastgele"
"acip","şaşırtıcı, hayret verici"
"esrar","sırlar"
"intikal","anlamak, kavramak"
"elîm","üzücü, acı verici"
"vaziyet","durum"
"feryad ü figan","bağırıp çağırma, ağlayıp sızlama"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere teşvik eden duygu"
"tecâhül","bilmezlikten gelmek"
"muzır","zararlı"
"hadis-i kudsî","mânâsı Allah tarafından Peygamberimize ilham edilen, kelimeleri peygamberimize ait olan hadîs"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"muamele","davranmak"
"bedbaht","talihsiz"
"sûizan","kötü düşünce"
"adi","normal, basit, sıradan"
"ayn-ı hakikat","gerçeğin ta kendisi"
"telâkki","zannetmek"
"muamele","davranmak"
"azap","acı, sıkıntı"
"meş'um","kötü, uğursuz"
"azap","acı, sıkıntı"
"mübarek","hayırlı"
"birader","kardeş"
"hülya","hayal"
"ünsiyet","dostluk, alışkanlık"
"birader","kardeş"
"meşakkat","sıkıntı"
"nizam","düzen, kanun"
"tebaiyet","uymak"
"teshilât","kolaylıklar"
"Asayiş","kanuna uygunluk, korkusuzluk"
"emniyet","güven"
"murdar","pis"
"murdar","pis"
"kaide","prensip, kural"
"amel","davranmak"
"murdar","pis"
"istifade","faydalanma"
"evvelki","önceki"
"birader","kardeş"
"sahrâ-i azîme","büyük ova, meydan"
"birader","kardeş"
"hüsn-ü zan","güzel düşünce"
"sahrâ","ova, meydan"
"hâkim","hükmedici, yönetici"
"hâkim","hükmedici, yönetici"
"taht-ı emrinde","emri altında"
"hizmetkâr","hizmetçi"
"arşın","yaklaşık 68 cm'lik bir ölçü birimi"
"Birader","kardeş"
"muallâk","asılı"
"acip","tuhaf, şaşırtıcı"
"vaziyet","davranış sergilemek"
"tedehhüş","dehşete kapılmak, korkmak"
"dehşet","korku, ürküntü"
"cihet","yön, taraf"
"acip","tuhaf, şaşırtıcı"
"alâkadar","alâkalı, ilgili"
"tılsım","sır, gizem"
"hâkim","hükmedici, yönetici"
"hâkim","hükmedici, yönetici"
"tecrübe","denemek"
"maksat","gaye, amaç"
"sevk","göndermek, yönlendirme"
"neş'et","doğmak, meydana gelmek"
"tecrübe","denemek"
"acip","tuhaf, şaşırtıcı"
"sevk","göndermek, yönlendirme"
"tılsım","sır, gizem"
"muhabbet","sevgi"
"neş'et","doğmak, meydana gelmek"
"muhabbet","sevgi"
"tılsım","sır, gizem"
"neş'et","doğmak, meydana gelmek"
"tılsım","sır, gizem"
"vaziyet","davranış sergilemek"
"irade","istek, arzu"
"neş'et","doğmak, meydana gelmek"
"kat'î","kesin"
"fihriste","içindekiler listesi, program"
"mahfî","gizli"
"hâkim","hükmedici, yönetici"
"bostan","bahçe"
"nümune","örnek"
"tılsım","sır, gizem"
"mucize","benzerini yapma noktasında başkalarını âciz bırakan olağanüstü şey"
"ihzar","hazırlamak"
"et'ime","yiyecekler"
"suret","şekil"
"tezyin","süslemek"
"niyaz","dua, yakarış"
"tılsım","sır, gizem"
"ilham","kalbe gelme, gönüle doğma"
"hâkim","hükmedici, idareci"
"baht","talih, kader"
"dehalet","sığınma"
"hizmetkâr","hizmetçi"
"rıza","memnuniyet"
"niyaz","dua, yakarış"
"nezih","temiz, hoş"
"inkılâb","dönüşme"
"hizmetkâr","hizmetçi"
"musahhar","boyun eğmiş"
"nefs","kişinin kendisi"
"vaziyet","durum"
"muvazene","karşılaştırma"
"fenalık","kötülük"
"fenalık","kötülük"
"bedbaht","talihsiz"
"muntazır","hazır"
"bahtiyar","talihli"
"meyvedar","meyveli"
"revnaktar","göz alıcı güzellikte"
"bedbaht","talihsiz"
"elîm","üzücü, acı"
"azîm","büyük"
"bahtiyar","talihli"
"leziz","lezzetli"
"ibret","uyanıklığa sebep olan ders"
"havf","korku"
"mahbub","sevimli"
"marifet","tanıma, bilme"
"temâşâ","hoşlanarak bakma, seyretme"
"bedbaht","talihsiz"
"meyusiyet","ümitsizlik"
"azap","acı, sıkıntı"
"bahtiyar","talihli"
"ünsiyet","dostluk, alışkanlık"
"iştiyak","şiddetli arzu ve istek"
"telezzüz","lezzetlenmek"
"bedbaht","talihsiz"
"maruz","karşısında ve tesiri altında kalmış"
"mahpus","hapsedilmiş"
"bahtiyar","talihli"
"aziz","izzetli, şerefli, değerli"
"mihmandar-ı kerîm","ikramı seven, çok cömert ev sahibi"
"acip","tuhaf, şaşırtıcı"
"hizmetkâr","hizmetçi"
"ünsiyet","dostluk kurmak"
"bedbaht","talihsiz"
"zahiren","görünüşte"
"leziz","lezzetli"
"mânen","mânevî olarak"
"tâcil","çabuklaştırma"
"nümune","örnek"
"talip","istemek"
"bahtiyar","talihli"
"tehir","ertelemek, sonraya bırakmak"
"intizar","bekleme"
"telezzüz","lezzetlenmek"
"bedbaht","talihsiz"
"hakikat","gerçek, esas"
"vaziyet","durum"
"basiretsiz","ferasetsizlik, ileriyi görememek"
"muzlim","karanlıklı"
"zulümat","karanlıklar"
"evham","vehimler, kuruntular"
"şefkat","merhamet, acıma"
"müstehak","lâyık"
"şekvâ","şikâyet"
"ahbap","dostlar, sevgililer"
"kanaat","yetinme, razı olma"
"müskir","sarhoşluk veren içki"
"tahayyül","hayal etme"
"tahkir","hakaret etme"
"bedbaht","talihsiz"
"bahtiyar","talihli"
"hakikat","gerçek"
"Hakikat","gerçek"
"Hakikat","gerçek"
"hüsn","güzellik"
"derk","algılama, kavrama"
"hakikat","gerçek"
"kemâl","mükemmellik, kusursuzluk"
"hürmet","saygı gösterme"
"rahmet","şefkat, merhamet"
"müstehak","layık, hak etmiş"
"Fena","kötü"
"hükm-ü Kur'ânî","Kur'an'ın hükmü"
"sır","gizli gerçek, gizem"
"zâhir","görünme, ortaya çıkma"
"sair","diğer"
"muvazene","karşılaştırma"
"evvelkisi","öncekisi"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere teşvik eden duygu"
"ihzar","hazırlama"
"hüsn-ü niyet","güzel niyet"
"hüsn-ü zan","güzel düşünce"
"hüsn-ü haslet","güzel özellik, huy"
"hüsn-ü fikr","güzel düşünce"
"ihsan","iyilik, bağış, ikram"
"saadet","mutluluk"
"fazilet","güzel ahlâk, üstünlük, erdem"
"feyz","bereket, nimet"
"mazhar","kavuşturmak"
"nefs","kişinin kendisi"
"nefs","kişinin kendisi"
"bedbaht","talihsiz"
"bahtiyar","talihli"
"mutî","itaat etme, emre uyma"
"ahkâm","hükümler"
"amel","iş görmek, davranmak"
"hikâye-i temsiliye","kıyaslamalı benzetme şeklinde, analojik hikâye"
"hakikat","gerçek"
"fehm","anlamak"
"hakikat-i din ve dünya ve insan ve iman","dinin, dünyanın, insanın ve imanın gerçeği"
"tatbik","uygulama"
"istihrac","çıkarma"
"ruh-u mü'min","imanlı insanın ruhu"
"kalb-i salih","dinin emir ve yasaklarına uygun hareket eden insanın kalbi"
"ruh-u kâfir","inkâr eden, inanmayan insanın ruhu"
"kalb-i fâsık","günahkâr insanın kalbi"
"tarik","yol"
"tarik-i Kur'ân ve iman","Kur'ân ve iman yolu"
"tarik-i isyan ve küfran","isyan ve küfür yolu"
"cemiyet-i beşeriye","insan toplumu"
"medeniyet-i insaniye","insanlık medeniyeti"
"muvakkat","geçici"
"hayat-ı içtimaiye","toplum hayatı"
"hayır","iyilik"
"şer","kötülük"
"fena","kötü"
"Âkıl","akıllı"
"Huz mâ safâ, da' mâ keder","duru ve saf olanı al, karışık ve bulanık olanı bırak (bu kuralın dayandığı âyet için bk. A'raf Sûresi, 7"
"kaide","prensip, kural"
"amel","iş görmek, davranmak"
"selâmet-i kalb","kalp huzuru, rahatlığı"
"sahrâ","meydan, ova"
"arz","yer, dünya"
"ecel","ölüm vakti"
"beden-i insan","insan bedeni"
"zaman-ı hayat","ömür süresi"
"arşın","yaklaşık 68 cm'lik ölçü birimi"
"ömr-ü vasatî","ortalama ömür süresi"
"ömr-ü galibî","çoğunlukla yaşanılan ömür süresi"
"müddet-i ömür","ömür süresi"
"madde-i hayat","hayat için lüzumlu olan madde"
"tarik-i berzahiye","kabir yolu"
"revâk-ı uhreviye","âhirete bakan revak, kemer"
"mü'min","inanan"
"haşerat-ı muzırra","zararlı böcekler"
"musibât-ı dünyeviye","dünyadaki musibetler"
"mü'min","inanan"
"gaflet","umursamazlık, iman hakikatlerine karşı duyarsızlık"
"ikazât-ı İlâhiye","Allah'ın uyarıları"
"iltifatât-ı Rahmâniye","sonsuz merhamet sahibi Allah'ın iltifatları"
"yemiş","yiyecek"
"dünyevî","dünyaya ait"
"Cenâb-ı Kerîm-i Mutlak","sınırsız ikram ve cömertlik sahibi yüce Allah"
"âhiret","öteki dünya, öldükten sonraki hayat"
"ihtar edici","hatırlatıcı, ikaz edici"
"müşabih","benzer"
"nümune","örnek"
"suret","şekil"
"kudret-i Samedâniye","herşey Kendisine muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan Allah'ın kudreti"
"sikke","mühür, işaret"
"rubûbiyet-i İlâhiye","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"hâtem","mühür, damga"
"saltanat-ı Ulûhiyet","hiçbir ortak kabul etmeyen Allah'ın saltanatı, egemenliği"
"turra","mühür, nişan"
"nebatat","bitkiler"
"hayvanât","hayvanlar"
"halk","yaratmak"
"cihazât-ı hayvaniye","hayvanın organları"
"icad","var etme, yaratma"
"zîhayat","canlı"
"muhtelifü'l-cins","çeşit çeşit, değişik türler"
"taam","gıda, yiyecek"
"zîhayat","canlı"
"lâhm-ı mahsus","özel et"
"cild-i basit","basit cilt, deri"
"Zât-ı Ehad-i Samed","herşey Ona muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan ve tek olan Allah"
"Sultan-ı Ezel ve Ebed","varlığının başlangıcı ve sonu olmayan kudret ve hâkimiyet sahibi Allah"
"sikke-i hassa","özel mühür"
"hâtem-i mahsus","özel damga"
"turra","mühür, nişan"
"Hâlık","herşeyi yaratan Allah"
"has","özel"
"Kadîr-i Külli Şey","herşeye gücü yeten, sonsuz kudret sahibi Allah"
"nişan","mühür, işaret"
"âyet","delil"
"tılsım","sır, gizem"
"sırr-ı iman","iman sırrı"
"sırr-ı hikmet-i hilkat","yaratılış gayesinin sırrı"
"miftah","anahtar"
"inkılâb","dönüşme"
"ehl-i dalâlet ve tuğyan","hak yoldan sapmış ve isyan içinde olan kimseler"
"vahşet","ürküntü, yalnızlık"
"nisyan","unutulmuşluk"
"batn","karın, mide"
"ehl-i Kur'ân ve iman","Kur'ân ve iman ehli"
"zindan-ı dünya","dünya hapsi"
"bostan-ı bekà","devamlı, sürekli bahçe"
"meydan-ı imtihan","imtihan meydanı"
"ravza-i cinân","Cennet bahçeleri"
"zahmet-i hayat","hayatın zorluğu"
"rahmet-i Rahmân","rahmeti sınırsız olan Allah'ın şefkat ve merhameti"
"munis","canayakın, dost"
"hizmetkâr","hizmetçi"
"musahhar","boyun eğen"
"mevt","ölüm"
"ehl-i dalâlet","hak yoldan sapmış, inançsız kimseler"
"mahbubât","sevilenler"
"elîm","üzücü, acı verici"
"firak-ı ebedî","sonsuz ayrılık"
"cennet-i kâzibe-i dünyeviye","aldatıcı dünya cenneti"
"ihraç","çıkarılma"
"tard","kovulma"
"vahşet","ürküntü, yalnızlık"
"zindan-ı mezar","mezar hapsi, karanlığı"
"idhal","girme"
"ehl-i hidayet","hak ve doğru yolda olanlar"
"âlem","dünya"
"ahbap","sevgililer, dostlar"
"hakikî","gerçek"
"ebedî","sonsuz"
"makam-ı saadet","mutluluk yeri"
"zindan-ı dünya","dünya hapsi"
"bostan-ı cinân","Cennet bahçeleri"
"Rahmân-ı Rahîm","dünya ve âhirette yarattığı varlıklara sonsuz rahmet, şefkat ve merhametiyle davranan Allah"
"fazl","cömertlik, ihsan"
"mukabil","karşılık"
"ahz-ı ücret","ücret alma"
"vazife-i hayat külfeti","hayat görevinin zorlukları"
"terhis","serbest bırakılma, salıverilme"
"ubûdiyet","Allah'a kulluk"
"talim","eğitim"
"talimât","emirler"
"Elhasıl","özetle, sonuç olarak"
"hayat-ı fâniye","geçici, ölümlü dünya hayatı"
"maksat","gaye"
"zahiren","görünüşte"
"mânen","mânevî yönden"
"hayat-ı bâkıye","kalıcı, sürekli âhiret hayatı"
"müteveccih","yönelmiş"
"saadet-i dâreyn","dünya ve âhiret mutluluğu"
"mazhar","erişme, nail olma"
"fena","kötü"
"intizar","bekleme"
"tahammül","katlanma, dayanma"
"BİRADER","kardeş"
"muayyen","belirli"
"hikmet-i tahsisi","ait kılınmasının hikmeti, gayesi"
"hikmet","sebep, gaye, fayda"
"mühim","önemli"
"inkılâp","değişim, dönüşüm"
"azîm","çok büyük"
"tasarruf-u İlâhî","Allah'ın faaliyet ve icraatları"
"âyine","ayna"
"tasarruf","herşeyi dilediği gibi kullanma ve yönetme"
"ihsânât-ı külliye-i İlâhiye","Allah'ın herşeyi kuşatan bağış ve iyilikleri"
"mâkes","yansıma yeri"
"Kadîr-i Zülcelâle","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi Allah"
"ziyade","fazla"
"tesbih","Allah'ı her türlü noksan ve kusurdan yüce tutarak şanına layık ifadelerle anma"
"tazim","Allah'ın sonsuz azamet ve büyüklüğünü dile getirme"
"hadsiz","sayısız"
"yekûn","toplam"
"hamd","övgü ve şükür"
"fehmetmek","anlamak"
"Nükte","ince anlamlı söz"
"nefs","kişinin kendisi"
"NÜKTE","ince anlamlı söz"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"tesbih","Allah'ı her türlü noksan ve kusurdan yüce tutarak şanına layık ifadelerle anma"
"tâzim","Allah'ın sonsuz azamet ve büyüklüğünü dile getirme"
"celâl","haşmet, ihtişam, yücelik,"
"kavlen","sözle"
"fiilen","fiil ve davranışla"
"Sübhânallah","Allah her türlü eksiklikten sonsuz derecede yücedir anlamında bir tesbih"
"takdis","Allah'ın her türlü eksiklik ve çirkinlikten yüce olduğunu ilân etme"
"kemâl","kusursuzluk, mükemmellik"
"lâfzen","sözlü olarak"
"amelen","davranışla"
"Allahu ekber","Allah en büyüktür"
"tâzim","Allah'ın sonsuz azamet ve büyüklüğünü dile getirme"
"cemâl","sonsuz güzellik"
"lisanen","dille"
"tesbih","Allah'ı her türlü kusurdan yüce tutarak şanına layık ifadelerle anma"
"tekbir","Allah'ın büyüklüğünü dile getirme"
"hamd","şükür ve övgü"
"harekât","hareketler"
"ezkâr","zikirler"
"tekid","kuvvetlendirme"
"takviye","güçlendirme, destekleme"
"kelimât-ı mübareke","mübarek kelimeler, sözler"
"mücmel","özetlenmiş"
"hülâsa","esas, öz"
"tekid","kuvvetlendirme"
"Dergâh-ı İlâhî","Cenab-ı Allah'ın rahmet kapısı"
"abd","kul"
"acz","güçsüzlük"
"fakr","fakirlik, ihtiyaç hali"
"kemâl-i Rububiyetin","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesinin, onları terbiye edip idaresi ve egemenliği altında bulundurmasının mükemmelliği"
"kudret-i Samedâniye","herşey Kendisine muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan Allah'ın kudreti"
"rahmet-i İlâhiye","Allah'ın şefkat ve merhameti"
"muhabbet","sevgi"
"Rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"saltanat","egemenlik"
"ubûdiyet","Allah'a kulluk"
"Rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"kudsiyet","kusur ve noksandan uzak oluş, kutsallık"
"abd","kul"
"istiğfar","bağışlanma dileme"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"nekais","noksanlıklar, eksiklikler"
"müberra","arınmış, temiz"
"ehl-i dalâlet","hak yoldan sapmış, inançsız kimseler"
"efkâr-ı batıla","asılsız, boş düşünceler"
"münezzeh","kusur ve eksiklikten arınmış, temiz"
"muallâ","yüce"
"kâinat","evren, yaratılmış herşey"
"kusurât","kusurlar"
"mukaddes","kusur ve eksiklikten yüce, kutsal"
"muarra","temiz, pak, arınmış"
"tesbih","Allah'ı her türlü kusurdan yüce tutarak şanına layık ifadelerle anma"
"Sübhanallah","Allah her türlü eksiklikten sonsuz derecede yücedir"
"Rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"kemâl-i kudret","kudretin mükemmelliği"
"abd","kul"
"mahlûkat","yaratıklar"
"acz","güçsüzlük"
"kudret-i Samedâniye","herşey Kendisine muhtaç olduğu halde Kendisi hiçbir şeye muhtaç olmayan Allah'ın kudreti"
"azamet-i âsâr","eserlerin büyüklüğü"
"istihsan","beğenme, güzel bulma"
"Allahu ekber","Allah en büyüktür"
"huzû","Allah'ın büyüklüğünü düşünerek boyun eğme"
"iltica","sığınma"
"tevekkül","Allah'a dayanma ve güvenme"
"Rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"hazine-i rahmet","Allah'ın rahmet hazinesi"
"abd","kul"
"mahlûkat","yaratıklar"
"fakr","fakirlik, ihtiyaç hali"
"ihtiyâcât","ihtiyaçlar"
"sual","isteme"
"dua","yalvarma, yakarma"
"izhar","gösterme"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"ihsan","iyilik, bağış"
"in'âmât","nimetler"
"senâ","övgü"
"Elhamdü lillâh","her türlü teşekkür ve övgü Allah'a aittir"
"ef'âl","fiiller, hareketler"
"akvâl","sözler"
"tazammun","içine alma"
"taraf-ı İlâhîden","Allah tarafından"
"vaz","konulmak, yerleştirilmek"
"âlem-i kebir","büyük âlem, evren"
"misal-i musağğar","küçültülmüş nümune"
"Fâtiha-i Şerife","Fatiha Sûresi"
"Kur'ân-ı Azîmüşşân","şanı yüce Kur'ân"
"timsal-i münevver","nurlu örnek"
"ibâdât","ibadetler"
"enva","çeşitler, türler"
"şamil","kapsayan"
"fihriste-i nuraniye","nurlu fihriste"
"esnâf-ı mahlûkat","yaratılmışların sınıfları, çeşitleri"
"elvân-ı ibadet","renk renk, çeşit çeşit ibadet"
"harita-i kudsiye","kutsal harita"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah"
"saat-i kübrâ","çok büyük saat"
"âlem-i dünya","dünya âlemi"
"deveran","dönüş"
"tabakat-ı ömr-ü insan","insan ömrünün aşamaları"
"edvâr-ı ömr-ü âlem","dünyanın ömür devirleri"
"fecir","tan yerinin ağarması, sabah"
"tulû","güneşin doğuşu"
"evvel-i bahar","baharın başlangıcı"
"rahm-ı mâder","anne karnı"
"âvân","anlar, vakitler"
"semâvât","gökler"
"arz","yer"
"hilkat","yaratılış"
"şuûnât-ı İlâhiye","Cenab-ı Allah'ın işleri, fiilleri ve tasarrufları"
"ihtar","hatırlatmak"
"Zuhr","öğle"
"kemâl","olgunluk, mükemmellik"
"ömr-ü dünya","dünyanın ömrü"
"hilkat-i insan","insanın yaratılışı"
"tecelliyât-ı rahmet","rahmet yansımaları, görüntüleri"
"füyuzât-ı nimet","nimetlerin bolluğu, bereketi"
"Asr","ikindi"
"Âhirzaman Peygamberi","dünya hayatının kıyamete yakın son devresinde gönderilen Peygamberimiz Hz. Muhammed (a.s.m.)"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"asr-ı saadet","Peygamberimizin yaşadığı dönem, mutluluk asrı"
"şuûnât-ı İlâhiye","Cenab-ı Allah'ın işleri, fiilleri ve tasarrufları"
"in'âmât-ı Rahmâniye","Allah'ın sonsuz şefkat ve merhametiyle bağışladığı nimetler"
"ihtar","hatırlatmak"
"Mağrib","akşam"
"âhir","son"
"mahlûkat","yaratılmışlar, varlıklar"
"gurub","batış, ölüm"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"iptida","başlangıç"
"harabiyet","yok oluş, yıkılış"
"ihtar","hatırlatma"
"tecelliyât-ı celâliye","Allah'ın sınırsız haşmet ve yüceliğini gösteren yansımalar"
"ifham","anlatma"
"beşer","insan"
"gaflet","duyarsızlık, mânevî sorumluluklarından habersiz davranma hali"
"ikaz","uyarma"
"İşâ","yatsı"
"âlem-i zulümat","karanlıklar âlemi"
"nehar","gündüz"
"âsâr","eserler, izler"
"setretme","örtme"
"bakıye-i âsâr","geride kalan eserler, izler"
"nisyan","unutkanlık"
"dar-ı imtihan","imtihan yeri"
"ihtar","hatırlatma"
